year,pgisced97,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Primary Level,"No, never",0.18641,42,42,0.06720,0.30562
2005,Lower Secondary Level,"No, never",0.15856,426,906,0.13476,0.18236
2005,Lower Secondary Level,"Yes, every week",0.06138,133,906,0.04574,0.07702
2005,Lower Secondary Level,"Yes, every 2 weeks",0.05706,138,906,0.04194,0.07217
2005,Lower Secondary Level,"Yes, every 3-4 weeks",0.02594,70,906,0.01558,0.03630
2005,Lower Secondary Level,"Yes, less frequently",0.05489,139,906,0.04005,0.06973
2005,Upper Secondary Level,"No, never",0.19095,2067,5525,0.18059,0.20132
2005,Upper Secondary Level,"Yes, every week",0.07891,786,5525,0.07180,0.08602
2005,Upper Secondary Level,"Yes, every 2 weeks",0.07988,840,5525,0.07273,0.08703
2005,Upper Secondary Level,"Yes, every 3-4 weeks",0.05191,527,5525,0.04606,0.05776
2005,Upper Secondary Level,"Yes, less frequently",0.12125,1305,5525,0.11264,0.12986
2005,Post-secondary Non-tertiary Level,"No, never",0.28833,335,773,0.25638,0.32029
2005,Post-secondary Non-tertiary Level,"Yes, every week",0.06488,70,773,0.04750,0.08225
2005,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.09088,109,773,0.07060,0.11115
2005,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.05250,69,773,0.03676,0.06823
2005,Post-secondary Non-tertiary Level,"Yes, less frequently",0.16471,190,773,0.13854,0.19087
2005,First Stage of Tertiary Education,"No, never",0.17791,308,1018,0.15440,0.20141
2005,First Stage of Tertiary Education,"Yes, every week",0.09149,151,1018,0.07377,0.10921
2005,First Stage of Tertiary Education,"Yes, every 2 weeks",0.10657,159,1018,0.08761,0.12554
2005,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.05848,104,1018,0.04406,0.07290
2005,First Stage of Tertiary Education,"Yes, less frequently",0.18313,296,1018,0.15936,0.20690
2005,Second Stage of Tertiary Education,"No, never",0.22200,1012,2929,0.20695,0.23706
2005,Second Stage of Tertiary Education,"Yes, every week",0.09457,418,2929,0.08398,0.10517
2005,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.07402,306,2929,0.06454,0.08351
2005,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.05560,260,2929,0.04730,0.06390
2005,Second Stage of Tertiary Education,"Yes, less frequently",0.21433,933,2929,0.19947,0.22920
2007,Primary Level,"No, never",0.17061,33,33,0.04027,0.30095
2007,Lower Secondary Level,"No, never",0.14509,338,772,0.12023,0.16995
2007,Lower Secondary Level,"Yes, every week",0.05947,128,772,0.04277,0.07616
2007,Lower Secondary Level,"Yes, every 2 weeks",0.05311,116,772,0.03728,0.06894
2007,Lower Secondary Level,"Yes, every 3-4 weeks",0.03122,66,772,0.01895,0.04350
2007,Lower Secondary Level,"Yes, less frequently",0.04826,124,772,0.03313,0.06339
2007,Upper Secondary Level,"No, never",0.19595,2070,5637,0.18559,0.20631
2007,Upper Secondary Level,"Yes, every week",0.07908,815,5637,0.07204,0.08613
2007,Upper Secondary Level,"Yes, every 2 weeks",0.08775,941,5637,0.08037,0.09514
2007,Upper Secondary Level,"Yes, every 3-4 weeks",0.05534,550,5637,0.04937,0.06131
2007,Upper Secondary Level,"Yes, less frequently",0.11914,1261,5637,0.11068,0.12759
2007,Post-secondary Non-tertiary Level,"No, never",0.26622,324,812,0.23580,0.29664
2007,Post-secondary Non-tertiary Level,"Yes, every week",0.07753,92,812,0.05912,0.09593
2007,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.09512,116,812,0.07493,0.11531
2007,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.06404,80,812,0.04719,0.08089
2007,Post-secondary Non-tertiary Level,"Yes, less frequently",0.17463,200,812,0.14850,0.20076
2007,First Stage of Tertiary Education,"No, never",0.17231,306,976,0.14860,0.19601
2007,First Stage of Tertiary Education,"Yes, every week",0.09458,154,976,0.07621,0.11294
2007,First Stage of Tertiary Education,"Yes, every 2 weeks",0.11479,160,976,0.09478,0.13480
2007,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.04889,97,976,0.03536,0.06243
2007,First Stage of Tertiary Education,"Yes, less frequently",0.17465,259,976,0.15081,0.19848
2007,Second Stage of Tertiary Education,"No, never",0.21059,989,3025,0.19606,0.22512
2007,Second Stage of Tertiary Education,"Yes, every week",0.10054,466,3025,0.08982,0.11126
2007,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.08194,322,3025,0.07216,0.09171
2007,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.06817,299,3025,0.05919,0.07715
2007,Second Stage of Tertiary Education,"Yes, less frequently",0.21109,949,3025,0.19654,0.22563
2009,Lower Secondary Level,"No, never",0.14327,297,658,0.11648,0.17006
2009,Lower Secondary Level,"Yes, every week",0.06409,103,658,0.04536,0.08281
2009,Lower Secondary Level,"Yes, every 2 weeks",0.05440,93,658,0.03706,0.07174
2009,Lower Secondary Level,"Yes, every 3-4 weeks",0.02737,52,658,0.01490,0.03985
2009,Lower Secondary Level,"Yes, less frequently",0.05606,113,658,0.03847,0.07365
2009,Upper Secondary Level,"No, never",0.20033,1833,4991,0.18923,0.21144
2009,Upper Secondary Level,"Yes, every week",0.08059,712,4991,0.07304,0.08815
2009,Upper Secondary Level,"Yes, every 2 weeks",0.09351,826,4991,0.08543,0.10159
2009,Upper Secondary Level,"Yes, every 3-4 weeks",0.05066,446,4991,0.04457,0.05674
2009,Upper Secondary Level,"Yes, less frequently",0.12609,1174,4991,0.11688,0.13530
2009,Post-secondary Non-tertiary Level,"No, never",0.29449,292,705,0.26082,0.32816
2009,Post-secondary Non-tertiary Level,"Yes, every week",0.07974,79,705,0.05973,0.09975
2009,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.09787,92,705,0.07592,0.11982
2009,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.05589,60,705,0.03892,0.07285
2009,Post-secondary Non-tertiary Level,"Yes, less frequently",0.17728,182,705,0.14906,0.20549
2009,First Stage of Tertiary Education,"No, never",0.18706,264,846,0.16077,0.21335
2009,First Stage of Tertiary Education,"Yes, every week",0.10853,142,846,0.08756,0.12950
2009,First Stage of Tertiary Education,"Yes, every 2 weeks",0.09251,132,846,0.07297,0.11205
2009,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.04397,73,846,0.03014,0.05779
2009,First Stage of Tertiary Education,"Yes, less frequently",0.18195,235,846,0.15593,0.20796
2009,Second Stage of Tertiary Education,"No, never",0.22230,886,2738,0.20672,0.23787
2009,Second Stage of Tertiary Education,"Yes, every week",0.11273,477,2738,0.10088,0.12457
2009,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.07169,273,2738,0.06202,0.08135
2009,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.06379,266,2738,0.05463,0.07294
