year,age_gr,bula_h,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,17-29 y.,Lower Saxony,"No, never",0.18921,75,117,0.11793,0.26049
2005,17-29 y.,Lower Saxony,"Yes, less frequently",0.17384,42,117,0.10487,0.24280
2005,17-29 y.,North Rhine-Westphalia,"No, never",0.22469,164,347,0.18071,0.26867
2005,17-29 y.,North Rhine-Westphalia,"Yes, every week",0.10689,66,347,0.07433,0.13944
2005,17-29 y.,North Rhine-Westphalia,"Yes, every 2 weeks",0.09546,62,347,0.06449,0.12642
2005,17-29 y.,North Rhine-Westphalia,"Yes, less frequently",0.07671,55,347,0.04867,0.10476
2005,17-29 y.,Hesse,"No, never",0.22341,50,50,0.10678,0.34004
2005,17-29 y.,"Rhineland-Palatinate, Saarland","No, never",0.19749,43,43,0.07709,0.31789
2005,17-29 y.,Baden-Wuerttemberg,"No, never",0.23505,123,236,0.18084,0.28927
2005,17-29 y.,Baden-Wuerttemberg,"Yes, every week",0.06888,34,236,0.03650,0.10126
2005,17-29 y.,Baden-Wuerttemberg,"Yes, every 2 weeks",0.08948,31,236,0.05298,0.12597
2005,17-29 y.,Baden-Wuerttemberg,"Yes, less frequently",0.09875,48,236,0.06061,0.13689
2005,17-29 y.,Bavaria,"No, never",0.29087,146,304,0.23973,0.34201
2005,17-29 y.,Bavaria,"Yes, every week",0.08461,50,304,0.05328,0.11595
2005,17-29 y.,Bavaria,"Yes, every 2 weeks",0.12576,54,304,0.08843,0.16310
2005,17-29 y.,Bavaria,"Yes, less frequently",0.10244,54,304,0.06830,0.13659
2005,17-29 y.,Brandenburg,"No, never",0.20352,37,37,0.07200,0.33504
2005,17-29 y.,Saxony,"No, never",0.14716,52,85,0.07140,0.22292
2005,17-29 y.,Saxony,"Yes, less frequently",0.09313,33,85,0.03098,0.15528
2005,17-29 y.,Thuringa,"No, never",0.17663,35,35,0.04844,0.30482
2005,30-45 y.,Schleswig-Holstein,"No, never",0.24011,38,71,0.14004,0.34018
2005,30-45 y.,Schleswig-Holstein,"Yes, less frequently",0.21560,33,71,0.11926,0.31193
2005,30-45 y.,Hamburg,"No, never",0.48774,31,31,0.30887,0.66661
2005,30-45 y.,Lower Saxony,"No, never",0.24870,130,434,0.20798,0.28941
2005,30-45 y.,Lower Saxony,"Yes, every week",0.12608,66,434,0.09482,0.15735
2005,30-45 y.,Lower Saxony,"Yes, every 2 weeks",0.13613,74,434,0.10383,0.16843
2005,30-45 y.,Lower Saxony,"Yes, every 3-4 weeks",0.09328,48,434,0.06589,0.12068
2005,30-45 y.,Lower Saxony,"Yes, less frequently",0.22206,116,434,0.18291,0.26121
2005,30-45 y.,North Rhine-Westphalia,"No, never",0.28990,405,1071,0.26272,0.31709
2005,30-45 y.,North Rhine-Westphalia,"Yes, every week",0.09372,123,1071,0.07626,0.11118
2005,30-45 y.,North Rhine-Westphalia,"Yes, every 2 weeks",0.12612,155,1071,0.10623,0.14601
2005,30-45 y.,North Rhine-Westphalia,"Yes, every 3-4 weeks",0.08772,105,1071,0.07077,0.10467
2005,30-45 y.,North Rhine-Westphalia,"Yes, less frequently",0.20628,283,1071,0.18203,0.23052
2005,30-45 y.,Hesse,"No, never",0.28186,122,366,0.23571,0.32802
2005,30-45 y.,Hesse,"Yes, every week",0.10996,48,366,0.07786,0.14205
2005,30-45 y.,Hesse,"Yes, every 2 weeks",0.10392,49,366,0.07261,0.13522
2005,30-45 y.,Hesse,"Yes, every 3-4 weeks",0.07879,41,366,0.05115,0.10642
2005,30-45 y.,Hesse,"Yes, less frequently",0.23418,106,366,0.19073,0.27762
2005,30-45 y.,"Rhineland-Palatinate, Saarland","No, never",0.28734,114,311,0.23696,0.33771
2005,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, every week",0.17834,56,311,0.13573,0.22095
2005,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, every 2 weeks",0.11667,40,311,0.08093,0.15241
2005,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, every 3-4 weeks",0.06616,32,311,0.03849,0.09383
2005,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, less frequently",0.16227,69,311,0.12122,0.20331
2005,30-45 y.,Baden-Wuerttemberg,"No, never",0.28351,255,639,0.24854,0.31849
2005,30-45 y.,Baden-Wuerttemberg,"Yes, every week",0.09638,71,639,0.07348,0.11928
2005,30-45 y.,Baden-Wuerttemberg,"Yes, every 2 weeks",0.09481,72,639,0.07208,0.11755
2005,30-45 y.,Baden-Wuerttemberg,"Yes, every 3-4 weeks",0.09285,70,639,0.07033,0.11537
2005,30-45 y.,Baden-Wuerttemberg,"Yes, less frequently",0.22710,171,639,0.19459,0.25961
2005,30-45 y.,Bavaria,"No, never",0.28286,289,738,0.25035,0.31538
2005,30-45 y.,Bavaria,"Yes, every week",0.12804,100,738,0.10392,0.15217
2005,30-45 y.,Bavaria,"Yes, every 2 weeks",0.09573,90,738,0.07448,0.11697
2005,30-45 y.,Bavaria,"Yes, every 3-4 weeks",0.06590,59,738,0.04799,0.08381
2005,30-45 y.,Bavaria,"Yes, less frequently",0.23191,200,738,0.20144,0.26238
2005,30-45 y.,Berlin,"No, never",0.24080,53,104,0.15822,0.32337
2005,30-45 y.,Berlin,"Yes, less frequently",0.21037,51,104,0.13166,0.28908
2005,30-45 y.,Brandenburg,"No, never",0.17131,46,118,0.10303,0.23958
2005,30-45 y.,Brandenburg,"Yes, every 2 weeks",0.17952,32,118,0.10998,0.24906
2005,30-45 y.,Brandenburg,"Yes, less frequently",0.14173,40,118,0.07853,0.20493
2005,30-45 y.,Saxony,"No, never",0.20413,93,334,0.16084,0.24742
2005,30-45 y.,Saxony,"Yes, every week",0.11953,45,334,0.08469,0.15437
2005,30-45 y.,Saxony,"Yes, every 2 weeks",0.14108,59,334,0.10369,0.17847
2005,30-45 y.,Saxony,"Yes, every 3-4 weeks",0.09836,37,334,0.06637,0.13034
2005,30-45 y.,Saxony,"Yes, less frequently",0.21535,100,334,0.17120,0.25950
2005,30-45 y.,Saxony-Anhalt,"No, never",0.15267,37,121,0.08832,0.21702
2005,30-45 y.,Saxony-Anhalt,"Yes, every 2 weeks",0.21059,42,121,0.13763,0.28354
2005,30-45 y.,Saxony-Anhalt,"Yes, less frequently",0.19831,42,121,0.12697,0.26966
2005,30-45 y.,Thuringa,"No, never",0.17453,46,157,0.11496,0.23409
2005,30-45 y.,Thuringa,"Yes, every week",0.12316,33,157,0.07159,0.17472
2005,30-45 y.,Thuringa,"Yes, every 2 weeks",0.18725,34,157,0.12603,0.24847
2005,30-45 y.,Thuringa,"Yes, less frequently",0.12712,44,157,0.07484,0.17939
2005,46-65 y.,Schleswig-Holstein,"No, never",0.21460,60,105,0.13569,0.29350
2005,46-65 y.,Schleswig-Holstein,"Yes, less frequently",0.17269,45,105,0.10004,0.24533
2005,46-65 y.,Lower Saxony,"No, never",0.20798,122,354,0.16564,0.25032
2005,46-65 y.,Lower Saxony,"Yes, every week",0.08984,58,354,0.06001,0.11967
2005,46-65 y.,Lower Saxony,"Yes, every 2 weeks",0.07983,49,354,0.05156,0.10811
2005,46-65 y.,Lower Saxony,"Yes, every 3-4 weeks",0.05536,34,354,0.03150,0.07921
2005,46-65 y.,Lower Saxony,"Yes, less frequently",0.13911,91,354,0.10301,0.17521
2005,46-65 y.,North Rhine-Westphalia,"No, never",0.24617,390,924,0.21838,0.27396
2005,46-65 y.,North Rhine-Westphalia,"Yes, every week",0.07201,113,924,0.05533,0.08868
2005,46-65 y.,North Rhine-Westphalia,"Yes, every 2 weeks",0.08062,116,924,0.06306,0.09819
2005,46-65 y.,North Rhine-Westphalia,"Yes, every 3-4 weeks",0.04586,65,924,0.03236,0.05935
2005,46-65 y.,North Rhine-Westphalia,"Yes, less frequently",0.15239,240,924,0.12920,0.17558
2005,46-65 y.,Hesse,"No, never",0.24948,115,276,0.19834,0.30062
2005,46-65 y.,Hesse,"Yes, every week",0.14028,61,276,0.09924,0.18133
2005,46-65 y.,Hesse,"Yes, less frequently",0.19684,100,276,0.14984,0.24383
2005,46-65 y.,"Rhineland-Palatinate, Saarland","No, never",0.29120,109,200,0.22808,0.35432
2005,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, every week",0.08445,32,200,0.04581,0.12308
2005,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, less frequently",0.14102,59,200,0.09266,0.18938
2005,46-65 y.,Baden-Wuerttemberg,"No, never",0.25035,216,521,0.21312,0.28759
2005,46-65 y.,Baden-Wuerttemberg,"Yes, every week",0.07158,64,521,0.04942,0.09373
2005,46-65 y.,Baden-Wuerttemberg,"Yes, every 2 weeks",0.10422,64,521,0.07796,0.13048
2005,46-65 y.,Baden-Wuerttemberg,"Yes, every 3-4 weeks",0.04037,39,521,0.02346,0.05729
2005,46-65 y.,Baden-Wuerttemberg,"Yes, less frequently",0.16615,138,521,0.13416,0.19814
2005,46-65 y.,Bavaria,"No, never",0.26687,266,640,0.23257,0.30116
2005,46-65 y.,Bavaria,"Yes, every week",0.08311,91,640,0.06171,0.10451
2005,46-65 y.,Bavaria,"Yes, every 2 weeks",0.05684,62,640,0.03888,0.07479
