year,age_gr,regtyp,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,17-29 y.,Urban regions,"No, never",0.22890,572,1324,0.20627,0.25154
2005,17-29 y.,Urban regions,"Yes, every week",0.09113,208,1324,0.07562,0.10664
2005,17-29 y.,Urban regions,"Yes, every 2 weeks",0.09085,206,1324,0.07536,0.10634
2005,17-29 y.,Urban regions,"Yes, every 3-4 weeks",0.04395,106,1324,0.03290,0.05499
2005,17-29 y.,Urban regions,"Yes, less frequently",0.09211,232,1324,0.07653,0.10769
2005,17-29 y.,Rural regions,"No, never",0.19041,265,690,0.16109,0.21972
2005,17-29 y.,Rural regions,"Yes, every week",0.07175,87,690,0.05248,0.09102
2005,17-29 y.,Rural regions,"Yes, every 2 weeks",0.10490,125,690,0.08202,0.12778
2005,17-29 y.,Rural regions,"Yes, every 3-4 weeks",0.03934,61,690,0.02483,0.05386
2005,17-29 y.,Rural regions,"Yes, less frequently",0.13603,152,690,0.11043,0.16163
2005,30-45 y.,Urban regions,"No, never",0.28589,1233,3333,0.27055,0.30123
2005,30-45 y.,Urban regions,"Yes, every week",0.10407,407,3333,0.09370,0.11444
2005,30-45 y.,Urban regions,"Yes, every 2 weeks",0.11438,455,3333,0.10357,0.12518
2005,30-45 y.,Urban regions,"Yes, every 3-4 weeks",0.08124,326,3333,0.07196,0.09051
2005,30-45 y.,Urban regions,"Yes, less frequently",0.21848,912,3333,0.20445,0.23251
2005,30-45 y.,Rural regions,"No, never",0.22138,462,1513,0.20045,0.24230
2005,30-45 y.,Rural regions,"Yes, every week",0.13612,231,1513,0.11883,0.15340
2005,30-45 y.,Rural regions,"Yes, every 2 weeks",0.13063,262,1513,0.11364,0.14762
2005,30-45 y.,Rural regions,"Yes, every 3-4 weeks",0.08375,171,1513,0.06978,0.09771
2005,30-45 y.,Rural regions,"Yes, less frequently",0.18720,387,1513,0.16754,0.20686
2005,46-65 y.,Urban regions,"No, never",0.24149,1169,2940,0.22602,0.25697
2005,46-65 y.,Urban regions,"Yes, every week",0.08213,392,2940,0.07221,0.09206
2005,46-65 y.,Urban regions,"Yes, every 2 weeks",0.07809,342,2940,0.06839,0.08779
2005,46-65 y.,Urban regions,"Yes, every 3-4 weeks",0.04491,235,2940,0.03742,0.05240
2005,46-65 y.,Urban regions,"Yes, less frequently",0.16315,802,2940,0.14979,0.17651
2005,46-65 y.,Rural regions,"No, never",0.21398,519,1488,0.19313,0.23482
2005,46-65 y.,Rural regions,"Yes, every week",0.09187,242,1488,0.07719,0.10655
2005,46-65 y.,Rural regions,"Yes, every 2 weeks",0.07378,191,1488,0.06049,0.08707
2005,46-65 y.,Rural regions,"Yes, every 3-4 weeks",0.05896,135,1488,0.04699,0.07094
2005,46-65 y.,Rural regions,"Yes, less frequently",0.14211,401,1488,0.12437,0.15986
2005,66 and older,Urban regions,"No, never",0.01426,40,40,-0.02295,0.05148
2007,17-29 y.,Urban regions,"No, never",0.22664,517,1258,0.20350,0.24979
2007,17-29 y.,Urban regions,"Yes, every week",0.08946,187,1258,0.07368,0.10523
2007,17-29 y.,Urban regions,"Yes, every 2 weeks",0.09152,215,1258,0.07558,0.10746
2007,17-29 y.,Urban regions,"Yes, every 3-4 weeks",0.04861,110,1258,0.03672,0.06050
2007,17-29 y.,Urban regions,"Yes, less frequently",0.08910,229,1258,0.07335,0.10484
2007,17-29 y.,Rural regions,"No, never",0.20565,259,682,0.17529,0.23600
2007,17-29 y.,Rural regions,"Yes, every week",0.08494,108,682,0.06400,0.10588
2007,17-29 y.,Rural regions,"Yes, every 2 weeks",0.09147,120,682,0.06982,0.11312
2007,17-29 y.,Rural regions,"Yes, every 3-4 weeks",0.05013,59,682,0.03374,0.06652
2007,17-29 y.,Rural regions,"Yes, less frequently",0.12290,136,682,0.09824,0.14756
2007,30-45 y.,Urban regions,"No, never",0.28353,1146,3149,0.26778,0.29927
2007,30-45 y.,Urban regions,"Yes, every week",0.10681,409,3149,0.09602,0.11760
2007,30-45 y.,Urban regions,"Yes, every 2 weeks",0.12594,452,3149,0.11435,0.13753
2007,30-45 y.,Urban regions,"Yes, every 3-4 weeks",0.08929,323,3149,0.07933,0.09925
2007,30-45 y.,Urban regions,"Yes, less frequently",0.20942,819,3149,0.19521,0.22364
2007,30-45 y.,Rural regions,"No, never",0.21984,454,1563,0.19931,0.24038
2007,30-45 y.,Rural regions,"Yes, every week",0.11997,232,1563,0.10386,0.13609
2007,30-45 y.,Rural regions,"Yes, every 2 weeks",0.16408,301,1563,0.14571,0.18245
2007,30-45 y.,Rural regions,"Yes, every 3-4 weeks",0.09989,175,1563,0.08502,0.11476
2007,30-45 y.,Rural regions,"Yes, less frequently",0.21587,401,1563,0.19547,0.23627
2007,46-65 y.,Urban regions,"No, never",0.24572,1181,3051,0.23044,0.26100
2007,46-65 y.,Urban regions,"Yes, every week",0.09467,458,3051,0.08428,0.10506
2007,46-65 y.,Urban regions,"Yes, every 2 weeks",0.08003,363,3051,0.07040,0.08966
2007,46-65 y.,Urban regions,"Yes, every 3-4 weeks",0.05366,269,3051,0.04566,0.06165
2007,46-65 y.,Urban regions,"Yes, less frequently",0.16174,780,3051,0.14867,0.17481
2007,46-65 y.,Rural regions,"No, never",0.21955,532,1598,0.19925,0.23985
2007,46-65 y.,Rural regions,"Yes, every week",0.09739,248,1598,0.08285,0.11193
2007,46-65 y.,Rural regions,"Yes, every 2 weeks",0.09292,226,1598,0.07868,0.10716
2007,46-65 y.,Rural regions,"Yes, every 3-4 weeks",0.05949,163,1598,0.04789,0.07109
2007,46-65 y.,Rural regions,"Yes, less frequently",0.15317,429,1598,0.13551,0.17084
2007,66 and older,Urban regions,"No, never",0.01128,36,67,-0.01420,0.03675
2007,66 and older,Urban regions,"Yes, less frequently",0.00848,31,67,-0.01364,0.03060
2009,17-29 y.,Urban regions,"No, never",0.23989,445,1106,0.21471,0.26507
2009,17-29 y.,Urban regions,"Yes, every week",0.09287,167,1106,0.07576,0.10999
2009,17-29 y.,Urban regions,"Yes, every 2 weeks",0.09020,174,1106,0.07331,0.10709
2009,17-29 y.,Urban regions,"Yes, every 3-4 weeks",0.04350,87,1106,0.03148,0.05553
2009,17-29 y.,Urban regions,"Yes, less frequently",0.11263,233,1106,0.09399,0.13127
2009,17-29 y.,Rural regions,"No, never",0.22217,226,567,0.18793,0.25642
2009,17-29 y.,Rural regions,"Yes, every week",0.10092,83,567,0.07610,0.12573
2009,17-29 y.,Rural regions,"Yes, every 2 weeks",0.10416,99,567,0.07900,0.12933
2009,17-29 y.,Rural regions,"Yes, every 3-4 weeks",0.04465,48,567,0.02764,0.06167
2009,17-29 y.,Rural regions,"Yes, less frequently",0.10486,111,567,0.07962,0.13010
2009,30-45 y.,Urban regions,"No, never",0.29653,949,2567,0.27886,0.31421
2009,30-45 y.,Urban regions,"Yes, every week",0.11740,350,2567,0.10495,0.12986
2009,30-45 y.,Urban regions,"Yes, every 2 weeks",0.11980,349,2567,0.10723,0.13236
2009,30-45 y.,Urban regions,"Yes, every 3-4 weeks",0.08128,238,2567,0.07070,0.09185
2009,30-45 y.,Urban regions,"Yes, less frequently",0.21782,681,2567,0.20185,0.23380
2009,30-45 y.,Rural regions,"No, never",0.24090,413,1330,0.21790,0.26389
2009,30-45 y.,Rural regions,"Yes, every week",0.11644,202,1330,0.09920,0.13369
2009,30-45 y.,Rural regions,"Yes, every 2 weeks",0.13449,219,1330,0.11614,0.15283
2009,30-45 y.,Rural regions,"Yes, every 3-4 weeks",0.08305,140,1330,0.06821,0.09789
2009,30-45 y.,Rural regions,"Yes, less frequently",0.23823,356,1330,0.21533,0.26114
2009,46-65 y.,Urban regions,"No, never",0.24406,1044,2844,0.22827,0.25985
2009,46-65 y.,Urban regions,"Yes, every week",0.10779,445,2844,0.09639,0.11919
2009,46-65 y.,Urban regions,"Yes, every 2 weeks",0.09681,369,2844,0.08594,0.10768
2009,46-65 y.,Urban regions,"Yes, every 3-4 weeks",0.05315,236,2844,0.04491,0.06140
2009,46-65 y.,Urban regions,"Yes, less frequently",0.17070,750,2844,0.15687,0.18453
2009,46-65 y.,Rural regions,"No, never",0.23245,525,1552,0.21143,0.25347
2009,46-65 y.,Rural regions,"Yes, every week",0.11371,258,1552,0.09791,0.12951
2009,46-65 y.,Rural regions,"Yes, every 2 weeks",0.09589,229,1552,0.08123,0.11054
2009,46-65 y.,Rural regions,"Yes, every 3-4 weeks",0.05687,151,1552,0.04534,0.06840
2009,46-65 y.,Rural regions,"Yes, less frequently",0.16207,389,1552,0.14373,0.18041
2009,66 and older,Urban regions,"No, never",0.01814,56,128,-0.00507,0.04134
2009,66 and older,Urban regions,"Yes, every week",0.00857,34,128,-0.00746,0.02460
2009,66 and older,Urban regions,"Yes, less frequently",0.01067,38,128,-0.00720,0.02853
2011,17-29 y.,Urban regions,"No, never",0.21417,553,1400,0.19267,0.23566
2011,17-29 y.,Urban regions,"Yes, every week",0.09406,227,1400,0.07876,0.10935
2011,17-29 y.,Urban regions,"Yes, every 2 weeks",0.10013,251,1400,0.08440,0.11586
2011,17-29 y.,Urban regions,"Yes, every 3-4 weeks",0.03993,108,1400,0.02967,0.05019
2011,17-29 y.,Urban regions,"Yes, less frequently",0.10501,261,1400,0.08895,0.12108
2011,17-29 y.,Rural regions,"No, never",0.25101,338,867,0.22213,0.27989
2011,17-29 y.,Rural regions,"Yes, every week",0.06474,111,867,0.04835,0.08113
2011,17-29 y.,Rural regions,"Yes, every 2 weeks",0.12200,180,867,0.10020,0.14380
2011,17-29 y.,Rural regions,"Yes, every 3-4 weeks",0.05475,81,867,0.03959,0.06990
2011,17-29 y.,Rural regions,"Yes, less frequently",0.13131,157,867,0.10881,0.15380
2011,30-45 y.,Urban regions,"No, never",0.31917,1945,4974,0.30621,0.33212
2011,30-45 y.,Urban regions,"Yes, every week",0.11074,637,4974,0.10202,0.11946
2011,30-45 y.,Urban regions,"Yes, every 2 weeks",0.11059,724,4974,0.10188,0.11931
2011,30-45 y.,Urban regions,"Yes, every 3-4 weeks",0.07692,475,4974,0.06951,0.08432
2011,30-45 y.,Urban regions,"Yes, less frequently",0.20903,1193,4974,0.19772,0.22033
2011,30-45 y.,Rural regions,"No, never",0.25225,908,2737,0.23598,0.26853
2011,30-45 y.,Rural regions,"Yes, every week",0.11237,385,2737,0.10054,0.12421
2011,30-45 y.,Rural regions,"Yes, every 2 weeks",0.15728,503,2737,0.14364,0.17092
2011,30-45 y.,Rural regions,"Yes, every 3-4 weeks",0.10456,296,2737,0.09310,0.11603
2011,30-45 y.,Rural regions,"Yes, less frequently",0.22396,645,2737,0.20834,0.23958
2011,46-65 y.,Urban regions,"No, never",0.26906,1609,4160,0.25559,0.28254
2011,46-65 y.,Urban regions,"Yes, every week",0.11415,655,4160,0.10449,0.12382
2011,46-65 y.,Urban regions,"Yes, every 2 weeks",0.10500,568,4160,0.09568,0.11432
2011,46-65 y.,Urban regions,"Yes, every 3-4 weeks",0.06370,358,4160,0.05628,0.07112
2011,46-65 y.,Urban regions,"Yes, less frequently",0.15872,970,4160,0.14761,0.16983
2011,46-65 y.,Rural regions,"No, never",0.25935,882,2375,0.24172,0.27698
2011,46-65 y.,Rural regions,"Yes, every week",0.10393,364,2375,0.09165,0.11620
2011,46-65 y.,Rural regions,"Yes, every 2 weeks",0.10505,372,2375,0.09272,0.11739
2011,46-65 y.,Rural regions,"Yes, every 3-4 weeks",0.05997,213,2375,0.05042,0.06952
2011,46-65 y.,Rural regions,"Yes, less frequently",0.16128,544,2375,0.14648,0.17607
2011,66 and older,Urban regions,"No, never",0.01683,54,123,-0.00600,0.03965
2011,66 and older,Urban regions,"Yes, every week",0.00988,34,123,-0.00767,0.02742
2011,66 and older,Urban regions,"Yes, less frequently",0.00779,35,123,-0.00781,0.02339
2013,17-29 y.,Urban regions,"No, never",0.20951,585,1339,0.18770,0.23131
2013,17-29 y.,Urban regions,"Yes, every week",0.06503,214,1339,0.05182,0.07824
2013,17-29 y.,Urban regions,"Yes, every 2 weeks",0.06767,204,1339,0.05421,0.08113
2013,17-29 y.,Urban regions,"Yes, every 3-4 weeks",0.05086,120,1339,0.03909,0.06263
2013,17-29 y.,Urban regions,"Yes, less frequently",0.08916,216,1339,0.07389,0.10443
2013,17-29 y.,Rural regions,"No, never",0.21826,310,733,0.18834,0.24818
2013,17-29 y.,Rural regions,"Yes, every week",0.07334,100,733,0.05445,0.09222
2013,17-29 y.,Rural regions,"Yes, every 2 weeks",0.11275,136,733,0.08983,0.13566
2013,17-29 y.,Rural regions,"Yes, every 3-4 weeks",0.04134,63,733,0.02692,0.05577
2013,17-29 y.,Rural regions,"Yes, less frequently",0.08040,124,733,0.06070,0.10010
2013,30-45 y.,Urban regions,"No, never",0.24607,1629,4144,0.23296,0.25919
2013,30-45 y.,Urban regions,"Yes, every week",0.09080,495,4144,0.08205,0.09955
2013,30-45 y.,Urban regions,"Yes, every 2 weeks",0.09594,644,4144,0.08697,0.10491
2013,30-45 y.,Urban regions,"Yes, every 3-4 weeks",0.06298,376,4144,0.05559,0.07038
2013,30-45 y.,Urban regions,"Yes, less frequently",0.19613,1000,4144,0.18404,0.20822
2013,30-45 y.,Rural regions,"No, never",0.22487,801,2340,0.20795,0.24179
2013,30-45 y.,Rural regions,"Yes, every week",0.10099,322,2340,0.08878,0.11320
2013,30-45 y.,Rural regions,"Yes, every 2 weeks",0.16821,452,2340,0.15305,0.18337
2013,30-45 y.,Rural regions,"Yes, every 3-4 weeks",0.06231,215,2340,0.05251,0.07210
2013,30-45 y.,Rural regions,"Yes, less frequently",0.19141,550,2340,0.17546,0.20735
2013,46-65 y.,Urban regions,"No, never",0.25158,1667,4214,0.23848,0.26469
2013,46-65 y.,Urban regions,"Yes, every week",0.09077,562,4214,0.08209,0.09944
2013,46-65 y.,Urban regions,"Yes, every 2 weeks",0.09967,571,4214,0.09063,0.10872
2013,46-65 y.,Urban regions,"Yes, every 3-4 weeks",0.06564,337,4214,0.05816,0.07312
2013,46-65 y.,Urban regions,"Yes, less frequently",0.18109,1077,4214,0.16946,0.19272
2013,46-65 y.,Rural regions,"No, never",0.24873,893,2469,0.23168,0.26579
2013,46-65 y.,Rural regions,"Yes, every week",0.09610,344,2469,0.08448,0.10773
2013,46-65 y.,Rural regions,"Yes, every 2 weeks",0.10532,380,2469,0.09321,0.11743
2013,46-65 y.,Rural regions,"Yes, every 3-4 weeks",0.05891,233,2469,0.04962,0.06820
2013,46-65 y.,Rural regions,"Yes, less frequently",0.16737,619,2469,0.15264,0.18210
2013,66 and older,Urban regions,"No, never",0.02393,73,170,0.00089,0.04697
2013,66 and older,Urban regions,"Yes, every week",0.01078,40,170,-0.00479,0.02635
2013,66 and older,Urban regions,"Yes, less frequently",0.01336,57,170,-0.00395,0.03067
2013,66 and older,Rural regions,"No, never",0.02094,38,38,-0.02520,0.06707
2015,17-29 y.,Urban regions,"No, never",0.24849,644,1542,0.22691,0.27006
2015,17-29 y.,Urban regions,"Yes, every week",0.07990,256,1542,0.06636,0.09343
2015,17-29 y.,Urban regions,"Yes, every 2 weeks",0.10973,267,1542,0.09412,0.12533
2015,17-29 y.,Urban regions,"Yes, every 3-4 weeks",0.04034,117,1542,0.03051,0.05016
2015,17-29 y.,Urban regions,"Yes, less frequently",0.09791,258,1542,0.08307,0.11275
2015,17-29 y.,Rural regions,"No, never",0.22575,340,793,0.19663,0.25486
2015,17-29 y.,Rural regions,"Yes, every week",0.09095,115,793,0.07092,0.11097
2015,17-29 y.,Rural regions,"Yes, every 2 weeks",0.11994,146,793,0.09731,0.14257
2015,17-29 y.,Rural regions,"Yes, every 3-4 weeks",0.05802,58,793,0.04174,0.07431
2015,17-29 y.,Rural regions,"Yes, less frequently",0.11648,134,793,0.09414,0.13883
2015,30-45 y.,Urban regions,"No, never",0.28769,1533,3828,0.27335,0.30203
2015,30-45 y.,Urban regions,"Yes, every week",0.10218,472,3828,0.09258,0.11177
2015,30-45 y.,Urban regions,"Yes, every 2 weeks",0.10982,573,3828,0.09991,0.11973
2015,30-45 y.,Urban regions,"Yes, every 3-4 weeks",0.08526,362,3828,0.07641,0.09410
2015,30-45 y.,Urban regions,"Yes, less frequently",0.20277,888,3828,0.19003,0.21551
2015,30-45 y.,Rural regions,"No, never",0.29251,780,2063,0.27288,0.31215
2015,30-45 y.,Rural regions,"Yes, every week",0.11507,274,2063,0.10130,0.12884
2015,30-45 y.,Rural regions,"Yes, every 2 weeks",0.14419,354,2063,0.12903,0.15935
2015,30-45 y.,Rural regions,"Yes, every 3-4 weeks",0.07996,205,2063,0.06825,0.09167
2015,30-45 y.,Rural regions,"Yes, less frequently",0.18102,450,2063,0.16440,0.19764
2015,46-65 y.,Urban regions,"No, never",0.28101,1726,4327,0.26761,0.29440
2015,46-65 y.,Urban regions,"Yes, every week",0.09686,583,4327,0.08804,0.10567
2015,46-65 y.,Urban regions,"Yes, every 2 weeks",0.11688,612,4327,0.10730,0.12645
2015,46-65 y.,Urban regions,"Yes, every 3-4 weeks",0.06149,337,4327,0.05433,0.06865
2015,46-65 y.,Urban regions,"Yes, less frequently",0.18534,1069,4327,0.17377,0.19692
2015,46-65 y.,Rural regions,"No, never",0.27082,881,2411,0.25308,0.28856
2015,46-65 y.,Rural regions,"Yes, every week",0.10081,310,2411,0.08879,0.11284
2015,46-65 y.,Rural regions,"Yes, every 2 weeks",0.12248,383,2411,0.10939,0.13557
2015,46-65 y.,Rural regions,"Yes, every 3-4 weeks",0.05268,203,2411,0.04376,0.06160
2015,46-65 y.,Rural regions,"Yes, less frequently",0.19078,634,2411,0.17510,0.20647
2015,66 and older,Urban regions,"No, never",0.03364,96,190,0.00793,0.05934
2015,66 and older,Urban regions,"Yes, every week",0.01186,41,190,-0.00357,0.02729
2015,66 and older,Urban regions,"Yes, less frequently",0.01301,53,190,-0.00314,0.02917
2015,66 and older,Rural regions,"No, never",0.03140,49,49,-0.01794,0.08074
2017,17-29 y.,Urban regions,"No, never",0.27660,789,1761,0.25570,0.29749
2017,17-29 y.,Urban regions,"Yes, every week",0.09533,300,1761,0.08161,0.10905
2017,17-29 y.,Urban regions,"Yes, every 2 weeks",0.08542,272,1761,0.07237,0.09848
2017,17-29 y.,Urban regions,"Yes, every 3-4 weeks",0.04370,141,1761,0.03415,0.05325
2017,17-29 y.,Urban regions,"Yes, less frequently",0.08964,259,1761,0.07630,0.10299
2017,17-29 y.,Rural regions,"No, never",0.26574,399,902,0.23690,0.29459
2017,17-29 y.,Rural regions,"Yes, every week",0.09100,139,902,0.07222,0.10978
2017,17-29 y.,Rural regions,"Yes, every 2 weeks",0.11899,162,902,0.09785,0.14014
2017,17-29 y.,Rural regions,"Yes, every 3-4 weeks",0.06430,99,902,0.04828,0.08031
2017,17-29 y.,Rural regions,"Yes, less frequently",0.07536,103,902,0.05812,0.09260
2017,30-45 y.,Urban regions,"No, never",0.33373,1674,3875,0.31889,0.34858
2017,30-45 y.,Urban regions,"Yes, every week",0.09842,464,3875,0.08904,0.10780
2017,30-45 y.,Urban regions,"Yes, every 2 weeks",0.11803,582,3875,0.10787,0.12819
2017,30-45 y.,Urban regions,"Yes, every 3-4 weeks",0.07732,357,3875,0.06891,0.08573
2017,30-45 y.,Urban regions,"Yes, less frequently",0.18388,798,3875,0.17168,0.19608
2017,30-45 y.,Rural regions,"No, never",0.32715,790,2010,0.30664,0.34767
2017,30-45 y.,Rural regions,"Yes, every week",0.10312,252,2010,0.08982,0.11641
2017,30-45 y.,Rural regions,"Yes, every 2 weeks",0.15244,363,2010,0.13672,0.16815
