year,age_gr,pgisced97,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,17-29 y.,Lower Secondary Level,"No, never",0.25399,187,408,0.21170,0.29628
2005,17-29 y.,Lower Secondary Level,"Yes, every week",0.09302,63,408,0.06480,0.12124
2005,17-29 y.,Lower Secondary Level,"Yes, every 2 weeks",0.10568,71,408,0.07581,0.13555
2005,17-29 y.,Lower Secondary Level,"Yes, every 3-4 weeks",0.03642,33,408,0.01822,0.05462
2005,17-29 y.,Lower Secondary Level,"Yes, less frequently",0.07638,54,408,0.05057,0.10218
2005,17-29 y.,Upper Secondary Level,"No, never",0.22413,367,984,0.19806,0.25019
2005,17-29 y.,Upper Secondary Level,"Yes, every week",0.10683,154,984,0.08752,0.12615
2005,17-29 y.,Upper Secondary Level,"Yes, every 2 weeks",0.11322,168,984,0.09341,0.13303
2005,17-29 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.06188,91,984,0.04681,0.07694
2005,17-29 y.,Upper Secondary Level,"Yes, less frequently",0.13621,204,984,0.11477,0.15766
2005,17-29 y.,Post-secondary Non-tertiary Level,"No, never",0.31040,91,166,0.23981,0.38100
2005,17-29 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.13357,33,166,0.08167,0.18548
2005,17-29 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.13496,42,166,0.08282,0.18709
2005,17-29 y.,Second Stage of Tertiary Education,"No, never",0.37035,78,114,0.28132,0.45939
2005,17-29 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.21506,36,114,0.13930,0.29081
2005,30-45 y.,Lower Secondary Level,"No, never",0.23944,107,226,0.18367,0.29520
2005,30-45 y.,Lower Secondary Level,"Yes, every week",0.10824,37,226,0.06764,0.14883
2005,30-45 y.,Lower Secondary Level,"Yes, every 2 weeks",0.09618,36,226,0.05765,0.13471
2005,30-45 y.,Lower Secondary Level,"Yes, less frequently",0.11888,46,226,0.07659,0.16117
2005,30-45 y.,Upper Secondary Level,"No, never",0.26427,843,2407,0.24665,0.28189
2005,30-45 y.,Upper Secondary Level,"Yes, every week",0.11914,339,2407,0.10620,0.13209
2005,30-45 y.,Upper Secondary Level,"Yes, every 2 weeks",0.12890,394,2407,0.11551,0.14229
2005,30-45 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.08494,256,2407,0.07380,0.09608
2005,30-45 y.,Upper Secondary Level,"Yes, less frequently",0.18307,575,2407,0.16761,0.19852
2005,30-45 y.,Post-secondary Non-tertiary Level,"No, never",0.34832,172,399,0.30151,0.39513
2005,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.08037,35,399,0.05366,0.10708
