year,quintil_oecd_hh,regtyp,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,1st Quintile,Urban regions,No,0.99290,1965,1965,0.98919,0.99662
2016,1st Quintile,Rural regions,No,0.98414,1095,1095,0.97674,0.99155
2016,2nd Quintile,Urban regions,No,0.98861,1817,1817,0.98373,0.99349
2016,2nd Quintile,Rural regions,No,0.98864,1168,1168,0.98255,0.99472
2016,3rd Quintile,Urban regions,Yes,0.01919,32,1724,0.01271,0.02567
2016,3rd Quintile,Urban regions,No,0.98081,1692,1724,0.97433,0.98729
2016,3rd Quintile,Rural regions,No,0.99180,1000,1000,0.98620,0.99739
2016,4th Quintile,Urban regions,Yes,0.02420,53,1755,0.01700,0.03139
2016,4th Quintile,Urban regions,No,0.97580,1702,1755,0.96861,0.98300
2016,4th Quintile,Rural regions,No,0.98096,877,877,0.97191,0.99001
2016,5th Quintile,Urban regions,Yes,0.03234,70,2048,0.02467,0.04000
2016,5th Quintile,Urban regions,No,0.96766,1978,2048,0.96000,0.97533
2016,5th Quintile,Rural regions,No,0.95447,676,676,0.93874,0.97019
2017,1st Quintile,Urban regions,No,0.99225,2006,2006,0.98841,0.99609
2017,1st Quintile,Rural regions,No,0.98933,1169,1169,0.98344,0.99522
2017,2nd Quintile,Urban regions,Yes,0.01641,39,1973,0.01080,0.02202
2017,2nd Quintile,Urban regions,No,0.98359,1934,1973,0.97798,0.98920
2017,2nd Quintile,Rural regions,No,0.97721,1243,1243,0.96891,0.98551
2017,3rd Quintile,Urban regions,Yes,0.02619,43,1901,0.01901,0.03337
2017,3rd Quintile,Urban regions,No,0.97381,1858,1901,0.96663,0.98099
2017,3rd Quintile,Rural regions,Yes,0.03730,38,1183,0.02649,0.04810
2017,3rd Quintile,Rural regions,No,0.96270,1145,1183,0.95190,0.97351
2017,4th Quintile,Urban regions,Yes,0.02457,57,2013,0.01781,0.03134
2017,4th Quintile,Urban regions,No,0.97543,1956,2013,0.96866,0.98219
2017,4th Quintile,Rural regions,Yes,0.03499,36,1030,0.02376,0.04622
2017,4th Quintile,Rural regions,No,0.96501,994,1030,0.95378,0.97624
2017,5th Quintile,Urban regions,Yes,0.03412,91,2319,0.02673,0.04151
2017,5th Quintile,Urban regions,No,0.96588,2228,2319,0.95849,0.97327
2017,5th Quintile,Rural regions,No,0.96583,748,748,0.95280,0.97886
2018,1st Quintile,Urban regions,No,0.98830,2102,2102,0.98371,0.99290
2018,1st Quintile,Rural regions,No,0.99214,1168,1168,0.98708,0.99721
2018,2nd Quintile,Urban regions,Yes,0.01474,32,2029,0.00949,0.01998
2018,2nd Quintile,Urban regions,No,0.98526,1997,2029,0.98002,0.99051
2018,2nd Quintile,Rural regions,No,0.98644,1245,1245,0.98001,0.99286
2018,3rd Quintile,Urban regions,Yes,0.02166,42,1851,0.01503,0.02829
2018,3rd Quintile,Urban regions,No,0.97834,1809,1851,0.97171,0.98497
2018,3rd Quintile,Rural regions,No,0.98085,1066,1066,0.97261,0.98908
2018,4th Quintile,Urban regions,Yes,0.03007,57,1915,0.02242,0.03773
2018,4th Quintile,Urban regions,No,0.96993,1858,1915,0.96227,0.97758
2018,4th Quintile,Rural regions,No,0.98238,943,943,0.97398,0.99078
2018,5th Quintile,Urban regions,Yes,0.03892,93,2237,0.03090,0.04694
2018,5th Quintile,Urban regions,No,0.96108,2144,2237,0.95306,0.96910
2018,5th Quintile,Rural regions,No,0.96381,748,748,0.95042,0.97720
2019,1st Quintile,No answer / don't know,No,0.99497,107,107,0.98149,1.00844
2019,1st Quintile,Urban regions,No,0.99010,1791,1791,0.98551,0.99469
2019,1st Quintile,Rural regions,No,0.99388,1014,1014,0.98908,0.99868
2019,2nd Quintile,No answer / don't know,No,0.98344,95,95,0.95763,1.00924
2019,2nd Quintile,Urban regions,No,0.98497,1752,1752,0.97927,0.99067
2019,2nd Quintile,Rural regions,No,0.98455,1142,1142,0.97740,0.99171
2019,3rd Quintile,No answer / don't know,No,0.94359,72,72,0.88992,0.99725
2019,3rd Quintile,Urban regions,Yes,0.01977,49,1762,0.01327,0.02627
2019,3rd Quintile,Urban regions,No,0.98023,1713,1762,0.97373,0.98673
2019,3rd Quintile,Rural regions,No,0.98005,1007,1007,0.97141,0.98869
2019,4th Quintile,No answer / don't know,No,0.95337,72,72,0.90433,1.00242
2019,4th Quintile,Urban regions,Yes,0.03275,59,1863,0.02467,0.04084
2019,4th Quintile,Urban regions,No,0.96725,1804,1863,0.95916,0.97533
2019,4th Quintile,Rural regions,No,0.96829,960,960,0.95720,0.97938
2019,5th Quintile,No answer / don't know,No,0.97496,104,104,0.94478,1.00513
2019,5th Quintile,Urban regions,Yes,0.02968,124,3084,0.02369,0.03567
2019,5th Quintile,Urban regions,No,0.97032,2960,3084,0.96433,0.97631
2019,5th Quintile,Rural regions,Yes,0.03783,41,1151,0.02680,0.04886
2019,5th Quintile,Rural regions,No,0.96217,1110,1151,0.95114,0.97320
2020,1st Quintile,Urban regions,No,0.98461,2287,2287,0.97956,0.98966
2020,1st Quintile,Rural regions,No,0.98594,1111,1111,0.97901,0.99286
2020,2nd Quintile,Urban regions,No,0.99169,2069,2069,0.98778,0.99560
2020,2nd Quintile,Rural regions,No,0.97477,1223,1223,0.96598,0.98356
2020,3rd Quintile,Urban regions,Yes,0.02412,49,1869,0.01716,0.03107
2020,3rd Quintile,Urban regions,No,0.97588,1820,1869,0.96893,0.98284
2020,3rd Quintile,Rural regions,No,0.97596,986,986,0.96639,0.98553
2020,4th Quintile,Urban regions,Yes,0.03144,55,1926,0.02364,0.03923
2020,4th Quintile,Urban regions,No,0.96856,1871,1926,0.96077,0.97636
2020,4th Quintile,Rural regions,No,0.97399,911,911,0.96365,0.98434
