year,age_gr,regtyp,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,Urban regions,Very seldom,0.34480,864,2212,0.32498,0.36461
2007,17-29 y.,Urban regions,Seldom,0.31566,749,2212,0.29629,0.33503
2007,17-29 y.,Urban regions,Sometimes,0.17643,401,2212,0.16054,0.19232
2007,17-29 y.,Urban regions,Often,0.06497,162,2212,0.05469,0.07524
2007,17-29 y.,Urban regions,Very often,0.01450,36,2212,0.00951,0.01948
2007,17-29 y.,Rural regions,Very seldom,0.35362,474,1166,0.32617,0.38107
2007,17-29 y.,Rural regions,Seldom,0.30622,388,1166,0.27975,0.33268
2007,17-29 y.,Rural regions,Sometimes,0.18402,233,1166,0.16177,0.20627
2007,17-29 y.,Rural regions,Often,0.06186,71,1166,0.04802,0.07569
2007,30-45 y.,Urban regions,Very seldom,0.41796,1653,3810,0.40230,0.43362
2007,30-45 y.,Urban regions,Seldom,0.31210,1212,3810,0.29738,0.32681
2007,30-45 y.,Urban regions,Sometimes,0.17628,655,3810,0.16418,0.18838
2007,30-45 y.,Urban regions,Often,0.07206,227,3810,0.06385,0.08027
2007,30-45 y.,Urban regions,Very often,0.01945,63,3810,0.01506,0.02383
2007,30-45 y.,Rural regions,Very seldom,0.38517,715,1880,0.36316,0.40717
2007,30-45 y.,Rural regions,Seldom,0.35314,691,1880,0.33153,0.37475
2007,30-45 y.,Rural regions,Sometimes,0.18500,344,1880,0.16744,0.20255
2007,30-45 y.,Rural regions,Often,0.05212,99,1880,0.04207,0.06217
2007,30-45 y.,Rural regions,Very often,0.01932,31,1880,0.01310,0.02555
2007,46-65 y.,Urban regions,Very seldom,0.38577,1882,4556,0.37164,0.39991
2007,46-65 y.,Urban regions,Seldom,0.30834,1440,4556,0.29493,0.32175
2007,46-65 y.,Urban regions,Sometimes,0.20024,846,4556,0.18861,0.21186
2007,46-65 y.,Urban regions,Often,0.07550,300,4556,0.06782,0.08317
2007,46-65 y.,Urban regions,Very often,0.02478,88,4556,0.02027,0.02930
2007,46-65 y.,Rural regions,Very seldom,0.36703,958,2472,0.34802,0.38603
2007,46-65 y.,Rural regions,Seldom,0.30975,764,2472,0.29152,0.32798
2007,46-65 y.,Rural regions,Sometimes,0.21459,535,2472,0.19840,0.23077
2007,46-65 y.,Rural regions,Often,0.08092,163,2472,0.07017,0.09167
2007,46-65 y.,Rural regions,Very often,0.01765,52,2472,0.01246,0.02285
2007,66 and older,Urban regions,Very seldom,0.42570,1257,2811,0.40741,0.44398
2007,66 and older,Urban regions,Seldom,0.28173,786,2811,0.26510,0.29836
2007,66 and older,Urban regions,Sometimes,0.19658,528,2811,0.18188,0.21127
2007,66 and older,Urban regions,Often,0.07205,194,2811,0.06249,0.08161
2007,66 and older,Urban regions,Very often,0.01445,46,2811,0.01004,0.01886
2007,66 and older,Rural regions,Very seldom,0.39094,610,1478,0.36606,0.41583
2007,66 and older,Rural regions,Seldom,0.29541,434,1478,0.27214,0.31867
2007,66 and older,Rural regions,Sometimes,0.22265,332,1478,0.20143,0.24387
2007,66 and older,Rural regions,Often,0.06327,102,1478,0.05086,0.07569
2008,17-29 y.,Urban regions,Very seldom,0.37871,863,2055,0.35774,0.39969
2008,17-29 y.,Urban regions,Seldom,0.32930,737,2055,0.30897,0.34962
2008,17-29 y.,Urban regions,Sometimes,0.14785,335,2055,0.13249,0.16320
2008,17-29 y.,Urban regions,Often,0.05733,120,2055,0.04728,0.06738
2008,17-29 y.,Rural regions,Very seldom,0.35469,409,1046,0.32568,0.38370
2008,17-29 y.,Rural regions,Seldom,0.35532,406,1046,0.32631,0.38434
2008,17-29 y.,Rural regions,Sometimes,0.13657,163,1046,0.11575,0.15740
2008,17-29 y.,Rural regions,Often,0.06353,68,1046,0.04874,0.07832
2008,30-45 y.,Urban regions,Very seldom,0.41994,1488,3439,0.40344,0.43644
2008,30-45 y.,Urban regions,Seldom,0.33692,1175,3439,0.32112,0.35272
2008,30-45 y.,Urban regions,Sometimes,0.16500,538,3439,0.15259,0.17741
2008,30-45 y.,Urban regions,Often,0.06010,187,3439,0.05215,0.06804
2008,30-45 y.,Urban regions,Very often,0.01596,51,3439,0.01177,0.02015
2008,30-45 y.,Rural regions,Very seldom,0.38484,647,1694,0.36166,0.40802
2008,30-45 y.,Rural regions,Seldom,0.38537,680,1694,0.36218,0.40855
2008,30-45 y.,Rural regions,Sometimes,0.16349,285,1694,0.14587,0.18111
2008,30-45 y.,Rural regions,Often,0.04826,82,1694,0.03805,0.05847
2008,46-65 y.,Urban regions,Very seldom,0.38192,1727,4315,0.36742,0.39642
2008,46-65 y.,Urban regions,Seldom,0.32584,1485,4315,0.31186,0.33983
2008,46-65 y.,Urban regions,Sometimes,0.19489,755,4315,0.18307,0.20672
2008,46-65 y.,Urban regions,Often,0.07179,277,4315,0.06409,0.07949
2008,46-65 y.,Urban regions,Very often,0.02172,71,4315,0.01737,0.02607
2008,46-65 y.,Rural regions,Very seldom,0.36068,884,2352,0.34127,0.38009
2008,46-65 y.,Rural regions,Seldom,0.34092,852,2352,0.32176,0.36008
2008,46-65 y.,Rural regions,Sometimes,0.19043,421,2352,0.17456,0.20630
2008,46-65 y.,Rural regions,Often,0.07527,145,2352,0.06461,0.08594
2008,46-65 y.,Rural regions,Very often,0.02169,50,2352,0.01580,0.02757
2008,66 and older,Urban regions,Very seldom,0.40893,1169,2780,0.39066,0.42721
2008,66 and older,Urban regions,Seldom,0.30219,868,2780,0.28512,0.31926
2008,66 and older,Urban regions,Sometimes,0.18535,513,2780,0.17090,0.19979
2008,66 and older,Urban regions,Often,0.07059,178,2780,0.06107,0.08012
2008,66 and older,Urban regions,Very often,0.01922,52,2780,0.01412,0.02433
