year,pgisced97,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Pre-primary Level,Very seldom,0.24019,158,321,0.19338,0.28699
2007,Pre-primary Level,Seldom,0.16733,107,321,0.12643,0.20823
2007,Pre-primary Level,Sometimes,0.09292,56,321,0.06111,0.12472
2007,Primary Level,Very seldom,0.35808,71,205,0.29229,0.42387
2007,Primary Level,Seldom,0.23690,55,205,0.17855,0.29524
2007,Primary Level,Sometimes,0.22321,48,205,0.16607,0.28035
2007,Primary Level,Often,0.13674,31,205,0.08959,0.18389
2007,Lower Secondary Level,Very seldom,0.35164,811,2186,0.33162,0.37166
2007,Lower Secondary Level,Seldom,0.29163,686,2186,0.27257,0.31069
2007,Lower Secondary Level,Sometimes,0.20694,441,2186,0.18995,0.22393
2007,Lower Secondary Level,Often,0.09720,198,2186,0.08478,0.10963
2007,Lower Secondary Level,Very often,0.02152,50,2186,0.01544,0.02761
2007,Upper Secondary Level,Very seldom,0.39476,4197,10272,0.38530,0.40421
2007,Upper Secondary Level,Seldom,0.31456,3233,10272,0.30558,0.32354
2007,Upper Secondary Level,Sometimes,0.19881,1992,10272,0.19109,0.20652
2007,Upper Secondary Level,Often,0.06683,660,10272,0.06200,0.07166
2007,Upper Secondary Level,Very often,0.01861,190,10272,0.01599,0.02122
2007,Post-secondary Non-tertiary Level,Very seldom,0.37814,456,1143,0.35002,0.40627
2007,Post-secondary Non-tertiary Level,Seldom,0.30409,362,1143,0.27741,0.33078
2007,Post-secondary Non-tertiary Level,Sometimes,0.21401,229,1143,0.19022,0.23780
2007,Post-secondary Non-tertiary Level,Often,0.07895,96,1143,0.06331,0.09459
2007,First Stage of Tertiary Education,Very seldom,0.42106,665,1510,0.39615,0.44597
2007,First Stage of Tertiary Education,Seldom,0.33256,493,1510,0.30879,0.35633
2007,First Stage of Tertiary Education,Sometimes,0.16376,267,1510,0.14508,0.18243
2007,First Stage of Tertiary Education,Often,0.06099,85,1510,0.04891,0.07306
2007,Second Stage of Tertiary Education,Very seldom,0.42015,1921,4380,0.40553,0.43477
2007,Second Stage of Tertiary Education,Seldom,0.32207,1425,4380,0.30823,0.33591
2007,Second Stage of Tertiary Education,Sometimes,0.18253,783,4380,0.17109,0.19397
2007,Second Stage of Tertiary Education,Often,0.06029,207,4380,0.05324,0.06734
2007,Second Stage of Tertiary Education,Very often,0.01255,44,4380,0.00926,0.01585
2008,Pre-primary Level,Very seldom,0.27348,162,333,0.22553,0.32143
2008,Pre-primary Level,Seldom,0.23913,139,333,0.19325,0.28501
2008,Pre-primary Level,Sometimes,0.05334,32,333,0.02917,0.07751
2008,Primary Level,Very seldom,0.37371,60,154,0.29705,0.45037
2008,Primary Level,Seldom,0.27644,54,154,0.20557,0.34731
2008,Primary Level,Sometimes,0.21807,40,154,0.15264,0.28351
2008,Lower Secondary Level,Very seldom,0.35246,729,2000,0.33152,0.37341
2008,Lower Secondary Level,Seldom,0.31251,672,2000,0.29219,0.33283
2008,Lower Secondary Level,Sometimes,0.18501,378,2000,0.16798,0.20203
2008,Lower Secondary Level,Often,0.08934,172,2000,0.07684,0.10185
2008,Lower Secondary Level,Very often,0.02862,49,2000,0.02131,0.03593
2008,Upper Secondary Level,Very seldom,0.38772,3821,9690,0.37802,0.39742
2008,Upper Secondary Level,Seldom,0.33720,3328,9690,0.32779,0.34661
2008,Upper Secondary Level,Sometimes,0.18284,1773,9690,0.17514,0.19053
2008,Upper Secondary Level,Often,0.07003,614,9690,0.06495,0.07511
2008,Upper Secondary Level,Very often,0.01611,154,9690,0.01360,0.01862
2008,Post-secondary Non-tertiary Level,Very seldom,0.39055,439,1068,0.36127,0.41982
2008,Post-secondary Non-tertiary Level,Seldom,0.32900,375,1068,0.30081,0.35720
2008,Post-secondary Non-tertiary Level,Sometimes,0.18489,185,1068,0.16160,0.20819
2008,Post-secondary Non-tertiary Level,Often,0.07407,69,1068,0.05835,0.08978
2008,First Stage of Tertiary Education,Very seldom,0.39808,557,1391,0.37234,0.42381
2008,First Stage of Tertiary Education,Seldom,0.34509,524,1391,0.32010,0.37008
2008,First Stage of Tertiary Education,Sometimes,0.17653,235,1391,0.15649,0.19657
2008,First Stage of Tertiary Education,Often,0.05373,75,1391,0.04187,0.06558
2008,Second Stage of Tertiary Education,Very seldom,0.43286,1848,4181,0.41784,0.44788
2008,Second Stage of Tertiary Education,Seldom,0.34064,1473,4181,0.32627,0.35501
2008,Second Stage of Tertiary Education,Sometimes,0.16609,631,4181,0.15481,0.17737
2008,Second Stage of Tertiary Education,Often,0.04399,188,4181,0.03777,0.05021
2008,Second Stage of Tertiary Education,Very often,0.01118,41,4181,0.00799,0.01437
2009,Pre-primary Level,Very seldom,0.26999,147,300,0.21967,0.32031
2009,Pre-primary Level,Seldom,0.23809,109,300,0.18981,0.28637
2009,Pre-primary Level,Sometimes,0.10633,44,300,0.07139,0.14127
2009,Primary Level,Very seldom,0.27598,44,132,0.19943,0.35252
2009,Primary Level,Seldom,0.26046,45,132,0.18530,0.33562
2009,Primary Level,Sometimes,0.27166,43,132,0.19549,0.34783
2009,Lower Secondary Level,Very seldom,0.34228,648,1775,0.32020,0.36436
2009,Lower Secondary Level,Seldom,0.32245,579,1775,0.30070,0.34420
2009,Lower Secondary Level,Sometimes,0.20261,362,1775,0.18390,0.22131
2009,Lower Secondary Level,Often,0.07872,147,1775,0.06619,0.09125
2009,Lower Secondary Level,Very often,0.01893,39,1775,0.01258,0.02527
2009,Upper Secondary Level,Very seldom,0.38512,3543,8997,0.37506,0.39517
2009,Upper Secondary Level,Seldom,0.32855,3036,8997,0.31884,0.33825
2009,Upper Secondary Level,Sometimes,0.19496,1700,8997,0.18677,0.20315
2009,Upper Secondary Level,Often,0.06372,562,8997,0.05868,0.06877
2009,Upper Secondary Level,Very often,0.01709,156,8997,0.01442,0.01977
2009,Post-secondary Non-tertiary Level,Very seldom,0.33962,363,978,0.30993,0.36932
2009,Post-secondary Non-tertiary Level,Seldom,0.36783,355,978,0.33760,0.39807
2009,Post-secondary Non-tertiary Level,Sometimes,0.19954,197,978,0.17448,0.22460
2009,Post-secondary Non-tertiary Level,Often,0.07127,63,978,0.05514,0.08740
2009,First Stage of Tertiary Education,Very seldom,0.37309,524,1292,0.34670,0.39947
2009,First Stage of Tertiary Education,Seldom,0.34505,462,1292,0.31912,0.37098
2009,First Stage of Tertiary Education,Sometimes,0.17830,219,1292,0.15742,0.19918
2009,First Stage of Tertiary Education,Often,0.06772,87,1292,0.05401,0.08143
2009,Second Stage of Tertiary Education,Very seldom,0.41740,1752,4012,0.40214,0.43267
2009,Second Stage of Tertiary Education,Seldom,0.33862,1388,4012,0.32398,0.35327
2009,Second Stage of Tertiary Education,Sometimes,0.16265,633,4012,0.15123,0.17407
2009,Second Stage of Tertiary Education,Often,0.05505,199,4012,0.04799,0.06211
2009,Second Stage of Tertiary Education,Very often,0.01158,40,4012,0.00827,0.01489
2010,Pre-primary Level,Very seldom,0.26558,129,252,0.21095,0.32022
2010,Pre-primary Level,Seldom,0.16667,86,252,0.12056,0.21278
2010,Pre-primary Level,Sometimes,0.07310,37,252,0.04090,0.10530
2010,Primary Level,Very seldom,0.23674,47,83,0.14473,0.32875
2010,Primary Level,Seldom,0.16713,36,83,0.08638,0.24788
2010,Lower Secondary Level,Very seldom,0.28522,563,1607,0.26314,0.30731
2010,Lower Secondary Level,Seldom,0.29851,537,1607,0.27613,0.32089
2010,Lower Secondary Level,Sometimes,0.17980,328,1607,0.16102,0.19858
2010,Lower Secondary Level,Often,0.08711,142,1607,0.07332,0.10090
2010,Lower Secondary Level,Very often,0.01901,37,1607,0.01233,0.02569
2010,Upper Secondary Level,Very seldom,0.33160,3162,8259,0.32144,0.34175
2010,Upper Secondary Level,Seldom,0.32602,2962,8259,0.31591,0.33613
2010,Upper Secondary Level,Sometimes,0.17798,1505,8259,0.16973,0.18623
2010,Upper Secondary Level,Often,0.05922,524,8259,0.05413,0.06431
2010,Upper Secondary Level,Very often,0.01166,106,8259,0.00934,0.01398
2010,Post-secondary Non-tertiary Level,Very seldom,0.29428,356,925,0.26490,0.32366
2010,Post-secondary Non-tertiary Level,Seldom,0.32110,332,925,0.29099,0.35120
2010,Post-secondary Non-tertiary Level,Sometimes,0.17108,184,925,0.14680,0.19536
2010,Post-secondary Non-tertiary Level,Often,0.04439,53,925,0.03111,0.05767
