year,quintil_oecd_hh,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,1st Quintile,Urban regions,812,672.73340,647.18925,700.44386,409.00000,551.94245,869.00000,0.00000,1559.00000,552.00000,495.85000,582.00000
1985,1st Quintile,Rural regions,219,674.15151,621.42880,714.95423,422.00000,562.00000,853.37969,205.00000,1500.44923,562.00000,459.00000,613.00000
1985,2nd Quintile,Urban regions,792,994.36270,953.26523,1022.30235,665.00000,968.06109,1176.00000,217.00000,1942.50000,966.00000,929.97500,1012.00000
1985,2nd Quintile,Rural regions,232,1033.20063,977.18978,1089.06334,716.00000,971.00000,1278.00000,307.00000,2121.00000,971.00000,919.00000,1022.00000
1985,3rd Quintile,Urban regions,801,1298.60494,1180.80194,1378.22608,827.95961,1125.00000,1534.00000,102.00000,2593.06058,1125.00000,1062.00000,1161.37500
1985,3rd Quintile,Rural regions,210,1319.93171,1248.00648,1384.76323,967.49649,1278.00000,1534.00000,562.00000,2383.75527,1278.00000,1225.72500,1329.00000
1985,4th Quintile,Urban regions,813,1482.30064,1442.99629,1527.44778,1023.00000,1432.00000,1790.00000,0.00000,2940.50000,1432.00000,1381.00000,1509.00000
1985,4th Quintile,Rural regions,180,1505.41871,1431.31622,1584.68634,1074.00000,1483.93415,1911.71610,593.00000,2914.00000,1483.00000,1432.00000,1637.17500
1985,5th Quintile,Urban regions,739,2015.76728,1945.25951,2090.86479,1432.00000,1841.00000,2454.00000,307.00000,3987.00000,1841.00000,1713.35000,1892.00000
1985,5th Quintile,Rural regions,167,1983.20298,1855.16764,2129.75630,1534.00000,1790.00000,2454.00000,256.00000,3834.00000,1790.00000,1634.45000,1831.00000
1986,1st Quintile,Urban regions,746,748.81694,703.52833,793.36799,460.57760,615.57543,920.00000,0.00000,1609.13360,614.00000,538.00000,619.00000
1986,1st Quintile,Rural regions,202,687.39540,641.31977,734.72914,460.00000,614.00000,853.43382,77.00000,1443.58454,614.00000,512.00000,666.00000
1986,2nd Quintile,Urban regions,757,1017.73160,984.04320,1049.78659,705.03236,981.58212,1278.00000,0.00000,2137.45146,978.00000,933.00000,1010.00000
1986,2nd Quintile,Rural regions,226,1060.66421,1008.25443,1113.86969,725.97314,1023.00000,1329.00000,68.00000,2233.54028,1023.00000,988.00000,1075.62500
1986,3rd Quintile,Urban regions,792,1297.57530,1212.03590,1358.22953,869.00000,1202.23617,1534.00000,0.00000,2531.50000,1202.00000,1126.00000,1279.00000
1986,3rd Quintile,Rural regions,196,1387.29416,1291.39148,1455.58205,1000.22555,1329.00000,1687.00000,358.00000,2717.16168,1329.00000,1226.00000,1431.00000
1986,4th Quintile,Urban regions,779,1522.98566,1478.19188,1570.08393,1023.00000,1457.27791,1841.00000,184.00000,3068.00000,1457.00000,1380.00000,1508.65000
1986,4th Quintile,Rural regions,190,1556.42832,1458.22954,1640.75411,1023.00000,1534.00000,1937.67818,419.00000,3309.69545,1534.00000,1500.00000,1636.65000
1986,5th Quintile,Urban regions,728,2194.36740,2041.26284,2324.95427,1534.00000,1994.00000,2556.00000,1.00000,4089.00000,1994.00000,1943.00000,2045.00000
1986,5th Quintile,Rural regions,157,2331.99559,1605.76890,2738.12308,1479.79794,1871.20958,2556.00000,562.00000,4170.30310,1892.00000,1739.00000,1994.00000
1987,1st Quintile,Urban regions,698,710.87185,684.54220,738.27640,460.00000,614.00000,920.00000,0.00000,1610.00000,614.00000,583.00000,655.00000
1987,1st Quintile,Rural regions,202,798.76047,637.41397,900.74710,486.32673,694.78609,946.00000,102.00000,1635.50990,695.00000,623.00000,776.00000
1987,2nd Quintile,Urban regions,753,1053.41987,1021.18231,1085.26082,716.00000,1023.00000,1278.00000,179.00000,2121.00000,1023.00000,1023.00000,1126.00000
1987,2nd Quintile,Rural regions,218,1139.19478,1069.17922,1206.00732,762.48961,1103.12220,1432.00000,409.00000,2436.26559,1074.00000,972.00000,1125.00000
1987,3rd Quintile,Urban regions,788,1300.43838,1257.58457,1335.96228,895.00000,1227.00000,1630.33720,0.00000,2733.34300,1227.00000,1176.00000,1304.00000
1987,3rd Quintile,Rural regions,202,1385.28507,1301.03102,1464.95974,920.00000,1326.92088,1738.00000,51.00000,2965.00000,1329.00000,1226.00000,1431.00000
1987,4th Quintile,Urban regions,797,1588.26436,1510.21145,1653.61768,1096.76590,1534.00000,1925.65067,0.00000,3168.97782,1534.00000,1534.00000,1636.00000
1987,4th Quintile,Rural regions,188,1702.18153,1599.51289,1810.56344,1278.00000,1562.54329,1994.00000,414.00000,3068.00000,1534.00000,1330.00000,1534.00000
1987,5th Quintile,Urban regions,751,2240.12529,2107.02158,2356.79449,1534.00000,2045.00000,2556.00000,325.00000,4089.00000,2045.00000,2045.00000,2096.00000
1987,5th Quintile,Rural regions,145,2235.96556,2081.36725,2401.17416,1625.61353,2062.93130,2608.00000,511.00000,4081.57971,2045.00000,1789.00000,2225.90000
1988,1st Quintile,Urban regions,702,746.44165,717.78036,775.89882,507.00000,614.00000,954.45498,0.00000,1625.63744,614.00000,563.00000,614.00000
1988,1st Quintile,Rural regions,194,755.21379,692.00583,803.36583,507.28508,716.00000,920.00000,51.00000,1539.07238,716.00000,665.00000,818.00000
1988,2nd Quintile,Urban regions,741,1062.87999,1028.92858,1103.00261,739.06333,1023.00000,1278.00000,169.00000,2086.40500,1023.00000,1023.00000,1075.00000
1988,2nd Quintile,Rural regions,197,1177.73712,1038.90097,1266.02360,790.78808,1059.11067,1413.12525,409.00000,2346.63102,1058.00000,976.00000,1093.15000
1988,3rd Quintile,Urban regions,754,1345.46331,1307.00186,1387.47341,920.00000,1278.00000,1636.00000,153.00000,2710.00000,1278.00000,1227.00000,1329.00000
1988,3rd Quintile,Rural regions,196,1448.66209,1360.82416,1525.98018,1046.94042,1399.05794,1790.00000,427.00000,2904.58937,1401.00000,1277.75000,1524.00000
1988,4th Quintile,Urban regions,748,1608.80467,1559.63778,1656.72173,1125.00000,1534.00000,1994.00000,0.00000,3297.50000,1534.00000,1437.00000,1534.00000
1988,4th Quintile,Rural regions,186,1720.66507,1624.25249,1836.71069,1185.64853,1636.00000,2045.00000,511.00000,3334.02720,1636.00000,1482.00000,1738.00000
