"year","bildungsniveau","sex","mean","median","n","lower_confidence","upper_confidence"
"2005","(Fach-)Abitur","maennlich","5.61","5.5","1026","5.55","5.67"
"2005","(Fach-)Abitur","weiblich","5.81","5.83","1264","5.76","5.86"
"2005","(noch) kein Abschluss","maennlich","5.1","4.83","417","4.99","5.21"
"2005","(noch) kein Abschluss","weiblich","5.47","5.5","483","5.37","5.57"
"2005","AkademikerIn","maennlich","5.89","5.83","2306","5.85","5.93"
"2005","AkademikerIn","weiblich","5.96","5.83","1855","5.92","6"
"2005","Hauptschule","maennlich","5.93","5.83","3642","5.9","5.96"
"2005","Hauptschule","weiblich","5.99","6.17","3887","5.96","6.02"
"2005","Realschule","maennlich","5.92","5.83","2284","5.88","5.96"
"2005","Realschule","weiblich","6.01","6.17","3088","5.98","6.04"
"2006","(Fach-)Abitur","maennlich","","","","",""
"2006","(Fach-)Abitur","weiblich","","","","",""
"2006","(noch) kein Abschluss","maennlich","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","",""
"2006","AkademikerIn","maennlich","","","","",""
"2006","AkademikerIn","weiblich","","","","",""
"2006","Hauptschule","maennlich","","","","",""
"2006","Hauptschule","weiblich","","","","",""
"2006","Realschule","maennlich","","","","",""
"2006","Realschule","weiblich","","","","",""
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","","","","",""
"2007","AkademikerIn","weiblich","","","","",""
"2007","Hauptschule","maennlich","","","","",""
"2007","Hauptschule","weiblich","","","","",""
"2007","Realschule","maennlich","","","","",""
"2007","Realschule","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","","","","",""
"2008","(Fach-)Abitur","weiblich","","","","",""
"2008","(noch) kein Abschluss","maennlich","","","","",""
"2008","(noch) kein Abschluss","weiblich","","","","",""
"2008","AkademikerIn","maennlich","","","","",""
"2008","AkademikerIn","weiblich","","","","",""
"2008","Hauptschule","maennlich","","","","",""
"2008","Hauptschule","weiblich","","","","",""
"2008","Realschule","maennlich","","","","",""
"2008","Realschule","weiblich","","","","",""
"2009","(Fach-)Abitur","maennlich","5.4","5.5","886","5.33","5.47"
"2009","(Fach-)Abitur","weiblich","5.69","5.83","1111","5.63","5.75"
"2009","(noch) kein Abschluss","maennlich","5.15","5.17","245","4.99","5.31"
"2009","(noch) kein Abschluss","weiblich","5.41","5.58","235","5.27","5.55"
"2009","AkademikerIn","maennlich","5.72","5.5","2178","5.68","5.76"
"2009","AkademikerIn","weiblich","5.82","5.83","1845","5.78","5.86"
"2009","Hauptschule","maennlich","5.81","5.83","2987","5.77","5.85"
"2009","Hauptschule","weiblich","5.9","5.83","3185","5.87","5.93"
"2009","Realschule","maennlich","5.78","5.83","2014","5.74","5.82"
"2009","Realschule","weiblich","5.92","5.83","2781","5.89","5.95"
"2010","(Fach-)Abitur","maennlich","","","","",""
"2010","(Fach-)Abitur","weiblich","","","","",""
"2010","(noch) kein Abschluss","maennlich","","","","",""
"2010","(noch) kein Abschluss","weiblich","","","","",""
"2010","AkademikerIn","maennlich","","","","",""
"2010","AkademikerIn","weiblich","","","","",""
"2010","Hauptschule","maennlich","","","","",""
"2010","Hauptschule","weiblich","","","","",""
"2010","Realschule","maennlich","","","","",""
"2010","Realschule","weiblich","","","","",""
"2011","(Fach-)Abitur","maennlich","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","",""
"2011","AkademikerIn","maennlich","","","","",""
"2011","AkademikerIn","weiblich","","","","",""
"2011","Hauptschule","maennlich","","","","",""
"2011","Hauptschule","weiblich","","","","",""
"2011","Realschule","maennlich","","","","",""
"2011","Realschule","weiblich","","","","",""
"2012","(Fach-)Abitur","maennlich","5.76","5.83","362","5.67","5.85"
"2012","(Fach-)Abitur","weiblich","5.92","5.83","761","5.86","5.98"
"2012","(noch) kein Abschluss","maennlich","5.12","4.83","158","4.95","5.29"
"2012","(noch) kein Abschluss","weiblich","5.3","5.17","190","5.15","5.45"
"2012","AkademikerIn","maennlich","5.73","5.5","684","5.67","5.79"
"2012","AkademikerIn","weiblich","5.88","5.83","810","5.82","5.94"
"2012","Hauptschule","maennlich","5.82","5.83","844","5.75","5.89"
"2012","Hauptschule","weiblich","5.9","5.83","864","5.84","5.96"
"2012","Realschule","maennlich","5.92","5.83","767","5.86","5.98"
"2012","Realschule","weiblich","6.01","6.17","1528","5.97","6.05"
"2013","(Fach-)Abitur","maennlich","5.5","5.5","977","5.44","5.56"
"2013","(Fach-)Abitur","weiblich","5.79","5.83","1233","5.74","5.84"
"2013","(noch) kein Abschluss","maennlich","5.2","5.17","228","5.05","5.35"
"2013","(noch) kein Abschluss","weiblich","5.39","5.17","254","5.26","5.52"
"2013","AkademikerIn","maennlich","5.67","5.5","2346","5.63","5.71"
"2013","AkademikerIn","weiblich","5.85","5.83","2110","5.81","5.89"
"2013","Hauptschule","maennlich","5.85","5.83","2955","5.82","5.88"
"2013","Hauptschule","weiblich","5.97","5.83","3218","5.94","6"
"2013","Realschule","maennlich","5.81","5.83","2074","5.77","5.85"
"2013","Realschule","weiblich","5.96","5.83","2956","5.93","5.99"
"2014","(Fach-)Abitur","maennlich","","","","",""
"2014","(Fach-)Abitur","weiblich","","","","",""
"2014","(noch) kein Abschluss","maennlich","","","","",""
"2014","(noch) kein Abschluss","weiblich","","","","",""
"2014","AkademikerIn","maennlich","","","","",""
"2014","AkademikerIn","weiblich","","","","",""
"2014","Hauptschule","maennlich","","","","",""
"2014","Hauptschule","weiblich","","","","",""
"2014","Realschule","maennlich","","","","",""
"2014","Realschule","weiblich","","","","",""
"2015","(Fach-)Abitur","maennlich","","","","",""
"2015","(Fach-)Abitur","weiblich","","","","",""
"2015","(noch) kein Abschluss","maennlich","","","","",""
"2015","(noch) kein Abschluss","weiblich","","","","",""
"2015","AkademikerIn","maennlich","","","","",""
"2015","AkademikerIn","weiblich","","","","",""
"2015","Hauptschule","maennlich","","","","",""
"2015","Hauptschule","weiblich","","","","",""
"2015","Realschule","maennlich","","","","",""
"2015","Realschule","weiblich","","","","",""
"2016","(Fach-)Abitur","maennlich","","","","",""
"2016","(Fach-)Abitur","weiblich","","","","",""
"2016","(noch) kein Abschluss","maennlich","","","","",""
"2016","(noch) kein Abschluss","weiblich","","","","",""
"2016","AkademikerIn","maennlich","","","","",""
"2016","AkademikerIn","weiblich","","","","",""
"2016","Hauptschule","maennlich","","","","",""
"2016","Hauptschule","weiblich","","","","",""
"2016","Realschule","maennlich","","","","",""
"2016","Realschule","weiblich","","","","",""
"2017","(Fach-)Abitur","maennlich","5.35","5.17","1996","5.3","5.4"
"2017","(Fach-)Abitur","weiblich","5.77","5.83","2523","5.73","5.81"
"2017","(noch) kein Abschluss","maennlich","5.3","5.17","831","5.22","5.38"
"2017","(noch) kein Abschluss","weiblich","5.52","5.58","822","5.44","5.6"
"2017","AkademikerIn","maennlich","5.57","5.5","3528","5.54","5.6"
"2017","AkademikerIn","weiblich","5.76","5.58","3402","5.73","5.79"
"2017","Hauptschule","maennlich","5.73","5.83","3853","5.7","5.76"
"2017","Hauptschule","weiblich","5.88","5.83","3756","5.85","5.91"
"2017","Realschule","maennlich","5.7","5.58","2814","5.67","5.73"
"2017","Realschule","weiblich","5.87","5.83","4128","5.84","5.9"
"2018","(Fach-)Abitur","maennlich","","","","",""
"2018","(Fach-)Abitur","weiblich","","","","",""
"2018","(noch) kein Abschluss","maennlich","","","","",""
"2018","(noch) kein Abschluss","weiblich","","","","",""
"2018","AkademikerIn","maennlich","","","","",""
"2018","AkademikerIn","weiblich","","","","",""
"2018","Hauptschule","maennlich","","","","",""
"2018","Hauptschule","weiblich","","","","",""
"2018","Realschule","maennlich","","","","",""
"2018","Realschule","weiblich","","","","",""
"2019","(Fach-)Abitur","maennlich","5.45","5.17","1821","5.41","5.49"
"2019","(Fach-)Abitur","weiblich","5.78","5.83","2333","5.74","5.82"
"2019","(noch) kein Abschluss","maennlich","5.43","5.5","370","5.3","5.56"
