"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","Ostdeutschland","5.64","5.5","395","5.55","5.73"
"2005","(Fach-)Abitur","Westdeutschland","5.73","5.83","1895","5.69","5.77"
"2005","(noch) kein Abschluss","Ostdeutschland","5.15","4.83","167","4.98","5.32"
"2005","(noch) kein Abschluss","Westdeutschland","5.31","5.17","733","5.23","5.39"
"2005","AkademikerIn","Ostdeutschland","6.08","6.17","1251","6.04","6.12"
"2005","AkademikerIn","Westdeutschland","5.87","5.83","2910","5.84","5.9"
"2005","Hauptschule","Ostdeutschland","5.93","5.83","1280","5.88","5.98"
"2005","Hauptschule","Westdeutschland","5.97","6.17","6249","5.95","5.99"
"2005","Realschule","Ostdeutschland","6.02","6.17","1842","5.98","6.06"
"2005","Realschule","Westdeutschland","5.95","5.83","3530","5.92","5.98"
"2006","(Fach-)Abitur","Ostdeutschland","","","","",""
"2006","(Fach-)Abitur","Westdeutschland","","","","",""
"2006","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","","","","",""
"2006","AkademikerIn","Ostdeutschland","","","","",""
"2006","AkademikerIn","Westdeutschland","","","","",""
"2006","Hauptschule","Ostdeutschland","","","","",""
"2006","Hauptschule","Westdeutschland","","","","",""
"2006","Realschule","Ostdeutschland","","","","",""
"2006","Realschule","Westdeutschland","","","","",""
"2007","(Fach-)Abitur","Ostdeutschland","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","",""
"2007","Hauptschule","Westdeutschland","","","","",""
"2007","Realschule","Ostdeutschland","","","","",""
"2007","Realschule","Westdeutschland","","","","",""
"2008","(Fach-)Abitur","Ostdeutschland","","","","",""
"2008","(Fach-)Abitur","Westdeutschland","","","","",""
"2008","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","","","","",""
"2008","AkademikerIn","Ostdeutschland","","","","",""
"2008","AkademikerIn","Westdeutschland","","","","",""
"2008","Hauptschule","Ostdeutschland","","","","",""
"2008","Hauptschule","Westdeutschland","","","","",""
"2008","Realschule","Ostdeutschland","","","","",""
"2008","Realschule","Westdeutschland","","","","",""
"2009","(Fach-)Abitur","Ostdeutschland","5.36","5.17","347","5.25","5.47"
"2009","(Fach-)Abitur","Westdeutschland","5.58","5.58","1650","5.53","5.63"
"2009","(noch) kein Abschluss","Ostdeutschland","4.9","4.5","71","4.63","5.17"
"2009","(noch) kein Abschluss","Westdeutschland","5.33","5.58","409","5.21","5.45"
"2009","AkademikerIn","Ostdeutschland","5.92","5.83","1206","5.87","5.97"
"2009","AkademikerIn","Westdeutschland","5.72","5.83","2817","5.69","5.75"
"2009","Hauptschule","Ostdeutschland","5.84","5.83","1119","5.78","5.9"
"2009","Hauptschule","Westdeutschland","5.86","5.83","5053","5.83","5.89"
"2009","Realschule","Ostdeutschland","5.9","5.83","1664","5.86","5.94"
"2009","Realschule","Westdeutschland","5.84","5.83","3131","5.81","5.87"
"2010","(Fach-)Abitur","Ostdeutschland","","","","",""
"2010","(Fach-)Abitur","Westdeutschland","","","","",""
"2010","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","","","","",""
"2010","AkademikerIn","Ostdeutschland","","","","",""
"2010","AkademikerIn","Westdeutschland","","","","",""
