"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","Laendlicher Raum","5.7","5.5","552","5.62","5.78"
"2005","(Fach-)Abitur","Staedtischer Raum","5.72","5.58","1738","5.68","5.76"
"2005","(noch) kein Abschluss","Laendlicher Raum","5.36","5.17","260","5.22","5.5"
"2005","(noch) kein Abschluss","Staedtischer Raum","5.26","5.17","640","5.17","5.35"
"2005","AkademikerIn","Laendlicher Raum","5.99","5.83","1222","5.94","6.04"
"2005","AkademikerIn","Staedtischer Raum","5.89","5.83","2939","5.86","5.92"
"2005","Hauptschule","Laendlicher Raum","6","6.17","2613","5.96","6.04"
"2005","Hauptschule","Staedtischer Raum","5.94","5.83","4916","5.91","5.97"
"2005","Realschule","Laendlicher Raum","6","6.17","2181","5.96","6.04"
"2005","Realschule","Staedtischer Raum","5.95","5.83","3191","5.92","5.98"
"2006","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2006","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2006","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2006","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2006","AkademikerIn","Laendlicher Raum","","","","",""
"2006","AkademikerIn","Staedtischer Raum","","","","",""
"2006","Hauptschule","Laendlicher Raum","","","","",""
"2006","Hauptschule","Staedtischer Raum","","","","",""
"2006","Realschule","Laendlicher Raum","","","","",""
"2006","Realschule","Staedtischer Raum","","","","",""
"2007","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2007","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2007","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2007","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2007","AkademikerIn","Laendlicher Raum","","","","",""
"2007","AkademikerIn","Staedtischer Raum","","","","",""
"2007","Hauptschule","Laendlicher Raum","","","","",""
"2007","Hauptschule","Staedtischer Raum","","","","",""
"2007","Realschule","Laendlicher Raum","","","","",""
"2007","Realschule","Staedtischer Raum","","","","",""
"2008","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2008","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2008","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2008","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2008","AkademikerIn","Laendlicher Raum","","","","",""
"2008","AkademikerIn","Staedtischer Raum","","","","",""
"2008","Hauptschule","Laendlicher Raum","","","","",""
"2008","Hauptschule","Staedtischer Raum","","","","",""
"2008","Realschule","Laendlicher Raum","","","","",""
"2008","Realschule","Staedtischer Raum","","","","",""
"2009","(Fach-)Abitur","Laendlicher Raum","5.57","5.5","519","5.48","5.66"
"2009","(Fach-)Abitur","Staedtischer Raum","5.55","5.58","1478","5.5","5.6"
"2009","(noch) kein Abschluss","Laendlicher Raum","5.16","5.17","137","4.96","5.36"
"2009","(noch) kein Abschluss","Staedtischer Raum","5.32","5.17","343","5.19","5.45"
"2009","AkademikerIn","Laendlicher Raum","5.83","5.83","1217","5.78","5.88"
"2009","AkademikerIn","Staedtischer Raum","5.74","5.83","2806","5.71","5.77"
"2009","Hauptschule","Laendlicher Raum","5.84","5.83","2271","5.8","5.88"
"2009","Hauptschule","Staedtischer Raum","5.87","5.83","3901","5.84","5.9"
"2009","Realschule","Laendlicher Raum","5.91","5.83","2031","5.87","5.95"
"2009","Realschule","Staedtischer Raum","5.83","5.83","2764","5.8","5.86"
"2010","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2010","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2010","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2010","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2010","AkademikerIn","Laendlicher Raum","","","","",""
"2010","AkademikerIn","Staedtischer Raum","","","","",""
"2010","Hauptschule","Laendlicher Raum","","","","",""
"2010","Hauptschule","Staedtischer Raum","","","","",""
"2010","Realschule","Laendlicher Raum","","","","",""
"2010","Realschule","Staedtischer Raum","","","","",""
"2011","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2011","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2011","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2011","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2011","AkademikerIn","Laendlicher Raum","","","","",""
"2011","AkademikerIn","Staedtischer Raum","","","","",""
"2011","Hauptschule","Laendlicher Raum","","","","",""
"2011","Hauptschule","Staedtischer Raum","","","","",""
"2011","Realschule","Laendlicher Raum","","","","",""
"2011","Realschule","Staedtischer Raum","","","","",""
"2012","(Fach-)Abitur","Laendlicher Raum","5.88","5.83","343","5.79","5.97"
"2012","(Fach-)Abitur","Staedtischer Raum","5.85","5.83","780","5.79","5.91"
"2012","(noch) kein Abschluss","Laendlicher Raum","5.2","4.83","125","5.01","5.39"
"2012","(noch) kein Abschluss","Staedtischer Raum","5.21","4.83","223","5.07","5.35"
"2012","AkademikerIn","Laendlicher Raum","5.87","5.83","390","5.79","5.95"
"2012","AkademikerIn","Staedtischer Raum","5.79","5.83","1104","5.74","5.84"
"2012","Hauptschule","Laendlicher Raum","5.87","5.83","686","5.8","5.94"
"2012","Hauptschule","Staedtischer Raum","5.85","5.83","1022","5.79","5.91"
"2012","Realschule","Laendlicher Raum","6.02","6.17","1095","5.97","6.07"
"2012","Realschule","Staedtischer Raum","5.95","5.83","1200","5.9","6"
"2013","(Fach-)Abitur","Laendlicher Raum","5.74","5.83","596","5.66","5.82"
"2013","(Fach-)Abitur","Staedtischer Raum","5.62","5.58","1614","5.57","5.67"
"2013","(noch) kein Abschluss","Laendlicher Raum","5.29","5.17","157","5.11","5.47"
"2013","(noch) kein Abschluss","Staedtischer Raum","5.31","5.17","325","5.19","5.43"
"2013","AkademikerIn","Laendlicher Raum","5.83","5.83","1307","5.78","5.88"
"2013","AkademikerIn","Staedtischer Raum","5.72","5.5","3149","5.69","5.75"
"2013","Hauptschule","Laendlicher Raum","5.94","5.83","2429","5.9","5.98"
"2013","Hauptschule","Staedtischer Raum","5.9","5.83","3744","5.87","5.93"
"2013","Realschule","Laendlicher Raum","5.96","5.83","2169","5.92","6"
"2013","Realschule","Staedtischer Raum","5.85","5.83","2861","5.82","5.88"
"2014","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2014","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2014","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2014","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2014","AkademikerIn","Laendlicher Raum","","","","",""
"2014","AkademikerIn","Staedtischer Raum","","","","",""
"2014","Hauptschule","Laendlicher Raum","","","","",""
"2014","Hauptschule","Staedtischer Raum","","","","",""
"2014","Realschule","Laendlicher Raum","","","","",""
"2014","Realschule","Staedtischer Raum","","","","",""
"2015","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2015","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2015","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2015","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2015","AkademikerIn","Laendlicher Raum","","","","",""
"2015","AkademikerIn","Staedtischer Raum","","","","",""
"2015","Hauptschule","Laendlicher Raum","","","","",""
"2015","Hauptschule","Staedtischer Raum","","","","",""
"2015","Realschule","Laendlicher Raum","","","","",""
"2015","Realschule","Staedtischer Raum","","","","",""
"2016","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2016","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2016","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2016","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2016","AkademikerIn","Laendlicher Raum","","","","",""
"2016","AkademikerIn","Staedtischer Raum","","","","",""
"2016","Hauptschule","Laendlicher Raum","","","","",""
"2016","Hauptschule","Staedtischer Raum","","","","",""
"2016","Realschule","Laendlicher Raum","","","","",""
"2016","Realschule","Staedtischer Raum","","","","",""
"2017","(Fach-)Abitur","Laendlicher Raum","5.59","5.58","1242","5.54","5.64"
"2017","(Fach-)Abitur","Staedtischer Raum","5.56","5.58","3277","5.53","5.59"
"2017","(noch) kein Abschluss","Laendlicher Raum","5.35","5.42","499","5.25","5.45"
"2017","(noch) kein Abschluss","Staedtischer Raum","5.43","5.58","1154","5.36","5.5"
"2017","AkademikerIn","Laendlicher Raum","5.73","5.5","1943","5.69","5.77"
"2017","AkademikerIn","Staedtischer Raum","5.63","5.58","4987","5.61","5.65"
"2017","Hauptschule","Laendlicher Raum","5.84","5.83","2931","5.81","5.87"
"2017","Hauptschule","Staedtischer Raum","5.79","5.83","4678","5.76","5.82"
"2017","Realschule","Laendlicher Raum","5.84","5.83","3077","5.81","5.87"
"2017","Realschule","Staedtischer Raum","5.77","5.83","3865","5.74","5.8"
"2018","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2018","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2018","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2018","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2018","AkademikerIn","Laendlicher Raum","","","","",""
"2018","AkademikerIn","Staedtischer Raum","","","","",""
"2018","Hauptschule","Laendlicher Raum","","","","",""
"2018","Hauptschule","Staedtischer Raum","","","","",""
"2018","Realschule","Laendlicher Raum","","","","",""
"2018","Realschule","Staedtischer Raum","","","","",""
"2019","(Fach-)Abitur","Laendlicher Raum","5.73","5.5","1100","5.68","5.78"
"2019","(Fach-)Abitur","Staedtischer Raum","5.61","5.58","2912","5.58","5.64"
"2019","(noch) kein Abschluss","Laendlicher Raum","5.42","5.5","211","5.26","5.58"
"2019","(noch) kein Abschluss","Staedtischer Raum","5.64","5.58","559","5.54","5.74"
"2019","AkademikerIn","Laendlicher Raum","5.78","5.83","1909","5.74","5.82"
"2019","AkademikerIn","Staedtischer Raum","5.72","5.5","4942","5.7","5.74"
"2019","Hauptschule","Laendlicher Raum","5.81","5.83","2393","5.77","5.85"
"2019","Hauptschule","Staedtischer Raum","5.82","5.83","3729","5.79","5.85"
"2019","Realschule","Laendlicher Raum","5.88","5.83","2948","5.85","5.91"
"2019","Realschule","Staedtischer Raum","5.8","5.83","3663","5.77","5.83"
