year,age_gr,pgisced97,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,Very important,0.31074,42,98,0.21864,0.40284
1990,17-29 y.,Pre-primary Level,Important,0.42691,56,98,0.32848,0.52535
1990,17-29 y.,Lower Secondary Level,Very important,0.28770,171,411,0.24388,0.33152
1990,17-29 y.,Lower Secondary Level,Important,0.34173,196,411,0.29582,0.38764
1990,17-29 y.,Lower Secondary Level,Less important,0.07128,44,411,0.04637,0.09618
1990,17-29 y.,Upper Secondary Level,Very important,0.23217,315,976,0.20567,0.25867
1990,17-29 y.,Upper Secondary Level,Important,0.38630,546,976,0.35573,0.41686
1990,17-29 y.,Upper Secondary Level,Less important,0.07990,115,976,0.06288,0.09692
1990,17-29 y.,Post-secondary Non-tertiary Level,Very important,0.36906,38,89,0.26824,0.46989
1990,17-29 y.,Post-secondary Non-tertiary Level,Important,0.39464,51,89,0.29252,0.49676
1990,17-29 y.,First Stage of Tertiary Education,Important,0.55128,44,44,0.40262,0.69994
1990,17-29 y.,Second Stage of Tertiary Education,Important,0.28360,37,37,0.13635,0.43084
1990,30-45 y.,Lower Secondary Level,Very important,0.12755,40,221,0.08347,0.17163
1990,30-45 y.,Lower Secondary Level,Important,0.36989,117,221,0.30610,0.43369
1990,30-45 y.,Lower Secondary Level,Less important,0.20174,64,221,0.14871,0.25477
1990,30-45 y.,Upper Secondary Level,Very important,0.18029,284,1148,0.15804,0.20253
1990,30-45 y.,Upper Secondary Level,Important,0.43555,678,1148,0.40686,0.46425
1990,30-45 y.,Upper Secondary Level,Less important,0.11644,186,1148,0.09788,0.13500
1990,30-45 y.,Post-secondary Non-tertiary Level,Important,0.46066,38,38,0.30004,0.62127
1990,30-45 y.,First Stage of Tertiary Education,Very important,0.18028,43,189,0.12533,0.23524
1990,30-45 y.,First Stage of Tertiary Education,Important,0.46896,112,189,0.39763,0.54030
1990,30-45 y.,First Stage of Tertiary Education,Less important,0.15197,34,189,0.10065,0.20328
1990,30-45 y.,Second Stage of Tertiary Education,Very important,0.17529,85,311,0.13296,0.21761
1990,30-45 y.,Second Stage of Tertiary Education,Important,0.37997,184,311,0.32594,0.43400
1990,30-45 y.,Second Stage of Tertiary Education,Less important,0.08330,42,311,0.05254,0.11406
1990,46-65 y.,Lower Secondary Level,Very important,0.09241,64,527,0.06766,0.11716
1990,46-65 y.,Lower Secondary Level,Important,0.33335,236,527,0.29307,0.37364
1990,46-65 y.,Lower Secondary Level,Less important,0.16466,116,527,0.13296,0.19635
