year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,n
1984,10.87894,10.84036,10.91751,9.00000,10.50000,11.50000,7.00000,15.25000,11872.00000
1985,10.92080,10.87964,10.96196,9.00000,10.50000,11.50000,7.00000,15.25000,10691.00000
1986,10.96192,10.91961,11.00424,9.00000,10.50000,11.50000,7.00000,15.25000,10249.00000
1987,10.99609,10.95314,11.03903,9.00000,10.50000,11.50000,7.00000,15.25000,10101.00000
1988,11.02847,10.98427,11.07267,10.00000,10.50000,11.50000,7.75000,13.75000,9621.00000
1989,11.06753,11.02177,11.11329,10.00000,10.50000,11.50000,7.75000,13.75000,9302.00000
1990,11.19969,11.16158,11.23781,10.00000,10.50000,11.50000,7.75000,13.75000,13473.00000
1991,11.24005,11.20085,11.27925,10.50000,10.50000,11.50000,9.00000,13.00000,13187.00000
1992,11.26410,11.22417,11.30403,10.50000,10.50000,11.50000,9.00000,13.00000,12872.00000
1993,11.28832,11.24756,11.32907,10.50000,10.50000,11.50000,9.00000,13.00000,12649.00000
1994,11.33920,11.29743,11.38096,10.50000,10.50000,12.00000,8.25000,14.25000,12329.00000
1995,11.38502,11.34372,11.42633,10.50000,10.50000,12.00000,8.25000,14.25000,12643.00000
1996,11.40610,11.36440,11.44780,10.50000,10.50000,12.00000,8.25000,14.25000,12392.00000
1997,11.41789,11.37568,11.46010,10.50000,10.50000,12.00000,8.25000,14.25000,12141.00000
1998,11.43728,11.39651,11.47805,10.50000,10.50000,12.00000,8.25000,14.25000,13175.00000
1999,11.45364,11.41232,11.49495,10.50000,10.50000,12.00000,8.25000,14.25000,12952.00000
2000,11.69815,11.66711,11.72919,10.50000,11.00000,12.00000,8.25000,14.25000,23555.00000
2001,11.75667,11.72384,11.78950,10.50000,11.00000,12.00000,8.25000,14.25000,21248.00000
2002,11.72393,11.69220,11.75565,10.50000,11.00000,12.00000,8.25000,14.25000,22201.00000
2003,11.76132,11.72853,11.79411,10.50000,11.00000,12.00000,8.25000,14.25000,21270.00000
2004,11.76405,11.73076,11.79733,10.50000,11.00000,12.00000,8.25000,14.25000,20640.00000
2005,11.79903,11.76466,11.83341,10.50000,11.00000,12.00000,8.25000,14.25000,19649.00000
2006,11.86186,11.82807,11.89565,10.50000,11.50000,13.00000,7.00000,16.75000,21164.00000
2007,11.92951,11.89414,11.96487,10.50000,11.50000,13.00000,7.00000,16.75000,19734.00000
2008,11.96416,11.92751,12.00081,10.50000,11.50000,13.00000,7.00000,16.75000,18506.00000
2009,12.04646,12.00812,12.08481,10.50000,11.50000,13.00000,7.00000,16.75000,17238.00000
2010,12.05481,12.02159,12.08804,10.50000,11.50000,13.00000,7.00000,16.75000,23094.00000
2011,12.08512,12.05416,12.11607,10.50000,11.50000,13.00000,7.00000,16.75000,27155.00000
2012,12.10340,12.07191,12.13488,10.50000,11.50000,13.00000,7.00000,16.75000,26557.00000
2013,12.10747,12.07728,12.13767,10.50000,11.50000,13.00000,7.00000,16.75000,29231.00000
2014,12.16110,12.12877,12.19342,10.50000,11.50000,13.50000,7.00000,18.00000,25829.00000
2015,12.19325,12.16058,12.22593,10.50000,11.50000,13.50000,7.00000,18.00000,25589.00000
2016,12.20422,12.17170,12.23674,10.50000,11.50000,13.50000,7.00000,18.00000,25884.00000
2017,12.21412,12.18309,12.24514,10.50000,11.50000,13.50000,7.00000,18.00000,28982.00000
2018,12.25461,12.22286,12.28637,10.50000,11.50000,14.00000,7.00000,18.00000,27690.00000
2019,12.30041,12.26845,12.33236,10.50000,11.50000,14.00000,7.00000,18.00000,27576.00000
2020,12.37136,12.33917,12.40356,10.50000,11.50000,14.00000,7.00000,18.00000,27531.00000
2021,12.54328,12.50331,12.58325,10.50000,11.50000,14.50000,7.00000,18.00000,18311.00000
2022,12.75685,12.72069,12.79301,10.50000,12.00000,15.00000,7.00000,18.00000,23537.00000
