year,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,5th Quintile,No,0.31349,354,1096,0.28601,0.34096
1995,1st Quintile,Yes,0.42554,521,1331,0.39897,0.45211
1995,1st Quintile,No,0.57446,810,1331,0.54789,0.60103
1995,2nd Quintile,Yes,0.50422,711,1426,0.47826,0.53018
1995,2nd Quintile,No,0.49578,715,1426,0.46982,0.52174
1995,3rd Quintile,Yes,0.58460,743,1359,0.55839,0.61081
1995,3rd Quintile,No,0.41540,616,1359,0.38919,0.44161
1995,4th Quintile,Yes,0.61984,717,1219,0.59257,0.64710
1995,4th Quintile,No,0.38016,502,1219,0.35290,0.40743
1995,5th Quintile,Yes,0.69331,745,1099,0.66604,0.72059
1995,5th Quintile,No,0.30669,354,1099,0.27941,0.33396
1996,1st Quintile,Yes,0.41245,502,1342,0.38611,0.43880
1996,1st Quintile,No,0.58755,840,1342,0.56120,0.61389
1996,2nd Quintile,Yes,0.51711,689,1352,0.49047,0.54376
1996,2nd Quintile,No,0.48289,663,1352,0.45624,0.50953
1996,3rd Quintile,Yes,0.57120,753,1351,0.54480,0.59760
1996,3rd Quintile,No,0.42880,598,1351,0.40240,0.45520
1996,4th Quintile,Yes,0.62085,745,1243,0.59386,0.64783
1996,4th Quintile,No,0.37915,498,1243,0.35217,0.40614
1996,5th Quintile,Yes,0.70088,749,1089,0.67368,0.72809
1996,5th Quintile,No,0.29912,340,1089,0.27191,0.32632
1997,1st Quintile,Yes,0.42816,504,1272,0.40095,0.45536
1997,1st Quintile,No,0.57184,768,1272,0.54464,0.59905
1997,2nd Quintile,Yes,0.51237,689,1366,0.48585,0.53888
1997,2nd Quintile,No,0.48763,677,1366,0.46112,0.51415
1997,3rd Quintile,Yes,0.57177,756,1337,0.54524,0.59830
1997,3rd Quintile,No,0.42823,581,1337,0.40170,0.45476
1997,4th Quintile,Yes,0.62083,742,1248,0.59390,0.64776
1997,4th Quintile,No,0.37917,506,1248,0.35224,0.40610
1997,5th Quintile,Yes,0.71582,766,1073,0.68882,0.74281
1997,5th Quintile,No,0.28418,307,1073,0.25719,0.31118
1998,1st Quintile,Yes,0.37920,522,1484,0.35451,0.40390
1998,1st Quintile,No,0.62080,962,1484,0.59610,0.64549
1998,2nd Quintile,Yes,0.50421,782,1565,0.47943,0.52899
1998,2nd Quintile,No,0.49579,783,1565,0.47101,0.52057
1998,3rd Quintile,Yes,0.53484,830,1524,0.50979,0.55990
1998,3rd Quintile,No,0.46516,694,1524,0.44010,0.49021
1998,4th Quintile,Yes,0.59935,912,1487,0.57444,0.62427
1998,4th Quintile,No,0.40065,575,1487,0.37573,0.42556
1998,5th Quintile,Yes,0.70773,931,1300,0.68299,0.73246
1998,5th Quintile,No,0.29227,369,1300,0.26754,0.31701
1999,1st Quintile,Yes,0.38046,564,1479,0.35571,0.40522
1999,1st Quintile,No,0.61954,915,1479,0.59478,0.64429
1999,2nd Quintile,Yes,0.49750,745,1505,0.47223,0.52277
1999,2nd Quintile,No,0.50250,760,1505,0.47723,0.52777
1999,3rd Quintile,Yes,0.55398,820,1475,0.52861,0.57936
1999,3rd Quintile,No,0.44602,655,1475,0.42064,0.47139
1999,4th Quintile,Yes,0.60258,858,1370,0.57665,0.62850
1999,4th Quintile,No,0.39742,512,1370,0.37150,0.42335
1999,5th Quintile,Yes,0.71199,887,1227,0.68664,0.73734
1999,5th Quintile,No,0.28801,340,1227,0.26266,0.31336
2000,1st Quintile,Yes,0.38980,1017,2509,0.37071,0.40889
2000,1st Quintile,No,0.61020,1492,2509,0.59111,0.62929
2000,2nd Quintile,Yes,0.50668,1436,2673,0.48772,0.52563
2000,2nd Quintile,No,0.49332,1237,2673,0.47437,0.51228
2000,3rd Quintile,Yes,0.56277,1567,2620,0.54377,0.58177
2000,3rd Quintile,No,0.43723,1053,2620,0.41823,0.45623
2000,4th Quintile,Yes,0.63292,1731,2576,0.61430,0.65153
2000,4th Quintile,No,0.36708,845,2576,0.34847,0.38570
2000,5th Quintile,Yes,0.69143,1757,2393,0.67292,0.70994
2000,5th Quintile,No,0.30857,636,2393,0.29006,0.32708
2001,1st Quintile,Yes,0.38694,842,2172,0.36645,0.40742
2001,1st Quintile,No,0.61306,1330,2172,0.59258,0.63355
2001,2nd Quintile,Yes,0.51042,1323,2429,0.49054,0.53031
2001,2nd Quintile,No,0.48958,1106,2429,0.46969,0.50946
2001,3rd Quintile,Yes,0.57737,1465,2394,0.55757,0.59716
2001,3rd Quintile,No,0.42263,929,2394,0.40284,0.44243
2001,4th Quintile,Yes,0.64585,1599,2341,0.62647,0.66523
2001,4th Quintile,No,0.35415,742,2341,0.33477,0.37353
2001,5th Quintile,Yes,0.68616,1564,2147,0.66653,0.70579
2001,5th Quintile,No,0.31384,583,2147,0.29421,0.33347
2002,1st Quintile,Yes,0.37381,765,2037,0.35280,0.39483
2002,1st Quintile,No,0.62619,1272,2037,0.60517,0.64720
2002,2nd Quintile,Yes,0.53787,1206,2198,0.51702,0.55872
2002,2nd Quintile,No,0.46213,992,2198,0.44128,0.48298
2002,3rd Quintile,Yes,0.59915,1383,2228,0.57879,0.61950
2002,3rd Quintile,No,0.40085,845,2228,0.38050,0.42121
2002,4th Quintile,Yes,0.62484,1571,2329,0.60518,0.64451
2002,4th Quintile,No,0.37516,758,2329,0.35549,0.39482
2002,5th Quintile,Yes,0.68187,2427,3176,0.66567,0.69807
2002,5th Quintile,No,0.31813,749,3176,0.30193,0.33433
2003,1st Quintile,Yes,0.37322,746,1995,0.35199,0.39444
2003,1st Quintile,No,0.62678,1249,1995,0.60556,0.64801
2003,2nd Quintile,Yes,0.52751,1171,2164,0.50647,0.54855
2003,2nd Quintile,No,0.47249,993,2164,0.45145,0.49353
2003,3rd Quintile,Yes,0.59363,1324,2180,0.57300,0.61425
2003,3rd Quintile,No,0.40637,856,2180,0.38575,0.42700
2003,4th Quintile,Yes,0.65112,1545,2225,0.63131,0.67093
2003,4th Quintile,No,0.34888,680,2225,0.32907,0.36869
2003,5th Quintile,Yes,0.68503,2298,2983,0.66835,0.70170
2003,5th Quintile,No,0.31497,685,2983,0.29830,0.33165
2004,1st Quintile,Yes,0.36373,704,1898,0.34208,0.38538
2004,1st Quintile,No,0.63627,1194,1898,0.61462,0.65792
2004,2nd Quintile,Yes,0.51628,1147,2124,0.49502,0.53754
2004,2nd Quintile,No,0.48372,977,2124,0.46246,0.50498
2004,3rd Quintile,Yes,0.62224,1356,2137,0.60168,0.64281
2004,3rd Quintile,No,0.37776,781,2137,0.35719,0.39832
2004,4th Quintile,Yes,0.64709,1520,2215,0.62718,0.66700
2004,4th Quintile,No,0.35291,695,2215,0.33300,0.37282
2004,5th Quintile,Yes,0.68748,2242,2892,0.67058,0.70438
2004,5th Quintile,No,0.31252,650,2892,0.29562,0.32942
2005,1st Quintile,Yes,0.37563,751,1961,0.35419,0.39707
2005,1st Quintile,No,0.62437,1210,1961,0.60293,0.64581
2005,2nd Quintile,Yes,0.51976,1109,2064,0.49820,0.54132
2005,2nd Quintile,No,0.48024,955,2064,0.45868,0.50180
2005,3rd Quintile,Yes,0.59788,1317,2094,0.57687,0.61888
2005,3rd Quintile,No,0.40212,777,2094,0.38112,0.42313
2005,4th Quintile,Yes,0.63858,1518,2208,0.61854,0.65863
2005,4th Quintile,No,0.36142,690,2208,0.34137,0.38146
2005,5th Quintile,Yes,0.68212,2163,2841,0.66499,0.69924
2005,5th Quintile,No,0.31788,678,2841,0.30076,0.33501
2006,1st Quintile,Yes,0.35120,770,2083,0.33069,0.37170
2006,1st Quintile,No,0.64880,1313,2083,0.62830,0.66931
2006,2nd Quintile,Yes,0.49228,1183,2218,0.47147,0.51309
2006,2nd Quintile,No,0.50772,1035,2218,0.48691,0.52853
2006,3rd Quintile,Yes,0.60053,1533,2381,0.58085,0.62021
2006,3rd Quintile,No,0.39947,848,2381,0.37979,0.41915
2006,4th Quintile,Yes,0.63811,1726,2491,0.61924,0.65699
2006,4th Quintile,No,0.36189,765,2491,0.34301,0.38076
2006,5th Quintile,Yes,0.68086,2338,3056,0.66433,0.69739
2006,5th Quintile,No,0.31914,718,3056,0.30261,0.33567
2007,1st Quintile,Yes,0.36188,746,1948,0.34054,0.38323
2007,1st Quintile,No,0.63812,1202,1948,0.61677,0.65946
2007,2nd Quintile,Yes,0.51490,1156,2106,0.49355,0.53625
2007,2nd Quintile,No,0.48510,950,2106,0.46375,0.50645
2007,3rd Quintile,Yes,0.61797,1448,2211,0.59771,0.63823
2007,3rd Quintile,No,0.38203,763,2211,0.36177,0.40229
2007,4th Quintile,Yes,0.65086,1637,2328,0.63149,0.67023
2007,4th Quintile,No,0.34914,691,2328,0.32977,0.36851
2007,5th Quintile,Yes,0.69395,2176,2828,0.67697,0.71094
2007,5th Quintile,No,0.30605,652,2828,0.28906,0.32303
2008,1st Quintile,Yes,0.36379,701,1864,0.34195,0.38564
2008,1st Quintile,No,0.63621,1163,1864,0.61436,0.65805
2008,2nd Quintile,Yes,0.53846,1116,1969,0.51643,0.56049
2008,2nd Quintile,No,0.46154,853,1969,0.43951,0.48357
2008,3rd Quintile,Yes,0.59932,1392,2162,0.57866,0.61998
2008,3rd Quintile,No,0.40068,770,2162,0.38002,0.42134
2008,4th Quintile,Yes,0.65837,1491,2112,0.63814,0.67860
2008,4th Quintile,No,0.34163,621,2112,0.32140,0.36186
2008,5th Quintile,Yes,0.71731,2101,2690,0.70029,0.73433
2008,5th Quintile,No,0.28269,589,2690,0.26567,0.29971
2009,1st Quintile,Yes,0.38278,699,1790,0.36026,0.40530
2009,1st Quintile,No,0.61722,1091,1790,0.59470,0.63974
2009,2nd Quintile,Yes,0.53217,1058,1884,0.50963,0.55471
2009,2nd Quintile,No,0.46783,826,1884,0.44529,0.49037
2009,3rd Quintile,Yes,0.62487,1304,1948,0.60336,0.64638
2009,3rd Quintile,No,0.37513,644,1948,0.35362,0.39664
2009,4th Quintile,Yes,0.66041,1469,2060,0.63995,0.68087
2009,4th Quintile,No,0.33959,591,2060,0.31913,0.36005
2009,5th Quintile,Yes,0.72365,1930,2481,0.70604,0.74125
2009,5th Quintile,No,0.27635,551,2481,0.25875,0.29396
2010,1st Quintile,Yes,0.37076,1321,3140,0.35387,0.38766
2010,1st Quintile,No,0.62924,1819,3140,0.61234,0.64613
2010,2nd Quintile,Yes,0.53773,1736,2917,0.51964,0.55583
2010,2nd Quintile,No,0.46227,1181,2917,0.44417,0.48036
2010,3rd Quintile,Yes,0.62752,1759,2555,0.60877,0.64627
2010,3rd Quintile,No,0.37248,796,2555,0.35373,0.39123
2010,4th Quintile,Yes,0.68351,1822,2454,0.66510,0.70192
2010,4th Quintile,No,0.31649,632,2454,0.29808,0.33490
2010,5th Quintile,Yes,0.71818,2112,2709,0.70124,0.73513
2010,5th Quintile,No,0.28182,597,2709,0.26487,0.29876
2011,1st Quintile,Yes,0.36968,1549,3701,0.35412,0.38523
2011,1st Quintile,No,0.63032,2152,3701,0.61477,0.64588
2011,2nd Quintile,Yes,0.54622,2057,3410,0.52950,0.56293
2011,2nd Quintile,No,0.45378,1353,3410,0.43707,0.47050
2011,3rd Quintile,Yes,0.63111,2228,3222,0.61445,0.64777
2011,3rd Quintile,No,0.36889,994,3222,0.35223,0.38555
2011,4th Quintile,Yes,0.67934,2268,3063,0.66281,0.69587
2011,4th Quintile,No,0.32066,795,3063,0.30413,0.33719
2011,5th Quintile,Yes,0.72923,2501,3192,0.71381,0.74465
2011,5th Quintile,No,0.27077,691,3192,0.25535,0.28619
2012,1st Quintile,Yes,0.36316,1499,3595,0.34743,0.37888
2012,1st Quintile,No,0.63684,2096,3595,0.62112,0.65257
2012,2nd Quintile,Yes,0.52349,1954,3308,0.50647,0.54051
2012,2nd Quintile,No,0.47651,1354,3308,0.45949,0.49353
2012,3rd Quintile,Yes,0.62732,2197,3202,0.61057,0.64407
2012,3rd Quintile,No,0.37268,1005,3202,0.35593,0.38943
2012,4th Quintile,Yes,0.68864,2242,3029,0.67215,0.70513
2012,4th Quintile,No,0.31136,787,3029,0.29487,0.32785
2012,5th Quintile,Yes,0.74788,2517,3158,0.73274,0.76303
2012,5th Quintile,No,0.25212,641,3158,0.23697,0.26726
2013,1st Quintile,Yes,0.37016,1649,4239,0.35562,0.38470
2013,1st Quintile,No,0.62984,2590,4239,0.61530,0.64438
2013,2nd Quintile,Yes,0.52038,2137,3856,0.50461,0.53615
2013,2nd Quintile,No,0.47962,1719,3856,0.46385,0.49539
2013,3rd Quintile,Yes,0.64483,2272,3387,0.62871,0.66095
2013,3rd Quintile,No,0.35517,1115,3387,0.33905,0.37129
2013,4th Quintile,Yes,0.69301,2267,3114,0.67681,0.70922
2013,4th Quintile,No,0.30699,847,3114,0.29078,0.32319
2013,5th Quintile,Yes,0.74970,2558,3262,0.73484,0.76457
2013,5th Quintile,No,0.25030,704,3262,0.23543,0.26516
2014,1st Quintile,Yes,0.38646,1373,3451,0.37021,0.40271
2014,1st Quintile,No,0.61354,2078,3451,0.59729,0.62979
2014,2nd Quintile,Yes,0.53386,1867,3311,0.51687,0.55086
2014,2nd Quintile,No,0.46614,1444,3311,0.44914,0.48313
2014,3rd Quintile,Yes,0.66314,2130,3109,0.64653,0.67976
2014,3rd Quintile,No,0.33686,979,3109,0.32024,0.35347
2014,4th Quintile,Yes,0.67880,2144,2926,0.66188,0.69572
2014,4th Quintile,No,0.32120,782,2926,0.30428,0.33812
2014,5th Quintile,Yes,0.74400,2344,3018,0.72843,0.75958
2014,5th Quintile,No,0.25600,674,3018,0.24042,0.27157
2015,1st Quintile,Yes,0.36896,1319,3547,0.35308,0.38484
2015,1st Quintile,No,0.63104,2228,3547,0.61516,0.64692
2015,2nd Quintile,Yes,0.51863,1814,3380,0.50179,0.53548
2015,2nd Quintile,No,0.48137,1566,3380,0.46452,0.49821
2015,3rd Quintile,Yes,0.63889,1933,3016,0.62174,0.65604
2015,3rd Quintile,No,0.36111,1083,3016,0.34396,0.37826
2015,4th Quintile,Yes,0.65633,1989,2829,0.63883,0.67384
2015,4th Quintile,No,0.34367,840,2829,0.32616,0.36117
2015,5th Quintile,Yes,0.74399,2301,2976,0.72831,0.75967
2015,5th Quintile,No,0.25601,675,2976,0.24033,0.27169
2016,1st Quintile,Yes,0.34026,1611,5195,0.32738,0.35315
2016,1st Quintile,No,0.65974,3584,5195,0.64685,0.67262
2016,2nd Quintile,Yes,0.53229,1657,3037,0.51454,0.55004
2016,2nd Quintile,No,0.46771,1380,3037,0.44996,0.48546
2016,3rd Quintile,Yes,0.63510,1766,2741,0.61708,0.65313
2016,3rd Quintile,No,0.36490,975,2741,0.34687,0.38292
2016,4th Quintile,Yes,0.65817,1881,2662,0.64015,0.67619
2016,4th Quintile,No,0.34183,781,2662,0.32381,0.35985
2016,5th Quintile,Yes,0.75545,2153,2755,0.73939,0.77150
2016,5th Quintile,No,0.24455,602,2755,0.22850,0.26061
2017,Not included in this version of the questionnaire,No,0.84224,36,36,0.72148,0.96300
2017,1st Quintile,Yes,0.34446,1766,5641,0.33206,0.35686
2017,1st Quintile,No,0.65554,3875,5641,0.64314,0.66794
2017,2nd Quintile,Yes,0.52127,1815,3328,0.50429,0.53824
2017,2nd Quintile,No,0.47873,1513,3328,0.46176,0.49571
2017,3rd Quintile,Yes,0.64910,2060,3107,0.63232,0.66589
2017,3rd Quintile,No,0.35090,1047,3107,0.33411,0.36768
2017,4th Quintile,Yes,0.67972,2224,3046,0.66315,0.69630
2017,4th Quintile,No,0.32028,822,3046,0.30370,0.33685
2017,5th Quintile,Yes,0.75167,2411,3095,0.73644,0.76689
2017,5th Quintile,No,0.24833,684,3095,0.23311,0.26356
2018,Not included in this version of the questionnaire,Yes,0.28944,36,133,0.21207,0.36680
2018,Not included in this version of the questionnaire,No,0.71056,97,133,0.63320,0.78793
2018,1st Quintile,Yes,0.35882,1630,5215,0.34580,0.37184
2018,1st Quintile,No,0.64118,3585,5215,0.62816,0.65420
2018,2nd Quintile,Yes,0.51213,1772,3439,0.49543,0.52884
2018,2nd Quintile,No,0.48787,1667,3439,0.47116,0.50457
2018,3rd Quintile,Yes,0.64152,1909,2996,0.62434,0.65869
2018,3rd Quintile,No,0.35848,1087,2996,0.34131,0.37566
2018,4th Quintile,Yes,0.67837,2068,2896,0.66136,0.69539
2018,4th Quintile,No,0.32163,828,2896,0.30461,0.33864
2018,5th Quintile,Yes,0.75327,2313,3013,0.73788,0.76867
2018,5th Quintile,No,0.24673,700,3013,0.23133,0.26212
2019,1st Quintile,Yes,0.36342,1407,4527,0.34941,0.37744
2019,1st Quintile,No,0.63658,3120,4527,0.62256,0.65059
2019,2nd Quintile,Yes,0.53963,1454,2744,0.52098,0.55828
2019,2nd Quintile,No,0.46037,1290,2744,0.44172,0.47902
2019,3rd Quintile,Yes,0.62758,1643,2532,0.60874,0.64641
2019,3rd Quintile,No,0.37242,889,2532,0.35359,0.39126
2019,4th Quintile,Yes,0.70153,1805,2469,0.68348,0.71958
2019,4th Quintile,No,0.29847,664,2469,0.28042,0.31652
2019,5th Quintile,Yes,0.76716,2039,2598,0.75091,0.78342
2019,5th Quintile,No,0.23284,559,2598,0.21658,0.24909
2020,Not included in this version of the questionnaire,Yes,0.32133,45,193,0.25528,0.38739
2020,Not included in this version of the questionnaire,No,0.67867,148,193,0.61261,0.74472
2020,1st Quintile,Yes,0.35605,1811,6082,0.34401,0.36809
2020,1st Quintile,No,0.64395,4271,6082,0.63191,0.65599
2020,2nd Quintile,Yes,0.54648,1740,3500,0.52998,0.56298
2020,2nd Quintile,No,0.45352,1760,3500,0.43702,0.47002
2020,3rd Quintile,Yes,0.66219,1831,2901,0.64498,0.67941
2020,3rd Quintile,No,0.33781,1070,2901,0.32059,0.35502
2020,4th Quintile,Yes,0.69391,2004,2870,0.67705,0.71078
2020,4th Quintile,No,0.30609,866,2870,0.28922,0.32295
2020,5th Quintile,Yes,0.74490,2906,3754,0.73096,0.75885
2020,5th Quintile,No,0.25510,848,3754,0.24115,0.26904
2021,1st Quintile,Yes,0.41996,961,2762,0.40155,0.43838
2021,1st Quintile,No,0.58004,1801,2762,0.56162,0.59845
2021,2nd Quintile,Yes,0.51922,1075,2138,0.49804,0.54041
2021,2nd Quintile,No,0.48078,1063,2138,0.45959,0.50196
2021,3rd Quintile,Yes,0.61536,1155,1878,0.59335,0.63737
2021,3rd Quintile,No,0.38464,723,1878,0.36263,0.40665
2021,4th Quintile,Yes,0.69162,1349,1915,0.67093,0.71231
2021,4th Quintile,No,0.30838,566,1915,0.28769,0.32907
2021,5th Quintile,Yes,0.75956,1875,2444,0.74262,0.77651
2021,5th Quintile,No,0.24044,569,2444,0.22349,0.25738
2022,Not included in this version of the questionnaire,Yes,0.34869,67,212,0.28439,0.41300
2022,Not included in this version of the questionnaire,No,0.65131,145,212,0.58700,0.71561
2022,1st Quintile,Yes,0.46300,2266,5030,0.44922,0.47679
2022,1st Quintile,No,0.53700,2764,5030,0.52321,0.55078
2022,2nd Quintile,Yes,0.54233,2125,4087,0.52705,0.55760
2022,2nd Quintile,No,0.45767,1962,4087,0.44240,0.47295
2022,3rd Quintile,Yes,0.62057,2074,3452,0.60438,0.63676
2022,3rd Quintile,No,0.37943,1378,3452,0.36324,0.39562
2022,4th Quintile,Yes,0.69056,2299,3438,0.67510,0.70601
2022,4th Quintile,No,0.30944,1139,3438,0.29399,0.32490
2022,5th Quintile,Yes,0.74659,2880,3839,0.73283,0.76035
2022,5th Quintile,No,0.25341,959,3839,0.23965,0.26717
