"pld0044","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","3","","",""
"Sehr oft","2003","(noch) kein Abschluss","2","4","","",""
"Sehr oft","2003","(noch) kein Abschluss","3","5","","",""
"Sehr oft","2003","(noch) kein Abschluss","4","3","","",""
"Sehr oft","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","9","","",""
"Sehr oft","2003","Hauptschule","1 Einkommensschwächstes Quintil","11","","",""
"Sehr oft","2003","Hauptschule","2","10","","",""
"Sehr oft","2003","Hauptschule","3","2","","",""
"Sehr oft","2003","Hauptschule","4","9","","",""
"Sehr oft","2003","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Sehr oft","2003","Realschule","1 Einkommensschwächstes Quintil","7","","",""
"Sehr oft","2003","Realschule","2","8","","",""
"Sehr oft","2003","Realschule","3","7","","",""
"Sehr oft","2003","Realschule","4","","","",""
"Sehr oft","2003","Realschule","5 Einkommensstärkstes Quintil","6","","",""
"Sehr oft","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","5","","",""
"Sehr oft","2003","(Fach-)Abitur","2","5","","",""
"Sehr oft","2003","(Fach-)Abitur","3","4","","",""
"Sehr oft","2003","(Fach-)Abitur","4","7","","",""
"Sehr oft","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5","","",""
"Sehr oft","2003","AkademikerIn","1 Einkommensschwächstes Quintil","4","","",""
"Sehr oft","2003","AkademikerIn","2","2","","",""
"Sehr oft","2003","AkademikerIn","3","3","","",""
"Sehr oft","2003","AkademikerIn","4","","","",""
"Sehr oft","2003","AkademikerIn","5 Einkommensstärkstes Quintil","3","","",""
"Oft","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","19","","",""
"Oft","2003","(noch) kein Abschluss","2","24","","",""
"Oft","2003","(noch) kein Abschluss","3","25","","",""
"Oft","2003","(noch) kein Abschluss","4","26","","",""
"Oft","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","25","","",""
"Oft","2003","Hauptschule","1 Einkommensschwächstes Quintil","47","0.0223416678784439","0.0160266210991333","0.0286567146577544"
"Oft","2003","Hauptschule","2","55","0.0272076101770176","0.0207982338809569","0.0336169864730784"
"Oft","2003","Hauptschule","3","18","","",""
"Oft","2003","Hauptschule","4","25","","",""
"Oft","2003","Hauptschule","5 Einkommensstärkstes Quintil","13","","",""
"Oft","2003","Realschule","1 Einkommensschwächstes Quintil","36","0.0331587467129076","0.0224851231010347","0.0438323703247805"
"Oft","2003","Realschule","2","31","0.0232604391330064","0.0152701558349886","0.0312507224310242"
"Oft","2003","Realschule","3","20","","",""
"Oft","2003","Realschule","4","26","","",""
"Oft","2003","Realschule","5 Einkommensstärkstes Quintil","18","","",""
"Oft","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","25","","",""
"Oft","2003","(Fach-)Abitur","2","23","","",""
"Oft","2003","(Fach-)Abitur","3","18","","",""
"Oft","2003","(Fach-)Abitur","4","23","","",""
"Oft","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","25","","",""
"Oft","2003","AkademikerIn","1 Einkommensschwächstes Quintil","6","","",""
"Oft","2003","AkademikerIn","2","7","","",""
"Oft","2003","AkademikerIn","3","6","","",""
"Oft","2003","AkademikerIn","4","23","","",""
"Oft","2003","AkademikerIn","5 Einkommensstärkstes Quintil","46","0.0301339579026391","0.022358497668896","0.0379094181363823"
"Manchmal","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","69","0.2464665635272","0.195898507527116","0.297034619527284"
"Manchmal","2003","(noch) kein Abschluss","2","50","0.221349992494155","0.166365915954383","0.276334069033927"
"Manchmal","2003","(noch) kein Abschluss","3","37","0.267850630729811","0.195521536259007","0.340179725200615"
"Manchmal","2003","(noch) kein Abschluss","4","40","0.311886130955966","0.231942950374726","0.391829311537205"
"Manchmal","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","40","0.352927697746363","0.265963924865151","0.439891470627575"
"Manchmal","2003","Hauptschule","1 Einkommensschwächstes Quintil","239","0.118984861816642","0.105150384233806","0.132819339399478"
"Manchmal","2003","Hauptschule","2","242","0.0949313513946311","0.0833833698356301","0.106479332953632"
"Manchmal","2003","Hauptschule","3","155","0.0831509973213622","0.0702587752205128","0.0960432194222116"
"Manchmal","2003","Hauptschule","4","137","0.0955087085563331","0.0800351516260862","0.11098226548658"
"Manchmal","2003","Hauptschule","5 Einkommensstärkstes Quintil","68","0.111853220116419","0.0874152977726246","0.136291142460214"
"Manchmal","2003","Realschule","1 Einkommensschwächstes Quintil","140","0.147373065815896","0.126241882040025","0.168504249591766"
"Manchmal","2003","Realschule","2","184","0.142438388450979","0.123911178400426","0.160965598501532"
"Manchmal","2003","Realschule","3","135","0.109362725463259","0.0919637389440572","0.126761711982461"
"Manchmal","2003","Realschule","4","158","0.116366626644377","0.0980628180405824","0.134670435248172"
"Manchmal","2003","Realschule","5 Einkommensstärkstes Quintil","113","0.131520084306378","0.109190394814506","0.15384977379825"
"Manchmal","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","100","0.23086294296012","0.190941595789619","0.27078429013062"
"Manchmal","2003","(Fach-)Abitur","2","93","0.206123282800753","0.169434803708474","0.242811761893031"
"Manchmal","2003","(Fach-)Abitur","3","117","0.243188908715518","0.205008300031367","0.281369517399669"
"Manchmal","2003","(Fach-)Abitur","4","99","0.18902629113435","0.155341884136297","0.222710698132404"
"Manchmal","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","101","0.176935714265825","0.143619361398978","0.210252067132672"
"Manchmal","2003","AkademikerIn","1 Einkommensschwächstes Quintil","38","0.122768711463274","0.0853199043284663","0.160217518598081"
"Manchmal","2003","AkademikerIn","2","59","0.136090901905047","0.104722649906268","0.167459153903827"
"Manchmal","2003","AkademikerIn","3","76","0.108104004717106","0.0841777925808833","0.132030216853329"
"Manchmal","2003","AkademikerIn","4","153","0.168154692640667","0.145703197390347","0.190606187890987"
"Manchmal","2003","AkademikerIn","5 Einkommensstärkstes Quintil","245","0.1518345589257","0.135512770583465","0.168156347267935"
"Selten","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","56","0.205157237866466","0.157773422980319","0.252541052752612"
"Selten","2003","(noch) kein Abschluss","2","67","0.27655816604892","0.217317342641868","0.335798989455972"
"Selten","2003","(noch) kein Abschluss","3","49","0.294114116622735","0.219693711768546","0.368534521476924"
"Selten","2003","(noch) kein Abschluss","4","35","0.269422746566223","0.192862479700636","0.34598301343181"
"Selten","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","29","","",""
"Selten","2003","Hauptschule","1 Einkommensschwächstes Quintil","463","0.211993469386333","0.194529161753994","0.229457777018672"
"Selten","2003","Hauptschule","2","587","0.231268598431427","0.21465720231904","0.247879994543814"
"Selten","2003","Hauptschule","3","486","0.263476365942313","0.242907548908831","0.284045182975795"
"Selten","2003","Hauptschule","4","419","0.317693499132018","0.29318253499654","0.342204463267496"
"Selten","2003","Hauptschule","5 Einkommensstärkstes Quintil","183","0.256709349486972","0.22284070307447","0.290577995899475"
"Selten","2003","Realschule","1 Einkommensschwächstes Quintil","362","0.346172292304709","0.317811846293026","0.374532738316391"
"Selten","2003","Realschule","2","467","0.341550936465591","0.316411666249805","0.366690206681376"
"Selten","2003","Realschule","3","451","0.351614485764861","0.324995660412001","0.378233311117721"
"Selten","2003","Realschule","4","445","0.388404101227562","0.360583572835936","0.416224629619189"
"Selten","2003","Realschule","5 Einkommensstärkstes Quintil","325","0.353242280027823","0.321662150623735","0.384822409431912"
"Selten","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","152","0.321096440170902","0.276863277262695","0.365329603079108"
"Selten","2003","(Fach-)Abitur","2","175","0.321316540768331","0.278962990132471","0.363670091404192"
"Selten","2003","(Fach-)Abitur","3","177","0.351935110777159","0.309432288765719","0.3944379327886"
"Selten","2003","(Fach-)Abitur","4","201","0.402557815201891","0.360366167559179","0.444749462844604"
"Selten","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","200","0.412272183210504","0.369297472447068","0.45524689397394"
"Selten","2003","AkademikerIn","1 Einkommensschwächstes Quintil","104","0.365195005874688","0.310251082813905","0.42013892893547"
"Selten","2003","AkademikerIn","2","156","0.370316037837142","0.326139739233528","0.414492336440756"
"Selten","2003","AkademikerIn","3","236","0.398620651433089","0.360893839849108","0.436347463017071"
"Selten","2003","AkademikerIn","4","410","0.359866755848578","0.331054614008715","0.388678897688441"
"Selten","2003","AkademikerIn","5 Einkommensstärkstes Quintil","710","0.393069663363203","0.370854662963462","0.415284663762944"
"Nie","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","132","0.484452797421824","0.425811179938276","0.543094414905372"
"Nie","2003","(noch) kein Abschluss","2","74","0.378688550593485","0.314446144354662","0.442930956832308"
"Nie","2003","(noch) kein Abschluss","3","28","","",""
"Nie","2003","(noch) kein Abschluss","4","25","","",""
"Nie","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","13","","",""
"Nie","2003","Hauptschule","1 Einkommensschwächstes Quintil","1344","0.64159704125101","0.621107030198203","0.662087052303816"
"Nie","2003","Hauptschule","2","1581","0.642021826267588","0.623134796719085","0.660908855816091"
"Nie","2003","Hauptschule","3","1101","0.643878702536945","0.621520023449538","0.666237381624351"
"Nie","2003","Hauptschule","4","796","0.565284364263824","0.539186642723578","0.59138208580407"
"Nie","2003","Hauptschule","5 Einkommensstärkstes Quintil","375","0.611682416845009","0.573894392345227","0.649470441344791"
"Nie","2003","Realschule","1 Einkommensschwächstes Quintil","536","0.459406616199938","0.429698902501268","0.489114329898608"
"Nie","2003","Realschule","2","677","0.487258955688235","0.460762194557956","0.513755716818514"
"Nie","2003","Realschule","3","623","0.51742587293755","0.489568193086752","0.545283552788348"
"Nie","2003","Realschule","4","550","0.476203113340847","0.447694981404451","0.504711245277243"
"Nie","2003","Realschule","5 Einkommensstärkstes Quintil","418","0.477988005322767","0.444984847568184","0.510991163077351"
"Nie","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","146","0.365977089274586","0.320341293106535","0.411612885442638"
"Nie","2003","(Fach-)Abitur","2","171","0.407234386147313","0.36267354574287","0.451795226551757"
"Nie","2003","(Fach-)Abitur","3","169","0.367677270025349","0.324765146163692","0.410589393887007"
"Nie","2003","(Fach-)Abitur","4","189","0.348347381774966","0.307357302363742","0.38933746118619"
"Nie","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","173","0.355108840108882","0.313329961721934","0.39688771849583"
"Nie","2003","AkademikerIn","1 Einkommensschwächstes Quintil","143","0.478937033759193","0.421930925030631","0.535943142487754"
"Nie","2003","AkademikerIn","2","235","0.460880987186787","0.415279556476025","0.506482417897549"
"Nie","2003","AkademikerIn","3","326","0.483453359399101","0.444947394323745","0.521959324474458"
