year,pgisced97,pld0044,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,Pre-primary Level,Often,0.16278490166128168,114,21614,0.16216103799082074,0.16340876533174262
2003,Pre-primary Level,Sometimes,0.33580785942123265,191,21614,0.3350097610882168,0.3366059577542485
2003,Pre-primary Level,Seldom,0.2939779306120943,179,21614,0.29320803718479804,0.2947478240393906
2003,Pre-primary Level,Never,0.2074293083053914,108,21614,0.20674410701327683,0.208114509597506
2003,Primary Level,Sometimes,0.15615342940864957,42,21614,0.15539023728169427,0.15691662153560487
2003,Primary Level,Seldom,0.1875522909716591,52,21614,0.18673158939200848,0.1883729925513097
2003,Primary Level,Never,0.6562942796196913,160,21614,0.6552957313510691,0.6572928278883136
2003,Lower Secondary Level,Often,0.0443446486415985,129,21614,0.04421289031344021,0.044476406969756785
2003,Lower Secondary Level,Sometimes,0.12244991104137151,362,21614,0.12224010305641965,0.12265971902632337
2003,Lower Secondary Level,Seldom,0.2324742361061405,667,21614,0.2322038771789886,0.23274459503329242
2003,Lower Secondary Level,Never,0.6007312042108895,1513,21614,0.6004177460370588,0.6010446623847203
2003,Upper Secondary Level,Very often,0.005122842770878148,50,21614,0.005099382076310937,0.005146303465445358
2003,Upper Secondary Level,Often,0.02082856488191279,224,21614,0.020781633897507732,0.020875495866317848
2003,Upper Secondary Level,Sometimes,0.120021370454963,1340,21614,0.11991457175263323,0.12012816915729277
2003,Upper Secondary Level,Seldom,0.29770380081764114,3399,21614,0.2975535375007751,0.29785406413450716
2003,Upper Secondary Level,Never,0.5563234210746049,6006,21614,0.5561601544003859,0.5564866877488238
2003,Post-secondary Non-tertiary Level,Sometimes,0.18902841092500752,202,21614,0.18862123665265065,0.1894355851973644
2003,Post-secondary Non-tertiary Level,Seldom,0.3849411761579307,444,21614,0.3844351540650446,0.38544719825081686
2003,Post-secondary Non-tertiary Level,Never,0.42603041291706173,476,21614,0.4255161576962721,0.42654466813785136
2003,First Stage of Tertiary Education,Sometimes,0.12379915816984192,185,21614,0.12351144877219304,0.12408686756749081
2003,First Stage of Tertiary Education,Seldom,0.3575971905468987,594,21614,0.3571784990569129,0.3580158820368845
2003,First Stage of Tertiary Education,Never,0.5186036512832594,865,21614,0.5181671730909384,0.5190401294755803
2003,Second Stage of Tertiary Education,Often,0.023580725609164646,88,21614,0.023489321846378773,0.02367212937195052
2003,Second Stage of Tertiary Education,Sometimes,0.14352745193009847,571,21614,0.14331625308870732,0.14373865077148962
2003,Second Stage of Tertiary Education,Seldom,0.3806638835488191,1616,21614,0.3803714000559003,0.38095636704173785
2003,Second Stage of Tertiary Education,Never,0.45222793891191787,2037,21614,0.4519281290227083,0.45252774880112745
2008,Pre-primary Level,Often,0.1921448749612065,71,18731,0.19134966822919636,0.19294008169321664
2008,Pre-primary Level,Sometimes,0.37587049045958093,118,18731,0.37489290355101124,0.3768480773681506
2008,Pre-primary Level,Seldom,0.2786280919138414,97,18731,0.27772321196133853,0.2795329718663443
2008,Pre-primary Level,Never,0.15335654266537127,50,18731,0.15262926485695003,0.15408382047379252
2008,Primary Level,Never,1.0,121,18731,1.0,1.0
2008,Lower Secondary Level,Often,0.037816976140544446,61,18731,0.03768775072317527,0.037946201557913624
2008,Lower Secondary Level,Sometimes,0.12575140683520875,260,18731,0.12552678622853575,0.12597602744188174
2008,Lower Secondary Level,Seldom,0.2330107702562773,486,18731,0.23272437993995299,0.23329716057260164
2008,Lower Secondary Level,Never,0.6034208467679695,1176,18731,0.603089448072758,0.603752245463181
2008,Upper Secondary Level,Very often,0.004818261345354883,37,18731,0.004795424152851286,0.004841098537858479
2008,Upper Secondary Level,Often,0.023163752011538457,183,18731,0.023114142874312564,0.02321336114876435
2008,Upper Secondary Level,Sometimes,0.1097977968438899,1020,18731,0.10969469000253299,0.10990090368524683
2008,Upper Secondary Level,Seldom,0.2922668904152791,2845,18731,0.29211689744567765,0.29241688338488053
2008,Upper Secondary Level,Never,0.5699532993839378,5572,18731,0.5697900228459322,0.5701165759219434
2008,Post-secondary Non-tertiary Level,Often,0.032156134067906635,31,18731,0.031983893924507914,0.032328374211305355
2008,Post-secondary Non-tertiary Level,Sometimes,0.16360729167999874,161,18731,0.1632461261793511,0.16396845718064637
2008,Post-secondary Non-tertiary Level,Seldom,0.381256593962227,397,18731,0.380782391520616,0.381730796403838
2008,Post-secondary Non-tertiary Level,Never,0.42297998028986766,497,18731,0.4224976382018855,0.4234623223778498
2008,First Stage of Tertiary Education,Sometimes,0.09224848300222557,118,18731,0.09198833696418147,0.09250862904026967
2008,First Stage of Tertiary Education,Seldom,0.3722752875900132,500,18731,0.37184070649989803,0.3727098686801284
2008,First Stage of Tertiary Education,Never,0.5354762294077612,769,18731,0.5350278680481071,0.5359245907674153
2008,Second Stage of Tertiary Education,Often,0.015505937361537311,64,18731,0.015436056736639866,0.015575817986434757
2008,Second Stage of Tertiary Education,Sometimes,0.13342747199683097,506,18731,0.13323515117596496,0.13361979281769698
2008,Second Stage of Tertiary Education,Seldom,0.39488390967153925,1586,18731,0.39460743504110024,0.39516038430197825
2008,Second Stage of Tertiary Education,Never,0.45618268097009246,2005,18731,0.4559009742997123,0.4564643876404726
2013,Pre-primary Level,Often,0.18601044778515616,74,24824,0.18507007041556817,0.18695082515474415
2013,Pre-primary Level,Sometimes,0.3539413597822605,158,24824,0.3527857114104421,0.35509700815407885
2013,Pre-primary Level,Seldom,0.3117498875568692,124,24824,0.3106304486861747,0.31286932642756377
2013,Pre-primary Level,Never,0.14829830487571416,78,24824,0.1474394180643731,0.1491571916870552
2013,Primary Level,Sometimes,0.1458980891737723,55,24824,0.14507614599421548,0.14672003235332914
2013,Primary Level,Seldom,0.2672595251646854,67,24824,0.26622912994699416,0.2682899203823766
2013,Primary Level,Never,0.5868423856615422,176,24824,0.5856958679587904,0.5879889033642941
2013,Lower Secondary Level,Often,0.03296255295521341,127,24824,0.03282470294420858,0.03310040296621824
2013,Lower Secondary Level,Sometimes,0.12545458440204638,376,24824,0.12519883820128783,0.12571033060280493
2013,Lower Secondary Level,Seldom,0.2361562143429972,622,24824,0.2358282877001252,0.23648414098586917
2013,Lower Secondary Level,Never,0.605426648299743,1416,24824,0.6050492765540537,0.6058040200454323
2013,Upper Secondary Level,Very often,0.0024767823388001996,35,24824,0.0024593690936254064,0.0024941955839749928
2013,Upper Secondary Level,Often,0.024260013286395696,284,24824,0.024206113523331334,0.024313913049460057
2013,Upper Secondary Level,Sometimes,0.11287840005323675,1377,24824,0.11276754096900038,0.11298925913747312
2013,Upper Secondary Level,Seldom,0.286562613644828,3565,24824,0.28640421116214276,0.2867210161275132
2013,Upper Secondary Level,Never,0.5738221906767395,7092,24824,0.5736489466086399,0.573995434744839
2013,Post-secondary Non-tertiary Level,Often,0.03503002705031124,42,24824,0.034846161358832985,0.035213892741789495
2013,Post-secondary Non-tertiary Level,Sometimes,0.12096451032030454,213,24824,0.12063840659972067,0.12129061404088842
2013,Post-secondary Non-tertiary Level,Seldom,0.3983768584469166,650,24824,0.39788726806091823,0.398866448832915
2013,Post-secondary Non-tertiary Level,Never,0.4456286041824676,854,24824,0.4451315422545647,0.44612566611037047
2013,First Stage of Tertiary Education,Sometimes,0.10287679794591352,153,24824,0.10258425151216273,0.10316934437966431
2013,First Stage of Tertiary Education,Seldom,0.36867310079434695,563,24824,0.3682085235672919,0.369137678021402
2013,First Stage of Tertiary Education,Never,0.5284501012597396,925,24824,0.527969399330222,0.5289308031892571
2013,Second Stage of Tertiary Education,Often,0.020040525621569497,100,24824,0.019962501794444906,0.02011854944869409
2013,Second Stage of Tertiary Education,Sometimes,0.13775712694456518,759,24824,0.13756524218518074,0.13794901170394963
2013,Second Stage of Tertiary Education,Seldom,0.38901429342651306,2193,24824,0.388742857742268,0.3892857291107581
2013,Second Stage of Tertiary Education,Never,0.45318805400735224,2746,24824,0.4529108963635963,0.45346521165110815
2018,Pre-primary Level,Often,0.19697206453799854,62,24801,0.195967772901987,0.19797635617401008
2018,Pre-primary Level,Sometimes,0.3618275882319295,138,24801,0.3606141657083916,0.3630410107554674
2018,Pre-primary Level,Seldom,0.21594512917668438,69,24801,0.21490607752895613,0.21698418082441262
2018,Pre-primary Level,Never,0.22525521805338763,58,24801,0.2242003237172305,0.22631011238954477
2018,Primary Level,Often,0.061213251608426944,31,24801,0.060775342104902465,0.06165116111195142
2018,Primary Level,Sometimes,0.2538510955888792,99,24801,0.25305607121375295,0.25464611996400544
2018,Primary Level,Seldom,0.18295461681206587,103,24801,0.18224834325413616,0.18366089036999558
2018,Primary Level,Never,0.5019810359906279,239,24801,0.5010676701487209,0.502894401832535
2018,Lower Secondary Level,Very often,0.011855793164225345,42,24801,0.01177652549722193,0.01193506083122876
2018,Lower Secondary Level,Often,0.040790117016481046,129,24801,0.040645254874406234,0.04093497915855586
2018,Lower Secondary Level,Sometimes,0.1832932357880068,521,24801,0.18300988338492621,0.18357658819108738
2018,Lower Secondary Level,Seldom,0.2599645734701227,724,24801,0.25964335245924997,0.2602857944809954
2018,Lower Secondary Level,Never,0.5040962805611642,1263,24801,0.5037301162319423,0.504462444890386
2018,Upper Secondary Level,Very often,0.004832381657768376,80,24801,0.00480833936768669,0.004856423947850063
2018,Upper Secondary Level,Often,0.03517982484931083,414,24801,0.03511595187709282,0.035243697821528835
2018,Upper Secondary Level,Sometimes,0.14644431892271104,1696,24801,0.14632174465874612,0.14656689318667596
2018,Upper Secondary Level,Seldom,0.30928046562757366,3520,24801,0.3091202244175792,0.30944070683756814
