year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,,,,,,,,,,,,
1999,No migration background,Rural regions,,,,,,,,,,,,
1999,Direct migration background,Urban regions,,,,,,,,,,,,
1999,Direct migration background,Rural regions,,,,,,,,,,,,
1999,Indirect migration background,Urban regions,,,,,,,,,,,,
1999,Indirect migration background,Rural regions,,,,,,,,,,,,
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,,,,,,,,,,,,
2001,No migration background,Rural regions,,,,,,,,,,,,
2001,Direct migration background,Urban regions,,,,,,,,,,,,
2001,Direct migration background,Rural regions,,,,,,,,,,,,
2001,Indirect migration background,Urban regions,,,,,,,,,,,,
2001,Indirect migration background,Rural regions,,,,,,,,,,,,
2002,No migration background,Urban regions,,,,,,,,,,,,
2002,No migration background,Rural regions,,,,,,,,,,,,
2002,Direct migration background,Urban regions,,,,,,,,,,,,
2002,Direct migration background,Rural regions,,,,,,,,,,,,
2002,Indirect migration background,Urban regions,,,,,,,,,,,,
2002,Indirect migration background,Rural regions,,,,,,,,,,,,
2003,No migration background,Urban regions,,,,,,,,,,,,
2003,No migration background,Rural regions,,,,,,,,,,,,
2003,Direct migration background,Urban regions,,,,,,,,,,,,
2003,Direct migration background,Rural regions,,,,,,,,,,,,
2003,Indirect migration background,Urban regions,,,,,,,,,,,,
2003,Indirect migration background,Rural regions,,,,,,,,,,,,
2004,No migration background,Urban regions,,,,,,,,,,,,
2004,No migration background,Rural regions,,,,,,,,,,,,
2004,Direct migration background,Urban regions,,,,,,,,,,,,
2004,Direct migration background,Rural regions,,,,,,,,,,,,
2004,Indirect migration background,Urban regions,,,,,,,,,,,,
2004,Indirect migration background,Rural regions,,,,,,,,,,,,
2005,No migration background,Urban regions,11059,6.46386,6.44768,6.48005,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2005,No migration background,Rural regions,6377,6.46842,6.44684,6.49001,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2005,Direct migration background,Urban regions,1953,6.38195,6.33655,6.42734,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2005,Direct migration background,Rural regions,400,6.57954,6.50122,6.65786,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2005,Indirect migration background,Urban regions,714,6.40814,6.34125,6.47502,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2005,Indirect migration background,Rural regions,106,6.38653,6.22230,6.55076,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,6.00000,7.00000
2006,No migration background,Urban regions,,,,,,,,,,,,
2006,No migration background,Rural regions,,,,,,,,,,,,
2006,Direct migration background,Urban regions,,,,,,,,,,,,
2006,Direct migration background,Rural regions,,,,,,,,,,,,
2006,Indirect migration background,Urban regions,,,,,,,,,,,,
2006,Indirect migration background,Rural regions,,,,,,,,,,,,
2007,No migration background,Urban regions,,,,,,,,,,,,
2007,No migration background,Rural regions,,,,,,,,,,,,
2007,Direct migration background,Urban regions,,,,,,,,,,,,
2007,Direct migration background,Rural regions,,,,,,,,,,,,
2007,Indirect migration background,Urban regions,,,,,,,,,,,,
2007,Indirect migration background,Rural regions,,,,,,,,,,,,
2008,No migration background,Urban regions,,,,,,,,,,,,
2008,No migration background,Rural regions,,,,,,,,,,,,
2008,Direct migration background,Urban regions,,,,,,,,,,,,
2008,Direct migration background,Rural regions,,,,,,,,,,,,
2008,Indirect migration background,Urban regions,,,,,,,,,,,,
2008,Indirect migration background,Rural regions,,,,,,,,,,,,
2009,No migration background,Urban regions,,,,,,,,,,,,
2009,No migration background,Rural regions,,,,,,,,,,,,
2009,Direct migration background,Urban regions,,,,,,,,,,,,
2009,Direct migration background,Rural regions,,,,,,,,,,,,
2009,Indirect migration background,Urban regions,,,,,,,,,,,,
2009,Indirect migration background,Rural regions,,,,,,,,,,,,
2010,No migration background,Urban regions,9156,6.41089,6.39241,6.42937,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2010,No migration background,Rural regions,5320,6.38427,6.35895,6.40960,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2010,Direct migration background,Urban regions,1177,6.41329,6.36205,6.46453,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2010,Direct migration background,Rural regions,281,6.29587,6.16467,6.42707,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2010,Indirect migration background,Urban regions,551,6.42511,6.34686,6.50336,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2010,Indirect migration background,Rural regions,103,6.13355,5.93290,6.33419,6.00000,6.00000,7.00000,4.50000,7.00000,6.00000,6.00000,7.00000
2011,No migration background,Urban regions,,,,,,,,,,,,
2011,No migration background,Rural regions,,,,,,,,,,,,
2011,Direct migration background,Urban regions,,,,,,,,,,,,
2011,Direct migration background,Rural regions,,,,,,,,,,,,
2011,Indirect migration background,Urban regions,,,,,,,,,,,,
2011,Indirect migration background,Rural regions,,,,,,,,,,,,
2012,No migration background,Urban regions,,,,,,,,,,,,
2012,No migration background,Rural regions,,,,,,,,,,,,
2012,Direct migration background,Urban regions,,,,,,,,,,,,
2012,Direct migration background,Rural regions,,,,,,,,,,,,
2012,Indirect migration background,Urban regions,,,,,,,,,,,,
2012,Indirect migration background,Rural regions,,,,,,,,,,,,
2013,No migration background,Urban regions,,,,,,,,,,,,
2013,No migration background,Rural regions,,,,,,,,,,,,
2013,Direct migration background,Urban regions,,,,,,,,,,,,
2013,Direct migration background,Rural regions,,,,,,,,,,,,
2013,Indirect migration background,Urban regions,,,,,,,,,,,,
2013,Indirect migration background,Rural regions,,,,,,,,,,,,
2014,No migration background,Urban regions,,,,,,,,,,,,
2014,No migration background,Rural regions,,,,,,,,,,,,
2014,Direct migration background,Urban regions,,,,,,,,,,,,
2014,Direct migration background,Rural regions,,,,,,,,,,,,
2014,Indirect migration background,Urban regions,,,,,,,,,,,,
2014,Indirect migration background,Rural regions,,,,,,,,,,,,
2015,No migration background,Urban regions,11666,6.41640,6.40047,6.43234,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2015,No migration background,Rural regions,7421,6.36595,6.34468,6.38723,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2015,Direct migration background,Urban regions,4404,6.32137,6.28812,6.35462,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2015,Direct migration background,Rural regions,1511,6.46722,6.42008,6.51437,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
2015,Indirect migration background,Urban regions,1294,6.45635,6.40426,6.50844,6.00000,7.00000,7.00000,4.50000,7.00000,7.00000,7.00000,7.00000
