year,age_gr,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Very concerned,0.46144,1627,3327,0.44450,0.47838
1994,17-29 y.,Somewhat concerned,0.46106,1471,3327,0.44412,0.47801
1994,17-29 y.,Not concerned at all,0.07208,229,3327,0.06330,0.08087
1994,30-45 y.,Very concerned,0.50496,2232,4127,0.48970,0.52021
1994,30-45 y.,Somewhat concerned,0.45058,1756,4127,0.43540,0.46576
1994,30-45 y.,Not concerned at all,0.03974,139,4127,0.03378,0.04570
1994,46-65 y.,Very concerned,0.64343,2505,3876,0.62835,0.65851
1994,46-65 y.,Somewhat concerned,0.32525,1231,3876,0.31050,0.34000
1994,46-65 y.,Not concerned at all,0.02828,140,3876,0.02306,0.03350
1994,66 and older,Very concerned,0.68996,1046,1471,0.66632,0.71361
1994,66 and older,Somewhat concerned,0.26691,381,1471,0.24430,0.28953
1994,66 and older,Not concerned at all,0.02753,44,1471,0.01917,0.03590
1995,17-29 y.,Very concerned,0.42847,1537,3319,0.41163,0.44531
1995,17-29 y.,Somewhat concerned,0.48305,1535,3319,0.46605,0.50006
1995,17-29 y.,Not concerned at all,0.07692,247,3319,0.06786,0.08599
1995,30-45 y.,Very concerned,0.46932,2201,4401,0.45457,0.48406
1995,30-45 y.,Somewhat concerned,0.45708,1964,4401,0.44236,0.47180
1995,30-45 y.,Not concerned at all,0.06065,236,4401,0.05360,0.06770
1995,46-65 y.,Very concerned,0.62727,2485,3940,0.61217,0.64237
1995,46-65 y.,Somewhat concerned,0.33259,1317,3940,0.31787,0.34730
1995,46-65 y.,Not concerned at all,0.03104,138,3940,0.02563,0.03646
1995,66 and older,Very concerned,0.69048,1062,1502,0.66709,0.71387
1995,66 and older,Somewhat concerned,0.26250,387,1502,0.24024,0.28476
1995,66 and older,Not concerned at all,0.03497,53,1502,0.02568,0.04427
1996,17-29 y.,Very concerned,0.45861,1502,3126,0.44114,0.47608
1996,17-29 y.,Somewhat concerned,0.46663,1448,3126,0.44914,0.48412
1996,17-29 y.,Not concerned at all,0.05997,176,3126,0.05164,0.06829
1996,30-45 y.,Very concerned,0.50211,2339,4405,0.48734,0.51688
1996,30-45 y.,Somewhat concerned,0.43989,1876,4405,0.42523,0.45455
1996,30-45 y.,Not concerned at all,0.04857,190,4405,0.04222,0.05492
1996,46-65 y.,Very concerned,0.63701,2495,3842,0.62181,0.65222
1996,46-65 y.,Somewhat concerned,0.31603,1244,3842,0.30132,0.33073
1996,46-65 y.,Not concerned at all,0.02531,103,3842,0.02034,0.03027
1996,66 and older,Very concerned,0.73689,1145,1524,0.71477,0.75900
1996,66 and older,Somewhat concerned,0.21964,343,1524,0.19885,0.24043
1996,66 and older,Not concerned at all,0.02366,36,1524,0.01603,0.03130
1997,17-29 y.,Very concerned,0.50176,1525,3001,0.48387,0.51965
1997,17-29 y.,Somewhat concerned,0.42449,1301,3001,0.40680,0.44217
1997,17-29 y.,Not concerned at all,0.06111,175,3001,0.05254,0.06968
1997,30-45 y.,Very concerned,0.55238,2469,4343,0.53759,0.56717
1997,30-45 y.,Somewhat concerned,0.39763,1713,4343,0.38307,0.41219
1997,30-45 y.,Not concerned at all,0.04247,161,4343,0.03647,0.04847
1997,46-65 y.,Very concerned,0.65635,2524,3824,0.64129,0.67140
1997,46-65 y.,Somewhat concerned,0.31068,1206,3824,0.29601,0.32535
1997,46-65 y.,Not concerned at all,0.02329,94,3824,0.01851,0.02807
1997,66 and older,Very concerned,0.74084,1181,1540,0.71894,0.76273
1997,66 and older,Somewhat concerned,0.23105,359,1540,0.20999,0.25211
1998,17-29 y.,Very concerned,0.44301,1396,3123,0.42558,0.46043
1998,17-29 y.,Somewhat concerned,0.46581,1525,3123,0.44831,0.48331
1998,17-29 y.,Not concerned at all,0.07545,202,3123,0.06618,0.08471
1998,30-45 y.,Very concerned,0.50565,2472,4789,0.49149,0.51981
1998,30-45 y.,Somewhat concerned,0.43768,2104,4789,0.42363,0.45173
1998,30-45 y.,Not concerned at all,0.04673,213,4789,0.04075,0.05270
1998,46-65 y.,Very concerned,0.62921,2789,4333,0.61483,0.64359
1998,46-65 y.,Somewhat concerned,0.32312,1419,4333,0.30919,0.33704
1998,46-65 y.,Not concerned at all,0.03032,125,4333,0.02521,0.03542
1998,66 and older,Very concerned,0.71787,1324,1821,0.69719,0.73854
1998,66 and older,Somewhat concerned,0.24427,463,1821,0.22453,0.26401
1998,66 and older,Not concerned at all,0.01702,34,1821,0.01108,0.02297
1999,17-29 y.,Very concerned,0.43699,1299,2965,0.41913,0.45484
1999,17-29 y.,Somewhat concerned,0.45850,1374,2965,0.44056,0.47644
1999,17-29 y.,Not concerned at all,0.10120,292,2965,0.09034,0.11205
1999,30-45 y.,Very concerned,0.47511,2306,4703,0.46084,0.48939
1999,30-45 y.,Somewhat concerned,0.45075,2089,4703,0.43652,0.46497
1999,30-45 y.,Not concerned at all,0.07174,308,4703,0.06437,0.07912
1999,46-65 y.,Very concerned,0.58227,2486,4174,0.56731,0.59724
1999,46-65 y.,Somewhat concerned,0.36702,1493,4174,0.35240,0.38164
1999,46-65 y.,Not concerned at all,0.04662,195,4174,0.04022,0.05302
1999,66 and older,Very concerned,0.64377,1172,1790,0.62158,0.66597
1999,66 and older,Somewhat concerned,0.31211,543,1790,0.29064,0.33358
1999,66 and older,Not concerned at all,0.03692,75,1790,0.02818,0.04566
