year,hhtyp,quintil_oecd_hh,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,1st Quintile,No,0.97140,984,984,0.96098,0.98182
2016,Single-person household,2nd Quintile,No,0.99776,726,726,0.99433,1.00120
2016,Single-person household,3rd Quintile,No,0.99772,631,631,0.99400,1.00144
2016,Single-person household,5th Quintile,No,0.98799,476,476,0.97820,0.99779
2016,Couple without children,1st Quintile,No,0.98822,432,432,0.97803,0.99841
2016,Couple without children,2nd Quintile,No,0.99455,707,707,0.98912,0.99998
2016,Couple without children,3rd Quintile,No,0.99721,757,757,0.99344,1.00097
2016,Couple without children,4th Quintile,No,0.99053,922,922,0.98427,0.99678
2016,Couple without children,5th Quintile,No,0.99674,1259,1259,0.99359,0.99989
2016,Single parent,1st Quintile,No,0.98274,652,652,0.97274,0.99275
2016,Single parent,2nd Quintile,No,0.99323,404,404,0.98522,1.00123
2016,Single parent,3rd Quintile,No,0.99717,229,229,0.99027,1.00407
2016,Couple with children,1st Quintile,No,0.94460,925,925,0.92985,0.95935
2016,Couple with children,2nd Quintile,No,0.99920,1109,1109,0.99754,1.00086
2016,Couple with children,3rd Quintile,No,0.99282,1054,1054,0.98772,0.99792
2016,Couple with children,4th Quintile,No,0.99445,987,987,0.98981,0.99909
2016,Couple with children,5th Quintile,No,0.98692,894,894,0.97946,0.99437
2016,Multi-generational household,1st Quintile,No,0.96621,35,35,0.90548,1.02695
2016,Other Combinations,1st Quintile,No,0.82242,59,59,0.72406,0.92077
2016,Other Combinations,2nd Quintile,No,0.91307,47,47,0.83166,0.99449
2017,Single-person household,1st Quintile,No,0.97138,1124,1124,0.96162,0.98113
2017,Single-person household,2nd Quintile,No,0.99681,822,822,0.99295,1.00067
2017,Single-person household,3rd Quintile,No,0.99557,705,705,0.99067,1.00048
2017,Single-person household,5th Quintile,No,0.99982,559,559,0.99871,1.00093
2017,Couple without children,1st Quintile,No,0.98851,452,452,0.97867,0.99834
2017,Couple without children,2nd Quintile,No,0.99511,762,762,0.99016,1.00007
2017,Couple without children,3rd Quintile,No,0.99795,890,890,0.99497,1.00092
2017,Couple without children,4th Quintile,No,0.99646,1072,1072,0.99291,1.00002
2017,Couple without children,5th Quintile,No,0.99777,1423,1423,0.99531,1.00022
2017,Single parent,1st Quintile,No,0.97553,644,644,0.96359,0.98747
2017,Single parent,2nd Quintile,No,0.99869,393,393,0.99511,1.00227
2017,Single parent,3rd Quintile,No,0.98766,231,231,0.97340,1.00193
2017,Single parent,4th Quintile,No,0.99751,166,166,0.98990,1.00512
2017,Couple with children,1st Quintile,No,0.91926,865,865,0.90110,0.93743
2017,Couple with children,2nd Quintile,No,0.99050,1170,1170,0.98494,0.99606
2017,Couple with children,3rd Quintile,No,0.99911,1185,1185,0.99741,1.00081
2017,Couple with children,4th Quintile,No,0.99550,1118,1118,0.99157,0.99942
2017,Couple with children,5th Quintile,No,0.99901,964,964,0.99703,1.00100
2017,Multi-generational household,1st Quintile,No,0.94929,37,37,0.87762,1.02096
2017,Other Combinations,1st Quintile,No,0.86162,70,70,0.78015,0.94310
2017,Other Combinations,2nd Quintile,No,0.99575,58,58,0.97885,1.01264
2018,Single-person household,1st Quintile,No,0.97706,1238,1238,0.96872,0.98541
2018,Single-person household,2nd Quintile,No,0.99337,880,880,0.98800,0.99873
2018,Single-person household,3rd Quintile,No,0.99272,690,690,0.98637,0.99907
2018,Single-person household,4th Quintile,No,0.99898,638,638,0.99651,1.00146
2018,Single-person household,5th Quintile,No,0.99182,563,563,0.98438,0.99927
2018,Couple without children,1st Quintile,No,0.98933,503,503,0.98034,0.99832
2018,Couple without children,2nd Quintile,No,0.99494,793,793,0.99000,0.99988
2018,Couple without children,3rd Quintile,No,0.99435,861,861,0.98934,0.99936
2018,Couple without children,4th Quintile,No,0.99328,974,974,0.98815,0.99841
2018,Couple without children,5th Quintile,No,0.99641,1399,1399,0.99327,0.99954
2018,Single parent,1st Quintile,No,0.97054,630,630,0.95733,0.98376
2018,Single parent,2nd Quintile,No,0.98980,396,396,0.97990,0.99971
2018,Single parent,3rd Quintile,No,0.98219,232,232,0.96513,0.99924
2018,Single parent,4th Quintile,No,0.99976,163,163,0.99735,1.00216
2018,Single parent,5th Quintile,No,0.99831,84,84,0.98946,1.00715
2018,Couple with children,1st Quintile,No,0.91255,828,828,0.89329,0.93180
2018,Couple with children,2nd Quintile,No,0.99354,1141,1141,0.98888,0.99819
2018,Couple with children,3rd Quintile,No,0.99597,1089,1089,0.99221,0.99974
2018,Couple with children,4th Quintile,No,0.99766,1040,1040,0.99472,1.00060
2018,Couple with children,5th Quintile,No,0.99714,907,907,0.99366,1.00062
2018,Multi-generational household,1st Quintile,No,0.95869,39,39,0.89542,1.02197
2018,Multi-generational household,2nd Quintile,No,0.99978,31,31,0.99443,1.00512
2018,Other Combinations,1st Quintile,No,0.86230,68,68,0.77979,0.94481
2018,Other Combinations,2nd Quintile,No,0.98418,47,47,0.94811,1.02024
2018,Other Combinations,3rd Quintile,No,0.99853,38,38,0.98616,1.01089
2019,Single-person household,1st Quintile,No,0.97023,1208,1208,0.96065,0.97982
2019,Single-person household,2nd Quintile,No,0.99552,811,811,0.99093,1.00012
2019,Single-person household,3rd Quintile,No,0.99487,703,703,0.98959,1.00016
2019,Single-person household,4th Quintile,No,0.99800,658,658,0.99457,1.00142
2019,Single-person household,5th Quintile,No,0.99717,741,741,0.99334,1.00100
2019,Couple without children,1st Quintile,No,0.98157,459,459,0.96925,0.99389
2019,Couple without children,2nd Quintile,No,0.99163,796,796,0.98530,0.99796
2019,Couple without children,3rd Quintile,No,0.99987,828,828,0.99908,1.00066
2019,Couple without children,4th Quintile,No,0.99717,996,996,0.99387,1.00047
2019,Couple without children,5th Quintile,No,0.99474,1992,1992,0.99156,0.99791
2019,Single parent,1st Quintile,No,0.96903,525,525,0.95419,0.98386
2019,Single parent,2nd Quintile,No,0.99696,369,369,0.99133,1.00258
2019,Single parent,3rd Quintile,No,0.99987,239,239,0.99843,1.00131
2019,Single parent,5th Quintile,No,0.99795,123,123,0.98994,1.00597
2019,Couple with children,1st Quintile,No,0.88586,663,663,0.86163,0.91008
2019,Couple with children,2nd Quintile,No,0.99497,982,982,0.99055,0.99940
2019,Couple with children,3rd Quintile,No,0.99806,1034,1034,0.99538,1.00074
2019,Couple with children,4th Quintile,No,0.99570,1035,1035,0.99171,0.99969
2019,Couple with children,5th Quintile,No,0.99737,1424,1424,0.99470,1.00003
2019,Multi-generational household,1st Quintile,No,0.95670,37,37,0.89022,1.02319
2019,Other Combinations,1st Quintile,No,0.84970,42,42,0.74031,0.95909
2019,Other Combinations,2nd Quintile,No,0.97689,45,45,0.93249,1.02129
2019,Other Combinations,3rd Quintile,No,0.99963,50,50,0.99420,1.00505
2019,Other Combinations,4th Quintile,No,0.99929,50,50,0.99180,1.00677
2020,Single-person household,1st Quintile,No,0.96541,1490,1490,0.95613,0.97469
2020,Single-person household,2nd Quintile,No,0.99092,992,992,0.98502,0.99683
2020,Single-person household,3rd Quintile,No,0.99100,720,720,0.98410,0.99791
2020,Single-person household,4th Quintile,No,0.99701,661,661,0.99285,1.00118
2020,Single-person household,5th Quintile,No,0.98855,697,697,0.98064,0.99645
2020,Couple without children,1st Quintile,No,0.96727,522,522,0.95199,0.98254
2020,Couple without children,2nd Quintile,No,0.98220,862,862,0.97336,0.99103
2020,Couple without children,3rd Quintile,No,0.99367,879,879,0.98842,0.99891
2020,Couple without children,4th Quintile,No,0.98991,1010,1010,0.98375,0.99608
2020,Couple without children,5th Quintile,No,0.99032,1723,1723,0.98570,0.99495
2020,Single parent,1st Quintile,No,0.96201,468,468,0.94467,0.97935
2020,Single parent,2nd Quintile,No,0.99691,374,374,0.99127,1.00254
2020,Single parent,3rd Quintile,No,0.99644,232,232,0.98876,1.00412
2020,Single parent,4th Quintile,No,0.98413,147,147,0.96385,1.00440
2020,Single parent,5th Quintile,No,0.97808,114,114,0.95108,1.00508
2020,Couple with children,1st Quintile,No,0.85582,820,820,0.83177,0.87988
2020,Couple with children,2nd Quintile,No,0.99231,998,998,0.98688,0.99773
2020,Couple with children,3rd Quintile,No,0.99568,968,968,0.99154,0.99981
2020,Couple with children,4th Quintile,No,0.99539,968,968,0.99112,0.99966
2020,Couple with children,5th Quintile,No,0.98997,1128,1128,0.98416,0.99579
2020,Multi-generational household,1st Quintile,No,0.96930,43,43,0.91713,1.02147
2020,Other Combinations,1st Quintile,No,0.77370,87,87,0.68526,0.86214
2020,Other Combinations,2nd Quintile,No,0.98355,67,67,0.95286,1.01424
2020,Other Combinations,3rd Quintile,No,0.99969,55,55,0.99499,1.00439
2021,Single-person household,1st Quintile,No,0.97130,932,932,0.96057,0.98202
2021,Single-person household,2nd Quintile,No,0.98132,621,621,0.97066,0.99198
2021,Single-person household,3rd Quintile,No,0.99258,560,560,0.98546,0.99969
2021,Single-person household,4th Quintile,No,0.99721,511,511,0.99264,1.00179
2021,Single-person household,5th Quintile,No,0.99892,544,544,0.99615,1.00168
2021,Couple without children,1st Quintile,No,0.95338,334,334,0.93074,0.97603
2021,Couple without children,2nd Quintile,No,0.99508,560,560,0.98928,1.00088
2021,Couple without children,3rd Quintile,No,0.99761,564,564,0.99358,1.00164
2021,Couple without children,4th Quintile,No,0.98682,694,694,0.97833,0.99531
2021,Couple without children,5th Quintile,No,0.99160,1240,1240,0.98652,0.99668
2021,Single parent,1st Quintile,No,0.96441,274,274,0.94243,0.98639
2021,Single parent,2nd Quintile,No,0.98683,276,276,0.97335,1.00030
2021,Single parent,3rd Quintile,No,0.99738,141,141,0.98891,1.00585
2021,Single parent,4th Quintile,No,0.99937,123,123,0.99494,1.00381
2021,Couple with children,1st Quintile,No,0.84744,407,407,0.81247,0.88242
2021,Couple with children,2nd Quintile,No,0.98336,629,629,0.97335,0.99336
2021,Couple with children,3rd Quintile,No,0.99476,686,686,0.98935,1.00017
2021,Couple with children,4th Quintile,No,0.99901,673,673,0.99663,1.00139
2021,Couple with children,5th Quintile,No,0.99659,770,770,0.99248,1.00071
2021,Other Combinations,1st Quintile,No,0.88239,53,53,0.79484,0.96995
2021,Other Combinations,2nd Quintile,No,0.97122,53,53,0.92577,1.01666
2021,Other Combinations,3rd Quintile,No,0.99712,51,51,0.98228,1.01197
2021,Other Combinations,4th Quintile,No,0.99976,52,52,0.99549,1.00402
2022,Single-person household,1st Quintile,No,0.97351,1370,1370,0.96500,0.98202
2022,Single-person household,2nd Quintile,No,0.97602,1098,1098,0.96697,0.98507
2022,Single-person household,3rd Quintile,No,0.99040,1019,1019,0.98441,0.99639
2022,Single-person household,4th Quintile,No,0.99415,986,986,0.98939,0.99891
2022,Single-person household,5th Quintile,No,0.98446,981,981,0.97672,0.99220
2022,Couple without children,1st Quintile,No,0.96576,892,892,0.95382,0.97770
2022,Couple without children,2nd Quintile,No,0.99372,1050,1050,0.98894,0.99850
2022,Couple without children,3rd Quintile,No,0.99924,1031,1031,0.99756,1.00092
2022,Couple without children,4th Quintile,No,0.99005,1090,1090,0.98415,0.99594
2022,Couple without children,5th Quintile,No,0.99070,1597,1597,0.98600,0.99541
2022,Single parent,1st Quintile,No,0.96509,323,323,0.94504,0.98514
2022,Single parent,2nd Quintile,No,0.99221,330,330,0.98271,1.00171
2022,Single parent,3rd Quintile,No,0.99692,215,215,0.98950,1.00434
2022,Couple with children,1st Quintile,No,0.92570,1098,1098,0.91018,0.94122
