year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,3896,1.99488,1.91453,2.07523,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
1999,No migration background,Rural regions,2556,2.47304,2.36705,2.57903,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,2.00000
1999,Direct migration background,Urban regions,989,1.96164,1.81169,2.11159,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
1999,Direct migration background,Rural regions,185,2.66835,2.25557,3.08114,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,3.00000
1999,Indirect migration background,Urban regions,318,2.55340,2.24537,2.86142,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
1999,Indirect migration background,Rural regions,50,1.93528,1.24053,2.63002,0.00000,1.75636,2.00000,0.00000,5.00000,2.00000,0.00000,2.00000
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,6455,1.65854,1.59867,1.71841,0.00000,0.00000,2.00000,0.00000,5.00000,0.00000,0.00000,0.00000
2001,No migration background,Rural regions,3892,2.14751,2.06115,2.23387,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,1.00000
2001,Direct migration background,Urban regions,1326,1.78606,1.65667,1.91544,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2001,Direct migration background,Rural regions,259,1.94797,1.64708,2.24887,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,0.00000,2.00000
2001,Indirect migration background,Urban regions,395,1.99490,1.72506,2.26473,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,0.00000,1.00000
2001,Indirect migration background,Rural regions,53,2.11327,1.52005,2.70649,0.00000,2.00000,4.00000,0.00000,8.00000,2.00000,0.00000,3.00000
2002,No migration background,Urban regions,,,,,,,,,,,,
2002,No migration background,Rural regions,,,,,,,,,,,,
2002,Direct migration background,Urban regions,,,,,,,,,,,,
2002,Direct migration background,Rural regions,,,,,,,,,,,,
2002,Indirect migration background,Urban regions,,,,,,,,,,,,
2002,Indirect migration background,Rural regions,,,,,,,,,,,,
2003,No migration background,Urban regions,6837,2.06210,2.00133,2.12286,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2003,No migration background,Rural regions,3800,2.40831,2.32147,2.49515,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2003,Direct migration background,Urban regions,1143,2.46982,2.30695,2.63269,0.00000,1.00000,5.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2003,Direct migration background,Rural regions,212,2.47375,2.09597,2.85153,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,1.00000,2.02500
2003,Indirect migration background,Urban regions,402,2.47175,2.20305,2.74046,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2003,Indirect migration background,Rural regions,58,1.98163,1.40150,2.56176,0.00000,1.00000,3.50021,0.00000,8.75052,1.00000,0.00000,3.00000
2004,No migration background,Urban regions,,,,,,,,,,,,
2004,No migration background,Rural regions,,,,,,,,,,,,
2004,Direct migration background,Urban regions,,,,,,,,,,,,
2004,Direct migration background,Rural regions,,,,,,,,,,,,
2004,Indirect migration background,Urban regions,,,,,,,,,,,,
2004,Indirect migration background,Rural regions,,,,,,,,,,,,
2005,No migration background,Urban regions,6298,2.21622,2.15185,2.28060,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,1.00000
2005,No migration background,Rural regions,3486,2.59163,2.49794,2.68532,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,2.00000
2005,Direct migration background,Urban regions,1011,2.50558,2.34239,2.66877,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2005,Direct migration background,Rural regions,180,3.04209,2.59953,3.48465,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,3.00000
2005,Indirect migration background,Urban regions,400,2.23449,1.99366,2.47532,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2005,Indirect migration background,Rural regions,60,2.99167,2.34407,3.63926,0.14441,3.00000,5.00000,0.00000,10.00000,3.00000,1.97500,5.00000
2006,No migration background,Urban regions,,,,,,,,,,,,
2006,No migration background,Rural regions,,,,,,,,,,,,
2006,Direct migration background,Urban regions,,,,,,,,,,,,
2006,Direct migration background,Rural regions,,,,,,,,,,,,
2006,Indirect migration background,Urban regions,,,,,,,,,,,,
2006,Indirect migration background,Rural regions,,,,,,,,,,,,
2007,No migration background,Urban regions,6304,2.03197,1.96933,2.09460,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2007,No migration background,Rural regions,3617,2.31372,2.22663,2.40082,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2007,Direct migration background,Urban regions,886,2.16646,1.99896,2.33395,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2007,Direct migration background,Rural regions,191,2.49194,2.10194,2.88195,0.00000,1.00000,5.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2007,Indirect migration background,Urban regions,427,2.23198,1.97446,2.48950,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
2007,Indirect migration background,Rural regions,73,2.93350,2.32726,3.53975,1.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,4.00000
2008,No migration background,Urban regions,,,,,,,,,,,,
2008,No migration background,Rural regions,,,,,,,,,,,,
2008,Direct migration background,Urban regions,,,,,,,,,,,,
2008,Direct migration background,Rural regions,,,,,,,,,,,,
2008,Indirect migration background,Urban regions,,,,,,,,,,,,
2008,Indirect migration background,Rural regions,,,,,,,,,,,,
2009,No migration background,Urban regions,5560,2.38675,2.31845,2.45506,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,2.00000,2.00000
2009,No migration background,Rural regions,3260,2.51824,2.42777,2.60871,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,2.00000
2009,Direct migration background,Urban regions,724,2.71852,2.52911,2.90793,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,3.00000
2009,Direct migration background,Rural regions,151,3.11272,2.65388,3.57157,0.00000,2.21930,5.00000,0.00000,10.00000,2.00000,2.00000,4.00000
2009,Indirect migration background,Urban regions,382,2.56109,2.29617,2.82601,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,1.00000,3.00000
2009,Indirect migration background,Rural regions,72,2.78672,2.10601,3.46742,0.00000,2.00000,4.16990,0.00000,10.00000,2.00000,1.97500,3.00000
2010,No migration background,Urban regions,,,,,,,,,,,,
2010,No migration background,Rural regions,,,,,,,,,,,,
2010,Direct migration background,Urban regions,,,,,,,,,,,,
2010,Direct migration background,Rural regions,,,,,,,,,,,,
2010,Indirect migration background,Urban regions,,,,,,,,,,,,
2010,Indirect migration background,Rural regions,,,,,,,,,,,,
