year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,,,,,,,,,,,,
1984,Lower Secondary Level,,,,,,,,,,,,
1984,Upper Secondary Level,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,,,,,,,,,,,,
1985,Lower Secondary Level,,,,,,,,,,,,
1985,Upper Secondary Level,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1985,First Stage of Tertiary Education,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,,,,,,,,,,,,
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,,,,,,,,,,,,
1986,Lower Secondary Level,,,,,,,,,,,,
1986,Upper Secondary Level,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1986,First Stage of Tertiary Education,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,,,,,,,,,,,,
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,,,,,,,,,,,,
1987,Lower Secondary Level,,,,,,,,,,,,
1987,Upper Secondary Level,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1987,First Stage of Tertiary Education,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,,,,,,,,,,,,
1988,Pre-primary Level,,,,,,,,,,,,
1988,Primary Level,,,,,,,,,,,,
1988,Lower Secondary Level,,,,,,,,,,,,
1988,Upper Secondary Level,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1988,First Stage of Tertiary Education,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,Pre-primary Level,,,,,,,,,,,,
1989,Primary Level,,,,,,,,,,,,
1989,Lower Secondary Level,,,,,,,,,,,,
1989,Upper Secondary Level,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,First Stage of Tertiary Education,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,,,,,,,,,,,,
1990,Pre-primary Level,,,,,,,,,,,,
1990,Primary Level,,,,,,,,,,,,
1990,Lower Secondary Level,,,,,,,,,,,,
1990,Upper Secondary Level,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1990,First Stage of Tertiary Education,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,,,,,,,,,,,,
1991,Pre-primary Level,,,,,,,,,,,,
1991,Primary Level,,,,,,,,,,,,
1991,Lower Secondary Level,,,,,,,,,,,,
1991,Upper Secondary Level,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,First Stage of Tertiary Education,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,,,,,,,,,,,,
1992,Pre-primary Level,,,,,,,,,,,,
1992,Primary Level,,,,,,,,,,,,
1992,Lower Secondary Level,,,,,,,,,,,,
1992,Upper Secondary Level,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,First Stage of Tertiary Education,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,,,,,,,,,,,,
1993,Pre-primary Level,,,,,,,,,,,,
1993,Primary Level,,,,,,,,,,,,
1993,Lower Secondary Level,,,,,,,,,,,,
1993,Upper Secondary Level,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1993,First Stage of Tertiary Education,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,,,,,,,,,,,,
1994,Pre-primary Level,,,,,,,,,,,,
1994,Primary Level,,,,,,,,,,,,
1994,Lower Secondary Level,,,,,,,,,,,,
1994,Upper Secondary Level,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,First Stage of Tertiary Education,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,,,,,,,,,,,,
1995,Pre-primary Level,,,,,,,,,,,,
1995,Primary Level,,,,,,,,,,,,
1995,Lower Secondary Level,,,,,,,,,,,,
1995,Upper Secondary Level,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1995,First Stage of Tertiary Education,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,,,,,,,,,,,,
1996,Pre-primary Level,,,,,,,,,,,,
1996,Primary Level,,,,,,,,,,,,
1996,Lower Secondary Level,,,,,,,,,,,,
1996,Upper Secondary Level,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1996,First Stage of Tertiary Education,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,,,,,,,,,,,,
1997,Pre-primary Level,,,,,,,,,,,,
1997,Primary Level,,,,,,,,,,,,
1997,Lower Secondary Level,,,,,,,,,,,,
1997,Upper Secondary Level,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1997,First Stage of Tertiary Education,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,,,,,,,,,,,,
1998,Pre-primary Level,,,,,,,,,,,,
1998,Primary Level,,,,,,,,,,,,
1998,Lower Secondary Level,,,,,,,,,,,,
1998,Upper Secondary Level,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1998,First Stage of Tertiary Education,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,,,,,,,,,,,,
1999,Pre-primary Level,,,,,,,,,,,,
1999,Primary Level,180,1.99877,1.60279,2.39474,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,0.00000,2.00000
1999,Lower Secondary Level,1056,2.23259,2.06738,2.39780,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,1.00000
1999,Upper Secondary Level,4147,2.17723,2.09774,2.25672,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,1.00000
1999,Post-secondary Non-tertiary Level,358,2.22264,1.96238,2.48290,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,2.00000
1999,First Stage of Tertiary Education,585,2.10642,1.89578,2.31706,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,2.00000
1999,Second Stage of Tertiary Education,1481,2.00077,1.87062,2.13093,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2000,Pre-primary Level,,,,,,,,,,,,
2000,Primary Level,,,,,,,,,,,,
2000,Lower Secondary Level,,,,,,,,,,,,
2000,Upper Secondary Level,,,,,,,,,,,,
2000,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2000,First Stage of Tertiary Education,,,,,,,,,,,,
2000,Second Stage of Tertiary Education,,,,,,,,,,,,
2001,Pre-primary Level,70,2.61705,1.91143,3.32267,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,0.00000,3.00000
2001,Primary Level,106,2.18058,1.64008,2.72107,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,0.00000,2.00000
2001,Lower Secondary Level,1232,2.04441,1.88899,2.19984,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,0.00000,1.00000
2001,Upper Secondary Level,6556,1.79396,1.73318,1.85473,0.00000,0.00000,3.00000,0.00000,7.50000,0.00000,0.00000,1.00000
2001,Post-secondary Non-tertiary Level,693,1.93918,1.74215,2.13621,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2001,First Stage of Tertiary Education,1114,1.78926,1.64440,1.93412,0.00000,0.00000,3.00000,0.00000,7.50000,0.00000,0.00000,1.00000
2001,Second Stage of Tertiary Education,2547,1.75071,1.65342,1.84800,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,0.00000,1.00000
2002,Pre-primary Level,,,,,,,,,,,,
2002,Primary Level,,,,,,,,,,,,
2002,Lower Secondary Level,,,,,,,,,,,,
2002,Upper Secondary Level,,,,,,,,,,,,
2002,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2002,First Stage of Tertiary Education,,,,,,,,,,,,
2002,Second Stage of Tertiary Education,,,,,,,,,,,,
2003,Pre-primary Level,52,2.26150,1.63189,2.89112,0.00000,2.00000,3.00000,0.00000,7.50000,2.00000,0.97500,3.00000
2003,Primary Level,80,2.45806,1.72223,3.19389,0.00000,0.62953,5.00000,0.00000,10.00000,0.00000,0.00000,2.00000
2003,Lower Secondary Level,1068,2.39704,2.21786,2.57622,0.00000,1.00000,5.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2003,Upper Secondary Level,6086,2.28249,2.21599,2.34898,0.00000,1.00000,5.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2003,Post-secondary Non-tertiary Level,777,2.37993,2.19353,2.56634,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2003,First Stage of Tertiary Education,1110,1.99999,1.85466,2.14531,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2003,Second Stage of Tertiary Education,3147,2.00565,1.91723,2.09408,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2004,Pre-primary Level,,,,,,,,,,,,
2004,Primary Level,,,,,,,,,,,,
2004,Lower Secondary Level,,,,,,,,,,,,
2004,Upper Secondary Level,,,,,,,,,,,,
2004,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2004,First Stage of Tertiary Education,,,,,,,,,,,,
2004,Second Stage of Tertiary Education,,,,,,,,,,,,
2005,Pre-primary Level,48,2.66163,1.80622,3.51705,0.16087,1.00000,5.00000,0.00000,10.00000,1.00000,1.00000,5.00000
2005,Primary Level,71,2.15753,1.56176,2.75330,0.00000,1.00000,4.11883,0.00000,10.00000,1.00000,0.00000,2.00000
2005,Lower Secondary Level,911,2.73441,2.53830,2.93053,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2005,Upper Secondary Level,5546,2.41255,2.34224,2.48286,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2005,Post-secondary Non-tertiary Level,771,2.43740,2.26734,2.60745,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,2.00000,2.00000
2005,First Stage of Tertiary Education,1016,2.28429,2.12149,2.44710,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2005,Second Stage of Tertiary Education,2930,2.08123,1.98713,2.17534,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2006,Pre-primary Level,,,,,,,,,,,,
2006,Primary Level,,,,,,,,,,,,
2006,Lower Secondary Level,,,,,,,,,,,,
2006,Upper Secondary Level,,,,,,,,,,,,
2006,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2006,First Stage of Tertiary Education,,,,,,,,,,,,
2006,Second Stage of Tertiary Education,,,,,,,,,,,,
2007,Pre-primary Level,,,,,,,,,,,,
2007,Primary Level,62,2.17709,1.52584,2.82835,0.00000,1.00000,5.00000,0.00000,10.00000,1.00000,0.00000,3.00000
2007,Lower Secondary Level,782,2.47127,2.25944,2.68311,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2007,Upper Secondary Level,5632,2.23546,2.16679,2.30412,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,1.00000
2007,Post-secondary Non-tertiary Level,812,2.16530,2.00745,2.32315,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2007,First Stage of Tertiary Education,990,2.08751,1.93814,2.23688,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,2.00000
2007,Second Stage of Tertiary Education,3031,1.78997,1.70468,1.87526,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2008,Pre-primary Level,,,,,,,,,,,,
2008,Primary Level,,,,,,,,,,,,
2008,Lower Secondary Level,,,,,,,,,,,,
2008,Upper Secondary Level,,,,,,,,,,,,
2008,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2008,First Stage of Tertiary Education,,,,,,,,,,,,
2008,Second Stage of Tertiary Education,,,,,,,,,,,,
2009,Pre-primary Level,31,3.87814,2.45420,5.30208,1.00000,2.00000,7.45234,0.00000,10.00000,2.00000,1.00000,10.00000
2009,Primary Level,53,2.86826,2.00090,3.73562,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,0.00000,5.00000
2009,Lower Secondary Level,655,2.88280,2.65772,3.10788,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,3.00000
2009,Upper Secondary Level,4977,2.58420,2.51012,2.65828,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,2.00000
2009,Post-secondary Non-tertiary Level,701,2.70202,2.52174,2.88230,1.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,3.00000
2009,First Stage of Tertiary Education,839,2.30360,2.13506,2.47214,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2009,Second Stage of Tertiary Education,2739,2.10115,2.01036,2.19195,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,2.00000
2010,Pre-primary Level,,,,,,,,,,,,
2010,Primary Level,,,,,,,,,,,,
2010,Lower Secondary Level,,,,,,,,,,,,
2010,Upper Secondary Level,,,,,,,,,,,,
2010,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2010,First Stage of Tertiary Education,,,,,,,,,,,,
2010,Second Stage of Tertiary Education,,,,,,,,,,,,
2011,Pre-primary Level,,,,,,,,,,,,
2011,Primary Level,,,,,,,,,,,,
2011,Lower Secondary Level,,,,,,,,,,,,
2011,Upper Secondary Level,,,,,,,,,,,,
2011,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2011,First Stage of Tertiary Education,,,,,,,,,,,,
2011,Second Stage of Tertiary Education,,,,,,,,,,,,
2012,Pre-primary Level,,,,,,,,,,,,
2012,Primary Level,,,,,,,,,,,,
2012,Lower Secondary Level,,,,,,,,,,,,
2012,Upper Secondary Level,,,,,,,,,,,,
2012,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2012,First Stage of Tertiary Education,,,,,,,,,,,,
2012,Second Stage of Tertiary Education,,,,,,,,,,,,
