year,migback,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,Pre-primary Level,,,,,,,,,,,,
1984,No migration background,Primary Level,,,,,,,,,,,,
1984,No migration background,Lower Secondary Level,,,,,,,,,,,,
1984,No migration background,Upper Secondary Level,,,,,,,,,,,,
1984,No migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,No migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,No migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1984,Direct migration background,Primary Level,,,,,,,,,,,,
1984,Direct migration background,Lower Secondary Level,,,,,,,,,,,,
1984,Direct migration background,Upper Secondary Level,,,,,,,,,,,,
1984,Direct migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Direct migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Direct migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Indirect migration background,Pre-primary Level,,,,,,,,,,,,
1984,Indirect migration background,Primary Level,,,,,,,,,,,,
1984,Indirect migration background,Lower Secondary Level,,,,,,,,,,,,
1984,Indirect migration background,Upper Secondary Level,,,,,,,,,,,,
1984,Indirect migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Indirect migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Indirect migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,No migration background,Pre-primary Level,,,,,,,,,,,,
1985,No migration background,Primary Level,32,35.82423,32.66239,38.98607,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,35.00000,40.00000
1985,No migration background,Lower Secondary Level,822,33.30177,32.47210,34.13144,25.00000,40.00000,40.00000,2.50000,62.50000,40.0,38.00000,40.00000
1985,No migration background,Upper Secondary Level,2470,35.35403,34.92906,35.77901,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,No migration background,Post-secondary Non-tertiary Level,102,33.68728,31.09214,36.28242,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,31.95000,40.00000
1985,No migration background,First Stage of Tertiary Education,379,35.68787,34.65314,36.72259,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,No migration background,Second Stage of Tertiary Education,491,35.15173,34.22856,36.07490,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,38.97500,40.00000
1985,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1985,Direct migration background,Primary Level,403,38.58774,37.76856,39.40691,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
