"pgstib","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","kein Migrationshintergrund","maennlich","40","0.00990240772269767","0.00687818115663316","0.0129266342887622"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","kein Migrationshintergrund","weiblich","1372","0.276973674487635","0.263986509542445","0.289960839432825"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","direkter Migrationshintergrund","maennlich","55","0.0225547864609974","0.0157239270293248","0.02938564589267"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","direkter Migrationshintergrund","weiblich","626","0.368426126296231","0.344797432565464","0.392054820026999"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","indirekter Migrationshintergrund","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","kein Migrationshintergrund","maennlich","293","0.0660656769503746","0.0584790097629646","0.0736523441377846"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","kein Migrationshintergrund","weiblich","255","0.0511637132480386","0.0447693879602008","0.0575580385358764"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","direkter Migrationshintergrund","maennlich","74","0.0457618113283394","0.0361481288086576","0.0553754938480212"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","direkter Migrationshintergrund","weiblich","69","0.0436459197775681","0.0336382352264441","0.0536536043286921"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NE: arbeitslos gemeldet","1984","kein Migrationshintergrund","maennlich","130","0.0322954214432263","0.0268960053584657","0.0376948375279868"
"NE: arbeitslos gemeldet","1984","kein Migrationshintergrund","weiblich","106","0.0218153479479811","0.0175758976392405","0.0260547982567217"
"NE: arbeitslos gemeldet","1984","direkter Migrationshintergrund","maennlich","119","0.0686097505546105","0.0569800497982243","0.0802394513109967"
"NE: arbeitslos gemeldet","1984","direkter Migrationshintergrund","weiblich","79","0.0490458441124778","0.0384671192439054","0.0596245689810502"
"NE: arbeitslos gemeldet","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NE: arbeitslos gemeldet","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NE: Rentner/Rentnerin","1984","kein Migrationshintergrund","maennlich","692","0.199675162330521","0.187465600161295","0.211884724499748"
"NE: Rentner/Rentnerin","1984","kein Migrationshintergrund","weiblich","970","0.278619345253602","0.265608487332415","0.291630203174789"
"NE: Rentner/Rentnerin","1984","direkter Migrationshintergrund","maennlich","53","0.0823904897861267","0.0697408758351048","0.0950401037371485"
"NE: Rentner/Rentnerin","1984","direkter Migrationshintergrund","weiblich","55","0.0922964897229609","0.0781184227163178","0.106474556729604"
"NE: Rentner/Rentnerin","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NE: Rentner/Rentnerin","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NE: Wehr- und Zivildienst","1984","kein Migrationshintergrund","maennlich","30","0.00739704625894279","0.00477993691024026","0.0100141556076453"
"NE: Wehr- und Zivildienst","1984","kein Migrationshintergrund","weiblich","","","",""
"NE: Wehr- und Zivildienst","1984","direkter Migrationshintergrund","maennlich","","","",""
