"pgstib","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","16-34 Jahre alt","maennlich","47","0.0129591011892092","0.00830758498096584","0.0176106173974525"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","16-34 Jahre alt","weiblich","658","0.238076582798191","0.220812645956124","0.255340519640258"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","35-65 Jahre alt","maennlich","46","0.0112320502141704","0.00759039127755997","0.0148737091507807"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","35-65 Jahre alt","weiblich","1253","0.391237820148022","0.374110687921126","0.408364952374919"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","66 und älter","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1984","66 und älter","weiblich","103","0.113109456163152","0.0907528759941513","0.135466036332152"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","16-34 Jahre alt","maennlich","381","0.178558314972385","0.162806959513092","0.194309670431678"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","16-34 Jahre alt","weiblich","322","0.157763588899054","0.14298795123415","0.172539226563957"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","35-65 Jahre alt","maennlich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","35-65 Jahre alt","weiblich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","66 und älter","maennlich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","66 und älter","weiblich","","","",""
"NE: arbeitslos gemeldet","1984","16-34 Jahre alt","maennlich","125","0.0538978686603307","0.0446104648197788","0.0631852725008825"
"NE: arbeitslos gemeldet","1984","16-34 Jahre alt","weiblich","113","0.0493810055108062","0.0405986897863041","0.0581633212353083"
"NE: arbeitslos gemeldet","1984","35-65 Jahre alt","maennlich","124","0.0329009470331678","0.0267369525821376","0.039064941484198"
"NE: arbeitslos gemeldet","1984","35-65 Jahre alt","weiblich","76","0.0184993438568132","0.013770403209577","0.0232282845040494"
"NE: arbeitslos gemeldet","1984","66 und älter","maennlich","","","",""
"NE: arbeitslos gemeldet","1984","66 und älter","weiblich","","","",""
"NE: Rentner/Rentnerin","1984","16-34 Jahre alt","maennlich","","","",""
"NE: Rentner/Rentnerin","1984","16-34 Jahre alt","weiblich","","","",""
"NE: Rentner/Rentnerin","1984","35-65 Jahre alt","maennlich","272","0.118551039003546","0.10738050775129","0.129721570255802"
"NE: Rentner/Rentnerin","1984","35-65 Jahre alt","weiblich","377","0.164803556959368","0.151783346264438","0.177823767654298"
"NE: Rentner/Rentnerin","1984","66 und älter","maennlich","473","0.942931390235246","0.922739229036587","0.963123551433905"
"NE: Rentner/Rentnerin","1984","66 und älter","weiblich","647","0.861871723282149","0.837516982306857","0.88622646425744"
"NE: Wehr- und Zivildienst","1984","16-34 Jahre alt","maennlich","34","0.0200783265271492","0.0143093474756925","0.025847305578606"
"NE: Wehr- und Zivildienst","1984","16-34 Jahre alt","weiblich","","","",""
"NE: Wehr- und Zivildienst","1984","35-65 Jahre alt","maennlich","","","",""
"NE: Wehr- und Zivildienst","1984","35-65 Jahre alt","weiblich","","","",""
"NE: Wehr- und Zivildienst","1984","66 und älter","maennlich","","","",""
"NE: Wehr- und Zivildienst","1984","66 und älter","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","16-34 Jahre alt","maennlich","253","0.108887505456459","0.0960761578567531","0.121698853056164"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","16-34 Jahre alt","weiblich","159","0.0799783795196681","0.0689829764462152","0.0909737825931211"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","35-65 Jahre alt","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","35-65 Jahre alt","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","66 und älter","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","66 und älter","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","16-34 Jahre alt","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","16-34 Jahre alt","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","35-65 Jahre alt","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","35-65 Jahre alt","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","66 und älter","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","66 und älter","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","16-34 Jahre alt","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","16-34 Jahre alt","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","35-65 Jahre alt","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","35-65 Jahre alt","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","66 und älter","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","66 und älter","weiblich","","","",""
"Volontäre, Praktikanten","1984","16-34 Jahre alt","maennlich","","","",""
"Volontäre, Praktikanten","1984","16-34 Jahre alt","weiblich","","","",""
"Volontäre, Praktikanten","1984","35-65 Jahre alt","maennlich","","","",""
"Volontäre, Praktikanten","1984","35-65 Jahre alt","weiblich","","","",""
"Volontäre, Praktikanten","1984","66 und älter","maennlich","","","",""
"Volontäre, Praktikanten","1984","66 und älter","weiblich","","","",""
"Aspiranten (1990 Ost)","1984","16-34 Jahre alt","maennlich","","","",""
"Aspiranten (1990 Ost)","1984","16-34 Jahre alt","weiblich","","","",""
"Aspiranten (1990 Ost)","1984","35-65 Jahre alt","maennlich","","","",""
"Aspiranten (1990 Ost)","1984","35-65 Jahre alt","weiblich","","","",""
"Aspiranten (1990 Ost)","1984","66 und älter","maennlich","","","",""
"Aspiranten (1990 Ost)","1984","66 und älter","weiblich","","","",""
"ungelernter Arbeiter","1984","16-34 Jahre alt","maennlich","126","0.0380097265528057","0.0301452062666255","0.045874246838986"
"ungelernter Arbeiter","1984","16-34 Jahre alt","weiblich","123","0.0305089127361287","0.0235376554180608","0.0374801700541967"
"ungelernter Arbeiter","1984","35-65 Jahre alt","maennlich","220","0.028148769399475","0.0224332966078097","0.0338642421911403"
"ungelernter Arbeiter","1984","35-65 Jahre alt","weiblich","264","0.0518763420506484","0.044093153206273","0.0596595308950238"
"ungelernter Arbeiter","1984","66 und älter","maennlich","","","",""
"ungelernter Arbeiter","1984","66 und älter","weiblich","","","",""
"angelernter Arbeiter","1984","16-34 Jahre alt","maennlich","306","0.0968089335229991","0.0846474359219282","0.10897043112407"
"angelernter Arbeiter","1984","16-34 Jahre alt","weiblich","191","0.0524706895111225","0.0434325185947565","0.0615088604274886"
"angelernter Arbeiter","1984","35-65 Jahre alt","maennlich","636","0.121824517872246","0.110521860434911","0.13312717530958"
"angelernter Arbeiter","1984","35-65 Jahre alt","weiblich","335","0.0778462290707138","0.0684433496512428","0.0872491084901849"
"angelernter Arbeiter","1984","66 und älter","maennlich","","","",""
"angelernter Arbeiter","1984","66 und älter","weiblich","","","",""
"gelernte und Facharbeiter","1984","16-34 Jahre alt","maennlich","396","0.181512452289735","0.165659915333208","0.197364989246262"
"gelernte und Facharbeiter","1984","16-34 Jahre alt","weiblich","45","0.020014981259769","0.0143380563490892","0.0256919061704489"
"gelernte und Facharbeiter","1984","35-65 Jahre alt","maennlich","520","0.154857502295411","0.142356246086441","0.16735875850438"
"gelernte und Facharbeiter","1984","35-65 Jahre alt","weiblich","31","0.00826048643250224","0.00508403643462317","0.0114369364303813"
"gelernte und Facharbeiter","1984","66 und älter","maennlich","","","",""
"gelernte und Facharbeiter","1984","66 und älter","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1984","16-34 Jahre alt","maennlich","40","0.0160920467313958","0.0109169031681317","0.0212671902946599"
"Vorarbeiter, Kolonnenführer","1984","16-34 Jahre alt","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1984","35-65 Jahre alt","maennlich","97","0.0330326290745565","0.026856732126128","0.0392085260229851"
"Vorarbeiter, Kolonnenführer","1984","35-65 Jahre alt","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1984","66 und älter","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","1984","66 und älter","weiblich","","","",""
"Meister, Polier","1984","16-34 Jahre alt","maennlich","","","",""
"Meister, Polier","1984","16-34 Jahre alt","weiblich","","","",""
"Meister, Polier","1984","35-65 Jahre alt","maennlich","49","0.0194964327410385","0.0147186683696011","0.0242741971124759"
"Meister, Polier","1984","35-65 Jahre alt","weiblich","","","",""
"Meister, Polier","1984","66 und älter","maennlich","","","",""
"Meister, Polier","1984","66 und älter","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","66 und älter","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","66 und älter","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","66 und älter","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","66 und älter","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","66 und älter","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","66 und älter","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","16-34 Jahre alt","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","35-65 Jahre alt","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","66 und älter","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","66 und älter","weiblich","","","",""
"selbständiger Landwirt","1984","16-34 Jahre alt","maennlich","","","",""
"selbständiger Landwirt","1984","16-34 Jahre alt","weiblich","","","",""
"selbständiger Landwirt","1984","35-65 Jahre alt","maennlich","38","0.0156410376545527","0.0113532616330733","0.0199288136760322"
"selbständiger Landwirt","1984","35-65 Jahre alt","weiblich","","","",""
"selbständiger Landwirt","1984","66 und älter","maennlich","","","",""
"selbständiger Landwirt","1984","66 und älter","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","weiblich","","","",""
