"pgstib","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1412","0.152636409031042","0.145070219489071","0.160202598573014"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","681","0.190491690524628","0.177323144270191","0.203660236779066"
"nicht erwerbstätig (NE): keine weitere Angaben","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","548","0.0581014472810773","0.0531798192543333","0.0630230753078212"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","143","0.0447344458445725","0.0378022272353847","0.0516666644537603"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","31","0.164781665511105","0.10051325487529","0.22905007614692"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","236","0.0266944339536269","0.0233032745196111","0.0300855933876426"
"NE: arbeitslos gemeldet","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","198","0.0591105481030647","0.0512021057534008","0.0670189904527286"
"NE: arbeitslos gemeldet","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1662","0.241866219590705","0.232857277834778","0.250875161346632"
"NE: Rentner/Rentnerin","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","108","0.0872003215629919","0.0777393455269757","0.0966612975990081"
"NE: Rentner/Rentnerin","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","31","0.00353353780872449","0.00228515016541579","0.00478192545203319"
"NE: Wehr- und Zivildienst","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","297","0.032202056903776","0.0284880098569415","0.0359161039506106"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","92","0.0204562852594622","0.0157093374510488","0.0252032330678756"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","223","0.0245551956236332","0.0212991813809647","0.0278112098663016"
"ungelernter Arbeiter","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","513","0.104244117905441","0.0939968102854468","0.114491425525436"
"ungelernter Arbeiter","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"ungelernter Arbeiter","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"angelernter Arbeiter","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","548","0.0601117178829176","0.0551110163532462","0.0651124194125889"
"angelernter Arbeiter","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"angelernter Arbeiter","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","915","0.208595594233912","0.194970454731177","0.222220733736647"
"angelernter Arbeiter","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"angelernter Arbeiter","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"angelernter Arbeiter","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"gelernte und Facharbeiter","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","641","0.0709867132254659","0.065583989703102","0.0763894367478299"
"gelernte und Facharbeiter","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"gelernte und Facharbeiter","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","347","0.0953663392420035","0.0855166373208263","0.105216041163181"
"gelernte und Facharbeiter","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"gelernte und Facharbeiter","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"gelernte und Facharbeiter","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","101","0.0108666154837991","0.0086854539662606","0.0130477770013376"
"Vorarbeiter, Kolonnenführer","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","41","0.011283095524247","0.0077411712464122","0.0148250198020818"
"Vorarbeiter, Kolonnenführer","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","58","0.00640809144583678","0.00472935847487087","0.0080868244168027"
"Meister, Polier","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Meister, Polier","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Meister, Polier","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","58","0.00673528527222751","0.00501451161829423","0.0084560589261608"
"selbständiger Landwirt","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
