"year","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2005","(Fach-)Abitur","5.43","5.17","2291","5.39","5.47"
"2005","(noch) kein Abschluss","5.44","5.5","901","5.37","5.51"
"2005","AkademikerIn","5.47","5.58","4162","5.44","5.5"
"2005","Hauptschule","5.49","5.58","7535","5.47","5.51"
"2005","Realschule","5.46","5.58","5374","5.43","5.49"
"2006","(Fach-)Abitur","","","","",""
"2006","(noch) kein Abschluss","","","","",""
"2006","AkademikerIn","","","","",""
"2006","Hauptschule","","","","",""
"2006","Realschule","","","","",""
"2007","(Fach-)Abitur","","","","",""
"2007","(noch) kein Abschluss","","","","",""
"2007","AkademikerIn","","","","",""
"2007","Hauptschule","","","","",""
"2007","Realschule","","","","",""
"2008","(Fach-)Abitur","","","","",""
"2008","(noch) kein Abschluss","","","","",""
"2008","AkademikerIn","","","","",""
"2008","Hauptschule","","","","",""
"2008","Realschule","","","","",""
"2009","(Fach-)Abitur","5.31","5.17","1997","5.27","5.35"
"2009","(noch) kein Abschluss","5.29","5.17","480","5.2","5.38"
"2009","AkademikerIn","5.29","5.17","4022","5.26","5.32"
"2009","Hauptschule","5.34","5.17","6180","5.31","5.37"
"2009","Realschule","5.29","5.17","4797","5.26","5.32"
"2010","(Fach-)Abitur","","","","",""
"2010","(noch) kein Abschluss","","","","",""
"2010","AkademikerIn","","","","",""
"2010","Hauptschule","","","","",""
"2010","Realschule","","","","",""
"2011","(Fach-)Abitur","","","","",""
"2011","(noch) kein Abschluss","","","","",""
"2011","AkademikerIn","","","","",""
"2011","Hauptschule","","","","",""
"2011","Realschule","","","","",""
"2012","(Fach-)Abitur","5.42","5.17","1123","5.37","5.47"
"2012","(noch) kein Abschluss","5.31","5.17","348","5.2","5.42"
"2012","AkademikerIn","5.44","5.17","1494","5.39","5.49"
"2012","Hauptschule","5.39","5.17","1708","5.34","5.44"
"2012","Realschule","5.42","5.5","2295","5.38","5.46"
"2013","(Fach-)Abitur","5.42","5.42","2210","5.38","5.46"
"2013","(noch) kein Abschluss","5.25","5.17","482","5.16","5.34"
"2013","AkademikerIn","5.38","5.17","4456","5.35","5.41"
"2013","Hauptschule","5.39","5.17","6180","5.36","5.42"
"2013","Realschule","5.33","5.17","5029","5.3","5.36"
"2014","(Fach-)Abitur","","","","",""
"2014","(noch) kein Abschluss","","","","",""
"2014","AkademikerIn","","","","",""
"2014","Hauptschule","","","","",""
"2014","Realschule","","","","",""
"2015","(Fach-)Abitur","","","","",""
"2015","(noch) kein Abschluss","","","","",""
"2015","AkademikerIn","","","","",""
"2015","Hauptschule","","","","",""
"2015","Realschule","","","","",""
"2016","(Fach-)Abitur","","","","",""
"2016","(noch) kein Abschluss","","","","",""
"2016","AkademikerIn","","","","",""
"2016","Hauptschule","","","","",""
"2016","Realschule","","","","",""
"2017","(Fach-)Abitur","5.39","5.17","4520","5.36","5.42"
"2017","(noch) kein Abschluss","5.44","5.5","1653","5.39","5.49"
"2017","AkademikerIn","5.38","5.17","6929","5.36","5.4"
"2017","Hauptschule","5.42","5.17","7615","5.4","5.44"
"2017","Realschule","5.33","5.17","6942","5.31","5.35"
"2018","(Fach-)Abitur","","","","",""
"2018","(noch) kein Abschluss","","","","",""
"2018","AkademikerIn","","","","",""
"2018","Hauptschule","","","","",""
"2018","Realschule","","","","",""
"2019","(Fach-)Abitur","5.44","5.58","4157","5.41","5.47"
"2019","(noch) kein Abschluss","5.49","5.17","776","5.41","5.57"
"2019","AkademikerIn","5.4","5.17","7037","5.38","5.42"
"2019","Hauptschule","5.4","5.17","6201","5.37","5.43"
"2019","Realschule","5.37","5.17","6749","5.35","5.39"
