year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,maennlich,,,,,,,,,,,,
1984,weiblich,,,,,,,,,,,,
1985,maennlich,,,,,,,,,,,,
1985,weiblich,,,,,,,,,,,,
1986,maennlich,,,,,,,,,,,,
1986,weiblich,,,,,,,,,,,,
1987,maennlich,,,,,,,,,,,,
1987,weiblich,,,,,,,,,,,,
1988,maennlich,,,,,,,,,,,,
1988,weiblich,,,,,,,,,,,,
1989,maennlich,,,,,,,,,,,,
1989,weiblich,,,,,,,,,,,,
1990,maennlich,,,,,,,,,,,,
1990,weiblich,,,,,,,,,,,,
1991,maennlich,,,,,,,,,,,,
1991,weiblich,,,,,,,,,,,,
1992,maennlich,,,,,,,,,,,,
1992,weiblich,,,,,,,,,,,,
1993,maennlich,,,,,,,,,,,,
1993,weiblich,,,,,,,,,,,,
1994,maennlich,,,,,,,,,,,,
1994,weiblich,,,,,,,,,,,,
1995,maennlich,,,,,,,,,,,,
1995,weiblich,,,,,,,,,,,,
1996,maennlich,,,,,,,,,,,,
1996,weiblich,,,,,,,,,,,,
1997,maennlich,,,,,,,,,,,,
1997,weiblich,,,,,,,,,,,,
1998,maennlich,,,,,,,,,,,,
1998,weiblich,,,,,,,,,,,,
1999,maennlich,,,,,,,,,,,,
1999,weiblich,,,,,,,,,,,,
2000,maennlich,,,,,,,,,,,,
2000,weiblich,,,,,,,,,,,,
2001,maennlich,,,,,,,,,,,,
2001,weiblich,,,,,,,,,,,,
2002,maennlich,,,,,,,,,,,,
2002,weiblich,,,,,,,,,,,,
2003,maennlich,,,,,,,,,,,,
2003,weiblich,,,,,,,,,,,,
2004,maennlich,,,,,,,,,,,,
2004,weiblich,,,,,,,,,,,,
2005,maennlich,9635,5.282927949465151,5.273192297233124,5.2926636016971775,5.078617653859506,4.84013366501501,5.120424242274811,5.015907771236548,4.6666665,5.3333335,5.333333492279053,5.333333492279053
2005,weiblich,10502,5.644077611275006,5.6352120534844765,5.652943169065535,5.475915740753891,6.075900549681998,4.019642760871308,7.660325210577764,1.8352332910474347,5.6666665,5.666666507720947,5.666666507720947
2006,maennlich,,,,,,,,,,,,
2006,weiblich,,,,,,,,,,,,
2007,maennlich,,,,,,,,,,,,
2007,weiblich,,,,,,,,,,,,
2008,maennlich,,,,,,,,,,,,
2008,weiblich,,,,,,,,,,,,
2009,maennlich,8513,5.1413663381185675,5.1311580488596364,5.1515746273774985,5.504259179223397,5.142084536062854,5.060427883363109,6.17000612301383,4.394680939572676,5.0,4.666666507720947,5.0
2009,weiblich,9281,5.467015312873581,5.4574568681758535,5.476573757571309,6.675011496961691,5.58900937969277,6.666666507720947,6.6875289808228064,6.0,5.6666665,5.666666507720947,5.999999523162842
2010,maennlich,,,,,,,,,,,,
2010,weiblich,,,,,,,,,,,,
2011,maennlich,,,,,,,,,,,,
2011,weiblich,,,,,,,,,,,,
2012,maennlich,2876,5.2532161191516025,5.23609314333983,5.270339094963375,4.979608232122821,6.594694676276581,5.777714387502358,5.6666665,4.3333335,5.3333335,5.333333492279053,5.333333492279053
2012,weiblich,4223,5.523823668628566,5.510338108548386,5.537309228708746,5.931123921825666,6.460934954748712,5.40915666865323,6.71407480158432,4.626205788894576,5.6666665,5.666666507720947,5.666666507720947
2013,maennlich,8754,5.20964242168509,5.199697531498318,5.219587311871862,4.5158959511274865,5.287535270787834,4.607056269673537,4.379155473308411,4.743796747492612,5.3333335,5.333333492279053,5.333333492279053
2013,weiblich,9927,5.5277636323036035,5.518730320979582,5.536796943627625,5.6632024307932864,6.730866783828054,3.9921871729960916,8.169725317489078,1.4856642863002993,5.6666665,5.666666507720947,5.666666507720947
2014,maennlich,,,,,,,,,,,,
2014,weiblich,,,,,,,,,,,,
2015,maennlich,,,,,,,,,,,,
2015,weiblich,,,,,,,,,,,,
2016,maennlich,,,,,,,,,,,,
2016,weiblich,,,,,,,,,,,,
2017,maennlich,13476,5.244997620425495,5.237070623586249,5.25292461726474,5.647799715566712,5.446725682443878,5.666666507720947,6.6666665,5.694966695952301,5.3333335,5.333333492279053,5.333333492279053
2017,weiblich,15030,5.517936972837765,5.5105682319654585,5.525305713710071,5.762211611815202,3.623471943231329,6.54984570595575,6.3333335,7.0,5.6666665,5.666666507720947,5.666666507720947
2018,maennlich,,,,,,,,,,,,
2018,weiblich,,,,,,,,,,,,
2019,maennlich,12176,5.275351827773024,5.266983559717378,5.28372009582867,4.97102695613232,4.386179046897338,4.3418755586386695,5.914754052372796,3.3981484623981935,5.3333335,5.333333492279053,5.333333492279053
2019,weiblich,13326,5.522625424838417,5.514777996160602,5.5304728535162315,5.861334502150405,5.181430912630532,6.1082388812687185,6.3333335,5.0,5.6666665,5.666666507720947,5.666666507720947
2020,maennlich,,,,,,,,,,,,
2020,weiblich,,,,,,,,,,,,
2021,maennlich,,,,,,,,,,,,
2021,weiblich,,,,,,,,,,,,
