"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","maennlich","5.27","5.17","1026","5.21","5.33"
"2005","(Fach-)Abitur","weiblich","5.57","5.5","1265","5.52","5.62"
"2005","(noch) kein Abschluss","maennlich","5.2","5.17","418","5.11","5.29"
"2005","(noch) kein Abschluss","weiblich","5.67","5.5","483","5.58","5.76"
"2005","AkademikerIn","maennlich","5.34","5.17","2305","5.3","5.38"
"2005","AkademikerIn","weiblich","5.64","5.58","1857","5.6","5.68"
"2005","Hauptschule","maennlich","5.27","5.17","3643","5.24","5.3"
"2005","Hauptschule","weiblich","5.69","5.58","3892","5.66","5.72"
"2005","Realschule","maennlich","5.27","5.17","2284","5.23","5.31"
"2005","Realschule","weiblich","5.61","5.58","3090","5.58","5.64"
"2006","(Fach-)Abitur","maennlich","","","","",""
"2006","(Fach-)Abitur","weiblich","","","","",""
"2006","(noch) kein Abschluss","maennlich","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","",""
"2006","AkademikerIn","maennlich","","","","",""
"2006","AkademikerIn","weiblich","","","","",""
"2006","Hauptschule","maennlich","","","","",""
"2006","Hauptschule","weiblich","","","","",""
"2006","Realschule","maennlich","","","","",""
"2006","Realschule","weiblich","","","","",""
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","","","","",""
"2007","AkademikerIn","weiblich","","","","",""
"2007","Hauptschule","maennlich","","","","",""
"2007","Hauptschule","weiblich","","","","",""
"2007","Realschule","maennlich","","","","",""
"2007","Realschule","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","","","","",""
"2008","(Fach-)Abitur","weiblich","","","","",""
"2008","(noch) kein Abschluss","maennlich","","","","",""
"2008","(noch) kein Abschluss","weiblich","","","","",""
"2008","AkademikerIn","maennlich","","","","",""
"2008","AkademikerIn","weiblich","","","","",""
"2008","Hauptschule","maennlich","","","","",""
"2008","Hauptschule","weiblich","","","","",""
"2008","Realschule","maennlich","","","","",""
"2008","Realschule","weiblich","","","","",""
"2009","(Fach-)Abitur","maennlich","5.17","5.17","886","5.11","5.23"
"2009","(Fach-)Abitur","weiblich","5.43","5.5","1111","5.38","5.48"
"2009","(noch) kein Abschluss","maennlich","5.17","5.17","245","5.05","5.29"
"2009","(noch) kein Abschluss","weiblich","5.42","5.17","235","5.29","5.55"
"2009","AkademikerIn","maennlich","5.2","5.17","2178","5.16","5.24"
"2009","AkademikerIn","weiblich","5.4","5.17","1844","5.36","5.44"
"2009","Hauptschule","maennlich","5.12","4.83","2991","5.08","5.16"
"2009","Hauptschule","weiblich","5.55","5.58","3189","5.52","5.58"
"2009","Realschule","maennlich","5.11","4.83","2015","5.07","5.15"
"2009","Realschule","weiblich","5.43","5.17","2782","5.4","5.46"
"2010","(Fach-)Abitur","maennlich","","","","",""
"2010","(Fach-)Abitur","weiblich","","","","",""
"2010","(noch) kein Abschluss","maennlich","","","","",""
"2010","(noch) kein Abschluss","weiblich","","","","",""
"2010","AkademikerIn","maennlich","","","","",""
"2010","AkademikerIn","weiblich","","","","",""
"2010","Hauptschule","maennlich","","","","",""
"2010","Hauptschule","weiblich","","","","",""
"2010","Realschule","maennlich","","","","",""
"2010","Realschule","weiblich","","","","",""
"2011","(Fach-)Abitur","maennlich","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","",""
"2011","AkademikerIn","maennlich","","","","",""
"2011","AkademikerIn","weiblich","","","","",""
"2011","Hauptschule","maennlich","","","","",""
"2011","Hauptschule","weiblich","","","","",""
"2011","Realschule","maennlich","","","","",""
"2011","Realschule","weiblich","","","","",""
"2012","(Fach-)Abitur","maennlich","5.25","5.17","362","5.15","5.35"
"2012","(Fach-)Abitur","weiblich","5.52","5.5","761","5.46","5.58"
"2012","(noch) kein Abschluss","maennlich","5.28","5.17","158","5.13","5.43"
"2012","(noch) kein Abschluss","weiblich","5.33","5.17","190","5.18","5.48"
"2012","AkademikerIn","maennlich","5.37","5.17","684","5.3","5.44"
"2012","AkademikerIn","weiblich","5.51","5.5","810","5.45","5.57"
"2012","Hauptschule","maennlich","5.23","5.17","844","5.16","5.3"
"2012","Hauptschule","weiblich","5.56","5.58","864","5.5","5.62"
"2012","Realschule","maennlich","5.2","5.17","767","5.13","5.27"
"2012","Realschule","weiblich","5.55","5.5","1528","5.5","5.6"
"2013","(Fach-)Abitur","maennlich","5.26","5.17","977","5.2","5.32"
"2013","(Fach-)Abitur","weiblich","5.57","5.58","1233","5.52","5.62"
"2013","(noch) kein Abschluss","maennlich","5.18","4.83","228","5.05","5.31"
"2013","(noch) kein Abschluss","weiblich","5.32","5.17","254","5.19","5.45"
"2013","AkademikerIn","maennlich","5.29","5.17","2346","5.25","5.33"
"2013","AkademikerIn","weiblich","5.47","5.58","2110","5.43","5.51"
"2013","Hauptschule","maennlich","5.18","5.17","2958","5.14","5.22"
"2013","Hauptschule","weiblich","5.59","5.58","3222","5.56","5.62"
"2013","Realschule","maennlich","5.14","4.83","2074","5.1","5.18"
"2013","Realschule","weiblich","5.48","5.58","2955","5.45","5.51"
