"year","bildungsniveau","sampreg","mean","median","n","lower_confidence","upper_confidence"
"2005","(Fach-)Abitur","Ostdeutschland","5.36","5.17","395","5.27","5.45"
"2005","(Fach-)Abitur","Westdeutschland","5.44","5.17","1896","5.4","5.48"
"2005","(noch) kein Abschluss","Ostdeutschland","5.5","5.17","167","5.36","5.64"
"2005","(noch) kein Abschluss","Westdeutschland","5.43","5.5","734","5.36","5.5"
"2005","AkademikerIn","Ostdeutschland","5.54","5.58","1251","5.49","5.59"
"2005","AkademikerIn","Westdeutschland","5.44","5.17","2911","5.41","5.47"
"2005","Hauptschule","Ostdeutschland","5.56","5.58","1282","5.5","5.62"
"2005","Hauptschule","Westdeutschland","5.48","5.58","6253","5.45","5.51"
"2005","Realschule","Ostdeutschland","5.43","5.58","1842","5.39","5.47"
"2005","Realschule","Westdeutschland","5.47","5.58","3532","5.44","5.5"
"2006","(Fach-)Abitur","Ostdeutschland","","","","",""
"2006","(Fach-)Abitur","Westdeutschland","","","","",""
"2006","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","","","","",""
"2006","AkademikerIn","Ostdeutschland","","","","",""
"2006","AkademikerIn","Westdeutschland","","","","",""
"2006","Hauptschule","Ostdeutschland","","","","",""
"2006","Hauptschule","Westdeutschland","","","","",""
"2006","Realschule","Ostdeutschland","","","","",""
"2006","Realschule","Westdeutschland","","","","",""
"2007","(Fach-)Abitur","Ostdeutschland","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","",""
"2007","Hauptschule","Westdeutschland","","","","",""
"2007","Realschule","Ostdeutschland","","","","",""
"2007","Realschule","Westdeutschland","","","","",""
"2008","(Fach-)Abitur","Ostdeutschland","","","","",""
"2008","(Fach-)Abitur","Westdeutschland","","","","",""
"2008","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","","","","",""
"2008","AkademikerIn","Ostdeutschland","","","","",""
"2008","AkademikerIn","Westdeutschland","","","","",""
"2008","Hauptschule","Ostdeutschland","","","","",""
"2008","Hauptschule","Westdeutschland","","","","",""
"2008","Realschule","Ostdeutschland","","","","",""
"2008","Realschule","Westdeutschland","","","","",""
"2009","(Fach-)Abitur","Ostdeutschland","5.23","5.17","347","5.14","5.32"
"2009","(Fach-)Abitur","Westdeutschland","5.32","5.17","1650","5.27","5.37"
"2009","(noch) kein Abschluss","Ostdeutschland","5.47","5.17","71","5.26","5.68"
"2009","(noch) kein Abschluss","Westdeutschland","5.27","5.17","409","5.17","5.37"
"2009","AkademikerIn","Ostdeutschland","5.35","5.17","1205","5.3","5.4"
"2009","AkademikerIn","Westdeutschland","5.27","5.17","2817","5.24","5.3"
"2009","Hauptschule","Ostdeutschland","5.38","5.17","1119","5.32","5.44"
"2009","Hauptschule","Westdeutschland","5.34","5.17","5061","5.31","5.37"
"2009","Realschule","Ostdeutschland","5.27","5.17","1664","5.22","5.32"
"2009","Realschule","Westdeutschland","5.3","5.17","3133","5.27","5.33"
"2010","(Fach-)Abitur","Ostdeutschland","","","","",""
"2010","(Fach-)Abitur","Westdeutschland","","","","",""
"2010","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","","","","",""
"2010","AkademikerIn","Ostdeutschland","","","","",""
"2010","AkademikerIn","Westdeutschland","","","","",""
"2010","Hauptschule","Ostdeutschland","","","","",""
"2010","Hauptschule","Westdeutschland","","","","",""
"2010","Realschule","Ostdeutschland","","","","",""
"2010","Realschule","Westdeutschland","","","","",""
"2011","(Fach-)Abitur","Ostdeutschland","","","","",""
"2011","(Fach-)Abitur","Westdeutschland","","","","",""
"2011","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland","","","","",""
"2011","AkademikerIn","Ostdeutschland","","","","",""
"2011","AkademikerIn","Westdeutschland","","","","",""
"2011","Hauptschule","Ostdeutschland","","","","",""
"2011","Hauptschule","Westdeutschland","","","","",""
"2011","Realschule","Ostdeutschland","","","","",""
"2011","Realschule","Westdeutschland","","","","",""
"2012","(Fach-)Abitur","Ostdeutschland","5.52","5.5","162","5.38","5.66"
"2012","(Fach-)Abitur","Westdeutschland","5.41","5.17","961","5.35","5.47"
