year,regtyp,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,West,Very Inexpensive,0.06635,257,2869,0.05724,0.07546
1985,Urban regions,West,Inexpensive,0.15831,687,2869,0.14495,0.17167
1985,Urban regions,West,Reasonable,0.28122,1257,2869,0.26477,0.29768
1985,Urban regions,West,Slightly Expensive,0.09870,504,2869,0.08779,0.10962
1985,Urban regions,West,Too Expensive,0.02691,164,2869,0.02099,0.03283
1985,Rural regions,West,Very Inexpensive,0.08140,80,485,0.05704,0.10576
1985,Rural regions,West,Inexpensive,0.11241,122,485,0.08427,0.14055
1985,Rural regions,West,Reasonable,0.18978,210,485,0.15484,0.22471
1985,Rural regions,West,Slightly Expensive,0.06057,73,485,0.03932,0.08182
1986,Urban regions,West,Very Inexpensive,0.06589,241,2707,0.05654,0.07523
1986,Urban regions,West,Inexpensive,0.16952,690,2707,0.15538,0.18366
1986,Urban regions,West,Reasonable,0.27982,1171,2707,0.26290,0.29673
1986,Urban regions,West,Slightly Expensive,0.09197,445,2707,0.08108,0.10286
1986,Urban regions,West,Too Expensive,0.03057,160,2707,0.02409,0.03706
1986,Rural regions,West,Very Inexpensive,0.07438,67,443,0.04992,0.09884
1986,Rural regions,West,Inexpensive,0.16645,146,443,0.13172,0.20118
1986,Rural regions,West,Reasonable,0.14072,166,443,0.10830,0.17314
1986,Rural regions,West,Slightly Expensive,0.05458,64,443,0.03341,0.07576
1987,Urban regions,West,Very Inexpensive,0.06780,233,2646,0.05822,0.07738
1987,Urban regions,West,Inexpensive,0.16938,692,2646,0.15509,0.18368
1987,Urban regions,West,Reasonable,0.28072,1146,2646,0.26360,0.29785
1987,Urban regions,West,Slightly Expensive,0.09212,432,2646,0.08110,0.10314
1987,Urban regions,West,Too Expensive,0.02842,143,2646,0.02209,0.03476
1987,Rural regions,West,Very Inexpensive,0.07759,68,453,0.05293,0.10225
1987,Rural regions,West,Inexpensive,0.15420,155,453,0.12091,0.18749
1987,Rural regions,West,Reasonable,0.16578,164,453,0.13149,0.20006
1987,Rural regions,West,Slightly Expensive,0.04782,66,453,0.02815,0.06750
1988,Urban regions,West,Very Inexpensive,0.07143,250,2533,0.06140,0.08146
1988,Urban regions,West,Inexpensive,0.16973,660,2533,0.15511,0.18436
1988,Urban regions,West,Reasonable,0.27191,1098,2533,0.25458,0.28924
1988,Urban regions,West,Slightly Expensive,0.09568,412,2533,0.08422,0.10714
1988,Urban regions,West,Too Expensive,0.02130,113,2533,0.01568,0.02692
1988,Rural regions,West,Very Inexpensive,0.07114,61,432,0.04687,0.09541
1988,Rural regions,West,Inexpensive,0.14818,134,432,0.11464,0.18173
1988,Rural regions,West,Reasonable,0.17213,173,432,0.13650,0.20777
1988,Rural regions,West,Slightly Expensive,0.05396,64,432,0.03263,0.07529
1989,Urban regions,West,Very Inexpensive,0.07636,259,2468,0.06588,0.08684
1989,Urban regions,West,Inexpensive,0.17893,703,2468,0.16380,0.19406
1989,Urban regions,West,Reasonable,0.26328,1009,2468,0.24590,0.28066
1989,Urban regions,West,Slightly Expensive,0.08277,390,2468,0.07190,0.09364
1989,Urban regions,West,Too Expensive,0.02423,107,2468,0.01816,0.03029
1989,Rural regions,West,Very Inexpensive,0.07452,64,423,0.04946,0.09958
1989,Rural regions,West,Inexpensive,0.14439,135,423,0.11085,0.17793
1989,Rural regions,West,Reasonable,0.17076,157,423,0.13486,0.20666
