year,hhtyp,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Single-person household,1st Quintile,Inexpensive,0.16151,57,219,0.11266,0.21036
1984,Single-person household,1st Quintile,Reasonable,0.38216,124,219,0.31766,0.44667
1984,Single-person household,1st Quintile,Slightly Expensive,0.10661,38,219,0.06564,0.14758
1984,Single-person household,2nd Quintile,Inexpensive,0.16638,43,149,0.10638,0.22638
1984,Single-person household,2nd Quintile,Reasonable,0.32024,72,149,0.24508,0.39541
1984,Single-person household,2nd Quintile,Slightly Expensive,0.13151,34,149,0.07706,0.18596
1984,Single-person household,3rd Quintile,Inexpensive,0.24963,58,163,0.18298,0.31628
1984,Single-person household,3rd Quintile,Reasonable,0.30862,74,163,0.23749,0.37975
1984,Single-person household,3rd Quintile,Slightly Expensive,0.12137,31,163,0.07108,0.17166
1984,Single-person household,4th Quintile,Inexpensive,0.21631,54,164,0.15310,0.27951
1984,Single-person household,4th Quintile,Reasonable,0.29639,75,164,0.22629,0.36650
1984,Single-person household,4th Quintile,Slightly Expensive,0.13351,35,164,0.08130,0.18573
1984,Single-person household,5th Quintile,Inexpensive,0.13914,34,103,0.07198,0.20631
1984,Single-person household,5th Quintile,Reasonable,0.30594,69,103,0.21651,0.39537
1984,Couple without children,1st Quintile,Reasonable,0.27181,51,51,0.14849,0.39512
1984,Couple without children,2nd Quintile,Reasonable,0.27665,58,58,0.16051,0.39278
1984,Couple without children,3rd Quintile,Inexpensive,0.17249,48,120,0.10461,0.24037
1984,Couple without children,3rd Quintile,Reasonable,0.26108,72,120,0.18216,0.33999
1984,Couple without children,4th Quintile,Inexpensive,0.20480,63,151,0.14022,0.26939
1984,Couple without children,4th Quintile,Reasonable,0.26233,88,151,0.19193,0.33272
1984,Couple without children,5th Quintile,Inexpensive,0.10358,50,183,0.05931,0.14785
1984,Couple without children,5th Quintile,Reasonable,0.20941,101,183,0.15029,0.26852
1984,Couple without children,5th Quintile,Slightly Expensive,0.06661,32,183,0.03039,0.10284
1984,Single parent,1st Quintile,Reasonable,0.35361,45,45,0.21234,0.49487
1984,Couple with children,1st Quintile,Inexpensive,0.15971,88,403,0.12390,0.19552
1984,Couple with children,1st Quintile,Reasonable,0.27642,187,403,0.23270,0.32014
1984,Couple with children,1st Quintile,Slightly Expensive,0.10928,91,403,0.07879,0.13978
1984,Couple with children,1st Quintile,Too Expensive,0.03127,37,403,0.01426,0.04829
1984,Couple with children,2nd Quintile,Inexpensive,0.13719,108,345,0.10083,0.17355
1984,Couple with children,2nd Quintile,Reasonable,0.20002,157,345,0.15774,0.24229
1984,Couple with children,2nd Quintile,Slightly Expensive,0.07072,80,345,0.04363,0.09781
1984,Couple with children,3rd Quintile,Very Inexpensive,0.05601,34,327,0.03105,0.08098
1984,Couple with children,3rd Quintile,Inexpensive,0.16020,93,327,0.12038,0.20001
1984,Couple with children,3rd Quintile,Reasonable,0.17992,136,327,0.13822,0.22162
1984,Couple with children,3rd Quintile,Slightly Expensive,0.07698,64,327,0.04804,0.10591
1984,Couple with children,4th Quintile,Inexpensive,0.11142,67,240,0.07153,0.15132
1984,Couple with children,4th Quintile,Reasonable,0.17644,123,240,0.12811,0.22477
1984,Couple with children,4th Quintile,Slightly Expensive,0.04769,50,240,0.02067,0.07471
1984,Couple with children,5th Quintile,Inexpensive,0.09753,35,97,0.03818,0.15688
1984,Couple with children,5th Quintile,Reasonable,0.14272,62,97,0.07275,0.21270
1985,Single-person household,1st Quintile,Inexpensive,0.17632,54,214,0.12514,0.22750
1985,Single-person household,1st Quintile,Reasonable,0.36597,114,214,0.30128,0.43066
1985,Single-person household,1st Quintile,Slightly Expensive,0.14131,46,214,0.09453,0.18809
1985,Single-person household,2nd Quintile,Inexpensive,0.21580,43,111,0.13892,0.29267
1985,Single-person household,2nd Quintile,Reasonable,0.33894,68,111,0.25048,0.42739
1985,Single-person household,3rd Quintile,Inexpensive,0.21170,45,132,0.14175,0.28166
1985,Single-person household,3rd Quintile,Reasonable,0.41747,87,132,0.33302,0.50192
1985,Single-person household,4th Quintile,Inexpensive,0.20565,47,162,0.14321,0.26808
1985,Single-person household,4th Quintile,Reasonable,0.33068,78,162,0.25801,0.40335
1985,Single-person household,4th Quintile,Slightly Expensive,0.13370,37,162,0.08113,0.18627
1985,Single-person household,5th Quintile,Reasonable,0.27098,55,55,0.15244,0.38953
1985,Couple without children,1st Quintile,Reasonable,0.27044,41,41,0.13279,0.40810
1985,Couple without children,2nd Quintile,Inexpensive,0.15621,31,91,0.08120,0.23122
1985,Couple without children,2nd Quintile,Reasonable,0.26787,60,91,0.17638,0.35937
1985,Couple without children,3rd Quintile,Inexpensive,0.15510,38,99,0.08343,0.22677
1985,Couple without children,3rd Quintile,Reasonable,0.25686,61,99,0.17035,0.34336
1985,Couple without children,4th Quintile,Inexpensive,0.13480,41,134,0.07676,0.19284
1985,Couple without children,4th Quintile,Reasonable,0.29103,93,134,0.21383,0.36822
1985,Couple without children,5th Quintile,Inexpensive,0.13134,58,155,0.07799,0.18469
1985,Couple without children,5th Quintile,Reasonable,0.23052,97,155,0.16400,0.29704
1985,Single parent,1st Quintile,Reasonable,0.31489,36,36,0.16101,0.46877
1985,Couple with children,1st Quintile,Inexpensive,0.13138,75,350,0.09594,0.16683
1985,Couple with children,1st Quintile,Reasonable,0.23924,155,350,0.19448,0.28400
1985,Couple with children,1st Quintile,Slightly Expensive,0.11221,84,350,0.07910,0.14533
1985,Couple with children,1st Quintile,Too Expensive,0.04692,36,350,0.02474,0.06911
1985,Couple with children,2nd Quintile,Very Inexpensive,0.07016,37,342,0.04305,0.09727
1985,Couple with children,2nd Quintile,Inexpensive,0.16352,106,342,0.12427,0.20278
1985,Couple with children,2nd Quintile,Reasonable,0.20255,146,342,0.15989,0.24521
1985,Couple with children,2nd Quintile,Slightly Expensive,0.06613,53,342,0.03975,0.09250
1985,Couple with children,3rd Quintile,Very Inexpensive,0.05886,31,293,0.03186,0.08586
1985,Couple with children,3rd Quintile,Inexpensive,0.11496,69,293,0.07837,0.15155
1985,Couple with children,3rd Quintile,Reasonable,0.17987,131,293,0.13582,0.22392
1985,Couple with children,3rd Quintile,Slightly Expensive,0.07419,62,293,0.04413,0.10426
1985,Couple with children,4th Quintile,Inexpensive,0.11218,61,179,0.06581,0.15854
1985,Couple with children,4th Quintile,Reasonable,0.13726,84,179,0.08670,0.18781
1985,Couple with children,4th Quintile,Slightly Expensive,0.06140,34,179,0.02613,0.09667
1985,Couple with children,5th Quintile,Reasonable,0.13536,57,57,0.04576,0.22497
1986,Single-person household,1st Quintile,Inexpensive,0.19986,56,194,0.14344,0.25628
1986,Single-person household,1st Quintile,Reasonable,0.32275,91,194,0.25679,0.38871
1986,Single-person household,1st Quintile,Slightly Expensive,0.15035,47,194,0.09993,0.20078
1986,Single-person household,2nd Quintile,Inexpensive,0.28106,48,103,0.19383,0.36830
1986,Single-person household,2nd Quintile,Reasonable,0.28087,55,103,0.19365,0.36809
1986,Single-person household,3rd Quintile,Inexpensive,0.20226,41,122,0.13069,0.27383
1986,Single-person household,3rd Quintile,Reasonable,0.37516,81,122,0.28889,0.46143
1986,Single-person household,4th Quintile,Inexpensive,0.16733,39,121,0.10054,0.23412
1986,Single-person household,4th Quintile,Reasonable,0.37932,82,121,0.29251,0.46614
1986,Single-person household,5th Quintile,Reasonable,0.28964,54,54,0.16752,0.41176
1986,Couple without children,1st Quintile,Inexpensive,0.25275,38,73,0.15237,0.35314
1986,Couple without children,1st Quintile,Reasonable,0.22306,35,73,0.12690,0.31922
1986,Couple without children,2nd Quintile,Inexpensive,0.19968,38,81,0.11208,0.28729
1986,Couple without children,2nd Quintile,Reasonable,0.22747,43,81,0.13561,0.31933
1986,Couple without children,3rd Quintile,Inexpensive,0.17041,41,97,0.09519,0.24562
1986,Couple without children,3rd Quintile,Reasonable,0.24312,56,97,0.15731,0.32893
1986,Couple without children,4th Quintile,Inexpensive,0.17297,48,143,0.11076,0.23518
1986,Couple without children,4th Quintile,Reasonable,0.28085,95,143,0.20693,0.35476
1986,Couple without children,5th Quintile,Inexpensive,0.12442,49,147,0.07088,0.17795
1986,Couple without children,5th Quintile,Reasonable,0.23083,98,147,0.16248,0.29918
1986,Single parent,1st Quintile,Reasonable,0.31817,35,35,0.16161,0.47473
