year,sampreg,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,Westdeutschland,maennlich,,,,,,,,,,,,
1984,Westdeutschland,weiblich,,,,,,,,,,,,
1985,Westdeutschland,maennlich,0.642414628678442,0.6190758549158514,0.6657534024410326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5262.0
1985,Westdeutschland,weiblich,1.306303024258848,1.267641659993206,1.34496438852449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5494.0
1986,Westdeutschland,maennlich,0.7014927314077055,0.6758757837537339,0.7271096790616771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5089.0
1986,Westdeutschland,weiblich,1.3847643272396335,1.343122717511525,1.426405936967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5229.0
1987,Westdeutschland,maennlich,0.7925060930129807,0.7650020507115718,0.8200101353143896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5059.0
1987,Westdeutschland,weiblich,1.5072805970547278,1.462280588019653,1.5522806060898027,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,5155.0
1988,Westdeutschland,maennlich,0.8279543426083265,0.7985869502918788,0.8573217349247741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4814.0
1988,Westdeutschland,weiblich,1.5130333769797237,1.4668489448915494,1.559217809067898,0.0,0.0,0.01179785684572503,0.0,0.029494642114312578,0.0,0.0,0.0,4940.0
1989,Westdeutschland,maennlich,0.8684032823867769,0.8379950092651279,0.8988115555084258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4675.0
1989,Westdeutschland,weiblich,1.6484981815247841,1.5967173840558355,1.7002789789937327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4804.0
1990,Westdeutschland,-1,,,,,,,,,,,,
1990,Westdeutschland,maennlich,0.204837296500293,0.1901290237798763,0.2195455692207097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4569.0
1990,Westdeutschland,weiblich,1.110556926437446,1.0644164632877127,1.1566973895871793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4721.0
1990,Ostdeutschland,maennlich,1.2244135572852741,1.1654806814772725,1.2833464330932758,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,2066.0
1990,Ostdeutschland,weiblich,2.3366120830297215,2.2500622021469634,2.4231619639124795,0.0,0.0,3.0,0.0,7.5,0.0,0.0,0.0,2281.0
1991,Westdeutschland,maennlich,,,,,,,,,,,,
1991,Westdeutschland,weiblich,,,,,,,,,,,,
