"religion","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"katholisch","1990","(noch) kein Abschluss","maennlich","162","0.393877678615362","0.346524704533123","0.441230652697601"
"katholisch","1990","(noch) kein Abschluss","weiblich","167","0.355201087183157","0.312565259170101","0.397836915196213"
"katholisch","1990","Hauptschulabschluss","maennlich","1185","0.386029988740654","0.369578538090983","0.402481439390325"
"katholisch","1990","Hauptschulabschluss","weiblich","1257","0.376563683782267","0.360900660080251","0.392226707484284"
"katholisch","1990","Realschulabschluss","maennlich","290","0.256167764670548","0.23387589708857","0.278459632252526"
"katholisch","1990","Realschulabschluss","weiblich","447","0.325296452242791","0.303124078573076","0.347468825912506"
"katholisch","1990","(Fach-)Abitur","maennlich","153","0.317609823937382","0.277046253112467","0.358173394762296"
"katholisch","1990","(Fach-)Abitur","weiblich","116","0.331951917245811","0.284289736552217","0.379614097939405"
"katholisch","1990","AkademikerInnen","maennlich","178","0.254673114369112","0.226581477306562","0.282764751431662"
"katholisch","1990","AkademikerInnen","weiblich","114","0.248749258939559","0.218156139408583","0.279342378470534"
"evangelisch","1990","(noch) kein Abschluss","maennlich","56","0.300873848547331","0.256425417939573","0.345322279155088"
"evangelisch","1990","(noch) kein Abschluss","weiblich","52","0.263155889214545","0.223925757578808","0.302386020850283"
"evangelisch","1990","Hauptschulabschluss","maennlich","1054","0.401391612597993","0.384827215131689","0.417956010064296"
"evangelisch","1990","Hauptschulabschluss","weiblich","1465","0.468828894983215","0.452697023783765","0.484960766182665"
"evangelisch","1990","Realschulabschluss","maennlich","448","0.354362809733473","0.329936095295446","0.3787895241715"
"evangelisch","1990","Realschulabschluss","weiblich","662","0.439977729899578","0.416484970819695","0.463470488979461"
"evangelisch","1990","(Fach-)Abitur","maennlich","168","0.416210654597849","0.373261214002984","0.459160095192714"
"evangelisch","1990","(Fach-)Abitur","weiblich","114","0.411284370708793","0.361481274523431","0.461087466894155"
"evangelisch","1990","AkademikerInnen","maennlich","301","0.379919711896468","0.348624205605103","0.411215218187833"
"evangelisch","1990","AkademikerInnen","weiblich","214","0.299039331169465","0.266638109114722","0.331440553224207"
"islamische Religionsgemeinschaft","1990","(noch) kein Abschluss","maennlich","103","0.159690936841558","0.124189486536955","0.19519238714616"
"islamische Religionsgemeinschaft","1990","(noch) kein Abschluss","weiblich","157","0.222662022724957","0.18559792535143","0.259726120098484"
"islamische Religionsgemeinschaft","1990","Hauptschulabschluss","maennlich","258","0.0246809472181505","0.0194380135501069","0.0299238808861942"
"islamische Religionsgemeinschaft","1990","Hauptschulabschluss","weiblich","174","0.0145627959396914","0.0106902444671878","0.0184353474121949"
"islamische Religionsgemeinschaft","1990","Realschulabschluss","maennlich","","","",""
"islamische Religionsgemeinschaft","1990","Realschulabschluss","weiblich","","","",""
"islamische Religionsgemeinschaft","1990","(Fach-)Abitur","maennlich","54","0.0404057154662661","0.0232488455077575","0.0575625854247747"
"islamische Religionsgemeinschaft","1990","(Fach-)Abitur","weiblich","","","",""
"islamische Religionsgemeinschaft","1990","AkademikerInnen","maennlich","","","",""
"islamische Religionsgemeinschaft","1990","AkademikerInnen","weiblich","","","",""
"konfessionslos","1990","(noch) kein Abschluss","maennlich","","","",""
"konfessionslos","1990","(noch) kein Abschluss","weiblich","","","",""
"konfessionslos","1990","Hauptschulabschluss","maennlich","675","0.166345110318897","0.15376112311337","0.178929097524425"
