"religion","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"katholisch","1990","Schleswig-Holstein","maennlich","","","",""
"katholisch","1990","Schleswig-Holstein","weiblich","","","",""
"katholisch","1990","Hamburg","maennlich","","","",""
"katholisch","1990","Hamburg","weiblich","","","",""
"katholisch","1990","Niedersachsen","maennlich","86","0.144029975266974","0.112781204155959","0.175278746377989"
"katholisch","1990","Niedersachsen","weiblich","88","0.161548039454638","0.129093566951834","0.194002511957441"
"katholisch","1990","Bremen","maennlich","","","",""
"katholisch","1990","Bremen","weiblich","","","",""
"katholisch","1990","Nordrhein-Westfalen","maennlich","531","0.442999799259528","0.415647790672201","0.470351807846854"
"katholisch","1990","Nordrhein-Westfalen","weiblich","583","0.488892813543526","0.461677809030281","0.51610781805677"
"katholisch","1990","Hessen","maennlich","156","0.303070980283078","0.262502281091393","0.343639679474763"
"katholisch","1990","Hessen","weiblich","151","0.274334752889137","0.234989422833712","0.313680082944561"
"katholisch","1990","Rheinland-Pfalz,Saarland","maennlich","183","0.582455316012085","0.528506941851546","0.636403690172623"
"katholisch","1990","Rheinland-Pfalz,Saarland","weiblich","200","0.542689712745734","0.490573144241117","0.594806281250351"
"katholisch","1990","Baden-Wuerttemberg","maennlich","417","0.461682764396358","0.42922078740572","0.494144741386996"
"katholisch","1990","Baden-Wuerttemberg","weiblich","421","0.47819667260735","0.445470646661031","0.510922698553669"
"katholisch","1990","Bayern","maennlich","454","0.622111908681389","0.588215578740791","0.656008238621988"
"katholisch","1990","Bayern","weiblich","517","0.674039035320924","0.641719304724104","0.706358765917745"
"katholisch","1990","Saarland","maennlich","","","",""
"katholisch","1990","Saarland","weiblich","","","",""
"katholisch","1990","Berlin","maennlich","","","",""
"katholisch","1990","Berlin","weiblich","30","0.101839848089783","0.0694050931798985","0.134274602999668"
"katholisch","1990","Brandenburg","maennlich","","","",""
"katholisch","1990","Brandenburg","weiblich","","","",""
"katholisch","1990","Mecklenburg-Vorpommern","maennlich","","","",""
"katholisch","1990","Mecklenburg-Vorpommern","weiblich","","","",""
"katholisch","1990","Sachsen","maennlich","32","0.0535036348012751","0.035847041447375","0.0711602281551752"
"katholisch","1990","Sachsen","weiblich","36","0.0594477598290219","0.0420300652807977","0.076865454377246"
"katholisch","1990","Sachsen-Anhalt","maennlich","","","",""
"katholisch","1990","Sachsen-Anhalt","weiblich","","","",""
"katholisch","1990","Thueringen","maennlich","41","0.12901127418617","0.0938929189259952","0.164129629446345"
"katholisch","1990","Thueringen","weiblich","47","0.129349046591125","0.0962127753869482","0.162485317795301"
"evangelisch","1990","Schleswig-Holstein","maennlich","81","0.630547525157942","0.549726191940988","0.711368858374896"
"evangelisch","1990","Schleswig-Holstein","weiblich","109","0.819316470849406","0.756474185535923","0.882158756162889"
"evangelisch","1990","Hamburg","maennlich","32","0.504480196276519","0.395597679524047","0.61336271302899"
"evangelisch","1990","Hamburg","weiblich","36","0.570963118280818","0.466961569633142","0.674964666928494"
"evangelisch","1990","Niedersachsen","maennlich","287","0.666546623112933","0.624589080152345","0.70850416607352"
"evangelisch","1990","Niedersachsen","weiblich","327","0.7231979509855","0.683743331397298","0.762652570573703"
"evangelisch","1990","Bremen","maennlich","","","",""
"evangelisch","1990","Bremen","weiblich","41","0.801177747300219","0.69664532561971","0.905710168980728"
"evangelisch","1990","Nordrhein-Westfalen","maennlich","376","0.376436929622836","0.349759370674494","0.403114488571178"
"evangelisch","1990","Nordrhein-Westfalen","weiblich","441","0.403085906071306","0.37638043066982","0.429791381472791"
"evangelisch","1990","Hessen","maennlich","194","0.528372675805947","0.484307623919859","0.572437727692036"
"evangelisch","1990","Hessen","weiblich","218","0.593930165955085","0.550623707169321","0.637236624740848"
"evangelisch","1990","Rheinland-Pfalz,Saarland","maennlich","103","0.334631253772986","0.283012201840138","0.386250305705833"
"evangelisch","1990","Rheinland-Pfalz,Saarland","weiblich","116","0.38881983191493","0.337821806191738","0.439817857638123"
"evangelisch","1990","Baden-Wuerttemberg","maennlich","245","0.400595582027107","0.368687768914386","0.432503395139827"
"evangelisch","1990","Baden-Wuerttemberg","weiblich","271","0.410376665047229","0.378150009757321","0.442603320337137"
"evangelisch","1990","Bayern","maennlich","165","0.254658980631593","0.224201510452545","0.285116450810641"
"evangelisch","1990","Bayern","weiblich","153","0.241820195480765","0.21229622240515","0.271344168556379"
"evangelisch","1990","Saarland","maennlich","","","",""
"evangelisch","1990","Saarland","weiblich","","","",""
"evangelisch","1990","Berlin","maennlich","69","0.322594135001117","0.268791716046793","0.376396553955442"
"evangelisch","1990","Berlin","weiblich","108","0.437949874249139","0.384742162107508","0.491157586390771"
"evangelisch","1990","Brandenburg","maennlich","84","0.262833439645879","0.21717331366203","0.308493565629729"
