year,migback,pgisced97,pld0045,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,in school,Never,0.49823321554770317,27727,0.49234787059114227,0.5041185605042641
2003,No migration background,in school,Seldom,0.21554770318021202,27727,0.21070754450529217,0.22038786185513187
2003,No migration background,in school,Sometimes,0.13074204946996468,27727,0.12677391290449663,0.13471018603543272
2003,No migration background,in school,Often,0.08480565371024736,27727,0.0815264099750736,0.08808489744542111
2003,No migration background,in school,Very often,0.0706713780918728,27727,0.06765482435181341,0.07368793183193217
2003,No migration background,inadequately,Never,0.6629213483146067,27727,0.6573571672152744,0.668485529413939
2003,No migration background,inadequately,Seldom,0.1797752808988764,27727,0.175255305772351,0.1842952560254018
2003,No migration background,inadequately,Often,0.06741573033707865,27727,0.06446432203295208,0.07036713864120522
2003,No migration background,inadequately,Sometimes,0.0449438202247191,27727,0.04250514434938974,0.04738249610004846
2003,No migration background,inadequately,Very often,0.0449438202247191,27727,0.04250514434938974,0.04738249610004846
2003,No migration background,general elementary,Never,0.6491422246817931,27727,0.6435247630786128,0.6547596862849733
2003,No migration background,general elementary,Seldom,0.1466519092418373,27727,0.14248790079892004,0.15081591768475455
2003,No migration background,general elementary,Sometimes,0.08799114554510237,27727,0.08465669989184661,0.09132559119835813
2003,No migration background,general elementary,Often,0.07028223574986164,27727,0.0672733688347665,0.07329110266495678
2003,No migration background,general elementary,Very often,0.045932484781405644,27727,0.04346840846488917,0.04839656109792212
2003,No migration background,middle vocational,Never,0.6104842018875667,27727,0.6047443011327569,0.6162241026423765
2003,No migration background,middle vocational,Seldom,0.17470250307755436,27727,0.1702329977649262,0.17917200839018252
2003,No migration background,middle vocational,Sometimes,0.09940500615510874,27727,0.09588313452095132,0.10292687778926615
2003,No migration background,middle vocational,Often,0.07396389002872385,27727,0.07088333860255108,0.07704444145489661
2003,No migration background,middle vocational,Very often,0.041444398851046366,27727,0.03909830053886142,0.04379049716323131
2003,No migration background,vocational + Abi,Never,0.5316742081447964,27727,0.5258006473993873,0.5375477688902055
2003,No migration background,vocational + Abi,Seldom,0.19117647058823528,27727,0.1865478803152584,0.19580506086121216
2003,No migration background,vocational + Abi,Sometimes,0.11538461538461539,27727,0.11162402676408405,0.11914520400514673
2003,No migration background,vocational + Abi,Often,0.09954751131221719,27727,0.0960233949889225,0.10307162763551188
2003,No migration background,vocational + Abi,Very often,0.06221719457013575,27727,0.059373971233014744,0.06506041790725675
2003,No migration background,higher vocational,Never,0.5240641711229946,27727,0.5181856096399879,0.5299427326060013
2003,No migration background,higher vocational,Seldom,0.19919786096256684,27727,0.19449665175918143,0.20389907016595224
2003,No migration background,higher vocational,Sometimes,0.1163101604278075,27727,0.11253649504140706,0.12008382581420793
2003,No migration background,higher vocational,Often,0.10628342245989304,27727,0.10265567286393895,0.10991117205584713
2003,No migration background,higher vocational,Very often,0.05414438502673797,27727,0.051480633166652086,0.05680813688682385
2003,No migration background,higher education,Never,0.5190878811170894,27727,0.5132067896261013,0.5249689726080774
