year,pld0045,migback,proportion,n,lower_confidence,upper_confidence
2003,Very often,No migration background,0.8490196078431372,27727,0.8448053241778148,0.8532338915084596
2003,Very often,Direct migration background,0.11274509803921569,27727,0.10902222977989859,0.11646796629853279
2003,Very often,Indirect migration background,0.03823529411764706,27727,0.03597808775607589,0.040492500479218235
2003,Often,No migration background,0.8654836863194046,27727,0.8614674287979823,0.869499943840827
2003,Often,Direct migration background,0.10188895248998282,27727,0.09832827041622481,0.10544963456374083
2003,Often,Indirect migration background,0.03262736119061248,27727,0.030536175948702712,0.03471854643252224
2003,Sometimes,No migration background,0.8649247121346324,27727,0.8609014184652275,0.8689480058040373
2003,Sometimes,Direct migration background,0.11160318866253321,27727,0.1078968386723816,0.11530953865268483
2003,Sometimes,Indirect migration background,0.023472099202834367,27727,0.021690036732224926,0.02525416167344381
2003,Seldom,No migration background,0.8713951675759938,27727,0.8674547627014058,0.8753355724505818
2003,Seldom,Direct migration background,0.09223174850610548,27727,0.0888258449509215,0.09563765206128946
2003,Seldom,Indirect migration background,0.036373083917900756,27727,0.034169400754593494,0.03857676708120802
2003,Never,No migration background,0.836278342455043,27727,0.8319228915624085,0.8406337933476774
2003,Never,Direct migration background,0.13041438623924942,27727,0.12645047834894,0.13437829412955885
2003,Never,Indirect migration background,0.033307271305707584,27727,0.03119515230545399,0.035419390305961175
2008,Very often,No migration background,0.8655378486055777,23673,0.8611920211235945,0.8698836760875609
2008,Very often,Direct migration background,0.08665338645418327,23673,0.08306961749387944,0.09023715541448711
2008,Very often,Indirect migration background,0.04780876494023904,23673,0.045090791088281616,0.05052673879219647
2008,Often,No migration background,0.8769679300291545,23673,0.8727835565224511,0.8811523035358579
2008,Often,Direct migration background,0.08104956268221575,23673,0.07757299407195159,0.0845261312924799
2008,Often,Indirect migration background,0.04198250728862974,23673,0.039427745993936406,0.044537268583323075
2008,Sometimes,No migration background,0.8623991935483871,23673,0.8580109160516606,0.8667874710451137
2008,Sometimes,Direct migration background,0.09627016129032258,23673,0.0925126994138517,0.10002762316679345
2008,Sometimes,Indirect migration background,0.04133064516129032,23673,0.03879493309659743,0.04386635722598321
2008,Seldom,No migration background,0.8807394156231365,23673,0.876610827059788,0.884868004186485
2008,Seldom,Direct migration background,0.08914728682170543,23673,0.0855172789610471,0.09277729468236376
2008,Seldom,Indirect migration background,0.03011329755515802,23673,0.027936244151274187,0.032290350959041855
2008,Never,No migration background,0.8538185085354897,23673,0.8493180330637753,0.8583189840072041
2008,Never,Direct migration background,0.10503144654088051,23673,0.10112579958352076,0.10893709349824025
2008,Never,Indirect migration background,0.04115004492362983,23673,0.03861964069156799,0.04368044915569167
2013,Very often,No migration background,0.8479670005892752,44486,0.8446304109243825,0.8513035902541679
2013,Very often,Direct migration background,0.0901591043017089,44486,0.08749757094387864,0.09282063765953916
2013,Very often,Indirect migration background,0.06187389510901591,44486,0.059635025858996694,0.06411276435903512
2013,Often,No migration background,0.8617171006333568,44486,0.8585092732768002,0.8649249279899135
2013,Often,Direct migration background,0.10204081632653061,44486,0.09922788161036775,0.10485375104269348
2013,Often,Indirect migration background,0.036242083040112595,44486,0.034505342477992536,0.037978823602232654
2013,Sometimes,No migration background,0.8524244553759662,44486,0.8491285135302044,0.8557203972217281
2013,Sometimes,Direct migration background,0.10330288123682362,44486,0.10047459410817605,0.10613116836547118
2013,Sometimes,Indirect migration background,0.04427266338721012,44486,0.04236114173632151,0.046184185038098735
2013,Seldom,No migration background,0.866871704745167,44486,0.8637148326098804,0.8700285768804535
2013,Seldom,Direct migration background,0.08941124780316344,44486,0.08675968687265717,0.0920628087336697
2013,Seldom,Indirect migration background,0.04371704745166959,44486,0.041817006283111226,0.04561708862022796
2013,Never,No migration background,0.8378922262800924,44486,0.834467385437838,0.8413170671223468
2013,Never,Direct migration background,0.11865543713199672,44486,0.11565032224993599,0.12166055201405745
2013,Never,Indirect migration background,0.04345233658791086,44486,0.04155779445654501,0.04534687871927671
2018,Very often,No migration background,0.7727272727272727,43121,0.768771799571468,0.7766827458830774
2018,Very often,Direct migration background,0.15656565656565657,43121,0.15313572423683502,0.15999558889447812
2018,Very often,Indirect migration background,0.0707070707070707,43121,0.06828760540321015,0.07312653601093126
2018,Often,No migration background,0.7846798780487805,43121,0.7808001594572711,0.7885595966402899
2018,Often,Direct migration background,0.14900914634146342,43121,0.1456480530350235,0.15237023964790333
2018,Often,Indirect migration background,0.0663109756097561,43121,0.06396239486964364,0.06865955634986856
2018,Sometimes,No migration background,0.7905646890636169,43121,0.7867240338718373,0.7944053442553964
2018,Sometimes,Direct migration background,0.15439599714081487,43121,0.15098553531407732,0.1578064589675524
2018,Sometimes,Indirect migration background,0.055039313795568263,43121,0.05288675493859513,0.057191872652541394
2018,Seldom,No migration background,0.7960802613159123,43121,0.7922773191546371,0.7998832034771874
2018,Seldom,Direct migration background,0.13812412505832944,43121,0.13486749226595973,0.14138075785069915
2018,Seldom,Indirect migration background,0.06579561362575828,43121,0.06345553159724979,0.06813569565426678
2018,Never,No migration background,0.7353255830539904,43121,0.7311616141273821,0.7394895519805987
2018,Never,Direct migration background,0.2017687754083161,43121,0.1979808362514458,0.20555671456518637
2018,Never,Indirect migration background,0.06290564153769346,43121,0.060613992436036955,0.06519729063934997
