year,migback,regtyp,pld0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Urban regions,Very often,0.044669512440794805,548,21969,0.04460319893060357,0.04473582595098604
2003,No migration background,Urban regions,Often,0.07121094566157166,910,21969,0.07112838911587054,0.07129350220727278
2003,No migration background,Urban regions,Sometimes,0.09473982197074003,1138,21969,0.09464581228897713,0.09483383165250293
2003,No migration background,Urban regions,Seldom,0.16267939244181306,2022,21969,0.16256091606808287,0.16279786881554326
2003,No migration background,Urban regions,Never,0.6267003274850804,7217,21969,0.6265450607726503,0.6268555941975106
2003,No migration background,Rural regions,Very often,0.04912479943234865,330,21969,0.04902905526562799,0.04922054359906931
2003,No migration background,Rural regions,Often,0.08931947163372676,635,21969,0.08919312715547531,0.08944581611197822
2003,No migration background,Rural regions,Sometimes,0.11972494833291807,845,21969,0.11958113415797683,0.1198687625078593
2003,No migration background,Rural regions,Seldom,0.1919763423459159,1389,21969,0.19180186619857523,0.19215081849325658
2003,No migration background,Rural regions,Never,0.5498544382550906,3626,21969,0.5496340438720502,0.5500748326381311
2003,Direct migration background,Urban regions,Very often,0.03494794454560336,85,21969,0.034812312947663314,0.03508357614354341
2003,Direct migration background,Urban regions,Often,0.06522470699337887,144,21969,0.06504234498338157,0.06540706900337617
2003,Direct migration background,Urban regions,Sometimes,0.08972958318301977,204,21969,0.08951851259067717,0.08994065377536237
2003,Direct migration background,Urban regions,Seldom,0.15407596308497493,292,21969,0.15380933381858045,0.1543425923513694
2003,Direct migration background,Urban regions,Never,0.6560218021930231,1406,21969,0.6556709701243415,0.6563726342617047
2003,Direct migration background,Rural regions,Very often,0.0803724851174986,34,21969,0.0799542224821189,0.0807907477528783
2003,Direct migration background,Rural regions,Often,0.07949915697581374,34,21969,0.07908297549640102,0.07991533845522646
2003,Direct migration background,Rural regions,Sometimes,0.09574480650060355,49,21969,0.09529212524535408,0.09619748775585302
2003,Direct migration background,Rural regions,Seldom,0.1457980995042406,68,21969,0.1452551673149042,0.146341031693577
2003,Direct migration background,Rural regions,Never,0.5985854519018435,275,21969,0.5978313170262964,0.5993395867773906
2003,Indirect migration background,Urban regions,Very often,0.0723292508466219,40,21969,0.071945635590741,0.07271286610250279
2003,Indirect migration background,Urban regions,Often,0.08900140819712128,51,21969,0.08857971242464198,0.08942310396960058
2003,Indirect migration background,Urban regions,Sometimes,0.06401527801616667,47,21969,0.06365276955043588,0.06437778648189747
2003,Indirect migration background,Urban regions,Seldom,0.17136972130467235,124,21969,0.17081165037569404,0.17192779223365065
2003,Indirect migration background,Urban regions,Never,0.6032843416354179,402,21969,0.602559834523209,0.6040088487476267
2003,Indirect migration background,Rural regions,Never,1.0,54,21969,1.0,1.0
2008,No migration background,Urban regions,Very often,0.04374266511809191,494,19079,0.04367635291648796,0.043808977319695866
2008,No migration background,Urban regions,Often,0.07983655998456994,862,19079,0.07974868063535025,0.07992443933378963
2008,No migration background,Urban regions,Sometimes,0.09675384692782811,1012,19079,0.0966579972586129,0.09684969659704332
2008,No migration background,Urban regions,Seldom,0.17071618993279858,1784,19079,0.17059419483330512,0.17083818503229203
2008,No migration background,Urban regions,Never,0.6089507380367114,6250,19079,0.6087925184472752,0.6091089576261476
2008,No migration background,Rural regions,Very often,0.05960670756876939,375,19079,0.05950170922428006,0.059711705913258716
2008,No migration background,Rural regions,Often,0.10637730263937427,642,19079,0.10624056700628844,0.1065140382724601
2008,No migration background,Rural regions,Sometimes,0.11192743866608977,699,19079,0.11178761759263779,0.11206725973954175
2008,No migration background,Rural regions,Seldom,0.19250352491315437,1170,19079,0.19232867324338354,0.1926783765829252
2008,No migration background,Rural regions,Never,0.5295850262126123,3253,19079,0.5293636716182313,0.5298063808069933
2008,Direct migration background,Urban regions,Very often,0.0421039521177904,63,19079,0.04195444717428503,0.042253457061295775
2008,Direct migration background,Urban regions,Often,0.07733153146162461,111,19079,0.07713267666278363,0.07753038626046559
2008,Direct migration background,Urban regions,Sometimes,0.09352776441164574,155,19079,0.09331100275526567,0.09374452606802582
2008,Direct migration background,Urban regions,Seldom,0.15348185449753135,237,19079,0.1532135168637067,0.153750192131356
2008,Direct migration background,Urban regions,Never,0.6335548975114079,972,19079,0.6331961973946543,0.6339135976281616
2008,Direct migration background,Rural regions,Sometimes,0.09874756759869381,36,19079,0.09825853362245479,0.09923660157493283
2008,Direct migration background,Rural regions,Seldom,0.19590247999307434,62,19079,0.19525186070614012,0.19655309928000855
2008,Direct migration background,Rural regions,Never,0.705349952408232,197,19079,0.7046026296921551,0.7060972751243088
2008,Indirect migration background,Urban regions,Very often,0.07690543457631013,43,19079,0.0765826528823377,0.07722821627028256
2008,Indirect migration background,Urban regions,Often,0.111024377001287,62,19079,0.11064378348751315,0.11140497051506086
2008,Indirect migration background,Urban regions,Sometimes,0.08887036107137104,64,19079,0.08852563363979714,0.08921508850294495
