"pld0045","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","18","","",""
"Sehr oft","2003","(noch) kein Abschluss","2","8","","",""
"Sehr oft","2003","(noch) kein Abschluss","3","7","","",""
"Sehr oft","2003","(noch) kein Abschluss","4","9","","",""
"Sehr oft","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","9","","",""
"Sehr oft","2003","Hauptschule","1 Einkommensschwächstes Quintil","84","0.0387847299005654","0.0305559845714912","0.0470134752296396"
"Sehr oft","2003","Hauptschule","2","95","0.0332320758829047","0.0261847436445238","0.0402794081212855"
"Sehr oft","2003","Hauptschule","3","64","0.0374730743286226","0.0286103976393489","0.0463357510178963"
"Sehr oft","2003","Hauptschule","4","61","0.0419564054012431","0.0313975953624209","0.0525152154400653"
"Sehr oft","2003","Hauptschule","5 Einkommensstärkstes Quintil","21","","",""
"Sehr oft","2003","Realschule","1 Einkommensschwächstes Quintil","50","0.0602121924182192","0.0460513016271817","0.0743730832092567"
"Sehr oft","2003","Realschule","2","75","0.0560331658975099","0.0438503602671815","0.0682159715278382"
"Sehr oft","2003","Realschule","3","55","0.0454623290066109","0.0338582642088743","0.0570663938043476"
"Sehr oft","2003","Realschule","4","58","0.054054579411833","0.0411525991491908","0.0669565596744752"
"Sehr oft","2003","Realschule","5 Einkommensstärkstes Quintil","39","0.0546633353963781","0.0396781102164431","0.0696485605763132"
"Sehr oft","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","31","0.0601757415819226","0.0376720640576825","0.0826794191061626"
"Sehr oft","2003","(Fach-)Abitur","2","25","","",""
"Sehr oft","2003","(Fach-)Abitur","3","24","","",""
"Sehr oft","2003","(Fach-)Abitur","4","26","","",""
"Sehr oft","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","31","0.0545063630224015","0.0347263879467724","0.0742863380980307"
"Sehr oft","2003","AkademikerIn","1 Einkommensschwächstes Quintil","15","","",""
"Sehr oft","2003","AkademikerIn","2","27","","",""
"Sehr oft","2003","AkademikerIn","3","34","0.0501345774003184","0.0333842225557397","0.066884932244897"
"Sehr oft","2003","AkademikerIn","4","53","0.0500889408944318","0.0369885068945153","0.0631893748943483"
"Sehr oft","2003","AkademikerIn","5 Einkommensstärkstes Quintil","106","0.0539597690764113","0.0436835824462255","0.0642359557065972"
"Oft","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","19","","",""
"Oft","2003","(noch) kein Abschluss","2","14","","",""
"Oft","2003","(noch) kein Abschluss","3","9","","",""
"Oft","2003","(noch) kein Abschluss","4","11","","",""
"Oft","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","11","","",""
"Oft","2003","Hauptschule","1 Einkommensschwächstes Quintil","154","0.0687589997588484","0.057974780114049","0.0795432194036477"
"Oft","2003","Hauptschule","2","165","0.0598814384086888","0.0505527127769043","0.0692101640404733"
"Oft","2003","Hauptschule","3","117","0.0613432687165523","0.0501453926384942","0.0725411447946105"
"Oft","2003","Hauptschule","4","87","0.0673611838423243","0.0541608533929603","0.0805615142916884"
"Oft","2003","Hauptschule","5 Einkommensstärkstes Quintil","62","0.0896113642157808","0.0674307620028971","0.111791966428664"
"Oft","2003","Realschule","1 Einkommensschwächstes Quintil","98","0.0845267414795426","0.0679670079173304","0.101086475041755"
"Oft","2003","Realschule","2","118","0.0831973455308669","0.0685675238381274","0.0978271672236064"
"Oft","2003","Realschule","3","100","0.084282304985041","0.0688070870417611","0.0997575229283209"
"Oft","2003","Realschule","4","90","0.0777285663666727","0.0624519632918862","0.0930051694414593"
"Oft","2003","Realschule","5 Einkommensstärkstes Quintil","69","0.0704049351256482","0.0535405537633987","0.0872693164878978"
"Oft","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","43","0.0826385828909558","0.0565841808305851","0.108692984951327"
"Oft","2003","(Fach-)Abitur","2","45","0.106143946386169","0.0782373691887565","0.134050523583582"
"Oft","2003","(Fach-)Abitur","3","43","0.0815083543289809","0.0571574054302911","0.105859303227671"
"Oft","2003","(Fach-)Abitur","4","43","0.0722994495854016","0.0500183912984462","0.094580507872357"
"Oft","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","54","0.132447054631949","0.10291171431529","0.161982394948609"
"Oft","2003","AkademikerIn","1 Einkommensschwächstes Quintil","26","","",""
"Oft","2003","AkademikerIn","2","39","0.092996597752858","0.0663983308143803","0.119594864691336"
"Oft","2003","AkademikerIn","3","56","0.0852853744209043","0.0638463812981609","0.106724367543648"
"Oft","2003","AkademikerIn","4","97","0.0884483948822666","0.0713950767022754","0.105501713062258"
"Oft","2003","AkademikerIn","5 Einkommensstärkstes Quintil","193","0.0890665135649175","0.0761113560095856","0.102021671120249"
"Manchmal","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","18","","",""
"Manchmal","2003","(noch) kein Abschluss","2","24","","",""
"Manchmal","2003","(noch) kein Abschluss","3","12","","",""
"Manchmal","2003","(noch) kein Abschluss","4","14","","",""
"Manchmal","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","18","","",""
"Manchmal","2003","Hauptschule","1 Einkommensschwächstes Quintil","180","0.0802005140832994","0.0686253258414851","0.0917757023251137"
"Manchmal","2003","Hauptschule","2","216","0.0865852606335115","0.0755281695676416","0.0976423516993814"
"Manchmal","2003","Hauptschule","3","171","0.0911227040009151","0.0776930529811816","0.104552355020649"
"Manchmal","2003","Hauptschule","4","100","0.0621813302949355","0.0494635111152225","0.0748991494746484"
"Manchmal","2003","Hauptschule","5 Einkommensstärkstes Quintil","62","0.0937825349661328","0.0711436218570916","0.116421448075174"
"Manchmal","2003","Realschule","1 Einkommensschwächstes Quintil","124","0.11713839472256","0.0979945395940715","0.136282249851048"
"Manchmal","2003","Realschule","2","169","0.125310683400704","0.107773197808298","0.142848168993109"
"Manchmal","2003","Realschule","3","129","0.109930901743834","0.0925064338099061","0.127355369677762"
"Manchmal","2003","Realschule","4","123","0.0891362131148621","0.0728784461115677","0.105393980118157"
"Manchmal","2003","Realschule","5 Einkommensstärkstes Quintil","93","0.0830355113455356","0.064845618140971","0.1012254045501"
"Manchmal","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","42","0.12107581529311","0.0902067234136621","0.151944907172558"
"Manchmal","2003","(Fach-)Abitur","2","44","0.113972295003577","0.0851818443940805","0.142762745613073"
"Manchmal","2003","(Fach-)Abitur","3","65","0.145991522267962","0.114566750570097","0.177416293965826"
"Manchmal","2003","(Fach-)Abitur","4","70","0.146412043273471","0.115997804414632","0.176826282132311"
"Manchmal","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","59","0.113646118540901","0.085992388953792","0.141299848128009"
"Manchmal","2003","AkademikerIn","1 Einkommensschwächstes Quintil","30","0.0919544868601258","0.0590357997118072","0.124873174008444"
"Manchmal","2003","AkademikerIn","2","56","0.116865360162317","0.0874433925677242","0.14628732775691"
"Manchmal","2003","AkademikerIn","3","89","0.155689486287876","0.127860009932716","0.183518962643035"
