year,age_gr,migback,pld0045,proportion,n,lower_confidence,upper_confidence
2003,46-65 J.,kein Migrationshintergrund,Nie,0.18062223042836043,27727,0.1760939603746862,0.18515050048203466
2003,30-45 J.,kein Migrationshintergrund,Nie,0.13607828655834564,27727,0.13204242517912415,0.14011414793756713
2003,66 und älter,kein Migrationshintergrund,Nie,0.10722858197932053,27727,0.10358666492404063,0.11087049903460043
2003,18-29 J.,kein Migrationshintergrund,Nie,0.06979320531757754,27727,0.06679403619682085,0.07279237443833424
2003,30-45 J.,kein Migrationshintergrund,Selten,0.055483751846381095,27727,0.05278916455515891,0.05817833913760328
2003,46-65 J.,kein Migrationshintergrund,Selten,0.054514401772525846,27727,0.051842086372412416,0.057186717172639276
2003,30-45 J.,kein Migrationshintergrund,Manchmal,0.03341949778434269,27727,0.03130394627044201,0.03553504929824337
2003,46-65 J.,kein Migrationshintergrund,Manchmal,0.030142171344165435,27727,0.02812962479038421,0.03215471789794666
2003,46-65 J.,direkter Migrationshintergrund,Nie,0.02884970457902511,27727,0.026879467270560356,0.030819941887489863
2003,30-45 J.,kein Migrationshintergrund,Oft,0.027326440177252585,27727,0.02540741923013656,0.02924546112436861
2003,18-29 J.,kein Migrationshintergrund,Selten,0.026264771048744463,27727,0.024382371191646258,0.028147170905842667
2003,30-45 J.,direkter Migrationshintergrund,Nie,0.02598781388478582,27727,0.024115098840741086,0.027860528928830553
2003,46-65 J.,kein Migrationshintergrund,Oft,0.02317208271787297,27727,0.021401173915027286,0.024942991520718653
2003,66 und älter,kein Migrationshintergrund,Selten,0.01855612998522895,27727,0.016967652489062644,0.02014460748139526
2003,30-45 J.,kein Migrationshintergrund,Sehr oft,0.01569423929098966,27727,0.014231254610110633,0.01715722397186869
2003,18-29 J.,kein Migrationshintergrund,Manchmal,0.015371122599704579,27727,0.013923038757285934,0.016819206442123223
2003,18-29 J.,indirekter Migrationshintergrund,Nie,0.012093796159527326,27727,0.010807195384539458,0.013380396934515194
2003,66 und älter,direkter Migrationshintergrund,Nie,0.011909158050221566,27727,0.01063229712537057,0.013186018975072562
2003,18-29 J.,kein Migrationshintergrund,Oft,0.011724519940915805,27727,0.010457477462589331,0.012991562419242278
2003,46-65 J.,kein Migrationshintergrund,Sehr oft,0.011678360413589365,27727,0.010413785041795055,0.012942935785383674
2003,66 und älter,kein Migrationshintergrund,Manchmal,0.011216765140324964,27727,0.009977143952852137,0.01245638632779779
2003,18-29 J.,direkter Migrationshintergrund,Nie,0.01024741506646972,27727,0.009061987243683133,0.011432842889256306
2003,66 und älter,kein Migrationshintergrund,Oft,0.0075701624815361895,27727,0.0065499112278112614,0.008590413735261117
2003,18-29 J.,kein Migrationshintergrund,Sehr oft,0.007524002954209749,27727,0.0065068433247110116,0.008541162583708486
