year,bula_h,quintil_oecd,pld0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,1st Quintile,Never,0.004311356292521546,60,19179,0.004294550019712403,0.0043281625653306885
2003,Schleswig-Holstein,2nd Quintile,Never,0.0045488685663167905,67,19179,0.0045316076303540806,0.0045661295022795005
2003,Schleswig-Holstein,3rd Quintile,Never,0.004951571174358746,66,19179,0.004933566042886441,0.004969576305831051
2003,Schleswig-Holstein,4th Quintile,Never,0.00515424548977336,75,19179,0.0051358774377819345,0.005172613541764785
2003,Schleswig-Holstein,5th Quintile,Seldom,0.0022976312142374182,38,19179,0.0022853499425844873,0.002309912485890349
2003,Schleswig-Holstein,5th Quintile,Never,0.005886839777050035,151,19179,0.005867216944666759,0.0059064626094333115
2003,Hamburg,5th Quintile,Never,0.003190446985538681,65,19179,0.0031759814493297145,0.0032049125217476476
2003,Lower Saxony,1st Quintile,Seldom,0.0031101148709810735,40,19179,0.003095832033833526,0.003124397708128621
2003,Lower Saxony,1st Quintile,Never,0.012283030633827241,154,19179,0.012254777169958493,0.012311284097695989
2003,Lower Saxony,2nd Quintile,Often,0.0015070429721535687,31,19179,0.0014970926304348803,0.001516993313872257
2003,Lower Saxony,2nd Quintile,Sometimes,0.0025863184833453934,34,19179,0.002573290375735816,0.002599346590954971
2003,Lower Saxony,2nd Quintile,Seldom,0.003300469397471582,49,19179,0.0032857573656110985,0.0033151814293320655
2003,Lower Saxony,2nd Quintile,Never,0.012011703767963356,163,19179,0.011983760262847054,0.012039647273079658
2003,Lower Saxony,3rd Quintile,Sometimes,0.002527335417165541,46,19179,0.002514456343778402,0.0025402144905526803
2003,Lower Saxony,3rd Quintile,Seldom,0.004709583150192797,80,19179,0.004692021358541151,0.0047271449418444435
2003,Lower Saxony,3rd Quintile,Never,0.012061350992982703,167,19179,0.012033350502393632,0.012089351483571775
2003,Lower Saxony,4th Quintile,Often,0.001793321947753107,32,19179,0.0017824691416965723,0.0018041747538096416
2003,Lower Saxony,4th Quintile,Sometimes,0.004307260429427829,70,19179,0.004290462107089961,0.004324058751765696
2003,Lower Saxony,4th Quintile,Seldom,0.005382056764755018,90,19179,0.005363289328188806,0.005400824201321229
