year,bula_h,sex,pld0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,male,Often,0.002709781514148908,32,21427,0.002697220700555807,0.002722342327742009
2003,Schleswig-Holstein,male,Seldom,0.0034631464555490857,55,21427,0.003448951894592509,0.0034773410165056624
2003,Schleswig-Holstein,male,Never,0.010849792461242335,197,21427,0.010824761260008604,0.010874823662476066
2003,Schleswig-Holstein,female,Seldom,0.004406624034182332,65,21427,0.004390619838545485,0.004422628229819179
2003,Schleswig-Holstein,female,Never,0.011202365872683412,222,21427,0.011176935750977769,0.011227795994389056
2003,Hamburg,male,Seldom,0.0017865679159275209,33,21427,0.0017763641303692257,0.001796771701485816
2003,Hamburg,male,Never,0.004316853806136942,69,21427,0.004301012751148274,0.00433269486112561
2003,Hamburg,female,Seldom,0.0022859102407298444,40,21427,0.002274371125976977,0.002297449355482712
2003,Hamburg,female,Never,0.005965112407692454,90,21427,0.00594650653767864,0.005983718277706268
2003,Lower Saxony,male,Very often,0.0020270269070912675,50,21427,0.002016159423333585,0.0020378943908489497
2003,Lower Saxony,male,Often,0.003630751225204641,79,21427,0.003616218460003286,0.0036452839904059964
2003,Lower Saxony,male,Sometimes,0.005625608100260695,116,21427,0.005607536377481365,0.005643679823040025
2003,Lower Saxony,male,Seldom,0.011264193664573992,213,21427,0.011238694260068585,0.011289693069079398
2003,Lower Saxony,male,Never,0.026198322462477868,459,21427,0.026159729167949605,0.02623691575700613
2003,Lower Saxony,female,Very often,0.003223660702001922,68,21427,0.0032099640829828966,0.0032373573210209474
2003,Lower Saxony,female,Often,0.004422157234805528,99,21427,0.0044061249819268835,0.004438189487684172
2003,Lower Saxony,female,Sometimes,0.007509577588224349,141,21427,0.007488717757992438,0.007530437418456261
2003,Lower Saxony,female,Seldom,0.007743227411460081,159,21427,0.007722048048357459,0.007764406774562704
2003,Lower Saxony,female,Never,0.028143016719436854,516,21427,0.02810305663868885,0.028182976800184858
