year,bula_h,sampreg,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Brandenburg,East,No,0.76432,845,954,0.73737,0.79126
2001,Mecklenburg-Western Pomerania,East,Yes,0.10983,64,508,0.08261,0.13705
2001,Mecklenburg-Western Pomerania,East,No,0.73369,444,508,0.69521,0.77216
2001,Saxony,East,Yes,0.10364,190,1638,0.08887,0.11840
2001,Saxony,East,No,0.74551,1448,1638,0.72441,0.76661
2001,Saxony-Anhalt,East,Yes,0.11685,133,999,0.09692,0.13678
2001,Saxony-Anhalt,East,No,0.75499,866,999,0.72831,0.78168
2001,Thuringa,East,Yes,0.10893,108,966,0.08928,0.12859
2001,Thuringa,East,No,0.75740,858,966,0.73036,0.78445
2002,Schleswig-Holstein,West,Yes,0.08368,67,717,0.06340,0.10397
2002,Schleswig-Holstein,West,No,0.74368,650,717,0.71170,0.77566
2002,Hamburg,West,Yes,0.10330,37,324,0.07011,0.13650
2002,Hamburg,West,No,0.76577,287,324,0.71958,0.81196
2002,Lower Saxony,West,Yes,0.10894,245,1977,0.09520,0.12268
2002,Lower Saxony,West,No,0.70652,1732,1977,0.68645,0.72660
2002,Bremen,West,No,0.71867,147,147,0.64573,0.79160
2002,North Rhine-Westphalia,West,Yes,0.10127,569,4851,0.09278,0.10976
2002,North Rhine-Westphalia,West,No,0.72956,4282,4851,0.71705,0.74206
2002,Hesse,West,Yes,0.10815,207,1638,0.09311,0.12320
2002,Hesse,West,No,0.70238,1431,1638,0.68023,0.72453
2002,"Rhineland-Palatinate, Saarland",West,Yes,0.09273,167,1374,0.07739,0.10807
2002,"Rhineland-Palatinate, Saarland",West,No,0.70566,1207,1374,0.68156,0.72977
2002,Baden-Wuerttemberg,West,Yes,0.09994,315,2796,0.08882,0.11106
2002,Baden-Wuerttemberg,West,No,0.70656,2481,2796,0.68968,0.72345
2002,Bavaria,West,Yes,0.10756,381,3247,0.09690,0.11822
2002,Bavaria,West,No,0.72355,2866,3247,0.70816,0.73894
2002,Berlin,West,Yes,0.07465,39,461,0.05063,0.09866
2002,Berlin,West,No,0.73781,422,461,0.69761,0.77800
2002,Berlin,East,Yes,0.07826,33,364,0.05063,0.10589
2002,Berlin,East,No,0.77300,331,364,0.72991,0.81609
2002,Brandenburg,East,Yes,0.11496,123,960,0.09477,0.13515
2002,Brandenburg,East,No,0.75669,837,960,0.72954,0.78385
2002,Mecklenburg-Western Pomerania,East,Yes,0.11502,63,513,0.08738,0.14265
2002,Mecklenburg-Western Pomerania,East,No,0.73457,450,513,0.69632,0.77282
2002,Saxony,East,Yes,0.10859,175,1648,0.09357,0.12362
2002,Saxony,East,No,0.75054,1473,1648,0.72964,0.77144
2002,Saxony-Anhalt,East,Yes,0.13565,139,971,0.11410,0.15720
2002,Saxony-Anhalt,East,No,0.74268,832,971,0.71517,0.77019
2002,Thuringa,East,Yes,0.11029,115,966,0.09053,0.13006
2002,Thuringa,East,No,0.74935,851,966,0.72200,0.77669
2003,Schleswig-Holstein,West,Yes,0.11107,87,664,0.08715,0.13498
2003,Schleswig-Holstein,West,No,0.71933,577,664,0.68513,0.75353
2003,Hamburg,West,Yes,0.12079,36,293,0.08341,0.15817
2003,Hamburg,West,No,0.73689,257,293,0.68639,0.78740
2003,Lower Saxony,West,Yes,0.09423,213,1906,0.08111,0.10735
2003,Lower Saxony,West,No,0.72947,1693,1906,0.70952,0.74942
2003,Bremen,West,No,0.81595,161,161,0.75590,0.87600
2003,North Rhine-Westphalia,West,Yes,0.10884,581,4639,0.09988,0.11780
2003,North Rhine-Westphalia,West,No,0.71472,4058,4639,0.70172,0.72771
2003,Hesse,West,Yes,0.09184,159,1493,0.07719,0.10650
2003,Hesse,West,No,0.71819,1334,1493,0.69536,0.74102
2003,"Rhineland-Palatinate, Saarland",West,Yes,0.11573,172,1351,0.09866,0.13279
2003,"Rhineland-Palatinate, Saarland",West,No,0.70007,1179,1351,0.67562,0.72451
2003,Baden-Wuerttemberg,West,Yes,0.08473,299,2672,0.07417,0.09529
2003,Baden-Wuerttemberg,West,No,0.71573,2373,2672,0.69863,0.73284
2003,Bavaria,West,Yes,0.09951,352,3115,0.08900,0.11003
2003,Bavaria,West,No,0.73049,2763,3115,0.71491,0.74608
2003,Berlin,West,Yes,0.10047,48,447,0.07257,0.12837
2003,Berlin,West,No,0.71731,399,447,0.67551,0.75910
2003,Berlin,East,Yes,0.08374,34,375,0.05567,0.11182
2003,Berlin,East,No,0.78064,341,375,0.73870,0.82258
2003,Brandenburg,East,Yes,0.12623,127,940,0.10498,0.14747
2003,Brandenburg,East,No,0.74050,813,940,0.71247,0.76854
2003,Mecklenburg-Western Pomerania,East,Yes,0.11143,61,524,0.08446,0.13840
2003,Mecklenburg-Western Pomerania,East,No,0.75416,463,524,0.71726,0.79106
2003,Saxony,East,Yes,0.11260,194,1606,0.09713,0.12806
2003,Saxony,East,No,0.74545,1412,1606,0.72413,0.76676
2003,Saxony-Anhalt,East,Yes,0.12821,128,932,0.10674,0.14969
2003,Saxony-Anhalt,East,No,0.74610,804,932,0.71815,0.77406
2003,Thuringa,East,Yes,0.10731,112,953,0.08765,0.12697
2003,Thuringa,East,No,0.76057,841,953,0.73346,0.78767
2004,Schleswig-Holstein,West,Yes,0.08527,75,665,0.06403,0.10651
2004,Schleswig-Holstein,West,No,0.75501,590,665,0.72230,0.78773
2004,Hamburg,West,Yes,0.08061,32,293,0.04939,0.11184
2004,Hamburg,West,No,0.78207,261,293,0.73472,0.82942
2004,Lower Saxony,West,Yes,0.11243,238,1884,0.09816,0.12670
2004,Lower Saxony,West,No,0.70986,1646,1884,0.68936,0.73036
2004,Bremen,West,No,0.76543,149,149,0.69716,0.83370
2004,North Rhine-Westphalia,West,Yes,0.11411,570,4531,0.10485,0.12337
2004,North Rhine-Westphalia,West,No,0.72171,3961,4531,0.70866,0.73476
2004,Hesse,West,Yes,0.10163,169,1440,0.08602,0.11725
2004,Hesse,West,No,0.70044,1271,1440,0.67677,0.72411
2004,"Rhineland-Palatinate, Saarland",West,Yes,0.09744,156,1304,0.08134,0.11355
2004,"Rhineland-Palatinate, Saarland",West,No,0.72074,1148,1304,0.69638,0.74510
2004,Baden-Wuerttemberg,West,Yes,0.09806,291,2582,0.08659,0.10954
2004,Baden-Wuerttemberg,West,No,0.70363,2291,2582,0.68602,0.72125
2004,Bavaria,West,Yes,0.10519,354,3035,0.09427,0.11611
2004,Bavaria,West,No,0.73563,2681,3035,0.71994,0.75132
2004,Berlin,West,Yes,0.09703,49,433,0.06912,0.12494
2004,Berlin,West,No,0.71600,384,433,0.67348,0.75852
2004,Berlin,East,Yes,0.08319,31,370,0.05501,0.11137
2004,Berlin,East,No,0.79835,339,370,0.75741,0.83929
2004,Brandenburg,East,Yes,0.12346,119,903,0.10199,0.14493
2004,Brandenburg,East,No,0.74601,784,903,0.71760,0.77441
2004,Mecklenburg-Western Pomerania,East,Yes,0.13153,74,510,0.10216,0.16089
2004,Mecklenburg-Western Pomerania,East,No,0.72740,436,510,0.68872,0.76609
2004,Saxony,East,Yes,0.10494,173,1569,0.08977,0.12011
2004,Saxony,East,No,0.76286,1396,1569,0.74181,0.78391
2004,Saxony-Anhalt,East,Yes,0.11041,107,923,0.09018,0.13064
2004,Saxony-Anhalt,East,No,0.77128,816,923,0.74417,0.79839
2004,Thuringa,East,Yes,0.12863,121,942,0.10724,0.15002
2004,Thuringa,East,No,0.74176,821,942,0.71380,0.76973
2005,Schleswig-Holstein,West,Yes,0.09147,67,644,0.06919,0.11375
2005,Schleswig-Holstein,West,No,0.75327,577,644,0.71995,0.78660
2005,Hamburg,West,No,0.83738,266,266,0.79294,0.88181
2005,Lower Saxony,West,Yes,0.08774,171,1780,0.07460,0.10089
2005,Lower Saxony,West,No,0.74001,1609,1780,0.71962,0.76039
2005,Bremen,West,No,0.75743,129,129,0.68317,0.83169
2005,North Rhine-Westphalia,West,Yes,0.10893,517,4351,0.09967,0.11819
2005,North Rhine-Westphalia,West,No,0.72517,3834,4351,0.71190,0.73844
2005,Hesse,West,Yes,0.09453,138,1366,0.07901,0.11005
2005,Hesse,West,No,0.73111,1228,1366,0.70759,0.75463
2005,"Rhineland-Palatinate, Saarland",West,Yes,0.08212,124,1237,0.06682,0.09743
2005,"Rhineland-Palatinate, Saarland",West,No,0.73900,1113,1237,0.71451,0.76348
2005,Baden-Wuerttemberg,West,Yes,0.08779,268,2508,0.07671,0.09886
2005,Baden-Wuerttemberg,West,No,0.73064,2240,2508,0.71327,0.74800
2005,Bavaria,West,Yes,0.09440,305,2883,0.08372,0.10507
2005,Bavaria,West,No,0.74242,2578,2883,0.72645,0.75838
2005,Berlin,West,Yes,0.08305,42,411,0.05634,0.10976
2005,Berlin,West,No,0.72726,369,411,0.68415,0.77037
2005,Berlin,East,Yes,0.09249,33,342,0.06174,0.12324
2005,Berlin,East,No,0.78590,309,342,0.74236,0.82944
2005,Brandenburg,East,Yes,0.11499,116,879,0.09388,0.13609
2005,Brandenburg,East,No,0.74129,763,879,0.71233,0.77026
2005,Mecklenburg-Western Pomerania,East,Yes,0.11512,65,499,0.08709,0.14315
2005,Mecklenburg-Western Pomerania,East,No,0.74689,434,499,0.70870,0.78507
2005,Saxony,East,Yes,0.11551,182,1513,0.09940,0.13162
2005,Saxony,East,No,0.74381,1331,1513,0.72180,0.76581
2005,Saxony-Anhalt,East,Yes,0.11391,108,892,0.09305,0.13477
2005,Saxony-Anhalt,East,No,0.76399,784,892,0.73611,0.79187
2005,Thuringa,East,Yes,0.12271,107,888,0.10112,0.14430
2005,Thuringa,East,No,0.73842,781,888,0.70950,0.76734
2006,Schleswig-Holstein,West,Yes,0.11595,97,672,0.09173,0.14018
2006,Schleswig-Holstein,West,No,0.71362,575,672,0.67941,0.74782
2006,Hamburg,West,No,0.76837,272,272,0.71815,0.81860
2006,Lower Saxony,West,Yes,0.10820,238,1958,0.09444,0.12196
2006,Lower Saxony,West,No,0.70582,1720,1958,0.68563,0.72601
2006,Bremen,West,No,0.79965,129,129,0.73030,0.86899
2006,North Rhine-Westphalia,West,Yes,0.09709,515,4542,0.08848,0.10570
2006,North Rhine-Westphalia,West,No,0.73355,4027,4542,0.72069,0.74641
2006,Hesse,West,Yes,0.09497,174,1478,0.08002,0.10992
2006,Hesse,West,No,0.71717,1304,1478,0.69420,0.74014
2006,"Rhineland-Palatinate, Saarland",West,Yes,0.10600,151,1288,0.08918,0.12282
2006,"Rhineland-Palatinate, Saarland",West,No,0.70678,1137,1288,0.68191,0.73165
2006,Baden-Wuerttemberg,West,Yes,0.09312,282,2712,0.08218,0.10406
2006,Baden-Wuerttemberg,West,No,0.72518,2430,2712,0.70838,0.74199
2006,Bavaria,West,Yes,0.10597,362,3136,0.09519,0.11674
2006,Bavaria,West,No,0.72375,2774,3136,0.70810,0.73940
2006,Berlin,West,Yes,0.06009,32,432,0.03765,0.08252
2006,Berlin,West,No,0.78936,400,432,0.75086,0.82786
2006,Berlin,East,Yes,0.09904,36,346,0.06752,0.13056
2006,Berlin,East,No,0.77435,310,346,0.73024,0.81846
2006,Brandenburg,East,Yes,0.12476,130,937,0.10359,0.14593
2006,Brandenburg,East,No,0.73529,807,937,0.70703,0.76356
2006,Mecklenburg-Western Pomerania,East,Yes,0.13008,63,547,0.10186,0.15830
2006,Mecklenburg-Western Pomerania,East,No,0.72864,484,547,0.69134,0.76594
2006,Saxony,East,Yes,0.12578,197,1578,0.10941,0.14215
2006,Saxony,East,No,0.74549,1381,1578,0.72399,0.76698
2006,Saxony-Anhalt,East,Yes,0.09782,98,911,0.07852,0.11712
2006,Saxony-Anhalt,East,No,0.76407,813,911,0.73649,0.79166
2006,Thuringa,East,Yes,0.11517,132,946,0.09482,0.13552
2006,Thuringa,East,No,0.74434,814,946,0.71653,0.77216
2007,Schleswig-Holstein,West,Yes,0.09494,72,613,0.07171,0.11816
2007,Schleswig-Holstein,West,No,0.74567,541,613,0.71116,0.78017
2007,Hamburg,West,No,0.81008,272,272,0.76338,0.85678
2007,Lower Saxony,West,Yes,0.10167,217,1822,0.08779,0.11555
2007,Lower Saxony,West,No,0.72136,1605,1822,0.70077,0.74196
2007,Bremen,West,No,0.76257,129,129,0.68886,0.83629
2007,North Rhine-Westphalia,West,Yes,0.10707,514,4197,0.09771,0.11643
2007,North Rhine-Westphalia,West,No,0.71582,3683,4197,0.70218,0.72947
2007,Hesse,West,Yes,0.11255,171,1386,0.09591,0.12920
2007,Hesse,West,No,0.69870,1215,1386,0.67453,0.72286
2007,"Rhineland-Palatinate, Saarland",West,Yes,0.11097,161,1170,0.09296,0.12898
2007,"Rhineland-Palatinate, Saarland",West,No,0.69910,1009,1170,0.67281,0.72539
2007,Baden-Wuerttemberg,West,Yes,0.08691,253,2479,0.07582,0.09800
2007,Baden-Wuerttemberg,West,No,0.72769,2226,2479,0.71016,0.74522
2007,Bavaria,West,Yes,0.09735,343,2949,0.08665,0.10805
2007,Bavaria,West,No,0.72901,2606,2949,0.71297,0.74506
2007,Berlin,West,Yes,0.07815,36,404,0.05194,0.10435
2007,Berlin,West,No,0.76346,368,404,0.72197,0.80495
2007,Berlin,East,Yes,0.08774,32,344,0.05780,0.11768
2007,Berlin,East,No,0.79340,312,344,0.75055,0.83625
2007,Brandenburg,East,Yes,0.13540,130,859,0.11251,0.15829
2007,Brandenburg,East,No,0.72888,729,859,0.69914,0.75863
2007,Mecklenburg-Western Pomerania,East,Yes,0.10522,56,507,0.07848,0.13195
2007,Mecklenburg-Western Pomerania,East,No,0.77137,451,507,0.73477,0.80796
2007,Saxony,East,Yes,0.10772,184,1511,0.09208,0.12336
2007,Saxony,East,No,0.76845,1327,1511,0.74718,0.78973
2007,Saxony-Anhalt,East,Yes,0.10636,105,868,0.08584,0.12688
2007,Saxony-Anhalt,East,No,0.75365,763,868,0.72497,0.78233
2007,Thuringa,East,Yes,0.11718,123,904,0.09620,0.13815
2007,Thuringa,East,No,0.74447,781,904,0.71602,0.77292
2008,Schleswig-Holstein,West,Yes,0.09617,70,551,0.07153,0.12081
2008,Schleswig-Holstein,West,No,0.74044,481,551,0.70381,0.77708
2008,Hamburg,West,No,0.80711,255,255,0.75859,0.85564
2008,Lower Saxony,West,Yes,0.10187,204,1735,0.08763,0.11610
2008,Lower Saxony,West,No,0.73089,1531,1735,0.71002,0.75177
2008,Bremen,West,No,0.82314,126,126,0.75626,0.89003
2008,North Rhine-Westphalia,West,Yes,0.09415,436,3916,0.08500,0.10330
2008,North Rhine-Westphalia,West,No,0.73649,3480,3916,0.72269,0.75029
2008,Hesse,West,Yes,0.09387,146,1311,0.07807,0.10966
2008,Hesse,West,No,0.71657,1165,1311,0.69216,0.74097
2008,"Rhineland-Palatinate, Saarland",West,Yes,0.11656,148,1093,0.09753,0.13560
2008,"Rhineland-Palatinate, Saarland",West,No,0.70040,945,1093,0.67323,0.72757
2008,Baden-Wuerttemberg,West,Yes,0.08251,254,2349,0.07138,0.09364
2008,Baden-Wuerttemberg,West,No,0.73600,2095,2349,0.71817,0.75383
2008,Bavaria,West,Yes,0.08779,300,2746,0.07721,0.09838
2008,Bavaria,West,No,0.74314,2446,2746,0.72680,0.75949
2008,Berlin,West,Yes,0.11921,48,386,0.08684,0.15157
2008,Berlin,West,No,0.71888,338,386,0.67398,0.76379
2008,Berlin,East,Yes,0.08811,32,330,0.05748,0.11874
2008,Berlin,East,No,0.80044,298,330,0.75726,0.84363
2008,Brandenburg,East,Yes,0.12309,109,823,0.10063,0.14555
2008,Brandenburg,East,No,0.73832,714,823,0.70827,0.76837
2008,Mecklenburg-Western Pomerania,East,Yes,0.12762,70,489,0.09802,0.15723
2008,Mecklenburg-Western Pomerania,East,No,0.75897,419,489,0.72103,0.79692
2008,Saxony,East,Yes,0.11151,187,1429,0.09518,0.12784
2008,Saxony,East,No,0.75352,1242,1429,0.73117,0.77588
2008,Saxony-Anhalt,East,Yes,0.11298,97,810,0.09117,0.13480
2008,Saxony-Anhalt,East,No,0.76094,713,810,0.73155,0.79033
2008,Thuringa,East,Yes,0.10985,110,867,0.08903,0.13068
2008,Thuringa,East,No,0.76060,757,867,0.73218,0.78902
2009,Schleswig-Holstein,West,Yes,0.11075,74,509,0.08346,0.13804
2009,Schleswig-Holstein,West,No,0.72854,435,509,0.68987,0.76722
2009,Hamburg,West,No,0.83828,245,245,0.79208,0.88448
2009,Lower Saxony,West,Yes,0.10606,207,1631,0.09111,0.12101
2009,Lower Saxony,West,No,0.73980,1424,1631,0.71850,0.76110
2009,Bremen,West,No,0.86765,115,115,0.80545,0.92986
2009,North Rhine-Westphalia,West,Yes,0.10833,463,3620,0.09821,0.11846
2009,North Rhine-Westphalia,West,No,0.72587,3157,3620,0.71133,0.74040
2009,Hesse,West,Yes,0.11090,157,1213,0.09322,0.12858
2009,Hesse,West,No,0.70563,1056,1213,0.67998,0.73129
2009,"Rhineland-Palatinate, Saarland",West,Yes,0.11200,151,1022,0.09265,0.13134
2009,"Rhineland-Palatinate, Saarland",West,No,0.71000,871,1022,0.68217,0.73783
2009,Baden-Wuerttemberg,West,Yes,0.08470,223,2101,0.07279,0.09660
2009,Baden-Wuerttemberg,West,No,0.74143,1878,2101,0.72271,0.76016
2009,Bavaria,West,Yes,0.12181,346,2604,0.10924,0.13437
2009,Bavaria,West,No,0.71699,2258,2604,0.69969,0.73430
2009,Berlin,West,Yes,0.11313,39,361,0.08041,0.14585
2009,Berlin,West,No,0.72608,322,361,0.68001,0.77215
2009,Berlin,East,Yes,0.12037,43,320,0.08466,0.15607
2009,Berlin,East,No,0.77330,277,320,0.72736,0.81925
2009,Brandenburg,East,Yes,0.12671,120,786,0.10344,0.14998
2009,Brandenburg,East,No,0.72184,666,786,0.69049,0.75319
2009,Mecklenburg-Western Pomerania,East,Yes,0.14206,73,470,0.11046,0.17365
2009,Mecklenburg-Western Pomerania,East,No,0.74318,397,470,0.70364,0.78272
2009,Saxony,East,Yes,0.09338,155,1365,0.07794,0.10882
2009,Saxony,East,No,0.76252,1210,1365,0.73994,0.78510
2009,Saxony-Anhalt,East,Yes,0.11722,90,768,0.09445,0.13998
2009,Saxony-Anhalt,East,No,0.76656,678,768,0.73662,0.79650
2009,Thuringa,East,Yes,0.12210,125,819,0.09966,0.14454
2009,Thuringa,East,No,0.72498,694,819,0.69438,0.75558
2010,Schleswig-Holstein,West,Yes,0.11310,102,733,0.09015,0.13604
2010,Schleswig-Holstein,West,No,0.73952,631,733,0.70773,0.77132
2010,Hamburg,West,Yes,0.10336,42,383,0.07283,0.13389
2010,Hamburg,West,No,0.78738,341,383,0.74635,0.82841
2010,Lower Saxony,West,Yes,0.09607,265,2185,0.08371,0.10843
2010,Lower Saxony,West,No,0.73817,1920,2185,0.71973,0.75660
2010,Bremen,West,No,0.80448,149,149,0.74058,0.86837
2010,North Rhine-Westphalia,West,Yes,0.10696,701,4976,0.09837,0.11555
2010,North Rhine-Westphalia,West,No,0.72519,4275,4976,0.71279,0.73760
2010,Hesse,West,Yes,0.10778,234,1671,0.09291,0.12266
2010,Hesse,West,No,0.71166,1437,1671,0.68994,0.73339
2010,"Rhineland-Palatinate, Saarland",West,Yes,0.11335,182,1335,0.09633,0.13036
2010,"Rhineland-Palatinate, Saarland",West,No,0.72591,1153,1335,0.70198,0.74985
2010,Baden-Wuerttemberg,West,Yes,0.10280,393,2887,0.09172,0.11389
2010,Baden-Wuerttemberg,West,No,0.72581,2494,2887,0.70953,0.74208
2010,Bavaria,West,Yes,0.09815,483,3575,0.08840,0.10790
2010,Bavaria,West,No,0.74444,3092,3575,0.73014,0.75874
2010,Berlin,West,Yes,0.12360,75,541,0.09584,0.15136
2010,Berlin,West,No,0.71442,466,541,0.67632,0.75252
2010,Berlin,East,Yes,0.10418,59,381,0.07346,0.13490
2010,Berlin,East,No,0.80755,322,381,0.76791,0.84719
2010,Brandenburg,East,Yes,0.14108,148,953,0.11897,0.16320
2010,Brandenburg,East,No,0.72282,805,953,0.69439,0.75125
2010,Mecklenburg-Western Pomerania,East,Yes,0.14001,84,592,0.11203,0.16799
2010,Mecklenburg-Western Pomerania,East,No,0.73867,508,592,0.70325,0.77409
2010,Saxony,East,Yes,0.09856,211,1676,0.08429,0.11284
2010,Saxony,East,No,0.77361,1465,1676,0.75357,0.79365
2010,Saxony-Anhalt,East,Yes,0.11412,136,908,0.09343,0.13481
2010,Saxony-Anhalt,East,No,0.76718,772,908,0.73968,0.79469
2010,Thuringa,East,Yes,0.12325,133,955,0.10239,0.14411
2010,Thuringa,East,No,0.75522,822,955,0.72793,0.78250
2011,Schleswig-Holstein,West,Yes,0.10692,137,984,0.08760,0.12624
2011,Schleswig-Holstein,West,No,0.72984,847,984,0.70208,0.75760
2011,Hamburg,West,Yes,0.12220,52,429,0.09117,0.15323
2011,Hamburg,West,No,0.75112,377,429,0.71015,0.79208
2011,Lower Saxony,West,Yes,0.11350,364,2635,0.10139,0.12562
2011,Lower Saxony,West,No,0.71842,2271,2635,0.70125,0.73560
2011,Bremen,West,No,0.74397,166,166,0.67737,0.81056
2011,North Rhine-Westphalia,West,Yes,0.11879,822,5717,0.11040,0.12718
2011,North Rhine-Westphalia,West,No,0.71306,4895,5717,0.70134,0.72479
2011,Hesse,West,Yes,0.10481,265,1965,0.09126,0.11836
2011,Hesse,West,No,0.70292,1700,1965,0.68271,0.72313
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.10784,215,1611,0.09269,0.12299
2011,"Rhineland-Palatinate, Saarland",West,No,0.71886,1396,1611,0.69690,0.74082
2011,Baden-Wuerttemberg,West,Yes,0.09500,405,3531,0.08533,0.10467
2011,Baden-Wuerttemberg,West,No,0.72730,3126,3531,0.71261,0.74199
2011,Bavaria,West,Yes,0.11535,607,4431,0.10595,0.12476
2011,Bavaria,West,No,0.72627,3824,4431,0.71314,0.73940
2011,Berlin,West,Yes,0.11884,81,552,0.09182,0.14586
2011,Berlin,West,No,0.73188,471,552,0.69489,0.76887
2011,Berlin,East,Yes,0.11117,60,464,0.08254,0.13981
2011,Berlin,East,No,0.77524,404,464,0.73722,0.81326
2011,Brandenburg,East,Yes,0.12163,166,1143,0.10267,0.14059
2011,Brandenburg,East,No,0.74559,977,1143,0.72033,0.77085
2011,Mecklenburg-Western Pomerania,East,Yes,0.12650,92,658,0.10108,0.15192
2011,Mecklenburg-Western Pomerania,East,No,0.74346,566,658,0.71006,0.77685
2011,Saxony,East,Yes,0.12389,283,1837,0.10882,0.13896
2011,Saxony,East,No,0.73167,1554,1837,0.71140,0.75194
2011,Saxony-Anhalt,East,Yes,0.13105,183,1101,0.11111,0.15100
2011,Saxony-Anhalt,East,No,0.73342,918,1101,0.70729,0.75955
2011,Thuringa,East,Yes,0.11355,145,1105,0.09483,0.13226
2011,Thuringa,East,No,0.75898,960,1105,0.73375,0.78421
2012,Schleswig-Holstein,West,Yes,0.09460,133,985,0.07632,0.11289
2012,Schleswig-Holstein,West,No,0.74846,852,985,0.72135,0.77557
2012,Hamburg,West,Yes,0.06861,41,438,0.04491,0.09231
2012,Hamburg,West,No,0.80663,397,438,0.76960,0.84366
2012,Lower Saxony,West,Yes,0.11944,345,2561,0.10687,0.13200
2012,Lower Saxony,West,No,0.71385,2216,2561,0.69635,0.73136
2012,Bremen,West,No,0.74683,174,174,0.68203,0.81162
2012,North Rhine-Westphalia,West,Yes,0.12181,746,5528,0.11319,0.13043
2012,North Rhine-Westphalia,West,No,0.71134,4782,5528,0.69940,0.72329
2012,Hesse,West,Yes,0.11043,262,1898,0.09632,0.12453
2012,Hesse,West,No,0.69793,1636,1898,0.67726,0.71859
2012,"Rhineland-Palatinate, Saarland",West,Yes,0.12078,223,1566,0.10464,0.13693
2012,"Rhineland-Palatinate, Saarland",West,No,0.71173,1343,1566,0.68929,0.73417
2012,Baden-Wuerttemberg,West,Yes,0.10922,419,3333,0.09863,0.11981
2012,Baden-Wuerttemberg,West,No,0.71394,2914,3333,0.69860,0.72929
2012,Bavaria,West,Yes,0.11072,554,4346,0.10139,0.12005
2012,Bavaria,West,No,0.72865,3792,4346,0.71543,0.74187
2012,Berlin,West,Yes,0.13260,92,570,0.10473,0.16047
2012,Berlin,West,No,0.70561,478,570,0.66816,0.74305
2012,Berlin,East,Yes,0.13145,69,467,0.10077,0.16213
2012,Berlin,East,No,0.73240,398,467,0.69220,0.77259
2012,Brandenburg,East,Yes,0.14505,174,1096,0.12420,0.16591
2012,Brandenburg,East,No,0.71845,922,1096,0.69181,0.74509
2012,Mecklenburg-Western Pomerania,East,Yes,0.12852,88,639,0.10255,0.15449
2012,Mecklenburg-Western Pomerania,East,No,0.73334,551,639,0.69902,0.76765
2012,Saxony,East,Yes,0.11826,251,1842,0.10351,0.13301
2012,Saxony,East,No,0.73966,1591,1842,0.71962,0.75971
2012,Saxony-Anhalt,East,Yes,0.16691,170,1037,0.14421,0.18962
2012,Saxony-Anhalt,East,No,0.70009,867,1037,0.67219,0.72799
2012,Thuringa,East,Yes,0.10920,135,1078,0.09057,0.12783
2012,Thuringa,East,No,0.76003,943,1078,0.73452,0.78553
2013,Schleswig-Holstein,West,Yes,0.10009,121,917,0.08066,0.11953
2013,Schleswig-Holstein,West,No,0.69379,796,917,0.66394,0.72364
2013,Hamburg,West,Yes,0.12577,53,408,0.09356,0.15799
2013,Hamburg,West,No,0.64359,355,408,0.59706,0.69012
2013,Lower Saxony,West,Yes,0.12326,330,2480,0.11032,0.13620
2013,Lower Saxony,West,No,0.66084,2150,2480,0.64221,0.67948
2013,Bremen,West,No,0.67292,168,168,0.60177,0.74408
2013,North Rhine-Westphalia,West,Yes,0.12054,735,5120,0.11162,0.12946
2013,North Rhine-Westphalia,West,No,0.62206,4385,5120,0.60877,0.63534
2013,Hesse,West,Yes,0.10582,238,1765,0.09146,0.12017
2013,Hesse,West,No,0.63602,1527,1765,0.61357,0.65848
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.11044,185,1439,0.09424,0.12664
2013,"Rhineland-Palatinate, Saarland",West,No,0.65487,1254,1439,0.63030,0.67945
2013,Baden-Wuerttemberg,West,Yes,0.09139,378,3023,0.08111,0.10166
2013,Baden-Wuerttemberg,West,No,0.64078,2645,3023,0.62368,0.65789
2013,Bavaria,West,Yes,0.10471,506,4046,0.09528,0.11415
2013,Bavaria,West,No,0.66080,3540,4046,0.64621,0.67539
2013,Berlin,West,Yes,0.10735,87,545,0.08134,0.13336
2013,Berlin,West,No,0.62833,458,545,0.58772,0.66894
2013,Berlin,East,Yes,0.10707,52,445,0.07831,0.13584
2013,Berlin,East,No,0.73794,393,445,0.69704,0.77885
2013,Brandenburg,East,Yes,0.11250,151,1024,0.09314,0.13186
2013,Brandenburg,East,No,0.71148,873,1024,0.68372,0.73925
2013,Mecklenburg-Western Pomerania,East,Yes,0.13241,89,586,0.10494,0.15988
2013,Mecklenburg-Western Pomerania,East,No,0.71318,497,586,0.67653,0.74983
2013,Saxony,East,Yes,0.11533,216,1707,0.10017,0.13048
2013,Saxony,East,No,0.73039,1491,1707,0.70933,0.75145
2013,Saxony-Anhalt,East,Yes,0.13951,144,967,0.11766,0.16136
2013,Saxony-Anhalt,East,No,0.70232,823,967,0.67348,0.73115
2013,Thuringa,East,Yes,0.11821,145,997,0.09816,0.13826
2013,Thuringa,East,No,0.73416,852,997,0.70673,0.76160
2014,Schleswig-Holstein,West,Yes,0.11231,133,926,0.09196,0.13266
2014,Schleswig-Holstein,West,No,0.74140,793,926,0.71318,0.76961
2014,Hamburg,West,Yes,0.14695,58,443,0.11394,0.17996
2014,Hamburg,West,No,0.71283,385,443,0.67065,0.75501
2014,Lower Saxony,West,Yes,0.12559,325,2601,0.11285,0.13832
2014,Lower Saxony,West,No,0.71474,2276,2601,0.69738,0.73210
