year,age_gr,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,1st Quintile,Yes,0.11028,96,788,0.08839,0.13216
1984,17-29 y.,1st Quintile,No,0.88972,692,788,0.86784,0.91161
1984,17-29 y.,2nd Quintile,Yes,0.09498,68,681,0.07295,0.11702
1984,17-29 y.,2nd Quintile,No,0.90502,613,681,0.88298,0.92705
1984,17-29 y.,3rd Quintile,Yes,0.08528,57,658,0.06393,0.10664
1984,17-29 y.,3rd Quintile,No,0.91472,601,658,0.89336,0.93607
1984,17-29 y.,4th Quintile,Yes,0.08665,63,728,0.06620,0.10710
1984,17-29 y.,4th Quintile,No,0.91335,665,728,0.89290,0.93380
1984,17-29 y.,5th Quintile,Yes,0.10071,54,558,0.07571,0.12570
1984,17-29 y.,5th Quintile,No,0.89929,504,558,0.87430,0.92429
1984,30-45 y.,1st Quintile,Yes,0.10899,92,784,0.08716,0.13082
1984,30-45 y.,1st Quintile,No,0.89101,692,784,0.86918,0.91284
1984,30-45 y.,2nd Quintile,Yes,0.09229,81,785,0.07203,0.11255
1984,30-45 y.,2nd Quintile,No,0.90771,704,785,0.88745,0.92797
1984,30-45 y.,3rd Quintile,Yes,0.11010,79,761,0.08785,0.13236
1984,30-45 y.,3rd Quintile,No,0.88990,682,761,0.86764,0.91215
1984,30-45 y.,4th Quintile,Yes,0.11246,90,784,0.09033,0.13458
1984,30-45 y.,4th Quintile,No,0.88754,694,784,0.86542,0.90967
1984,30-45 y.,5th Quintile,Yes,0.09842,75,783,0.07754,0.11929
1984,30-45 y.,5th Quintile,No,0.90158,708,783,0.88071,0.92246
1984,46-65 y.,1st Quintile,Yes,0.11820,76,558,0.09139,0.14501
1984,46-65 y.,1st Quintile,No,0.88180,482,558,0.85499,0.90861
1984,46-65 y.,2nd Quintile,Yes,0.13707,86,650,0.11061,0.16353
1984,46-65 y.,2nd Quintile,No,0.86293,564,650,0.83647,0.88939
1984,46-65 y.,3rd Quintile,Yes,0.10496,77,695,0.08216,0.12776
1984,46-65 y.,3rd Quintile,No,0.89504,618,695,0.87224,0.91784
1984,46-65 y.,4th Quintile,Yes,0.09478,74,762,0.07397,0.11559
1984,46-65 y.,4th Quintile,No,0.90522,688,762,0.88441,0.92603
1984,46-65 y.,5th Quintile,Yes,0.11356,103,879,0.09258,0.13455
1984,46-65 y.,5th Quintile,No,0.88644,776,879,0.86545,0.90742
1984,66 and older,1st Quintile,Yes,0.16384,57,351,0.12506,0.20261
1984,66 and older,1st Quintile,No,0.83616,294,351,0.79739,0.87494
1984,66 and older,2nd Quintile,Yes,0.14497,39,276,0.10336,0.18658
1984,66 and older,2nd Quintile,No,0.85503,237,276,0.81342,0.89664
1984,66 and older,3rd Quintile,Yes,0.17243,41,236,0.12413,0.22073
1984,66 and older,3rd Quintile,No,0.82757,195,236,0.77927,0.87587
1984,66 and older,4th Quintile,No,0.86889,178,178,0.81917,0.91862
1984,66 and older,5th Quintile,No,0.87073,167,167,0.81969,0.92177
1985,17-29 y.,1st Quintile,Yes,0.10349,94,776,0.08205,0.12494
1985,17-29 y.,1st Quintile,No,0.89651,682,776,0.87506,0.91795
1985,17-29 y.,2nd Quintile,Yes,0.11829,74,583,0.09205,0.14453
1985,17-29 y.,2nd Quintile,No,0.88171,509,583,0.85547,0.90795
1985,17-29 y.,3rd Quintile,Yes,0.10598,71,647,0.08224,0.12972
1985,17-29 y.,3rd Quintile,No,0.89402,576,647,0.87028,0.91776
1985,17-29 y.,4th Quintile,Yes,0.09782,65,628,0.07457,0.12107
1985,17-29 y.,4th Quintile,No,0.90218,563,628,0.87893,0.92543
1985,17-29 y.,5th Quintile,Yes,0.08061,38,500,0.05672,0.10450
1985,17-29 y.,5th Quintile,No,0.91939,462,500,0.89550,0.94328
1985,30-45 y.,1st Quintile,Yes,0.11178,83,686,0.08818,0.13538
1985,30-45 y.,1st Quintile,No,0.88822,603,686,0.86462,0.91182
1985,30-45 y.,2nd Quintile,Yes,0.10929,89,747,0.08690,0.13168
1985,30-45 y.,2nd Quintile,No,0.89071,658,747,0.86832,0.91310
1985,30-45 y.,3rd Quintile,Yes,0.09963,71,641,0.07643,0.12284
1985,30-45 y.,3rd Quintile,No,0.90037,570,641,0.87716,0.92357
1985,30-45 y.,4th Quintile,Yes,0.09548,61,680,0.07338,0.11759
1985,30-45 y.,4th Quintile,No,0.90452,619,680,0.88241,0.92662
1985,30-45 y.,5th Quintile,Yes,0.08380,61,710,0.06340,0.10419
1985,30-45 y.,5th Quintile,No,0.91620,649,710,0.89581,0.93660
1985,46-65 y.,1st Quintile,Yes,0.14422,72,533,0.11436,0.17407
1985,46-65 y.,1st Quintile,No,0.85578,461,533,0.82593,0.88564
1985,46-65 y.,2nd Quintile,Yes,0.13529,76,562,0.10698,0.16359
1985,46-65 y.,2nd Quintile,No,0.86471,486,562,0.83641,0.89302
1985,46-65 y.,3rd Quintile,Yes,0.09444,72,699,0.07275,0.11614
1985,46-65 y.,3rd Quintile,No,0.90556,627,699,0.88386,0.92725
1985,46-65 y.,4th Quintile,Yes,0.08782,68,705,0.06692,0.10873
1985,46-65 y.,4th Quintile,No,0.91218,637,705,0.89127,0.93308
1985,46-65 y.,5th Quintile,Yes,0.10494,86,798,0.08366,0.12622
1985,46-65 y.,5th Quintile,No,0.89506,712,798,0.87378,0.91634
1985,66 and older,1st Quintile,Yes,0.16264,41,257,0.11743,0.20785
1985,66 and older,1st Quintile,No,0.83736,216,257,0.79215,0.88257
1985,66 and older,2nd Quintile,Yes,0.15727,41,259,0.11285,0.20170
1985,66 and older,2nd Quintile,No,0.84273,218,259,0.79830,0.88715
1985,66 and older,3rd Quintile,Yes,0.14780,32,218,0.10058,0.19502
1985,66 and older,3rd Quintile,No,0.85220,186,218,0.80498,0.89942
1985,66 and older,4th Quintile,Yes,0.16880,32,196,0.11623,0.22138
1985,66 and older,4th Quintile,No,0.83120,164,196,0.77862,0.88377
1985,66 and older,5th Quintile,No,0.84390,146,146,0.78482,0.90298
1986,17-29 y.,1st Quintile,Yes,0.13841,90,662,0.11208,0.16473
1986,17-29 y.,1st Quintile,No,0.86159,572,662,0.83527,0.88792
1986,17-29 y.,2nd Quintile,Yes,0.14375,92,609,0.11587,0.17164
1986,17-29 y.,2nd Quintile,No,0.85625,517,609,0.82836,0.88413
1986,17-29 y.,3rd Quintile,Yes,0.11934,77,621,0.09383,0.14486
1986,17-29 y.,3rd Quintile,No,0.88066,544,621,0.85514,0.90617
1986,17-29 y.,4th Quintile,Yes,0.09455,58,661,0.07223,0.11687
1986,17-29 y.,4th Quintile,No,0.90545,603,661,0.88313,0.92777
1986,17-29 y.,5th Quintile,Yes,0.08826,46,495,0.06325,0.11328
1986,17-29 y.,5th Quintile,No,0.91174,449,495,0.88672,0.93675
1986,30-45 y.,1st Quintile,Yes,0.11976,79,605,0.09387,0.14566
1986,30-45 y.,1st Quintile,No,0.88024,526,605,0.85434,0.90613
1986,30-45 y.,2nd Quintile,Yes,0.08886,64,688,0.06758,0.11013
1986,30-45 y.,2nd Quintile,No,0.91114,624,688,0.88987,0.93242
1986,30-45 y.,3rd Quintile,Yes,0.12450,84,649,0.09908,0.14993
1986,30-45 y.,3rd Quintile,No,0.87550,565,649,0.85007,0.90092
1986,30-45 y.,4th Quintile,Yes,0.09204,65,637,0.06957,0.11450
1986,30-45 y.,4th Quintile,No,0.90796,572,637,0.88550,0.93043
1986,30-45 y.,5th Quintile,Yes,0.07983,59,679,0.05943,0.10023
1986,30-45 y.,5th Quintile,No,0.92017,620,679,0.89977,0.94057
1986,46-65 y.,1st Quintile,Yes,0.13359,83,549,0.10511,0.16208
1986,46-65 y.,1st Quintile,No,0.86641,466,549,0.83792,0.89489
1986,46-65 y.,2nd Quintile,Yes,0.11712,64,546,0.09012,0.14412
1986,46-65 y.,2nd Quintile,No,0.88288,482,546,0.85588,0.90988
1986,46-65 y.,3rd Quintile,Yes,0.13300,83,618,0.10620,0.15979
1986,46-65 y.,3rd Quintile,No,0.86700,535,618,0.84021,0.89380
1986,46-65 y.,4th Quintile,Yes,0.10234,84,746,0.08058,0.12411
1986,46-65 y.,4th Quintile,No,0.89766,662,746,0.87589,0.91942
1986,46-65 y.,5th Quintile,Yes,0.11131,81,762,0.08897,0.13366
1986,46-65 y.,5th Quintile,No,0.88869,681,762,0.86634,0.91103
1986,66 and older,1st Quintile,Yes,0.15085,38,255,0.10684,0.19487
1986,66 and older,1st Quintile,No,0.84915,217,255,0.80513,0.89316
1986,66 and older,2nd Quintile,Yes,0.16160,40,241,0.11503,0.20816
1986,66 and older,2nd Quintile,No,0.83840,201,241,0.79184,0.88497
1986,66 and older,3rd Quintile,Yes,0.18360,34,202,0.13008,0.23713
1986,66 and older,3rd Quintile,No,0.81640,168,202,0.76287,0.86992
1986,66 and older,4th Quintile,Yes,0.20946,36,170,0.14811,0.27081
1986,66 and older,4th Quintile,No,0.79054,134,170,0.72919,0.85189
1986,66 and older,5th Quintile,Yes,0.23333,34,153,0.16609,0.30056
1986,66 and older,5th Quintile,No,0.76667,119,153,0.69944,0.83391
1987,17-29 y.,1st Quintile,Yes,0.16052,99,650,0.13228,0.18877
1987,17-29 y.,1st Quintile,No,0.83948,551,650,0.81123,0.86772
1987,17-29 y.,2nd Quintile,Yes,0.15798,96,627,0.12941,0.18656
1987,17-29 y.,2nd Quintile,No,0.84202,531,627,0.81344,0.87059
1987,17-29 y.,3rd Quintile,Yes,0.07009,49,607,0.04976,0.09041
1987,17-29 y.,3rd Quintile,No,0.92991,558,607,0.90959,0.95024
1987,17-29 y.,4th Quintile,Yes,0.09111,61,631,0.06864,0.11358
1987,17-29 y.,4th Quintile,No,0.90889,570,631,0.88642,0.93136
1987,17-29 y.,5th Quintile,Yes,0.11188,50,483,0.08373,0.14002
1987,17-29 y.,5th Quintile,No,0.88812,433,483,0.85998,0.91627
1987,30-45 y.,1st Quintile,Yes,0.10545,59,548,0.07971,0.13119
1987,30-45 y.,1st Quintile,No,0.89455,489,548,0.86881,0.92029
1987,30-45 y.,2nd Quintile,Yes,0.12035,77,666,0.09562,0.14508
1987,30-45 y.,2nd Quintile,No,0.87965,589,666,0.85492,0.90438
1987,30-45 y.,3rd Quintile,Yes,0.09268,63,648,0.07034,0.11503
1987,30-45 y.,3rd Quintile,No,0.90732,585,648,0.88497,0.92966
1987,30-45 y.,4th Quintile,Yes,0.10232,60,613,0.07831,0.12633
1987,30-45 y.,4th Quintile,No,0.89768,553,613,0.87367,0.92169
1987,30-45 y.,5th Quintile,Yes,0.09416,68,683,0.07224,0.11608
1987,30-45 y.,5th Quintile,No,0.90584,615,683,0.88392,0.92776
1987,46-65 y.,1st Quintile,Yes,0.12102,69,516,0.09285,0.14919
1987,46-65 y.,1st Quintile,No,0.87898,447,516,0.85081,0.90715
1987,46-65 y.,2nd Quintile,Yes,0.10184,59,544,0.07640,0.12728
1987,46-65 y.,2nd Quintile,No,0.89816,485,544,0.87272,0.92360
1987,46-65 y.,3rd Quintile,Yes,0.13077,72,629,0.10440,0.15714
1987,46-65 y.,3rd Quintile,No,0.86923,557,629,0.84286,0.89560
1987,46-65 y.,4th Quintile,Yes,0.08927,69,742,0.06874,0.10980
1987,46-65 y.,4th Quintile,No,0.91073,673,742,0.89020,0.93126
1987,46-65 y.,5th Quintile,Yes,0.10320,80,766,0.08164,0.12476
1987,46-65 y.,5th Quintile,No,0.89680,686,766,0.87524,0.91836
1987,66 and older,1st Quintile,Yes,0.23038,68,312,0.18358,0.27718
1987,66 and older,1st Quintile,No,0.76962,244,312,0.72282,0.81642
1987,66 and older,2nd Quintile,Yes,0.19892,42,223,0.14640,0.25143
1987,66 and older,2nd Quintile,No,0.80108,181,223,0.74857,0.85360
1987,66 and older,3rd Quintile,Yes,0.19215,39,213,0.13911,0.24519
1987,66 and older,3rd Quintile,No,0.80785,174,213,0.75481,0.86089
1987,66 and older,4th Quintile,No,0.86847,143,143,0.81289,0.92406
1987,66 and older,5th Quintile,Yes,0.19621,31,151,0.13265,0.25976
1987,66 and older,5th Quintile,No,0.80379,120,151,0.74024,0.86735
1988,17-29 y.,1st Quintile,Yes,0.10940,73,650,0.08539,0.13342
1988,17-29 y.,1st Quintile,No,0.89060,577,650,0.86658,0.91461
1988,17-29 y.,2nd Quintile,Yes,0.13581,75,562,0.10746,0.16416
1988,17-29 y.,2nd Quintile,No,0.86419,487,562,0.83584,0.89254
1988,17-29 y.,3rd Quintile,Yes,0.12196,79,602,0.09579,0.14812
1988,17-29 y.,3rd Quintile,No,0.87804,523,602,0.85188,0.90421
1988,17-29 y.,4th Quintile,Yes,0.08993,58,616,0.06732,0.11254
1988,17-29 y.,4th Quintile,No,0.91007,558,616,0.88746,0.93268
1988,17-29 y.,5th Quintile,Yes,0.10944,43,437,0.08013,0.13874
1988,17-29 y.,5th Quintile,No,0.89056,394,437,0.86126,0.91987
1988,30-45 y.,1st Quintile,Yes,0.16478,79,538,0.13340,0.19616
1988,30-45 y.,1st Quintile,No,0.83522,459,538,0.80384,0.86660
1988,30-45 y.,2nd Quintile,Yes,0.10243,69,637,0.07886,0.12599
1988,30-45 y.,2nd Quintile,No,0.89757,568,637,0.87401,0.92114
1988,30-45 y.,3rd Quintile,Yes,0.09857,56,603,0.07476,0.12238
1988,30-45 y.,3rd Quintile,No,0.90143,547,603,0.87762,0.92524
1988,30-45 y.,4th Quintile,Yes,0.10495,57,553,0.07938,0.13052
1988,30-45 y.,4th Quintile,No,0.89505,496,553,0.86948,0.92062
1988,30-45 y.,5th Quintile,Yes,0.08569,59,613,0.06352,0.10787
1988,30-45 y.,5th Quintile,No,0.91431,554,613,0.89213,0.93648
1988,46-65 y.,1st Quintile,Yes,0.14166,63,501,0.11109,0.17222
1988,46-65 y.,1st Quintile,No,0.85834,438,501,0.82778,0.88891
1988,46-65 y.,2nd Quintile,Yes,0.11727,59,514,0.08943,0.14512
1988,46-65 y.,2nd Quintile,No,0.88273,455,514,0.85488,0.91057
1988,46-65 y.,3rd Quintile,Yes,0.10245,66,615,0.07847,0.12644
1988,46-65 y.,3rd Quintile,No,0.89755,549,615,0.87356,0.92153
1988,46-65 y.,4th Quintile,Yes,0.11058,84,738,0.08794,0.13322
1988,46-65 y.,4th Quintile,No,0.88942,654,738,0.86678,0.91206
1988,46-65 y.,5th Quintile,Yes,0.12113,93,726,0.09738,0.14489
1988,46-65 y.,5th Quintile,No,0.87887,633,726,0.85511,0.90262
1988,66 and older,1st Quintile,Yes,0.16529,47,275,0.12131,0.20927
1988,66 and older,1st Quintile,No,0.83471,228,275,0.79073,0.87869
1988,66 and older,2nd Quintile,Yes,0.20451,53,265,0.15586,0.25317
1988,66 and older,2nd Quintile,No,0.79549,212,265,0.74683,0.84414
1988,66 and older,3rd Quintile,No,0.82172,148,148,0.75985,0.88360
1988,66 and older,4th Quintile,No,0.84832,131,131,0.78665,0.90998
1988,66 and older,5th Quintile,Yes,0.21405,34,159,0.15009,0.27800
1988,66 and older,5th Quintile,No,0.78595,125,159,0.72200,0.84991
1989,17-29 y.,1st Quintile,Yes,0.09038,64,642,0.06818,0.11257
1989,17-29 y.,1st Quintile,No,0.90962,578,642,0.88743,0.93182
1989,17-29 y.,2nd Quintile,Yes,0.13543,91,611,0.10828,0.16258
1989,17-29 y.,2nd Quintile,No,0.86457,520,611,0.83742,0.89172
1989,17-29 y.,3rd Quintile,Yes,0.11826,60,528,0.09069,0.14582
1989,17-29 y.,3rd Quintile,No,0.88174,468,528,0.85418,0.90931
1989,17-29 y.,4th Quintile,Yes,0.11085,70,611,0.08593,0.13576
