year,migback,sex,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No migration background,male,Yes,0.02764,249,9364,0.02432,0.03096
2017,No migration background,male,No,0.97236,9115,9364,0.96904,0.97568
2017,No migration background,female,Yes,0.03617,447,10747,0.03264,0.03970
2017,No migration background,female,No,0.96383,10300,10747,0.96030,0.96736
2017,Direct migration background,male,No,0.99378,2116,2116,0.99043,0.99713
2017,Direct migration background,female,Yes,0.01540,49,2683,0.01074,0.02006
2017,Direct migration background,female,No,0.98460,2634,2683,0.97994,0.98926
2017,Indirect migration background,male,No,0.98722,754,754,0.97920,0.99525
2017,Indirect migration background,female,No,0.97624,840,840,0.96594,0.98655
2019,No migration background,male,Yes,0.03940,343,9729,0.03553,0.04327
2019,No migration background,male,No,0.96060,9386,9729,0.95673,0.96447
2019,No migration background,female,Yes,0.04524,471,10388,0.04124,0.04924
2019,No migration background,female,No,0.95476,9917,10388,0.95076,0.95876
2019,Direct migration background,male,No,0.99516,1786,1786,0.99194,0.99838
2019,Direct migration background,female,Yes,0.01653,44,2225,0.01123,0.02182
2019,Direct migration background,female,No,0.98347,2181,2225,0.97818,0.98877
2019,Indirect migration background,male,No,0.98705,724,724,0.97881,0.99529
2019,Indirect migration background,female,No,0.97692,809,809,0.96656,0.98727
2021,No migration background,male,Yes,0.05085,273,6165,0.04536,0.05633
2021,No migration background,male,No,0.94915,5892,6165,0.94367,0.95464
2021,No migration background,female,Yes,0.05640,409,6882,0.05095,0.06185
2021,No migration background,female,No,0.94360,6473,6882,0.93815,0.94905
2021,Direct migration background,male,Yes,0.03199,34,2685,0.02534,0.03865
2021,Direct migration background,male,No,0.96801,2651,2685,0.96135,0.97466
2021,Direct migration background,female,Yes,0.04708,81,2499,0.03878,0.05539
2021,Direct migration background,female,No,0.95292,2418,2499,0.94461,0.96122
2021,Indirect migration background,male,No,0.98059,425,425,0.96746,0.99372
2021,Indirect migration background,female,No,0.97510,464,464,0.96091,0.98929
