year,pgisced97,regtyp,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No answer / don't know,Urban regions,No,0.98410,403,403,0.97186,0.99633
2017,No answer / don't know,Rural regions,No,0.97654,200,200,0.95550,0.99757
2017,Primary Level,Urban regions,No,0.98692,313,313,0.97431,0.99953
2017,Primary Level,Rural regions,No,0.96886,132,132,0.93912,0.99861
2017,Lower Secondary Level,Urban regions,No,0.98290,1714,1714,0.97676,0.98904
2017,Lower Secondary Level,Rural regions,No,0.98825,988,988,0.98153,0.99497
2017,Upper Secondary Level,Urban regions,Yes,0.02852,221,7236,0.02468,0.03236
2017,Upper Secondary Level,Urban regions,No,0.97148,7015,7236,0.96764,0.97532
2017,Upper Secondary Level,Rural regions,Yes,0.02946,145,4837,0.02469,0.03423
2017,Upper Secondary Level,Rural regions,No,0.97054,4692,4837,0.96577,0.97531
2017,Post-secondary Non-tertiary Level,Urban regions,Yes,0.03168,63,1588,0.02307,0.04030
2017,Post-secondary Non-tertiary Level,Urban regions,No,0.96832,1525,1588,0.95970,0.97693
2017,Post-secondary Non-tertiary Level,Rural regions,No,0.96472,607,607,0.95003,0.97941
2017,First Stage of Tertiary Education,Urban regions,Yes,0.03821,45,894,0.02564,0.05078
2017,First Stage of Tertiary Education,Urban regions,No,0.96179,849,894,0.94922,0.97436
2017,First Stage of Tertiary Education,Rural regions,No,0.95834,610,610,0.94247,0.97421
2017,Second Stage of Tertiary Education,Urban regions,Yes,0.03105,155,4698,0.02609,0.03601
2017,Second Stage of Tertiary Education,Urban regions,No,0.96895,4543,4698,0.96399,0.97391
2017,Second Stage of Tertiary Education,Rural regions,Yes,0.03180,60,1817,0.02373,0.03987
2017,Second Stage of Tertiary Education,Rural regions,No,0.96820,1757,1817,0.96013,0.97627
2019,No answer / don't know,Urban regions,No,0.98021,381,381,0.96621,0.99422
2019,No answer / don't know,Rural regions,No,0.99517,187,187,0.98521,1.00513
2019,Primary Level,Urban regions,No,0.98609,270,270,0.97209,1.00008
2019,Primary Level,Rural regions,No,0.93725,107,107,0.89108,0.98342
2019,Lower Secondary Level,No answer / don't know,No,0.92805,34,34,0.83988,1.01621
2019,Lower Secondary Level,Urban regions,No,0.98368,1449,1449,0.97715,0.99020
2019,Lower Secondary Level,Rural regions,No,0.98631,893,893,0.97868,0.99393
2019,Upper Secondary Level,No answer / don't know,No,0.92217,214,214,0.88620,0.95815
2019,Upper Secondary Level,Urban regions,Yes,0.03637,234,6594,0.03185,0.04089
2019,Upper Secondary Level,Urban regions,No,0.96363,6360,6594,0.95911,0.96815
2019,Upper Secondary Level,Rural regions,Yes,0.03683,137,4317,0.03121,0.04245
2019,Upper Secondary Level,Rural regions,No,0.96317,4180,4317,0.95755,0.96879
2019,Post-secondary Non-tertiary Level,No answer / don't know,No,0.89178,55,55,0.80891,0.97464
2019,Post-secondary Non-tertiary Level,Urban regions,Yes,0.03873,77,1518,0.02902,0.04844
2019,Post-secondary Non-tertiary Level,Urban regions,No,0.96127,1441,1518,0.95156,0.97098
2019,Post-secondary Non-tertiary Level,Rural regions,No,0.95478,576,576,0.93779,0.97176
2019,First Stage of Tertiary Education,Urban regions,Yes,0.04702,41,948,0.03354,0.06050
2019,First Stage of Tertiary Education,Urban regions,No,0.95298,907,948,0.93950,0.96646
2019,First Stage of Tertiary Education,Rural regions,No,0.94675,661,661,0.92962,0.96388
2019,Second Stage of Tertiary Education,No answer / don't know,No,0.91717,167,167,0.87525,0.95910
2019,Second Stage of Tertiary Education,Urban regions,Yes,0.03928,204,4947,0.03387,0.04470
2019,Second Stage of Tertiary Education,Urban regions,No,0.96072,4743,4947,0.95530,0.96613
2019,Second Stage of Tertiary Education,Rural regions,Yes,0.04322,66,1891,0.03405,0.05239
2019,Second Stage of Tertiary Education,Rural regions,No,0.95678,1825,1891,0.94761,0.96595
2021,No answer / don't know,Urban regions,No,0.93840,596,596,0.91908,0.95772
2021,No answer / don't know,Rural regions,No,0.92056,168,168,0.87955,0.96158
2021,Pre-primary Level,Urban regions,No,0.96648,136,136,0.93611,0.99684
2021,Primary Level,Urban regions,No,0.98683,712,712,0.97846,0.99521
2021,Primary Level,Rural regions,No,0.93391,200,200,0.89939,0.96843
2021,Lower Secondary Level,Urban regions,Yes,0.03261,34,1127,0.02224,0.04299
2021,Lower Secondary Level,Urban regions,No,0.96739,1093,1127,0.95701,0.97776
2021,Lower Secondary Level,Rural regions,No,0.96371,601,601,0.94874,0.97867
2021,Upper Secondary Level,Urban regions,Yes,0.04935,223,4513,0.04303,0.05567
2021,Upper Secondary Level,Urban regions,No,0.95065,4290,4513,0.94433,0.95697
2021,Upper Secondary Level,Rural regions,Yes,0.04916,128,2785,0.04113,0.05720
2021,Upper Secondary Level,Rural regions,No,0.95084,2657,2785,0.94280,0.95887
2021,Post-secondary Non-tertiary Level,Urban regions,Yes,0.05821,61,1164,0.04475,0.07167
2021,Post-secondary Non-tertiary Level,Urban regions,No,0.94179,1103,1164,0.92833,0.95525
2021,Post-secondary Non-tertiary Level,Rural regions,No,0.90553,402,402,0.87690,0.93416
2021,First Stage of Tertiary Education,Urban regions,Yes,0.05844,44,583,0.03938,0.07750
2021,First Stage of Tertiary Education,Urban regions,No,0.94156,539,583,0.92250,0.96062
2021,First Stage of Tertiary Education,Rural regions,No,0.95609,388,388,0.93567,0.97650
2021,Second Stage of Tertiary Education,Urban regions,Yes,0.04896,181,4158,0.04240,0.05552
2021,Second Stage of Tertiary Education,Urban regions,No,0.95104,3977,4158,0.94448,0.95760
2021,Second Stage of Tertiary Education,Rural regions,Yes,0.05012,64,1477,0.03899,0.06125
2021,Second Stage of Tertiary Education,Rural regions,No,0.94988,1413,1477,0.93875,0.96101
