year,bula_h,sex,ple0187,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2017,Schleswig-Holstein,male,No,0.9819004524886877,45410,0.9806742903290717,0.9831266146483038
2017,Schleswig-Holstein,male,Yes,0.01809954751131222,45410,0.0168733853516962,0.019325709670928237
2017,Schleswig-Holstein,female,No,0.9607072691552063,45410,0.9589202386527053,0.9624942996577074
2017,Schleswig-Holstein,female,Yes,0.03929273084479371,45410,0.03750570034229261,0.04107976134729482
2017,Hamburg,male,No,0.9712918660287081,45410,0.9697559846376992,0.972827747419717
2017,Hamburg,male,Yes,0.028708133971291867,45410,0.027172252580282948,0.030244015362300786
2017,Hamburg,female,No,0.980544747081712,45410,0.9792743705283216,0.9818151236351025
2017,Hamburg,female,Yes,0.019455252918287938,45410,0.018184876364897448,0.020725629471678428
2017,Lower Saxony,male,No,0.976984126984127,45410,0.9756048934727579,0.978363360495496
2017,Lower Saxony,male,Yes,0.023015873015873017,45410,0.021636639504503938,0.024395106527242097
2017,Lower Saxony,female,No,0.9568545581071677,45410,0.9549857240236439,0.9587233921906915
2017,Lower Saxony,female,Yes,0.04314544189283229,45410,0.04127660780930849,0.045014275976356086
2017,Bremen,male,No,0.9595959595959596,45410,0.9577848825589033,0.9614070366330159
2017,Bremen,male,Yes,0.04040404040404041,45410,0.03859296336698416,0.042215117441096656
2017,Bremen,female,No,0.9752066115702479,45410,0.9737764122045178,0.976636810935978
2017,Bremen,female,Yes,0.024793388429752067,45410,0.023363189064021954,0.02622358779548218
2017,North Rhine-Westphalia,male,No,0.974773354355538,45410,0.9733310334500954,0.9762156752609806
2017,North Rhine-Westphalia,male,Yes,0.025226645644461962,45410,0.02378432473901931,0.026668966549904614
2017,North Rhine-Westphalia,female,No,0.9671911617007031,45410,0.9655527165528749,0.9688296068485313
2017,North Rhine-Westphalia,female,Yes,0.032808838299296955,45410,0.031170393151468783,0.034447283447125124
2017,Hesse,male,No,0.980884109916368,45410,0.9796246439617992,0.9821435758709368
2017,Hesse,male,Yes,0.019115890083632018,45410,0.017856424129063152,0.020375356038200884
2017,Hesse,female,No,0.9632352941176471,45410,0.9615044336374338,0.9649661545978604
2017,Hesse,female,Yes,0.03676470588235294,45410,0.035033845402139586,0.0384955663625663
2017,"Rhineland-Palatinate, Saarland",male,No,0.983026874115983,45410,0.9818387989119934,0.9842149493199726
2017,"Rhineland-Palatinate, Saarland",male,Yes,0.016973125884016973,45410,0.015785050680027446,0.0181612010880065
2017,"Rhineland-Palatinate, Saarland",female,No,0.9657282741738066,45410,0.9640549665831807,0.9674015817644325
2017,"Rhineland-Palatinate, Saarland",female,Yes,0.03427172582619339,45410,0.03259841823556746,0.035945033416819316
2017,Baden-Wuerttemberg,male,No,0.9761560693641619,45410,0.9747528393198149,0.9775592994085088
2017,Baden-Wuerttemberg,male,Yes,0.02384393063583815,45410,0.02244070059149115,0.02524716068018515
2017,Baden-Wuerttemberg,female,No,0.9614443084455324,45410,0.9596734386300008,0.9632151782610641
2017,Baden-Wuerttemberg,female,Yes,0.038555691554467565,45410,0.036784821738935936,0.040326561369999195
2017,Bavaria,male,No,0.9726381001548787,45410,0.9711376240498246,0.9741385762599328
2017,Bavaria,male,Yes,0.027361899845121322,45410,0.025861423740067203,0.02886237595017544
2017,Bavaria,female,No,0.9621811785400176,45410,0.9604266406779822,0.963935716402053
2017,Bavaria,female,Yes,0.03781882145998241,45410,0.036064283597947,0.03957335932201782
2017,Berlin,male,No,0.9725158562367865,45410,0.9710121265570452,0.9740195859165278
