year,migback,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No migration background,Yes,0.03198,696,20111,0.02955,0.03441
2017,No migration background,No,0.96802,19415,20111,0.96559,0.97045
2017,Direct migration background,Yes,0.01110,66,4816,0.00814,0.01406
2017,Direct migration background,No,0.98890,4750,4816,0.98594,0.99186
2017,Indirect migration background,No,0.98205,1594,1594,0.97553,0.98857
2019,No migration background,Yes,0.04238,815,20123,0.03960,0.04516
2019,No migration background,No,0.95762,19308,20123,0.95484,0.96040
2019,Direct migration background,Yes,0.01098,63,4030,0.00776,0.01419
2019,Direct migration background,No,0.98902,3967,4030,0.98581,0.99224
2019,Indirect migration background,Yes,0.01789,40,1573,0.01133,0.02444
2019,Indirect migration background,No,0.98211,1533,1573,0.97556,0.98867
2021,No migration background,Yes,0.05369,684,13054,0.04982,0.05756
2021,No migration background,No,0.94631,12370,13054,0.94244,0.95018
2021,Direct migration background,Yes,0.03969,115,5184,0.03438,0.04501
2021,Direct migration background,No,0.96031,5069,5184,0.95499,0.96562
2021,Indirect migration background,Yes,0.02211,37,926,0.01263,0.03158
2021,Indirect migration background,No,0.97789,889,926,0.96842,0.98737
