year,regtyp,sampreg,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Urban regions,West,Yes,0.02788,462,15231,0.02526,0.03049
2017,Urban regions,West,No,0.97212,14769,15231,0.96951,0.97474
2017,Urban regions,East,Yes,0.02707,63,1949,0.01986,0.03428
2017,Urban regions,East,No,0.97293,1886,1949,0.96572,0.98014
2017,Rural regions,West,Yes,0.03413,189,5728,0.02943,0.03883
2017,Rural regions,West,No,0.96587,5539,5728,0.96117,0.97057
2017,Rural regions,East,Yes,0.01859,76,3641,0.01420,0.02297
2017,Rural regions,East,No,0.98141,3565,3641,0.97703,0.98580
2019,No answer / don't know,Does not apply,No,0.84620,63,63,0.75640,0.93600
2019,No answer / don't know,West,Yes,0.08086,38,404,0.05424,0.10748
2019,No answer / don't know,West,No,0.91914,366,404,0.89252,0.94576
2019,No answer / don't know,East,No,0.95353,69,69,0.90350,1.00356
2019,Urban regions,West,Yes,0.03358,519,14493,0.03065,0.03651
2019,Urban regions,West,No,0.96642,13974,14493,0.96349,0.96935
2019,Urban regions,East,Yes,0.04619,76,1898,0.03675,0.05564
2019,Urban regions,East,No,0.95381,1822,1898,0.94436,0.96325
2019,Rural regions,West,Yes,0.03786,152,5207,0.03267,0.04304
2019,Rural regions,West,No,0.96214,5055,5207,0.95696,0.96733
2019,Rural regions,East,Yes,0.03488,115,3574,0.02887,0.04090
2019,Rural regions,East,No,0.96512,3459,3574,0.95910,0.97113
2021,Urban regions,West,Yes,0.05019,507,11514,0.04620,0.05418
2021,Urban regions,West,No,0.94981,11007,11514,0.94582,0.95380
2021,Urban regions,East,Yes,0.03487,59,1498,0.02558,0.04416
2021,Urban regions,East,No,0.96513,1439,1498,0.95584,0.97442
2021,Rural regions,West,Yes,0.05788,186,3802,0.05045,0.06530
2021,Rural regions,West,No,0.94212,3616,3802,0.93470,0.94955
2021,Rural regions,East,Yes,0.03850,83,2349,0.03072,0.04628
2021,Rural regions,East,No,0.96150,2266,2349,0.95372,0.96928
