year,quintil_oecd,sampreg,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,1st Quintile,West,Yes,0.03105,102,3502,0.02530,0.03680
2017,1st Quintile,West,No,0.96895,3400,3502,0.96320,0.97470
2017,1st Quintile,East,Yes,0.02271,31,1215,0.01433,0.03109
2017,1st Quintile,East,No,0.97729,1184,1215,0.96891,0.98567
2017,2nd Quintile,West,Yes,0.02548,97,3523,0.02027,0.03068
2017,2nd Quintile,West,No,0.97452,3426,3523,0.96932,0.97973
2017,2nd Quintile,East,Yes,0.02145,31,1270,0.01348,0.02942
2017,2nd Quintile,East,No,0.97855,1239,1270,0.97058,0.98652
2017,3rd Quintile,West,Yes,0.02217,95,3415,0.01723,0.02711
2017,3rd Quintile,West,No,0.97783,3320,3415,0.97289,0.98277
2017,3rd Quintile,East,No,0.98496,976,976,0.97731,0.99260
2017,4th Quintile,West,Yes,0.03240,121,3650,0.02666,0.03815
2017,4th Quintile,West,No,0.96760,3529,3650,0.96185,0.97334
2017,4th Quintile,East,No,0.97966,688,688,0.96911,0.99022
2017,5th Quintile,West,Yes,0.02772,128,3985,0.02262,0.03282
2017,5th Quintile,West,No,0.97228,3857,3985,0.96718,0.97738
2017,5th Quintile,East,No,0.95790,551,551,0.94112,0.97468
2019,1st Quintile,West,Yes,0.02697,88,3242,0.02139,0.03255
2019,1st Quintile,West,No,0.97303,3154,3242,0.96745,0.97861
2019,1st Quintile,East,Yes,0.02803,34,1203,0.01870,0.03737
2019,1st Quintile,East,No,0.97197,1169,1203,0.96263,0.98130
2019,2nd Quintile,West,Yes,0.03315,119,3488,0.02721,0.03909
2019,2nd Quintile,West,No,0.96685,3369,3488,0.96091,0.97279
2019,2nd Quintile,East,Yes,0.02418,32,1281,0.01577,0.03260
2019,2nd Quintile,East,No,0.97582,1249,1281,0.96740,0.98423
2019,3rd Quintile,West,Yes,0.03815,119,3354,0.03167,0.04464
2019,3rd Quintile,West,No,0.96185,3235,3354,0.95536,0.96833
2019,3rd Quintile,East,Yes,0.03903,38,1068,0.02741,0.05065
2019,3rd Quintile,East,No,0.96097,1030,1068,0.94935,0.97259
2019,4th Quintile,West,Yes,0.03782,120,3523,0.03152,0.04412
2019,4th Quintile,West,No,0.96218,3403,3523,0.95588,0.96848
2019,4th Quintile,East,Yes,0.06825,38,750,0.05019,0.08631
2019,4th Quintile,East,No,0.93175,712,750,0.91369,0.94981
2019,5th Quintile,West,Yes,0.03544,160,4204,0.02985,0.04103
2019,5th Quintile,West,No,0.96456,4044,4204,0.95897,0.97015
2019,5th Quintile,East,No,0.95490,585,585,0.93807,0.97173
2021,1st Quintile,West,Yes,0.04509,117,3774,0.03847,0.05171
2021,1st Quintile,West,No,0.95491,3657,3774,0.94829,0.96153
2021,1st Quintile,East,Yes,0.03896,37,998,0.02695,0.05098
2021,1st Quintile,East,No,0.96104,961,998,0.94902,0.97305
2021,2nd Quintile,West,Yes,0.04069,121,2636,0.03314,0.04823
2021,2nd Quintile,West,No,0.95931,2515,2636,0.95177,0.96686
2021,2nd Quintile,East,No,0.95474,864,864,0.94087,0.96861
2021,3rd Quintile,West,Yes,0.04417,125,2438,0.03602,0.05233
2021,3rd Quintile,West,No,0.95583,2313,2438,0.94767,0.96398
2021,3rd Quintile,East,No,0.97707,665,665,0.96568,0.98845
2021,4th Quintile,West,Yes,0.07099,132,2596,0.06111,0.08087
2021,4th Quintile,West,No,0.92901,2464,2596,0.91913,0.93889
2021,4th Quintile,East,No,0.94907,560,560,0.93084,0.96730
2021,5th Quintile,West,Yes,0.05720,195,3605,0.04962,0.06478
2021,5th Quintile,West,No,0.94280,3410,3605,0.93522,0.95038
2021,5th Quintile,East,No,0.97417,620,620,0.96168,0.98667
