year,regtyp,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Urban regions,Yes,0.02781,525,17180,0.02535,0.03026
2017,Urban regions,No,0.97219,16655,17180,0.96974,0.97465
2017,Rural regions,Yes,0.02870,265,9369,0.02532,0.03208
2017,Rural regions,No,0.97130,9104,9369,0.96792,0.97468
2019,No answer / don't know,Yes,0.08235,56,554,0.05944,0.10526
2019,No answer / don't know,No,0.91765,498,554,0.89474,0.94056
2019,Urban regions,Yes,0.03471,595,16391,0.03191,0.03752
2019,Urban regions,No,0.96529,15796,16391,0.96248,0.96809
2019,Rural regions,Yes,0.03681,267,8781,0.03287,0.04074
2019,Rural regions,No,0.96319,8514,8781,0.95926,0.96713
2021,Urban regions,Yes,0.04885,566,13012,0.04514,0.05255
2021,Urban regions,No,0.95115,12446,13012,0.94745,0.95486
2021,Rural regions,Yes,0.05116,269,6151,0.04565,0.05666
2021,Rural regions,No,0.94884,5882,6151,0.94334,0.95435
