year,pgisced97,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No answer / don't know,No,0.98206,603,603,0.97146,0.99266
2017,Primary Level,No,0.98265,445,445,0.97050,0.99479
2017,Lower Secondary Level,Yes,0.01532,43,2745,0.01073,0.01992
2017,Lower Secondary Level,No,0.98468,2702,2745,0.98008,0.98927
2017,Upper Secondary Level,Yes,0.02886,366,12073,0.02587,0.03184
2017,Upper Secondary Level,No,0.97114,11707,12073,0.96816,0.97413
2017,Post-secondary Non-tertiary Level,Yes,0.03251,79,2211,0.02512,0.03991
2017,Post-secondary Non-tertiary Level,No,0.96749,2132,2211,0.96009,0.97488
2017,First Stage of Tertiary Education,Yes,0.03949,68,1527,0.02971,0.04926
2017,First Stage of Tertiary Education,No,0.96051,1459,1527,0.95074,0.97029
2017,Second Stage of Tertiary Education,Yes,0.03123,215,6515,0.02700,0.03545
2017,Second Stage of Tertiary Education,No,0.96877,6300,6515,0.96455,0.97300
2019,No answer / don't know,No,0.98411,571,571,0.97385,0.99438
2019,Pre-primary Level,No,0.99658,330,330,0.99028,1.00289
2019,Primary Level,No,0.97525,381,381,0.95963,0.99087
2019,Lower Secondary Level,Yes,0.01617,48,2424,0.01115,0.02119
2019,Lower Secondary Level,No,0.98383,2376,2424,0.97881,0.98885
2019,Upper Secondary Level,Yes,0.03719,396,11150,0.03368,0.04070
2019,Upper Secondary Level,No,0.96281,10754,11150,0.95930,0.96632
2019,Post-secondary Non-tertiary Level,Yes,0.04175,102,2174,0.03334,0.05016
2019,Post-secondary Non-tertiary Level,No,0.95825,2072,2174,0.94984,0.96666
2019,First Stage of Tertiary Education,Yes,0.04964,68,1657,0.03918,0.06010
2019,First Stage of Tertiary Education,No,0.95036,1589,1657,0.93990,0.96082
2019,Second Stage of Tertiary Education,Yes,0.04109,288,7023,0.03645,0.04574
2019,Second Stage of Tertiary Education,No,0.95891,6735,7023,0.95426,0.96355
2021,No answer / don't know,No,0.93337,764,764,0.91567,0.95106
2021,Pre-primary Level,No,0.97648,189,189,0.95482,0.99815
2021,Primary Level,No,0.97606,912,912,0.96613,0.98599
2021,Lower Secondary Level,Yes,0.03396,50,1744,0.02546,0.04247
2021,Lower Secondary Level,No,0.96604,1694,1744,0.95753,0.97454
2021,Upper Secondary Level,Yes,0.04928,351,7298,0.04431,0.05425
2021,Upper Secondary Level,No,0.95072,6947,7298,0.94575,0.95569
2021,Post-secondary Non-tertiary Level,Yes,0.06936,84,1589,0.05686,0.08185
2021,Post-secondary Non-tertiary Level,No,0.93064,1505,1589,0.91815,0.94314
2021,First Stage of Tertiary Education,Yes,0.05281,65,992,0.03889,0.06674
2021,First Stage of Tertiary Education,No,0.94719,927,992,0.93326,0.96111
2021,Second Stage of Tertiary Education,Yes,0.04925,245,5635,0.04360,0.05490
2021,Second Stage of Tertiary Education,No,0.95075,5390,5635,0.94510,0.95640
