year,sex,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,male,Yes,0.02370,276,12261,0.02101,0.02639
2017,male,No,0.97630,11985,12261,0.97361,0.97899
2017,female,Yes,0.03230,514,14288,0.02940,0.03520
2017,female,No,0.96770,13774,14288,0.96480,0.97060
2019,male,Yes,0.03264,383,12279,0.02949,0.03578
2019,male,No,0.96736,11896,12279,0.96422,0.97051
2019,female,Yes,0.03948,534,13441,0.03619,0.04278
2019,female,No,0.96052,12907,13441,0.95722,0.96381
2021,male,Yes,0.04620,322,9290,0.04193,0.05047
2021,male,No,0.95380,8968,9290,0.94953,0.95807
2021,female,Yes,0.05331,512,9867,0.04888,0.05774
2021,female,No,0.94669,9355,9867,0.94226,0.95112
