year,pgisced97,sex,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No answer / don't know,male,No,0.98377,323,323,0.96997,0.99757
2017,No answer / don't know,female,No,0.97987,280,280,0.96339,0.99635
2017,Primary Level,male,No,0.97915,184,184,0.95845,0.99985
2017,Primary Level,female,No,0.98540,261,261,0.97082,0.99998
2017,Lower Secondary Level,male,No,0.98566,1049,1049,0.97846,0.99286
2017,Lower Secondary Level,female,Yes,0.01594,33,1686,0.00996,0.02192
2017,Lower Secondary Level,female,No,0.98406,1653,1686,0.97808,0.99004
2017,Upper Secondary Level,male,Yes,0.02426,129,5482,0.02019,0.02834
2017,Upper Secondary Level,male,No,0.97574,5353,5482,0.97166,0.97981
2017,Upper Secondary Level,female,Yes,0.03314,237,6591,0.02882,0.03746
2017,Upper Secondary Level,female,No,0.96686,6354,6591,0.96254,0.97118
2017,Post-secondary Non-tertiary Level,male,No,0.97552,800,800,0.96480,0.98624
2017,Post-secondary Non-tertiary Level,female,Yes,0.03878,61,1393,0.02863,0.04892
2017,Post-secondary Non-tertiary Level,female,No,0.96122,1332,1393,0.95108,0.97137
2017,First Stage of Tertiary Education,male,Yes,0.03708,35,940,0.02500,0.04917
2017,First Stage of Tertiary Education,male,No,0.96292,905,940,0.95083,0.97500
2017,First Stage of Tertiary Education,female,Yes,0.04390,33,587,0.02731,0.06049
2017,First Stage of Tertiary Education,female,No,0.95610,554,587,0.93951,0.97269
2017,Second Stage of Tertiary Education,male,Yes,0.02316,76,3254,0.01799,0.02833
2017,Second Stage of Tertiary Education,male,No,0.97684,3178,3254,0.97167,0.98201
2017,Second Stage of Tertiary Education,female,Yes,0.04027,139,3261,0.03352,0.04701
2017,Second Stage of Tertiary Education,female,No,0.95973,3122,3261,0.95299,0.96648
2019,No answer / don't know,male,No,0.97972,293,293,0.96355,0.99589
2019,No answer / don't know,female,No,0.98896,277,277,0.97663,1.00129
2019,Pre-primary Level,male,No,0.99308,167,167,0.98046,1.00569
2019,Primary Level,male,No,0.99299,169,169,0.98038,1.00561
2019,Primary Level,female,No,0.96293,212,212,0.93744,0.98843
2019,Lower Secondary Level,male,No,0.98661,979,979,0.97941,0.99382
2019,Lower Secondary Level,female,Yes,0.01799,31,1428,0.01109,0.02488
2019,Lower Secondary Level,female,No,0.98201,1397,1428,0.97512,0.98891
2019,Upper Secondary Level,male,Yes,0.03469,165,5072,0.02966,0.03973
2019,Upper Secondary Level,male,No,0.96531,4907,5072,0.96027,0.97034
2019,Upper Secondary Level,female,Yes,0.03945,231,6075,0.03456,0.04435
2019,Upper Secondary Level,female,No,0.96055,5844,6075,0.95565,0.96544
2019,Post-secondary Non-tertiary Level,male,Yes,0.03492,34,831,0.02243,0.04741
2019,Post-secondary Non-tertiary Level,male,No,0.96508,797,831,0.95259,0.97757
2019,Post-secondary Non-tertiary Level,female,Yes,0.04668,68,1343,0.03539,0.05796
2019,Post-secondary Non-tertiary Level,female,No,0.95332,1275,1343,0.94204,0.96461
2019,First Stage of Tertiary Education,male,Yes,0.04423,39,1077,0.03195,0.05652
2019,First Stage of Tertiary Education,male,No,0.95577,1038,1077,0.94348,0.96805
2019,First Stage of Tertiary Education,female,No,0.94042,551,551,0.92064,0.96021
2019,Second Stage of Tertiary Education,male,Yes,0.03467,124,3670,0.02875,0.04059
2019,Second Stage of Tertiary Education,male,No,0.96533,3546,3670,0.95941,0.97125
2019,Second Stage of Tertiary Education,female,Yes,0.04848,164,3352,0.04121,0.05575
2019,Second Stage of Tertiary Education,female,No,0.95152,3188,3352,0.94425,0.95879
2021,No answer / don't know,male,No,0.92037,410,410,0.89414,0.94661
2021,No answer / don't know,female,No,0.95270,353,353,0.93052,0.97487
2021,Pre-primary Level,male,No,0.95750,97,97,0.91714,0.99785
2021,Pre-primary Level,female,No,0.99965,92,92,0.99582,1.00348
2021,Primary Level,male,No,0.96187,496,496,0.94500,0.97874
2021,Primary Level,female,No,0.99347,416,416,0.98573,1.00122
2021,Lower Secondary Level,male,No,0.97168,770,770,0.95995,0.98340
2021,Lower Secondary Level,female,Yes,0.03772,32,956,0.02564,0.04981
2021,Lower Secondary Level,female,No,0.96228,924,956,0.95019,0.97436
2021,Upper Secondary Level,male,Yes,0.04433,127,3337,0.03735,0.05132
2021,Upper Secondary Level,male,No,0.95567,3210,3337,0.94868,0.96265
2021,Upper Secondary Level,female,Yes,0.05369,224,3959,0.04667,0.06071
2021,Upper Secondary Level,female,No,0.94631,3735,3959,0.93929,0.95333
2021,Post-secondary Non-tertiary Level,male,No,0.93119,589,589,0.91073,0.95165
2021,Post-secondary Non-tertiary Level,female,Yes,0.06942,58,974,0.05345,0.08539
2021,Post-secondary Non-tertiary Level,female,No,0.93058,916,974,0.91461,0.94655
2021,First Stage of Tertiary Education,male,Yes,0.04543,37,603,0.02879,0.06207
2021,First Stage of Tertiary Education,male,No,0.95457,566,603,0.93793,0.97121
2021,First Stage of Tertiary Education,female,No,0.93360,361,361,0.90788,0.95932
2021,Second Stage of Tertiary Education,male,Yes,0.04428,98,2928,0.03682,0.05173
2021,Second Stage of Tertiary Education,male,No,0.95572,2830,2928,0.94827,0.96318
2021,Second Stage of Tertiary Education,female,Yes,0.05489,147,2705,0.04631,0.06348
2021,Second Stage of Tertiary Education,female,No,0.94511,2558,2705,0.93652,0.95369
