year,migback,quintil_oecd,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No migration background,1st Quintile,Yes,0.03705,107,2640,0.02984,0.04426
2017,No migration background,1st Quintile,No,0.96295,2533,2640,0.95574,0.97016
2017,No migration background,2nd Quintile,Yes,0.02967,112,3313,0.02389,0.03545
2017,No migration background,2nd Quintile,No,0.97033,3201,3313,0.96455,0.97611
2017,No migration background,3rd Quintile,Yes,0.02332,104,3444,0.01828,0.02836
2017,No migration background,3rd Quintile,No,0.97668,3340,3444,0.97164,0.98172
2017,No migration background,4th Quintile,Yes,0.03258,128,3635,0.02680,0.03835
2017,No migration background,4th Quintile,No,0.96742,3507,3635,0.96165,0.97320
2017,No migration background,5th Quintile,Yes,0.03113,131,3921,0.02570,0.03657
2017,No migration background,5th Quintile,No,0.96887,3790,3921,0.96343,0.97430
2017,Direct migration background,1st Quintile,No,0.99068,1611,1611,0.98599,0.99537
2017,Direct migration background,2nd Quintile,No,0.98926,1173,1173,0.98336,0.99516
2017,Direct migration background,3rd Quintile,No,0.99089,711,711,0.98390,0.99788
2017,Direct migration background,4th Quintile,No,0.98463,498,498,0.97382,0.99545
2017,Direct migration background,5th Quintile,No,0.99309,430,430,0.98525,1.00093
2017,Indirect migration background,1st Quintile,No,0.97072,440,440,0.95494,0.98649
2017,Indirect migration background,2nd Quintile,No,0.99564,291,291,0.98806,1.00322
2017,Indirect migration background,3rd Quintile,No,0.99261,245,245,0.98187,1.00336
2017,Indirect migration background,4th Quintile,No,0.96563,212,212,0.94105,0.99021
2017,Indirect migration background,5th Quintile,No,0.97080,188,188,0.94667,0.99493
2019,No migration background,1st Quintile,Yes,0.03665,103,2720,0.02959,0.04372
2019,No migration background,1st Quintile,No,0.96335,2617,2720,0.95628,0.97041
2019,No migration background,2nd Quintile,Yes,0.03931,132,3479,0.03285,0.04577
2019,No migration background,2nd Quintile,No,0.96069,3347,3479,0.95423,0.96715
2019,No migration background,3rd Quintile,Yes,0.04368,137,3489,0.03690,0.05046
2019,No migration background,3rd Quintile,No,0.95632,3352,3489,0.94954,0.96310
2019,No migration background,4th Quintile,Yes,0.04780,148,3647,0.04088,0.05473
2019,No migration background,4th Quintile,No,0.95220,3499,3647,0.94527,0.95912
2019,No migration background,5th Quintile,Yes,0.03910,174,4156,0.03320,0.04499
2019,No migration background,5th Quintile,No,0.96090,3982,4156,0.95501,0.96680
2019,Direct migration background,1st Quintile,No,0.99301,1297,1297,0.98848,0.99755
2019,Direct migration background,2nd Quintile,No,0.99338,963,963,0.98826,0.99851
2019,Direct migration background,3rd Quintile,No,0.98897,639,639,0.98087,0.99708
2019,Direct migration background,4th Quintile,No,0.98579,430,430,0.97458,0.99699
2019,Direct migration background,5th Quintile,No,0.97895,441,441,0.96554,0.99237
2019,Indirect migration background,1st Quintile,No,0.98552,409,409,0.97392,0.99711
2019,Indirect migration background,2nd Quintile,No,0.99225,308,308,0.98245,1.00206
2019,Indirect migration background,3rd Quintile,No,0.96485,274,274,0.94301,0.98670
2019,Indirect migration background,4th Quintile,No,0.99804,186,186,0.99167,1.00441
2019,Indirect migration background,5th Quintile,No,0.98091,206,206,0.96218,0.99964
2021,No migration background,1st Quintile,Yes,0.05620,117,1948,0.04597,0.06643
2021,No migration background,1st Quintile,No,0.94380,1831,1948,0.93357,0.95403
2021,No migration background,2nd Quintile,Yes,0.04694,118,2387,0.03845,0.05542
2021,No migration background,2nd Quintile,No,0.95306,2269,2387,0.94458,0.96155
2021,No migration background,3rd Quintile,Yes,0.03896,114,2447,0.03129,0.04663
2021,No migration background,3rd Quintile,No,0.96104,2333,2447,0.95337,0.96871
2021,No migration background,4th Quintile,Yes,0.06710,135,2629,0.05753,0.07666
2021,No migration background,4th Quintile,No,0.93290,2494,2629,0.92334,0.94247
2021,No migration background,5th Quintile,Yes,0.05717,199,3628,0.04961,0.06473
2021,No migration background,5th Quintile,No,0.94283,3429,3628,0.93527,0.95039
2021,Direct migration background,1st Quintile,Yes,0.02196,32,2588,0.01631,0.02761
2021,Direct migration background,1st Quintile,No,0.97804,2556,2588,0.97239,0.98369
2021,Direct migration background,2nd Quintile,No,0.97346,917,917,0.96305,0.98387
2021,Direct migration background,3rd Quintile,No,0.94395,506,506,0.92389,0.96401
2021,Direct migration background,4th Quintile,No,0.90576,383,383,0.87646,0.93506
2021,Direct migration background,5th Quintile,No,0.97429,423,423,0.95919,0.98939
2021,Indirect migration background,1st Quintile,No,0.99287,231,231,0.98199,1.00374
2021,Indirect migration background,2nd Quintile,No,0.98054,193,193,0.96100,1.00008
2021,Indirect migration background,3rd Quintile,No,0.97941,139,139,0.95572,1.00310
2021,Indirect migration background,4th Quintile,No,0.98031,147,147,0.95777,1.00285
2021,Indirect migration background,5th Quintile,No,0.94984,178,178,0.91769,0.98200
