year,migback,pgisced97,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No migration background,No answer / don't know,No,0.97981,364,364,0.96534,0.99428
2017,No migration background,Primary Level,No,0.96140,160,160,0.93145,0.99134
2017,No migration background,Lower Secondary Level,Yes,0.01946,36,1686,0.01286,0.02605
2017,No migration background,Lower Secondary Level,No,0.98054,1650,1686,0.97395,0.98714
2017,No migration background,Upper Secondary Level,Yes,0.03090,327,9760,0.02746,0.03433
2017,No migration background,Upper Secondary Level,No,0.96910,9433,9760,0.96567,0.97254
2017,No migration background,Post-secondary Non-tertiary Level,Yes,0.04325,69,1434,0.03271,0.05378
2017,No migration background,Post-secondary Non-tertiary Level,No,0.95675,1365,1434,0.94622,0.96729
2017,No migration background,First Stage of Tertiary Education,Yes,0.04130,59,1372,0.03077,0.05183
2017,No migration background,First Stage of Tertiary Education,No,0.95870,1313,1372,0.94817,0.96923
2017,No migration background,Second Stage of Tertiary Education,Yes,0.03552,191,5038,0.03041,0.04063
2017,No migration background,Second Stage of Tertiary Education,No,0.96448,4847,5038,0.95937,0.96959
2017,Direct migration background,No answer / don't know,No,0.99156,130,130,0.97577,1.00735
2017,Direct migration background,Primary Level,No,0.99856,250,250,0.99386,1.00327
2017,Direct migration background,Lower Secondary Level,No,0.99209,781,781,0.98587,0.99831
2017,Direct migration background,Upper Secondary Level,No,0.98832,1600,1600,0.98306,0.99359
2017,Direct migration background,Post-secondary Non-tertiary Level,No,0.99049,652,652,0.98304,0.99795
2017,Direct migration background,First Stage of Tertiary Education,No,0.97425,97,97,0.94256,1.00593
2017,Direct migration background,Second Stage of Tertiary Education,No,0.98525,1203,1203,0.97843,0.99206
2017,Indirect migration background,No answer / don't know,No,0.98398,109,109,0.96031,1.00766
2017,Indirect migration background,Primary Level,No,0.98248,35,35,0.93839,1.02658
2017,Indirect migration background,Lower Secondary Level,No,0.99537,271,271,0.98727,1.00347
2017,Indirect migration background,Upper Secondary Level,No,0.96908,674,674,0.95601,0.98216
2017,Indirect migration background,Post-secondary Non-tertiary Level,No,0.99891,115,115,0.99284,1.00497
2017,Indirect migration background,First Stage of Tertiary Education,No,0.98045,49,49,0.94128,1.01962
2017,Indirect migration background,Second Stage of Tertiary Education,No,0.98949,250,250,0.97682,1.00216
2019,No migration background,No answer / don't know,No,0.97935,347,347,0.96437,0.99433
2019,No migration background,Pre-primary Level,No,0.99521,203,203,0.98569,1.00473
2019,No migration background,Primary Level,No,0.92700,140,140,0.88376,0.97025
2019,No migration background,Lower Secondary Level,Yes,0.02208,41,1577,0.01483,0.02934
2019,No migration background,Lower Secondary Level,No,0.97792,1536,1577,0.97066,0.98517
2019,No migration background,Upper Secondary Level,Yes,0.04150,357,9201,0.03742,0.04557
2019,No migration background,Upper Secondary Level,No,0.95850,8844,9201,0.95443,0.96258
2019,No migration background,Post-secondary Non-tertiary Level,Yes,0.05331,87,1509,0.04197,0.06464
2019,No migration background,Post-secondary Non-tertiary Level,No,0.94669,1422,1509,0.93536,0.95803
2019,No migration background,First Stage of Tertiary Education,Yes,0.05369,62,1512,0.04232,0.06505
2019,No migration background,First Stage of Tertiary Education,No,0.94631,1450,1512,0.93495,0.95768
2019,No migration background,Second Stage of Tertiary Education,Yes,0.04687,255,5621,0.04134,0.05239
2019,No migration background,Second Stage of Tertiary Education,No,0.95313,5366,5621,0.94761,0.95866
2019,Direct migration background,No answer / don't know,No,0.99205,114,114,0.97567,1.00842
2019,Direct migration background,Lower Secondary Level,No,0.99871,610,610,0.99586,1.00156
2019,Direct migration background,Upper Secondary Level,No,0.98690,1289,1289,0.98068,0.99311
2019,Direct migration background,Post-secondary Non-tertiary Level,No,0.98177,522,522,0.97029,0.99326
2019,Direct migration background,First Stage of Tertiary Education,No,0.99148,82,82,0.97146,1.01150
2019,Direct migration background,Second Stage of Tertiary Education,No,0.98528,1097,1097,0.97814,0.99241
2019,Indirect migration background,No answer / don't know,No,0.99740,110,110,0.98785,1.00696
2019,Indirect migration background,Primary Level,No,0.99165,34,34,0.96060,1.02270
2019,Indirect migration background,Lower Secondary Level,No,0.98651,230,230,0.97158,1.00145
2019,Indirect migration background,Upper Secondary Level,No,0.98002,621,621,0.96901,0.99103
2019,Indirect migration background,Post-secondary Non-tertiary Level,No,0.99280,128,128,0.97809,1.00750
2019,Indirect migration background,First Stage of Tertiary Education,No,0.98153,57,57,0.94626,1.01679
2019,Indirect migration background,Second Stage of Tertiary Education,No,0.96901,272,272,0.94838,0.98964
2021,No migration background,No answer / don't know,No,0.94745,299,299,0.92211,0.97278
2021,No migration background,Pre-primary Level,No,0.97015,102,102,0.93696,1.00334
2021,No migration background,Primary Level,No,0.95557,83,83,0.91097,1.00017
2021,No migration background,Lower Secondary Level,No,0.96883,851,851,0.95715,0.98052
2021,No migration background,Upper Secondary Level,Yes,0.05370,310,5679,0.04784,0.05957
2021,No migration background,Upper Secondary Level,No,0.94630,5369,5679,0.94043,0.95216
2021,No migration background,Post-secondary Non-tertiary Level,Yes,0.08486,69,1043,0.06793,0.10178
2021,No migration background,Post-secondary Non-tertiary Level,No,0.91514,974,1043,0.89822,0.93207
2021,No migration background,First Stage of Tertiary Education,Yes,0.05846,62,896,0.04309,0.07383
2021,No migration background,First Stage of Tertiary Education,No,0.94154,834,896,0.92617,0.95691
2021,No migration background,Second Stage of Tertiary Education,Yes,0.05021,196,4054,0.04348,0.05693
2021,No migration background,Second Stage of Tertiary Education,No,0.94979,3858,4054,0.94307,0.95652
2021,Direct migration background,No answer / don't know,No,0.89775,435,435,0.86925,0.92626
2021,Direct migration background,Primary Level,No,0.98446,812,812,0.97594,0.99297
2021,Direct migration background,Lower Secondary Level,No,0.95672,731,731,0.94196,0.97149
2021,Direct migration background,Upper Secondary Level,No,0.97104,1206,1206,0.96157,0.98050
2021,Direct migration background,Post-secondary Non-tertiary Level,No,0.96455,441,441,0.94727,0.98183
2021,Direct migration background,First Stage of Tertiary Education,No,0.99668,57,57,0.98162,1.01175
2021,Direct migration background,Second Stage of Tertiary Education,Yes,0.04677,36,1373,0.03560,0.05795
2021,Direct migration background,Second Stage of Tertiary Education,No,0.95323,1337,1373,0.94205,0.96440
2021,Indirect migration background,Pre-primary Level,No,0.99859,37,37,0.98631,1.01086
2021,Indirect migration background,Lower Secondary Level,No,0.97851,112,112,0.95153,1.00549
2021,Indirect migration background,Upper Secondary Level,No,0.98331,372,372,0.97027,0.99634
2021,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98510,90,90,0.95994,1.01027
2021,Indirect migration background,First Stage of Tertiary Education,No,0.99065,36,36,0.95876,1.02254
2021,Indirect migration background,Second Stage of Tertiary Education,No,0.95875,195,195,0.93076,0.98673
