year,pgisced97,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,"Yes, depending on situation",0.29442,145,225,0.23473,0.35411
2009,Pre-primary Level,Rather not,0.17526,80,225,0.12547,0.22504
2009,Primary Level,Never,0.27504,38,38,0.13115,0.41892
2009,Lower Secondary Level,"Yes, happily",0.01643,37,780,0.00750,0.02535
2009,Lower Secondary Level,"Yes, depending on situation",0.10568,232,780,0.08409,0.12727
2009,Lower Secondary Level,Rather not,0.12435,233,780,0.10118,0.14752
2009,Lower Secondary Level,Never,0.16495,278,780,0.13889,0.19101
2009,Upper Secondary Level,"Yes, happily",0.03120,258,4632,0.02619,0.03621
2009,Upper Secondary Level,"Yes, depending on situation",0.17892,1722,4632,0.16788,0.18995
2009,Upper Secondary Level,Rather not,0.18919,1672,4632,0.17791,0.20047
2009,Upper Secondary Level,Never,0.11521,980,4632,0.10601,0.12441
2009,Post-secondary Non-tertiary Level,"Yes, happily",0.04606,41,693,0.03044,0.06168
2009,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.24021,254,693,0.20838,0.27204
2009,Post-secondary Non-tertiary Level,Rather not,0.27620,268,693,0.24289,0.30951
2009,Post-secondary Non-tertiary Level,Never,0.12688,130,693,0.10208,0.15168
2009,First Stage of Tertiary Education,"Yes, happily",0.02503,32,694,0.01340,0.03666
2009,First Stage of Tertiary Education,"Yes, depending on situation",0.22867,301,694,0.19740,0.25994
2009,First Stage of Tertiary Education,Rather not,0.19566,243,694,0.16613,0.22520
2009,First Stage of Tertiary Education,Never,0.10391,118,694,0.08119,0.12663
2009,Second Stage of Tertiary Education,"Yes, happily",0.04446,185,2621,0.03657,0.05236
2009,Second Stage of Tertiary Education,"Yes, depending on situation",0.30522,1264,2621,0.28759,0.32286
2009,Second Stage of Tertiary Education,Rather not,0.24022,898,2621,0.22386,0.25657
2009,Second Stage of Tertiary Education,Never,0.08032,274,2621,0.06991,0.09072
2014,Pre-primary Level,"Yes, happily",0.05676,57,441,0.03514,0.07837
2014,Pre-primary Level,"Yes, depending on situation",0.26347,206,441,0.22231,0.30463
2014,Pre-primary Level,Rather not,0.14698,115,441,0.11389,0.18006
2014,Pre-primary Level,Never,0.07490,63,441,0.05030,0.09949
2014,Primary Level,"Yes, depending on situation",0.16536,78,470,0.13173,0.19898
2014,Primary Level,Rather not,0.18635,104,470,0.15111,0.22160
2014,Primary Level,Never,0.57680,288,470,0.53209,0.62152
2014,Lower Secondary Level,"Yes, happily",0.03450,134,3031,0.02800,0.04100
2014,Lower Secondary Level,"Yes, depending on situation",0.15223,547,3031,0.13944,0.16502
2014,Lower Secondary Level,Rather not,0.22070,696,3031,0.20593,0.23547
2014,Lower Secondary Level,Never,0.55271,1654,3031,0.53501,0.57042
2014,Upper Secondary Level,"Yes, happily",0.03824,507,12260,0.03485,0.04164
2014,Upper Secondary Level,"Yes, depending on situation",0.23000,2889,12260,0.22255,0.23744
2014,Upper Secondary Level,Rather not,0.27070,3424,12260,0.26283,0.27856
2014,Upper Secondary Level,Never,0.43093,5440,12260,0.42217,0.43970
2014,Post-secondary Non-tertiary Level,"Yes, happily",0.06288,111,2016,0.05228,0.07348
2014,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.32316,634,2016,0.30274,0.34358
2014,Post-secondary Non-tertiary Level,Rather not,0.31185,638,2016,0.29162,0.33207
2014,Post-secondary Non-tertiary Level,Never,0.28248,633,2016,0.26282,0.30214
2014,First Stage of Tertiary Education,"Yes, happily",0.04287,62,1561,0.03281,0.05292
2014,First Stage of Tertiary Education,"Yes, depending on situation",0.24855,443,1561,0.22710,0.26999
2014,First Stage of Tertiary Education,Rather not,0.32463,480,1561,0.30140,0.34787
2014,First Stage of Tertiary Education,Never,0.35877,576,1561,0.33497,0.38258
2014,Second Stage of Tertiary Education,"Yes, happily",0.06545,423,6089,0.05924,0.07166
2014,Second Stage of Tertiary Education,"Yes, depending on situation",0.37582,2256,6089,0.36365,0.38799
2014,Second Stage of Tertiary Education,Rather not,0.29007,1868,6089,0.27867,0.30147
2014,Second Stage of Tertiary Education,Never,0.23943,1542,6089,0.22871,0.25015
2019,Pre-primary Level,"Yes, happily",0.07307,40,313,0.04420,0.10195
2019,Pre-primary Level,"Yes, depending on situation",0.27129,140,313,0.22196,0.32063
2019,Pre-primary Level,Rather not,0.13745,98,313,0.09924,0.17566
2019,Pre-primary Level,Never,0.08757,35,313,0.05620,0.11894
2019,Primary Level,"Yes, depending on situation",0.14441,61,360,0.10805,0.18078
2019,Primary Level,Rather not,0.15327,73,360,0.11600,0.19053
2019,Primary Level,Never,0.51969,226,360,0.46801,0.57137
2019,Lower Secondary Level,"Yes, happily",0.03627,116,2341,0.02870,0.04385
2019,Lower Secondary Level,"Yes, depending on situation",0.16795,490,2341,0.15281,0.18310
2019,Lower Secondary Level,Rather not,0.22747,584,2341,0.21049,0.24446
2019,Lower Secondary Level,Never,0.49194,1151,2341,0.47168,0.51219
2019,Upper Secondary Level,"Yes, happily",0.04834,529,10891,0.04432,0.05237
2019,Upper Secondary Level,"Yes, depending on situation",0.21614,2593,10891,0.20841,0.22387
2019,Upper Secondary Level,Rather not,0.27749,2997,10891,0.26908,0.28590
2019,Upper Secondary Level,Never,0.42834,4772,10891,0.41904,0.43763
2019,Post-secondary Non-tertiary Level,"Yes, happily",0.05413,118,2134,0.04453,0.06374
2019,Post-secondary Non-tertiary Level,"Yes, depending on situation",0.29243,646,2134,0.27312,0.31173
2019,Post-secondary Non-tertiary Level,Rather not,0.29163,648,2134,0.27234,0.31092
2019,Post-secondary Non-tertiary Level,Never,0.33161,722,2134,0.31163,0.35159
2019,First Stage of Tertiary Education,"Yes, happily",0.05258,72,1631,0.04174,0.06341
2019,First Stage of Tertiary Education,"Yes, depending on situation",0.24171,439,1631,0.22092,0.26249
2019,First Stage of Tertiary Education,Rather not,0.29724,473,1631,0.27505,0.31943
2019,First Stage of Tertiary Education,Never,0.39282,647,1631,0.36911,0.41653
2019,Second Stage of Tertiary Education,"Yes, happily",0.07854,540,6852,0.07217,0.08491
2019,Second Stage of Tertiary Education,"Yes, depending on situation",0.33654,2458,6852,0.32535,0.34773
2019,Second Stage of Tertiary Education,Rather not,0.30314,2070,6852,0.29225,0.31402
2019,Second Stage of Tertiary Education,Never,0.24879,1784,6852,0.23855,0.25902
