year,sex,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,male,"Yes, happily",0.02902,308,4878,0.02431,0.03373
2009,male,"Yes, depending on situation",0.18664,2039,4878,0.17570,0.19757
2009,male,Rather not,0.17098,1661,4878,0.16042,0.18155
2009,male,Never,0.09894,870,4878,0.09056,0.10732
2009,female,"Yes, happily",0.02609,288,5138,0.02173,0.03045
2009,female,"Yes, depending on situation",0.16379,2011,5138,0.15367,0.17391
2009,female,Rather not,0.16456,1829,5138,0.15442,0.17470
2009,female,Never,0.09782,1010,5138,0.08970,0.10595
2014,male,"Yes, happily",0.03991,627,12151,0.03643,0.04339
2014,male,"Yes, depending on situation",0.23975,3522,12151,0.23216,0.24734
2014,male,Rather not,0.23037,3408,12151,0.22288,0.23786
2014,male,Never,0.30454,4594,12151,0.29636,0.31273
2014,female,"Yes, happily",0.03897,725,14330,0.03580,0.04214
2014,female,"Yes, depending on situation",0.20440,3721,14330,0.19780,0.21100
2014,female,Rather not,0.23105,4067,14330,0.22414,0.23795
2014,female,Never,0.34928,5817,14330,0.34147,0.35708
2019,male,"Yes, happily",0.05376,784,11960,0.04972,0.05781
2019,male,"Yes, depending on situation",0.22396,3510,11960,0.21649,0.23144
2019,male,Rather not,0.23155,3335,11960,0.22399,0.23911
2019,male,Never,0.29083,4331,11960,0.28269,0.29897
2019,female,"Yes, happily",0.04295,721,13114,0.03948,0.04642
2019,female,"Yes, depending on situation",0.19538,3458,13114,0.18860,0.20217
2019,female,Rather not,0.23588,3770,13114,0.22862,0.24315
2019,female,Never,0.34221,5165,13114,0.33409,0.35033
