year,age_gr,regtyp,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,"Yes, happily",0.05558,124,1527,0.04409,0.06708
2009,17-29 y.,Urban regions,"Yes, depending on situation",0.27875,635,1527,0.25625,0.30124
2009,17-29 y.,Urban regions,Rather not,0.27413,532,1527,0.25175,0.29652
2009,17-29 y.,Urban regions,Never,0.13499,236,1527,0.11785,0.15214
2009,17-29 y.,Rural regions,"Yes, happily",0.07373,92,787,0.05546,0.09200
2009,17-29 y.,Rural regions,"Yes, depending on situation",0.30989,368,787,0.27756,0.34222
2009,17-29 y.,Rural regions,Rather not,0.25628,233,787,0.22576,0.28680
2009,17-29 y.,Rural regions,Never,0.10132,94,787,0.08023,0.12242
2009,30-45 y.,Urban regions,"Yes, happily",0.04483,125,2104,0.03599,0.05367
2009,30-45 y.,Urban regions,"Yes, depending on situation",0.24855,783,2104,0.23008,0.26703
2009,30-45 y.,Urban regions,Rather not,0.24033,758,2104,0.22207,0.25860
2009,30-45 y.,Urban regions,Never,0.15368,438,2104,0.13827,0.16909
2009,30-45 y.,Rural regions,"Yes, happily",0.03028,60,1023,0.01977,0.04079
2009,30-45 y.,Rural regions,"Yes, depending on situation",0.27072,459,1023,0.24348,0.29796
2009,30-45 y.,Rural regions,Rather not,0.23309,373,1023,0.20717,0.25901
2009,30-45 y.,Rural regions,Never,0.09588,131,1023,0.07783,0.11394
2009,46-65 y.,Urban regions,"Yes, happily",0.02134,83,2317,0.01545,0.02722
2009,46-65 y.,Urban regions,"Yes, depending on situation",0.21065,923,2317,0.19405,0.22726
2009,46-65 y.,Urban regions,Rather not,0.21586,825,2317,0.19911,0.23262
2009,46-65 y.,Urban regions,Never,0.13295,486,2317,0.11912,0.14677
2009,46-65 y.,Rural regions,"Yes, happily",0.02698,60,1105,0.01742,0.03654
2009,46-65 y.,Rural regions,"Yes, depending on situation",0.19136,488,1105,0.16815,0.21456
2009,46-65 y.,Rural regions,Rather not,0.17351,393,1105,0.15117,0.19585
2009,46-65 y.,Rural regions,Never,0.08418,164,1105,0.06780,0.10056
2009,66 and older,Urban regions,"Yes, happily",0.01555,40,803,0.00699,0.02411
2009,66 and older,Urban regions,"Yes, depending on situation",0.08519,264,803,0.06587,0.10451
2009,66 and older,Urban regions,Rather not,0.08845,265,803,0.06880,0.10810
2009,66 and older,Urban regions,Never,0.09190,234,803,0.07191,0.11189
2009,66 and older,Rural regions,"Yes, depending on situation",0.08326,130,338,0.05376,0.11275
2009,66 and older,Rural regions,Rather not,0.08358,111,338,0.05403,0.11313
2009,66 and older,Rural regions,Never,0.06529,97,338,0.03892,0.09167
2014,17-29 y.,Urban regions,"Yes, happily",0.07960,257,2866,0.06969,0.08951
2014,17-29 y.,Urban regions,"Yes, depending on situation",0.36078,1011,2866,0.34319,0.37836
2014,17-29 y.,Urban regions,Rather not,0.25495,813,2866,0.23899,0.27091
2014,17-29 y.,Urban regions,Never,0.21842,785,2866,0.20329,0.23355
2014,17-29 y.,Rural regions,"Yes, happily",0.10018,146,1355,0.08419,0.11618
2014,17-29 y.,Rural regions,"Yes, depending on situation",0.31652,476,1355,0.29174,0.34129
2014,17-29 y.,Rural regions,Rather not,0.25171,379,1355,0.22859,0.27482
2014,17-29 y.,Rural regions,Never,0.24203,354,1355,0.21921,0.26484
2014,30-45 y.,Urban regions,"Yes, happily",0.06357,349,5533,0.05714,0.07000
2014,30-45 y.,Urban regions,"Yes, depending on situation",0.32517,1635,5533,0.31283,0.33752
2014,30-45 y.,Urban regions,Rather not,0.28727,1609,5533,0.27534,0.29919
2014,30-45 y.,Urban regions,Never,0.29492,1940,5533,0.28290,0.30694
2014,30-45 y.,Rural regions,"Yes, happily",0.04541,143,2806,0.03771,0.05312
2014,30-45 y.,Rural regions,"Yes, depending on situation",0.31725,872,2806,0.30003,0.33448
2014,30-45 y.,Rural regions,Rather not,0.29123,794,2806,0.27441,0.30804
2014,30-45 y.,Rural regions,Never,0.32812,997,2806,0.31074,0.34549
2014,46-65 y.,Urban regions,"Yes, happily",0.03846,219,5772,0.03350,0.04342
2014,46-65 y.,Urban regions,"Yes, depending on situation",0.26575,1611,5772,0.25436,0.27715
2014,46-65 y.,Urban regions,Rather not,0.30526,1798,5772,0.29338,0.31714
2014,46-65 y.,Urban regions,Never,0.36280,2144,5772,0.35040,0.37521
2014,46-65 y.,Rural regions,"Yes, happily",0.03613,137,3339,0.02980,0.04246
2014,46-65 y.,Rural regions,"Yes, depending on situation",0.24708,910,3339,0.23245,0.26171
2014,46-65 y.,Rural regions,Rather not,0.28730,975,3339,0.27195,0.30265
2014,46-65 y.,Rural regions,Never,0.40695,1317,3339,0.39028,0.42361
2014,66 and older,Urban regions,"Yes, happily",0.02066,71,3064,0.01562,0.02569
2014,66 and older,Urban regions,"Yes, depending on situation",0.13864,489,3064,0.12640,0.15088
2014,66 and older,Urban regions,Rather not,0.22913,721,3064,0.21425,0.24402
2014,66 and older,Urban regions,Never,0.57395,1783,3064,0.55644,0.59146
2014,66 and older,Rural regions,"Yes, depending on situation",0.13715,239,1716,0.12087,0.15344
2014,66 and older,Rural regions,Rather not,0.21299,386,1716,0.19361,0.23237
2014,66 and older,Rural regions,Never,0.59320,1091,1716,0.56995,0.61645
2019,17-29 y.,Urban regions,"Yes, happily",0.07925,232,2466,0.06859,0.08992
2019,17-29 y.,Urban regions,"Yes, depending on situation",0.29921,856,2466,0.28114,0.31729
2019,17-29 y.,Urban regions,Rather not,0.30022,803,2466,0.28213,0.31832
