"pli0098_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Taeglich","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1990","Hauptschule","Westdeutschland","55","0.00919323518791347","0.00662742146549425","0.0117590489103327"
"Taeglich","1990","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1990","Realschule","Westdeutschland","","","",""
"Taeglich","1990","Realschule","Ostdeutschland","","","",""
"Taeglich","1990","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1990","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1990","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","Westdeutschland","148","0.146300960011709","0.122258160811668","0.170343759211749"
"Min 1x pro Woche","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1990","Hauptschule","Westdeutschland","802","0.15176038891202","0.142114662343141","0.161406115480899"
"Min 1x pro Woche","1990","Hauptschule","Ostdeutschland","49","0.0343987713492354","0.0255430348688775","0.0432545078295932"
"Min 1x pro Woche","1990","Realschule","Westdeutschland","215","0.125545415840741","0.109405780211244","0.141685051470239"
"Min 1x pro Woche","1990","Realschule","Ostdeutschland","61","0.0404282752722756","0.0306006982505507","0.0502558522940005"
"Min 1x pro Woche","1990","(Fach-)Abitur","Westdeutschland","90","0.121360194815427","0.0979431892191218","0.144777200411732"
"Min 1x pro Woche","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Westdeutschland","99","0.138391979757173","0.112701117341667","0.16408284217268"
"Min 1x pro Woche","1990","AkademikerIn","Ostdeutschland","42","0.0466618501714806","0.0333889237282751","0.0599347766146861"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Westdeutschland","116","0.122043202918099","0.0997741157128154","0.144312290123382"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1990","Hauptschule","Westdeutschland","653","0.123118621477838","0.114285204076696","0.13195203887898"
"Min 1x pro Monat","1990","Hauptschule","Ostdeutschland","91","0.0656944227913045","0.0536561817264182","0.0777326638561907"
"Min 1x pro Monat","1990","Realschule","Westdeutschland","182","0.114316386737262","0.0988168679125999","0.129815905561925"
"Min 1x pro Monat","1990","Realschule","Ostdeutschland","61","0.0356520122835882","0.0264002590405459","0.0449037655266305"
"Min 1x pro Monat","1990","(Fach-)Abitur","Westdeutschland","69","0.0680491259325303","0.0499900478524778","0.0861082040125828"
"Min 1x pro Monat","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Westdeutschland","80","0.113819546783635","0.0901909536041408","0.13744813996313"
"Min 1x pro Monat","1990","AkademikerIn","Ostdeutschland","37","0.0391109319472375","0.0269112661830205","0.0513105977114544"
"Seltener","1990","(noch) kein Abschluss","Westdeutschland","201","0.295200602002784","0.264169269383522","0.326231934622046"
"Seltener","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1990","Hauptschule","Westdeutschland","1728","0.32408606545112","0.311503409097659","0.336668721804582"
"Seltener","1990","Hauptschule","Ostdeutschland","259","0.150129359982549","0.132772804368166","0.167485915596931"
"Seltener","1990","Realschule","Westdeutschland","524","0.313415392420425","0.290819377184662","0.336011407656187"
"Seltener","1990","Realschule","Ostdeutschland","257","0.162560306199872","0.144150502683892","0.180970109715853"
"Seltener","1990","(Fach-)Abitur","Westdeutschland","213","0.280815971509783","0.248589058293277","0.313042884726289"
"Seltener","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1990","AkademikerIn","Westdeutschland","226","0.329503153161705","0.294533082234418","0.364473224088992"
"Seltener","1990","AkademikerIn","Ostdeutschland","168","0.172271067839437","0.148507455196145","0.196034680482729"
"Nie","1990","(noch) kein Abschluss","Westdeutschland","352","0.427103262476717","0.39345104678811","0.460755478165325"
"Nie","1990","(noch) kein Abschluss","Ostdeutschland","30","0.561765286654516","0.416797111648626","0.706733461660406"
"Nie","1990","Hauptschule","Westdeutschland","2077","0.391841688971108","0.37871787397678","0.404965503965436"
"Nie","1990","Hauptschule","Ostdeutschland","1228","0.749777445876911","0.728730759620565","0.770824132133258"
"Nie","1990","Realschule","Westdeutschland","696","0.445241745170851","0.421032876667675","0.469450613674027"
