year,migback,pli0098_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Never,0.540150041678244,18165,0.5329022841959414,0.5473977991605465
1990,No migration background,Seldom,0.26692599796239697,18165,0.2604930843881537,0.2733589115366402
1990,No migration background,At least once per week,0.10530702973048069,18165,0.10084323654928541,0.10977082291167596
1990,No migration background,At least once per month,0.08761693062887839,18165,0.08350523463650669,0.09172862662125009
1990,Direct migration background,Never,0.44051691372101864,18165,0.4332973135732843,0.44773651386875296
1990,Direct migration background,Seldom,0.25845686050931205,18165,0.25209036241784905,0.26482335860077505
1990,Direct migration background,At least once per week,0.17065754465982516,18165,0.165186527640379,0.17612856167927132
1990,Direct migration background,At least once per month,0.13036868110984418,18165,0.1254721040652063,0.13526525815448204
1990,Indirect migration background,Never,0.4452054794520548,18165,0.43797803600294294,0.45243292290116666
1990,Indirect migration background,Seldom,0.3424657534246575,18165,0.33556484708440704,0.349366659764908
1990,Indirect migration background,At least once per week,0.10616438356164383,18165,0.10168460425397448,0.11064416286931318
1990,Indirect migration background,At least once per month,0.10616438356164383,18165,0.10168460425397448,0.11064416286931318
1992,No migration background,Never,0.5761589403973509,17350,0.568805696049313,0.5835121847453889
1992,No migration background,Seldom,0.26022594468250876,17350,0.2536971775766912,0.2667547117883263
1992,No migration background,At least once per week,0.09222828204129334,17350,0.0879227510931811,0.09653381298940558
1992,No migration background,At least once per month,0.07138683287884691,17350,0.06755565066530352,0.0752180150923903
1992,Direct migration background,Never,0.47026169706582077,17350,0.4628348099468058,0.47768858418483573
1992,Direct migration background,Seldom,0.22839016653449642,17350,0.22214356347986774,0.2346367695891251
1992,Direct migration background,At least once per week,0.16177636796193498,17350,0.15629683148199813,0.16725590444187183
1992,Direct migration background,At least once per month,0.13957176843774782,17350,0.13441518026443028,0.14472835661106537
1992,Indirect migration background,Never,0.4937655860349127,17350,0.4863261061601239,0.5012050659097015
1992,Indirect migration background,Seldom,0.3117206982543641,17350,0.30482828186109234,0.31861311464763586
1992,Indirect migration background,At least once per month,0.1172069825436409,17350,0.11242054364652218,0.12199342144075961
1992,Indirect migration background,At least once per week,0.0773067331670823,17350,0.07333258853802249,0.0812808777961421
1994,No migration background,Never,0.5688598694123556,16642,0.5613355853045928,0.5763841535201183
1994,No migration background,Seldom,0.26539427423405326,16642,0.25868576160781054,0.272102786860296
