year,age_gr,quintil_oecd,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,At least once per week,0.10276,75,582,0.07807,0.12745
1990,17-29 y.,1st Quintile,At least once per month,0.08975,64,582,0.06651,0.11299
1990,17-29 y.,1st Quintile,Seldom,0.24846,151,582,0.21332,0.28360
1990,17-29 y.,1st Quintile,Never,0.55903,292,582,0.51866,0.59941
1990,17-29 y.,2nd Quintile,At least once per week,0.10014,67,552,0.07507,0.12520
1990,17-29 y.,2nd Quintile,At least once per month,0.06626,42,552,0.04549,0.08703
1990,17-29 y.,2nd Quintile,Seldom,0.35091,188,552,0.31106,0.39076
1990,17-29 y.,2nd Quintile,Never,0.48269,255,552,0.44096,0.52441
1990,17-29 y.,3rd Quintile,At least once per week,0.09303,58,547,0.06866,0.11739
1990,17-29 y.,3rd Quintile,At least once per month,0.06950,52,547,0.04817,0.09083
1990,17-29 y.,3rd Quintile,Seldom,0.37085,182,547,0.33034,0.41137
1990,17-29 y.,3rd Quintile,Never,0.46662,255,547,0.42477,0.50846
1990,17-29 y.,4th Quintile,At least once per week,0.08860,61,608,0.06599,0.11120
1990,17-29 y.,4th Quintile,At least once per month,0.09439,64,608,0.07113,0.11765
1990,17-29 y.,4th Quintile,Seldom,0.29038,174,608,0.25427,0.32650
1990,17-29 y.,4th Quintile,Never,0.52663,309,608,0.48691,0.56635
1990,17-29 y.,5th Quintile,At least once per week,0.09818,39,404,0.06913,0.12723
1990,17-29 y.,5th Quintile,At least once per month,0.08460,39,404,0.05743,0.11177
1990,17-29 y.,5th Quintile,Seldom,0.33019,133,404,0.28427,0.37610
1990,17-29 y.,5th Quintile,Never,0.48703,193,404,0.43822,0.53583
1990,30-45 y.,1st Quintile,At least once per week,0.15812,96,521,0.12676,0.18948
1990,30-45 y.,1st Quintile,At least once per month,0.10129,59,521,0.07536,0.12722
1990,30-45 y.,1st Quintile,Seldom,0.29610,144,521,0.25686,0.33534
1990,30-45 y.,1st Quintile,Never,0.44449,222,521,0.40178,0.48720
1990,30-45 y.,2nd Quintile,At least once per week,0.11241,78,620,0.08753,0.13729
1990,30-45 y.,2nd Quintile,At least once per month,0.12022,75,620,0.09460,0.14584
1990,30-45 y.,2nd Quintile,Seldom,0.35934,225,620,0.32154,0.39714
1990,30-45 y.,2nd Quintile,Never,0.40803,242,620,0.36931,0.44675
1990,30-45 y.,3rd Quintile,At least once per week,0.12365,67,576,0.09674,0.15056
1990,30-45 y.,3rd Quintile,At least once per month,0.11534,71,576,0.08923,0.14145
1990,30-45 y.,3rd Quintile,Seldom,0.37327,205,576,0.33373,0.41280
1990,30-45 y.,3rd Quintile,Never,0.38775,233,576,0.34792,0.42757
1990,30-45 y.,4th Quintile,At least once per week,0.08269,39,469,0.05774,0.10765
1990,30-45 y.,4th Quintile,At least once per month,0.09081,52,469,0.06478,0.11684
1990,30-45 y.,4th Quintile,Seldom,0.37073,173,469,0.32696,0.41449
