year,pgisced97,regtyp,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Urban regions,Seldom,0.23182,37,103,0.14992,0.31372
1990,No answer / don't know,Urban regions,Never,0.54366,66,103,0.44699,0.64032
1990,Pre-primary Level,Urban regions,Seldom,0.37903,42,95,0.28095,0.47711
1990,Pre-primary Level,Urban regions,Never,0.32801,53,95,0.23310,0.42292
1990,Primary Level,Urban regions,At least once per week,0.16395,116,547,0.13290,0.19501
1990,Primary Level,Urban regions,At least once per month,0.13321,83,547,0.10471,0.16172
1990,Primary Level,Urban regions,Seldom,0.22563,121,547,0.19057,0.26070
1990,Primary Level,Urban regions,Never,0.47720,227,547,0.43530,0.51909
1990,Primary Level,Rural regions,Never,0.48300,49,49,0.34164,0.62437
1990,Lower Secondary Level,Urban regions,At least once per week,0.16863,337,2057,0.15244,0.18481
1990,Lower Secondary Level,Urban regions,At least once per month,0.11760,241,2057,0.10367,0.13152
1990,Lower Secondary Level,Urban regions,Seldom,0.27551,572,2057,0.25620,0.29483
1990,Lower Secondary Level,Urban regions,Never,0.43826,907,2057,0.41681,0.45971
1990,Lower Secondary Level,Rural regions,At least once per week,0.19114,129,884,0.16520,0.21707
1990,Lower Secondary Level,Rural regions,At least once per month,0.14893,111,884,0.12544,0.17241
1990,Lower Secondary Level,Rural regions,Seldom,0.26247,214,884,0.23345,0.29149
1990,Lower Secondary Level,Rural regions,Never,0.39747,430,884,0.36519,0.42975
1990,Upper Secondary Level,No answer / don't know,Never,0.89850,48,48,0.81216,0.98484
1990,Upper Secondary Level,Urban regions,At least once per week,0.11504,490,4269,0.10547,0.12461
1990,Upper Secondary Level,Urban regions,At least once per month,0.09564,402,4269,0.08682,0.10446
1990,Upper Secondary Level,Urban regions,Seldom,0.30138,1263,4269,0.28761,0.31514
1990,Upper Secondary Level,Urban regions,Never,0.48794,2114,4269,0.47295,0.50294
1990,Upper Secondary Level,Rural regions,At least once per week,0.10184,207,2669,0.09036,0.11331
1990,Upper Secondary Level,Rural regions,At least once per month,0.10777,225,2669,0.09601,0.11954
1990,Upper Secondary Level,Rural regions,Seldom,0.27559,629,2669,0.25864,0.29255
1990,Upper Secondary Level,Rural regions,Never,0.51480,1608,2669,0.49583,0.53376
1990,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.27794,81,235,0.22054,0.33534
1990,Post-secondary Non-tertiary Level,Urban regions,Never,0.56309,154,235,0.49953,0.62664
1990,Post-secondary Non-tertiary Level,Rural regions,Never,0.40529,39,39,0.24919,0.56139
1990,First Stage of Tertiary Education,Urban regions,At least once per week,0.15231,63,476,0.11999,0.18462
1990,First Stage of Tertiary Education,Urban regions,At least once per month,0.08734,42,476,0.06195,0.11273
1990,First Stage of Tertiary Education,Urban regions,Seldom,0.30925,155,476,0.26768,0.35081
1990,First Stage of Tertiary Education,Urban regions,Never,0.45111,216,476,0.40636,0.49586
1990,First Stage of Tertiary Education,Rural regions,Seldom,0.32935,83,233,0.26887,0.38982
1990,First Stage of Tertiary Education,Rural regions,Never,0.48353,150,233,0.41923,0.54784
1990,Second Stage of Tertiary Education,Urban regions,At least once per week,0.11291,92,970,0.09298,0.13283
1990,Second Stage of Tertiary Education,Urban regions,At least once per month,0.09528,81,970,0.07680,0.11377
1990,Second Stage of Tertiary Education,Urban regions,Seldom,0.29022,247,970,0.26164,0.31879
1990,Second Stage of Tertiary Education,Urban regions,Never,0.50159,550,970,0.47011,0.53307
1990,Second Stage of Tertiary Education,Rural regions,At least once per week,0.12094,54,675,0.09633,0.14556
1990,Second Stage of Tertiary Education,Rural regions,At least once per month,0.06717,35,675,0.04828,0.08607
1990,Second Stage of Tertiary Education,Rural regions,Seldom,0.23522,146,675,0.20319,0.26724
1990,Second Stage of Tertiary Education,Rural regions,Never,0.57667,440,675,0.53937,0.61397
1992,No answer / don't know,Urban regions,Seldom,0.24056,33,115,0.16210,0.31902
1992,No answer / don't know,Urban regions,Never,0.58001,82,115,0.48941,0.67062
1992,Pre-primary Level,Urban regions,Never,0.49120,65,65,0.36872,0.61368
1992,Pre-primary Level,Rural regions,Never,0.45220,35,35,0.28490,0.61949
1992,Primary Level,Urban regions,At least once per week,0.15689,101,520,0.12560,0.18818
1992,Primary Level,Urban regions,At least once per month,0.10495,72,520,0.07858,0.13132
1992,Primary Level,Urban regions,Seldom,0.21415,120,520,0.17885,0.24944
1992,Primary Level,Urban regions,Never,0.52401,227,520,0.48104,0.56698
1992,Primary Level,Rural regions,Never,0.58768,56,56,0.45759,0.71778
1992,Lower Secondary Level,Urban regions,At least once per week,0.14117,267,1917,0.12558,0.15677
1992,Lower Secondary Level,Urban regions,At least once per month,0.11258,229,1917,0.09843,0.12673
1992,Lower Secondary Level,Urban regions,Seldom,0.25828,481,1917,0.23868,0.27788
1992,Lower Secondary Level,Urban regions,Never,0.48796,940,1917,0.46558,0.51035
1992,Lower Secondary Level,Rural regions,At least once per week,0.17265,115,823,0.14681,0.19849
1992,Lower Secondary Level,Rural regions,At least once per month,0.10694,81,823,0.08581,0.12807
1992,Lower Secondary Level,Rural regions,Seldom,0.27655,196,823,0.24597,0.30713
1992,Lower Secondary Level,Rural regions,Never,0.44386,431,823,0.40990,0.47783
1992,Upper Secondary Level,No answer / don't know,Never,0.90377,58,58,0.82721,0.98033
1992,Upper Secondary Level,Urban regions,At least once per week,0.09850,391,4123,0.08941,0.10760
1992,Upper Secondary Level,Urban regions,At least once per month,0.07790,358,4123,0.06972,0.08608
1992,Upper Secondary Level,Urban regions,Seldom,0.29823,1176,4123,0.28426,0.31220
1992,Upper Secondary Level,Urban regions,Never,0.52537,2198,4123,0.51012,0.54061
1992,Upper Secondary Level,Rural regions,At least once per week,0.08854,174,2469,0.07734,0.09975
1992,Upper Secondary Level,Rural regions,At least once per month,0.08529,169,2469,0.07427,0.09631
1992,Upper Secondary Level,Rural regions,Seldom,0.26565,590,2469,0.24822,0.28308
1992,Upper Secondary Level,Rural regions,Never,0.56052,1536,2469,0.54093,0.58010
1992,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.08131,33,280,0.04924,0.11338
1992,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.24447,73,280,0.19404,0.29490
1992,Post-secondary Non-tertiary Level,Urban regions,Never,0.60404,174,280,0.54665,0.66143
1992,Post-secondary Non-tertiary Level,Rural regions,Never,0.41117,45,45,0.26578,0.55656
1992,First Stage of Tertiary Education,Urban regions,At least once per week,0.14434,64,467,0.11243,0.17625
1992,First Stage of Tertiary Education,Urban regions,At least once per month,0.08599,37,467,0.06053,0.11144
1992,First Stage of Tertiary Education,Urban regions,Seldom,0.31552,146,467,0.27332,0.35771
1992,First Stage of Tertiary Education,Urban regions,Never,0.45416,220,467,0.40895,0.49936
1992,First Stage of Tertiary Education,Rural regions,Seldom,0.30525,82,240,0.24687,0.36364
1992,First Stage of Tertiary Education,Rural regions,Never,0.50262,158,240,0.43923,0.56601
1992,Second Stage of Tertiary Education,Urban regions,At least once per week,0.11053,98,985,0.09093,0.13012
1992,Second Stage of Tertiary Education,Urban regions,At least once per month,0.08602,72,985,0.06850,0.10354
1992,Second Stage of Tertiary Education,Urban regions,Seldom,0.25458,239,985,0.22736,0.28179
1992,Second Stage of Tertiary Education,Urban regions,Never,0.54888,576,985,0.51779,0.57997
1992,Second Stage of Tertiary Education,Rural regions,At least once per week,0.11549,46,600,0.08989,0.14109
1992,Second Stage of Tertiary Education,Rural regions,Seldom,0.20760,123,600,0.17512,0.24008
1992,Second Stage of Tertiary Education,Rural regions,Never,0.62597,431,600,0.58722,0.66472
1994,No answer / don't know,Urban regions,Seldom,0.18386,37,131,0.11727,0.25045
1994,No answer / don't know,Urban regions,Never,0.55074,94,131,0.46523,0.63625
1994,Pre-primary Level,Urban regions,Seldom,0.28466,42,122,0.20426,0.36507
1994,Pre-primary Level,Urban regions,Never,0.46416,80,122,0.37530,0.55302
1994,Pre-primary Level,Rural regions,Never,0.62830,49,49,0.49159,0.76502
1994,Primary Level,Urban regions,At least once per week,0.14658,96,465,0.11440,0.17876
1994,Primary Level,Urban regions,At least once per month,0.11179,75,465,0.08312,0.14047
1994,Primary Level,Urban regions,Seldom,0.27836,125,465,0.23757,0.31914
1994,Primary Level,Urban regions,Never,0.46327,169,465,0.41790,0.50864
1994,Primary Level,Rural regions,Never,0.62890,51,51,0.49499,0.76281
1994,Lower Secondary Level,Urban regions,At least once per week,0.14584,244,1721,0.12916,0.16252
1994,Lower Secondary Level,Urban regions,At least once per month,0.10261,206,1721,0.08827,0.11695
1994,Lower Secondary Level,Urban regions,Seldom,0.26995,459,1721,0.24897,0.29093
1994,Lower Secondary Level,Urban regions,Never,0.48160,812,1721,0.45799,0.50522
1994,Lower Secondary Level,Rural regions,At least once per week,0.17560,104,752,0.14839,0.20281
1994,Lower Secondary Level,Rural regions,At least once per month,0.13602,88,752,0.11150,0.16054
1994,Lower Secondary Level,Rural regions,Seldom,0.24635,179,752,0.21554,0.27717
1994,Lower Secondary Level,Rural regions,Never,0.44203,381,752,0.40651,0.47755
1994,Upper Secondary Level,Urban regions,At least once per week,0.09505,383,4123,0.08610,0.10401
1994,Upper Secondary Level,Urban regions,At least once per month,0.08299,372,4123,0.07457,0.09141
1994,Upper Secondary Level,Urban regions,Seldom,0.30078,1201,4123,0.28678,0.31478
1994,Upper Secondary Level,Urban regions,Never,0.52118,2167,4123,0.50593,0.53643
1994,Upper Secondary Level,Rural regions,At least once per week,0.09569,179,2407,0.08393,0.10744
1994,Upper Secondary Level,Rural regions,At least once per month,0.09365,180,2407,0.08201,0.10529
1994,Upper Secondary Level,Rural regions,Seldom,0.26993,590,2407,0.25219,0.28767
1994,Upper Secondary Level,Rural regions,Never,0.54073,1458,2407,0.52082,0.56064
1994,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.07582,31,265,0.04389,0.10775
1994,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.29904,81,265,0.24381,0.35427
1994,Post-secondary Non-tertiary Level,Urban regions,Never,0.55629,153,265,0.49636,0.61622
1994,Post-secondary Non-tertiary Level,Rural regions,Never,0.50885,55,55,0.37551,0.64219
1994,First Stage of Tertiary Education,Urban regions,At least once per week,0.13910,59,459,0.10741,0.17079
1994,First Stage of Tertiary Education,Urban regions,At least once per month,0.08225,44,459,0.05708,0.10741
1994,First Stage of Tertiary Education,Urban regions,Seldom,0.29357,143,459,0.25186,0.33528
1994,First Stage of Tertiary Education,Urban regions,Never,0.48509,213,459,0.43931,0.53086
1994,First Stage of Tertiary Education,Rural regions,Seldom,0.31768,88,241,0.25878,0.37658
1994,First Stage of Tertiary Education,Rural regions,Never,0.50083,153,241,0.43757,0.56409
1994,Second Stage of Tertiary Education,Urban regions,At least once per week,0.09994,94,1034,0.08165,0.11823
1994,Second Stage of Tertiary Education,Urban regions,At least once per month,0.07769,74,1034,0.06136,0.09401
1994,Second Stage of Tertiary Education,Urban regions,Seldom,0.28306,275,1034,0.25559,0.31053
1994,Second Stage of Tertiary Education,Urban regions,Never,0.53932,591,1034,0.50892,0.56972
1994,Second Stage of Tertiary Education,Rural regions,At least once per week,0.11321,49,584,0.08749,0.13894
1994,Second Stage of Tertiary Education,Rural regions,Seldom,0.19741,131,584,0.16510,0.22972
1994,Second Stage of Tertiary Education,Rural regions,Never,0.63286,404,584,0.59373,0.67199
1995,No answer / don't know,Urban regions,Seldom,0.24550,51,154,0.17730,0.31370
1995,No answer / don't know,Urban regions,Never,0.49839,103,154,0.41916,0.57762
1995,Pre-primary Level,Urban regions,At least once per week,0.13409,35,182,0.08444,0.18373
1995,Pre-primary Level,Urban regions,Seldom,0.28382,48,182,0.21814,0.34951
1995,Pre-primary Level,Urban regions,Never,0.51984,99,182,0.44705,0.59262
1995,Pre-primary Level,Rural regions,Never,0.57169,56,56,0.44091,0.70247
1995,Primary Level,Urban regions,At least once per week,0.17363,102,443,0.13832,0.20894
1995,Primary Level,Urban regions,At least once per month,0.12333,69,443,0.09267,0.15398
1995,Primary Level,Urban regions,Seldom,0.21086,101,443,0.17283,0.24889
1995,Primary Level,Urban regions,Never,0.49219,171,443,0.44558,0.53880
1995,Primary Level,Rural regions,Never,0.48250,49,49,0.34114,0.62387
1995,Lower Secondary Level,Urban regions,At least once per week,0.16235,287,1718,0.14490,0.17979
1995,Lower Secondary Level,Urban regions,At least once per month,0.11250,221,1718,0.09756,0.12745
1995,Lower Secondary Level,Urban regions,Seldom,0.26548,449,1718,0.24459,0.28637
1995,Lower Secondary Level,Urban regions,Never,0.45967,761,1718,0.43609,0.48324
1995,Lower Secondary Level,Rural regions,At least once per week,0.19073,111,758,0.16274,0.21871
