year,age_gr,sampreg,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,West,At least once per week,0.09587,300,2695,0.08476,0.10699
1990,17-29 y.,West,At least once per month,0.08144,261,2695,0.07111,0.09177
1990,17-29 y.,West,Seldom,0.31762,829,2695,0.30004,0.33520
1990,17-29 y.,West,Never,0.50506,1305,2695,0.48618,0.52394
1990,17-29 y.,East,At least once per week,0.04286,45,1088,0.03082,0.05490
1990,17-29 y.,East,Seldom,0.13747,159,1088,0.11699,0.15794
1990,17-29 y.,East,Never,0.79321,884,1088,0.76913,0.81729
1990,30-45 y.,West,At least once per week,0.10074,313,2777,0.08955,0.11194
1990,30-45 y.,West,At least once per month,0.10001,304,2777,0.08885,0.11118
1990,30-45 y.,West,Seldom,0.35760,969,2777,0.33977,0.37543
1990,30-45 y.,West,Never,0.44164,1191,2777,0.42317,0.46012
1990,30-45 y.,East,At least once per week,0.03721,54,1483,0.02757,0.04684
1990,30-45 y.,East,At least once per month,0.02896,52,1483,0.02042,0.03749
1990,30-45 y.,East,Seldom,0.17175,260,1483,0.15255,0.19096
1990,30-45 y.,East,Never,0.76209,1117,1483,0.74041,0.78377
1990,46-65 y.,West,At least once per week,0.18372,585,2894,0.16961,0.19783
1990,46-65 y.,West,At least once per month,0.12695,397,2894,0.11482,0.13908
1990,46-65 y.,West,Seldom,0.32720,896,2894,0.31011,0.34430
1990,46-65 y.,West,Never,0.36213,1016,2894,0.34461,0.37964
1990,46-65 y.,East,At least once per week,0.02820,36,1316,0.01925,0.03715
1990,46-65 y.,East,At least once per month,0.05798,73,1316,0.04535,0.07061
1990,46-65 y.,East,Seldom,0.16850,228,1316,0.14826,0.18873
1990,46-65 y.,East,Never,0.74533,979,1316,0.72178,0.76887
1990,66 and older,West,At least once per week,0.23853,256,1031,0.21251,0.26456
1990,66 and older,West,At least once per month,0.16412,162,1031,0.14150,0.18674
1990,66 and older,West,Seldom,0.23422,253,1031,0.20835,0.26008
1990,66 and older,West,Never,0.36313,360,1031,0.33376,0.39250
1990,66 and older,East,At least once per month,0.10606,41,378,0.07497,0.13714
1990,66 and older,East,Seldom,0.15168,68,378,0.11547,0.18789
1990,66 and older,East,Never,0.67460,269,378,0.62730,0.72189
1992,17-29 y.,West,At least once per week,0.08167,247,2650,0.07124,0.09210
1992,17-29 y.,West,At least once per month,0.06798,237,2650,0.05840,0.07757
1992,17-29 y.,West,Seldom,0.30467,769,2650,0.28714,0.32219
1992,17-29 y.,West,Never,0.54568,1397,2650,0.52672,0.56465
1992,17-29 y.,East,At least once per week,0.04454,35,875,0.03087,0.05822
1992,17-29 y.,East,Seldom,0.12066,117,875,0.09906,0.14225
1992,17-29 y.,East,Never,0.80525,723,875,0.77899,0.83150
1992,30-45 y.,West,At least once per week,0.08104,263,2805,0.07094,0.09114
1992,30-45 y.,West,At least once per month,0.08725,283,2805,0.07680,0.09770
1992,30-45 y.,West,Seldom,0.33631,908,2805,0.31883,0.35380
1992,30-45 y.,West,Never,0.49540,1351,2805,0.47689,0.51390
1992,30-45 y.,East,At least once per week,0.03503,49,1422,0.02547,0.04459
1992,30-45 y.,East,At least once per month,0.02478,38,1422,0.01670,0.03286
1992,30-45 y.,East,Seldom,0.15195,231,1422,0.13328,0.17061
1992,30-45 y.,East,Never,0.78825,1104,1422,0.76700,0.80949
1992,46-65 y.,West,At least once per week,0.16840,511,2761,0.15444,0.18237
1992,46-65 y.,West,At least once per month,0.10463,327,2761,0.09321,0.11605
1992,46-65 y.,West,Seldom,0.31915,827,2761,0.30176,0.33654
1992,46-65 y.,West,Never,0.40781,1096,2761,0.38948,0.42614
1992,46-65 y.,East,At least once per month,0.03530,47,1193,0.02482,0.04577
1992,46-65 y.,East,Seldom,0.15348,193,1193,0.13302,0.17395
1992,46-65 y.,East,Never,0.78497,953,1193,0.76165,0.80829
1992,66 and older,West,At least once per week,0.21076,223,1038,0.18594,0.23559
1992,66 and older,West,At least once per month,0.14034,144,1038,0.11920,0.16148
1992,66 and older,West,Seldom,0.24307,256,1038,0.21697,0.26918
1992,66 and older,West,Never,0.40583,415,1038,0.37594,0.43571
1992,66 and older,East,Seldom,0.18224,72,333,0.14072,0.22377
1992,66 and older,East,Never,0.68157,261,333,0.63146,0.73169
1994,17-29 y.,West,At least once per week,0.07121,208,2485,0.06109,0.08132
1994,17-29 y.,West,At least once per month,0.07321,234,2485,0.06297,0.08346
1994,17-29 y.,West,Seldom,0.28296,716,2485,0.26524,0.30067
