year,regtyp,rentown,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Urban regions,Owner,Yes,0.65443,2647,3766,0.63924,0.66962
2016,Urban regions,Owner,No,0.34320,1119,3766,0.32803,0.35836
2016,Urban regions,Tenant,Yes,0.58392,3436,5590,0.57099,0.59684
2016,Urban regions,Tenant,No,0.41354,2154,5590,0.40063,0.42646
2016,Rural regions,Owner,Yes,0.56131,1560,2522,0.54194,0.58068
2016,Rural regions,Owner,No,0.43084,962,2522,0.41150,0.45017
2016,Rural regions,Tenant,Yes,0.52179,1282,2383,0.50172,0.54185
2016,Rural regions,Tenant,No,0.46873,1101,2383,0.44869,0.48877
2017,Urban regions,Owner,Yes,0.68489,3140,4253,0.67092,0.69885
2017,Urban regions,Owner,No,0.31411,1113,4253,0.30016,0.32806
2017,Urban regions,Tenant,Yes,0.61196,4202,7223,0.60072,0.62319
2017,Urban regions,Tenant,No,0.38670,3021,7223,0.37547,0.39793
2017,Rural regions,Owner,Yes,0.61860,1861,2796,0.60059,0.63661
2017,Rural regions,Owner,No,0.37310,935,2796,0.35517,0.39103
2017,Rural regions,Tenant,Yes,0.55471,1654,3163,0.53738,0.57203
2017,Rural regions,Tenant,No,0.44135,1509,3163,0.42404,0.45865
2018,Urban regions,Owner,Yes,0.71900,3088,4074,0.70520,0.73281
2018,Urban regions,Owner,No,0.27945,986,4074,0.26567,0.29323
2018,Urban regions,Tenant,Yes,0.62576,4527,7838,0.61505,0.63648
2018,Urban regions,Tenant,No,0.37113,3311,7838,0.36044,0.38183
2018,Rural regions,Owner,Yes,0.65215,1845,2673,0.63409,0.67021
2018,Rural regions,Owner,No,0.34387,828,2673,0.32586,0.36188
2018,Rural regions,Tenant,Yes,0.55502,1694,3250,0.53793,0.57210
2018,Rural regions,Tenant,No,0.44135,1556,3250,0.42428,0.45843
2019,Urban regions,Owner,Yes,0.72217,3697,4721,0.70939,0.73495
2019,Urban regions,Owner,No,0.27543,1024,4721,0.26269,0.28818
2019,Urban regions,Tenant,Yes,0.63787,3855,5584,0.62526,0.65047
2019,Urban regions,Tenant,No,0.34572,1729,5584,0.33325,0.35820
2019,Rural regions,Owner,Yes,0.67675,2179,2993,0.65999,0.69351
2019,Rural regions,Owner,No,0.32317,814,2993,0.30642,0.33993
2019,Rural regions,Tenant,Yes,0.60781,1489,2360,0.58811,0.62751
2019,Rural regions,Tenant,No,0.37392,871,2360,0.35440,0.39345
2021,Urban regions,Owner,Yes,0.52880,1866,3129,0.51130,0.54629
2021,Urban regions,Owner,No,0.46832,1263,3129,0.45083,0.48581
2021,Urban regions,Tenant,Yes,0.51241,2765,5465,0.49915,0.52566
2021,Urban regions,Tenant,No,0.48573,2700,5465,0.47247,0.49898
2021,Rural regions,Owner,Yes,0.49588,1081,1959,0.47374,0.51803
2021,Rural regions,Owner,No,0.50083,878,1959,0.47869,0.52298
2021,Rural regions,Tenant,Yes,0.47417,881,1978,0.45216,0.49619
2021,Rural regions,Tenant,No,0.52541,1097,1978,0.50340,0.54742
